[[43, 29, 37], [7, 6, 22], [20, 34, 13], [30, 15, 28], [14, 24, 19], [41, 36, 33], [1, 12, 16], [35, 5, 4], [8, 18, 23], [10, 25, 31], [42, 39, 32], [2, 38, 11], [26, 40, 27, 9], [0, 21, 17, 3]]
[[38, 42, 19], [12, 21, 5], [18, 32, 13], [3, 37, 33], [24, 31, 6], [11, 16, 2], [35, 40, 41], [43, 23, 28], [1, 17, 4], [20, 27, 10], [22, 25, 9], [30, 8, 15], [36, 34, 29, 0], [26, 14, 7, 39]]
[[35, 13, 15], [32, 4, 7], [10, 30, 19], [18, 36, 3], [27, 6, 17], [39, 14, 43], [5, 8, 42], [21, 31, 24], [33, 22, 11], [9, 1, 40], [34, 20, 25], [0, 41, 23], [29, 2, 28, 12], [26, 37, 38, 16]]
[[11, 17, 36], [24, 15, 4], [39, 29, 23], [32, 38, 20], [43, 19, 26], [18, 41, 40], [28, 1, 2], [10, 6, 31], [35, 34, 8], [16, 42, 22], [0, 37, 14], [5, 25, 3], [7, 12, 13, 27], [30, 33, 21, 9]]
[[21, 12, 27], [32, 22, 42], [28, 2, 23], [19, 36, 10], [1, 14, 41], [6, 4, 15], [5, 39, 16], [31, 38, 29], [11, 8, 26], [18, 37, 20], [24, 7, 43], [40, 33, 30], [9, 17, 0, 34], [3, 35, 25, 13]]
[[32, 4, 23], [22, 29, 21], [38, 16, 36], [20, 35, 24], [1, 18, 25], [19, 43, 34], [17, 41, 13], [5, 14, 15], [11, 9, 3], [26, 42, 30], [6, 33, 2], [31, 10, 27], [28, 7, 8, 0], [40, 37, 39, 12]]
[[0, 25, 21], [19, 41, 10], [6, 22, 35], [33, 23, 12], [3, 29, 14], [16, 26, 7], [24, 28, 27], [34, 36, 2], [9, 11, 18], [13, 39, 42], [5, 32, 4], [20, 38, 8], [43, 15, 1, 31], [17, 40, 30, 37]]
[[28, 35, 29], [3, 10, 40], [21, 5, 9], [30, 7, 8], [38, 12, 32], [13, 2, 6], [31, 37, 16], [14, 19, 41], [1, 0, 39], [22, 34, 33], [17, 36, 27], [4, 15, 43], [24, 23, 20, 11], [25, 26, 42, 18]]
[[18, 42, 11], [15, 17, 4], [28, 35, 26], [23, 14, 5], [30, 34, 20], [7, 39, 3], [29, 33, 10], [9, 16, 41], [0, 40, 24], [8, 37, 22], [43, 19, 6], [38, 31, 36], [32, 12, 13, 21], [1, 2, 27, 25]]
[[20, 19, 43], [2, 30, 38], [31, 11, 29], [28, 3, 7], [17, 40, 32], [27, 10, 15], [34, 42, 41], [1, 35, 9], [23, 25, 14], [18, 12, 8], [22, 24, 21], [26, 16, 37], [36, 6, 33, 39], [5, 0, 13, 4]]
[[24, 23, 29], [31, 36, 33], [43, 39, 40], [42, 37, 34], [9, 35, 13], [25, 32, 20], [10, 6, 15], [8, 11, 21], [28, 22, 7], [4, 0, 17], [3, 1, 16], [19, 27, 12], [14, 26, 2, 18], [5, 30, 41, 38]]
[[1, 5, 4], [13, 42, 23], [37, 14, 15], [29, 26, 9], [27, 43, 8], [12, 32, 19], [38, 34, 39], [3, 41, 11], [35, 33, 20], [16, 17, 31], [0, 21, 24], [40, 7, 30], [18, 2, 10, 36], [28, 25, 22, 6]]
[[9, 32, 42], [5, 43, 28], [2, 16, 34], [22, 37, 20], [12, 30, 23], [10, 14, 24], [17, 41, 33], [26, 3, 25], [21, 36, 27], [0, 18, 7], [6, 39, 1], [11, 8, 15], [19, 29, 40, 35], [4, 31, 13, 38]]
[[23, 36, 42], [0, 13, 15], [41, 3, 26], [17, 4, 18], [8, 31, 28], [37, 43, 14], [22, 27, 12], [20, 2, 38], [21, 19, 7], [29, 34, 33], [32, 10, 24], [6, 25, 16], [9, 11, 39, 35], [30, 5, 40, 1]]
[[31, 23, 20], [32, 21, 35], [39, 14, 1], [27, 33, 4], [30, 5, 24], [7, 11, 40], [19, 12, 43], [34, 18, 36], [42, 0, 9], [8, 2, 22], [38, 37, 25], [10, 28, 3], [16, 17, 15, 29], [26, 13, 41, 6]]
[[36, 38, 9], [8, 12, 5], [30, 23, 15], [18, 28, 17], [24, 42, 16], [40, 1, 33], [19, 11, 43], [20, 3, 26], [6, 34, 39], [14, 25, 37], [29, 4, 41], [32, 31, 35], [0, 7, 21, 27], [2, 10, 22, 13]]
[[20, 24, 6], [1, 28, 15], [21, 14, 41], [32, 12, 5], [3, 29, 30], [13, 17, 25], [34, 11, 33], [40, 42, 18], [36, 35, 23], [10, 38, 27], [4, 37, 26], [0, 19, 43], [2, 7, 8, 31], [39, 16, 22, 9]]
[[21, 37, 40], [33, 5, 7], [17, 28, 0], [38, 35, 13], [14, 41, 2], [36, 12, 34], [16, 1, 31], [15, 10, 9], [19, 18, 43], [42, 30, 8], [39, 23, 25], [27, 11, 3], [29, 22, 4, 20], [32, 26, 24, 6]]
[[32, 14, 9], [15, 38, 36], [0, 41, 30], [35, 16, 43], [42, 24, 5], [21, 23, 17], [37, 26, 25], [12, 11, 4], [39, 3, 34], [2, 8, 10], [29, 20, 40], [18, 6, 22], [27, 33, 31, 1], [13, 19, 7, 28]]
[[11, 30, 31], [27, 23, 33], [26, 12, 6], [3, 15, 24], [37, 38, 35], [10, 22, 39], [18, 25, 19], [1, 7, 36], [5, 14, 21], [2, 8, 40], [16, 43, 9], [17, 13, 42], [34, 4, 20, 29], [28, 32, 41, 0]]
[[23, 6, 20], [1, 10, 12], [15, 14, 5], [42, 34, 4], [11, 8, 30], [18, 43, 13], [29, 22, 41], [40, 16, 17], [19, 33, 36], [24, 25, 27], [7, 21, 0], [35, 37, 28], [38, 31, 9, 2], [3, 32, 39, 26]]
[[43, 34, 11], [21, 4, 27], [14, 32, 22], [29, 0, 8], [26, 40, 7], [3, 16, 38], [37, 36, 17], [12, 13, 1], [28, 20, 6], [25, 9, 35], [2, 5, 19], [33, 39, 23], [41, 15, 31, 18], [24, 30, 42, 10]]
[[15, 17, 22], [14, 5, 37], [13, 31, 16], [3, 10, 8], [32, 2, 26], [4, 24, 36], [29, 39, 34], [12, 6, 20], [42, 21, 35], [11, 28, 25], [38, 0, 43], [30, 9, 40], [1, 19, 33, 23], [41, 18, 7, 27]]
[[27, 25, 14], [26, 39, 15], [28, 42, 37], [30, 34, 11], [21, 16, 3], [35, 38, 36], [41, 4, 19], [43, 17, 7], [6, 18, 32], [29, 13, 9], [31, 8, 24], [12, 22, 33], [2, 10, 0, 40], [23, 20, 1, 5]]
[[25, 37, 17], [41, 19, 30], [43, 5, 26], [6, 21, 27], [31, 20, 0], [10, 24, 39], [33, 12, 11], [32, 7, 22], [29, 8, 34], [14, 42, 4], [40, 9, 28], [1, 16, 36], [3, 35, 18, 15], [38, 23, 13, 2]]
[[1, 16, 37], [31, 13, 15], [9, 26, 5], [36, 12, 29], [27, 4, 39], [3, 19, 33], [11, 2, 40], [24, 43, 22], [14, 23, 38], [0, 32, 28], [35, 10, 25], [42, 41, 18], [6, 8, 34, 21], [30, 20, 17, 7]]
[[15, 34, 36], [1, 42, 8], [18, 31, 30], [11, 19, 9], [41, 26, 25], [17, 27, 20], [38, 40, 14], [0, 32, 43], [33, 35, 21], [39, 6, 13], [2, 24, 16], [10, 7, 22], [23, 3, 5, 37], [12, 29, 28, 4]]
[[35, 25, 3], [31, 33, 20], [27, 11, 13], [34, 22, 7], [12, 14, 1], [6, 37, 30], [21, 4, 43], [26, 23, 5], [42, 32, 16], [29, 18, 39], [36, 8, 2], [10, 24, 0], [9, 15, 38, 19], [40, 17, 28, 41]]
[[18, 3, 34], [1, 8, 40], [14, 17, 28], [16, 41, 24], [22, 13, 5], [4, 11, 30], [23, 20, 35], [15, 9, 6], [39, 7, 21], [10, 43, 37], [26, 38, 12], [2, 42, 0], [19, 27, 25, 29], [33, 31, 36, 32]]
[[9, 23, 41], [19, 17, 4], [27, 37, 32], [31, 30, 1], [28, 40, 25], [3, 24, 33], [26, 13, 15], [20, 14, 5], [16, 22, 42], [29, 7, 43], [10, 2, 39], [8, 36, 12], [0, 38, 6, 35], [34, 11, 18, 21]]
[[37, 2, 17], [13, 10, 39], [18, 23, 1], [9, 27, 8], [36, 41, 22], [19, 15, 43], [20, 28, 7], [33, 25, 0], [32, 24, 30], [29, 31, 26], [42, 3, 14], [4, 6, 11], [21, 34, 40, 38], [5, 12, 16, 35]]
