[[27, 30, 28], [35, 2, 24], [31, 6, 34], [0, 32, 4], [10, 39, 18], [9, 23, 38], [14, 5, 19], [20, 12, 15], [25, 22, 36], [17, 26, 11], [1, 33, 21], [37, 16, 3], [13, 8, 29, 7]]
[[19, 18, 24], [12, 10, 15], [39, 36, 29], [35, 31, 2], [4, 9, 16], [22, 30, 34], [8, 25, 3], [6, 1, 14], [26, 33, 38], [32, 20, 21], [5, 11, 23], [0, 37, 28], [27, 17, 13, 7]]
[[33, 4, 30], [37, 18, 29], [31, 1, 38], [21, 28, 27], [34, 16, 23], [32, 20, 8], [12, 35, 15], [13, 2, 39], [6, 22, 14], [19, 10, 7], [3, 5, 36], [25, 11, 9], [17, 26, 0, 24]]
[[18, 11, 16], [17, 2, 9], [22, 38, 19], [14, 5, 10], [36, 13, 25], [21, 1, 28], [26, 35, 8], [6, 31, 24], [29, 23, 12], [30, 0, 4], [34, 33, 32], [7, 27, 15], [3, 37, 39, 20]]
[[20, 0, 35], [13, 38, 27], [16, 10, 23], [34, 5, 6], [33, 39, 18], [32, 4, 31], [17, 22, 7], [37, 2, 29], [12, 25, 30], [11, 28, 14], [19, 15, 24], [1, 26, 3], [9, 21, 8, 36]]
[[31, 25, 5], [17, 32, 16], [7, 3, 6], [30, 4, 27], [20, 28, 1], [9, 38, 29], [37, 33, 23], [21, 8, 14], [0, 18, 13], [26, 22, 35], [15, 19, 39], [36, 12, 11], [34, 2, 10, 24]]
[[16, 26, 7], [14, 4, 25], [6, 11, 2], [31, 12, 21], [5, 15, 28], [23, 8, 30], [32, 39, 27], [24, 34, 36], [35, 0, 37], [10, 18, 17], [29, 20, 3], [19, 22, 9], [1, 13, 38, 33]]
[[30, 31, 2], [6, 0, 19], [36, 18, 15], [3, 16, 14], [27, 13, 28], [4, 22, 7], [17, 10, 24], [33, 1, 5], [23, 38, 37], [12, 11, 20], [39, 32, 8], [9, 25, 35], [34, 21, 29, 26]]
[[31, 23, 35], [6, 2, 26], [18, 20, 12], [33, 24, 1], [4, 37, 3], [21, 16, 28], [22, 32, 36], [30, 11, 34], [10, 7, 25], [15, 29, 8], [27, 19, 0], [9, 17, 14], [38, 13, 5, 39]]
[[3, 12, 26], [27, 0, 7], [14, 18, 9], [35, 30, 8], [16, 31, 34], [10, 37, 33], [19, 29, 32], [25, 38, 11], [39, 5, 36], [28, 24, 1], [20, 6, 23], [22, 17, 21], [13, 15, 4, 2]]
[[11, 0, 2], [15, 33, 9], [32, 25, 34], [18, 39, 12], [24, 30, 6], [5, 29, 27], [10, 36, 7], [35, 26, 16], [3, 4, 37], [1, 23, 14], [8, 22, 19], [28, 13, 38], [20, 31, 17, 21]]
