[[19, 15, 16], [8, 3, 20], [25, 33, 17], [28, 31, 9], [32, 29, 14], [36, 37, 7], [23, 2, 22], [10, 24, 0], [35, 18, 12], [1, 34, 21], [30, 13, 26, 5], [27, 11, 4, 6]]
[[18, 5, 6], [12, 28, 8], [2, 31, 17], [3, 4, 22], [15, 32, 26], [10, 16, 37], [35, 33, 13], [1, 7, 34], [23, 27, 9], [14, 20, 19], [36, 21, 30, 29], [25, 11, 0, 24]]
[[20, 36, 8], [24, 5, 33], [14, 17, 26], [34, 37, 1], [29, 22, 19], [18, 23, 0], [12, 2, 15], [13, 21, 11], [6, 27, 25], [35, 32, 31], [4, 3, 16, 10], [7, 28, 9, 30]]
[[31, 27, 14], [22, 1, 23], [32, 28, 30], [8, 10, 9], [24, 3, 16], [21, 12, 35], [2, 11, 26], [33, 17, 7], [13, 0, 15], [36, 37, 18], [34, 20, 19, 4], [29, 25, 6, 5]]
[[8, 34, 19], [22, 21, 20], [36, 15, 16], [9, 37, 2], [28, 11, 23], [14, 29, 25], [13, 35, 7], [4, 1, 12], [31, 3, 26], [0, 32, 18], [24, 30, 6, 27], [33, 10, 5, 17]]
[[23, 16, 26], [33, 3, 37], [13, 12, 34], [11, 8, 7], [30, 2, 29], [6, 28, 1], [24, 14, 27], [15, 19, 20], [17, 0, 5], [9, 36, 32], [22, 10, 31, 35], [21, 4, 18, 25]]
[[20, 25, 27], [17, 7, 15], [9, 23, 16], [12, 34, 32], [35, 14, 0], [4, 1, 3], [24, 18, 13], [8, 6, 33], [28, 26, 29], [10, 36, 37], [31, 11, 2, 5], [22, 30, 21, 19]]
[[19, 2, 26], [25, 22, 34], [32, 35, 14], [27, 3, 6], [29, 15, 30], [5, 21, 9], [7, 1, 11], [33, 36, 18], [0, 16, 20], [23, 37, 13], [8, 4, 10, 17], [12, 24, 31, 28]]
[[18, 10, 15], [20, 7, 5], [0, 9, 24], [21, 3, 2], [27, 4, 16], [13, 35, 31], [1, 26, 29], [17, 14, 19], [23, 28, 37], [8, 11, 30], [36, 33, 22, 6], [25, 34, 12, 32]]
[[2, 37, 23], [31, 26, 12], [32, 19, 9], [8, 10, 3], [28, 7, 33], [16, 34, 24], [27, 18, 15], [11, 0, 25], [14, 35, 30], [5, 29, 36], [22, 13, 17, 1], [4, 20, 6, 21]]
[[23, 22, 34], [30, 37, 0], [3, 33, 31], [8, 32, 28], [27, 18, 13], [25, 10, 36], [11, 5, 19], [2, 14, 26], [20, 16, 4], [29, 15, 12], [1, 6, 21, 9], [24, 7, 35, 17]]
[[34, 14, 1], [20, 10, 29], [24, 23, 6], [25, 22, 17], [19, 3, 30], [32, 13, 7], [21, 4, 26], [27, 18, 5], [8, 36, 35], [37, 15, 0], [16, 11, 2, 12], [31, 33, 28, 9]]
[[17, 16, 21], [22, 34, 0], [3, 30, 25], [29, 14, 11], [18, 27, 26], [9, 8, 12], [6, 35, 24], [5, 15, 37], [33, 20, 19], [4, 31, 28], [36, 2, 10, 1], [13, 23, 32, 7]]
[[34, 3, 31], [13, 2, 8], [16, 30, 21], [33, 15, 10], [25, 12, 19], [32, 36, 14], [5, 7, 26], [35, 6, 29], [22, 11, 27], [4, 1, 17], [0, 20, 24, 37], [23, 9, 18, 28]]
[[12, 30, 13], [29, 6, 24], [32, 1, 10], [18, 9, 20], [11, 22, 19], [16, 34, 3], [2, 31, 8], [15, 27, 25], [14, 5, 0], [36, 28, 4], [33, 17, 23, 26], [37, 21, 35, 7]]
[[10, 15, 26], [22, 14, 12], [25, 28, 30], [36, 32, 27], [4, 33, 18], [31, 37, 3], [17, 11, 24], [0, 13, 7], [6, 16, 20], [2, 35, 34], [8, 23, 21, 9], [5, 29, 1, 19]]
[[0, 22, 36], [32, 28, 14], [26, 1, 5], [21, 37, 25], [12, 30, 3], [16, 35, 20], [9, 33, 4], [10, 6, 2], [19, 29, 11], [27, 23, 18], [8, 13, 24, 17], [34, 15, 7, 31]]
[[36, 5, 19], [31, 7, 27], [11, 14, 15], [0, 25, 10], [21, 37, 17], [8, 26, 32], [16, 28, 30], [9, 13, 35], [20, 1, 4], [22, 33, 12], [6, 23, 18, 29], [2, 3, 34, 24]]
[[0, 5, 30], [2, 25, 13], [26, 6, 19], [22, 21, 3], [9, 15, 28], [12, 27, 24], [17, 32, 36], [11, 7, 31], [16, 23, 18], [29, 34, 1], [8, 33, 20, 10], [4, 37, 14, 35]]
[[9, 3, 11], [22, 15, 23], [20, 34, 25], [29, 32, 33], [10, 24, 30], [26, 6, 19], [28, 35, 27], [13, 36, 0], [21, 1, 16], [14, 12, 31], [7, 18, 37, 8], [17, 2, 4, 5]]
[[15, 12, 27], [11, 20, 30], [17, 7, 35], [8, 24, 9], [13, 3, 0], [4, 5, 2], [32, 34, 25], [33, 23, 22], [36, 16, 19], [10, 31, 1], [21, 37, 28, 6], [26, 18, 14, 29]]
[[30, 24, 32], [21, 0, 1], [11, 36, 28], [19, 33, 6], [9, 25, 5], [18, 8, 29], [17, 16, 14], [20, 2, 35], [31, 3, 10], [13, 26, 4], [27, 37, 22, 7], [34, 23, 12, 15]]
[[8, 1, 37], [26, 36, 2], [6, 12, 4], [17, 11, 24], [0, 32, 27], [33, 23, 18], [9, 20, 31], [25, 28, 21], [10, 34, 14], [15, 35, 5], [3, 13, 7, 30], [29, 22, 19, 16]]
[[21, 33, 31], [32, 23, 36], [1, 11, 3], [25, 16, 0], [22, 18, 19], [8, 5, 2], [34, 9, 26], [37, 20, 12], [29, 6, 7], [24, 30, 14], [27, 13, 17, 4], [10, 28, 15, 35]]
[[11, 2, 6], [10, 32, 13], [30, 8, 18], [34, 28, 26], [4, 20, 1], [9, 17, 27], [22, 21, 25], [29, 33, 24], [14, 0, 31], [16, 5, 7], [15, 19, 35, 12], [3, 23, 36, 37]]
[[37, 13, 26], [31, 21, 35], [30, 36, 11], [10, 3, 24], [28, 8, 9], [33, 15, 4], [1, 7, 19], [2, 18, 6], [29, 14, 5], [32, 25, 12], [27, 16, 23, 34], [17, 22, 20, 0]]
[[21, 13, 12], [6, 27, 36], [37, 30, 29], [26, 24, 16], [28, 5, 0], [3, 8, 32], [9, 15, 4], [18, 17, 14], [2, 34, 19], [35, 31, 7], [23, 11, 22, 20], [33, 1, 25, 10]]
[[16, 9, 6], [37, 30, 19], [12, 33, 28], [21, 25, 31], [36, 7, 15], [24, 10, 20], [22, 11, 17], [1, 14, 23], [26, 2, 5], [29, 34, 35], [32, 27, 4, 13], [0, 8, 18, 3]]
[[22, 15, 17], [0, 11, 14], [34, 4, 32], [7, 12, 3], [24, 26, 19], [6, 20, 36], [5, 27, 30], [9, 23, 1], [13, 21, 25], [2, 31, 8], [37, 16, 18, 33], [10, 29, 35, 28]]
[[27, 28, 17], [32, 11, 14], [0, 13, 22], [35, 5, 19], [33, 6, 18], [25, 23, 36], [15, 3, 20], [34, 21, 12], [24, 31, 7], [1, 26, 30], [2, 37, 10, 8], [4, 16, 29, 9]]
[[27, 16, 0], [30, 17, 8], [5, 3, 20], [19, 9, 14], [2, 26, 1], [21, 25, 11], [28, 10, 37], [22, 6, 33], [7, 31, 12], [34, 24, 13], [18, 23, 29, 4], [32, 35, 15, 36]]
[[17, 34, 11], [15, 21, 1], [24, 13, 22], [5, 30, 9], [33, 25, 0], [12, 3, 26], [14, 20, 18], [32, 8, 2], [10, 35, 31], [7, 28, 23], [4, 6, 36, 19], [27, 29, 16, 37]]
[[21, 4, 29], [1, 16, 25], [8, 32, 12], [14, 7, 28], [13, 36, 18], [35, 2, 33], [24, 20, 37], [17, 9, 23], [10, 34, 27], [6, 19, 31], [11, 26, 22, 30], [0, 15, 3, 5]]
[[9, 11, 18], [4, 24, 10], [30, 37, 27], [8, 3, 36], [14, 15, 16], [25, 28, 35], [6, 17, 31], [20, 2, 33], [32, 23, 22], [13, 21, 29], [12, 7, 26, 19], [34, 0, 5, 1]]
[[4, 3, 28], [5, 18, 6], [16, 20, 10], [34, 32, 31], [15, 24, 2], [13, 30, 35], [33, 27, 7], [0, 8, 19], [17, 36, 12], [26, 23, 9], [21, 11, 22, 14], [25, 1, 29, 37]]
[[2, 19, 26], [17, 29, 9], [21, 8, 31], [4, 32, 1], [34, 28, 3], [36, 37, 35], [20, 11, 6], [30, 25, 7], [13, 27, 5], [22, 33, 24], [18, 15, 10, 16], [0, 23, 12, 14]]
