[[0, 22, 25], [31, 27, 33], [21, 3, 10], [30, 8, 13], [19, 6, 2], [15, 18, 17], [34, 35, 14], [32, 7, 16], [28, 4, 26], [12, 11, 5], [20, 29, 24], [9, 1, 23]]
[[21, 29, 16], [24, 12, 19], [13, 18, 26], [4, 35, 3], [2, 14, 17], [30, 6, 15], [22, 5, 7], [32, 9, 1], [20, 10, 0], [23, 31, 33], [28, 8, 11], [34, 25, 27]]
[[26, 12, 27], [1, 5, 16], [4, 17, 11], [13, 7, 31], [21, 35, 29], [20, 24, 30], [9, 18, 6], [23, 10, 14], [2, 32, 8], [33, 0, 28], [34, 15, 22], [19, 25, 3]]
[[20, 12, 35], [33, 1, 8], [7, 14, 17], [25, 5, 34], [6, 15, 28], [32, 31, 22], [3, 24, 9], [27, 11, 18], [2, 30, 21], [10, 0, 26], [16, 23, 19], [4, 29, 13]]
[[34, 0, 6], [23, 17, 13], [30, 3, 19], [8, 28, 7], [27, 5, 14], [33, 12, 31], [25, 21, 24], [22, 35, 11], [18, 20, 32], [29, 15, 2], [26, 9, 4], [16, 1, 10]]
[[22, 7, 30], [31, 35, 32], [3, 13, 9], [16, 6, 18], [2, 26, 21], [17, 10, 29], [1, 19, 0], [25, 5, 20], [28, 23, 27], [34, 33, 24], [11, 14, 8], [15, 4, 12]]
[[26, 12, 0], [34, 6, 25], [31, 1, 21], [10, 28, 3], [32, 4, 13], [5, 15, 17], [7, 35, 8], [16, 9, 19], [14, 23, 22], [33, 29, 2], [11, 30, 20], [24, 27, 18]]
[[1, 27, 16], [22, 6, 3], [10, 20, 33], [15, 28, 19], [2, 17, 4], [0, 21, 24], [12, 26, 34], [23, 9, 35], [14, 30, 8], [11, 25, 31], [29, 5, 18], [32, 13, 7]]
[[12, 5, 15], [23, 14, 24], [31, 17, 2], [26, 18, 25], [21, 34, 13], [22, 7, 11], [9, 4, 6], [32, 19, 3], [0, 20, 30], [35, 29, 33], [1, 27, 10], [16, 28, 8]]
[[20, 1, 15], [14, 33, 16], [0, 35, 31], [32, 27, 5], [28, 6, 24], [2, 21, 18], [13, 30, 11], [25, 4, 19], [7, 3, 10], [29, 22, 17], [26, 9, 23], [8, 12, 34]]
[[21, 1, 30], [4, 9, 35], [24, 19, 0], [8, 16, 22], [13, 26, 12], [11, 20, 29], [7, 31, 23], [10, 27, 17], [25, 32, 18], [33, 15, 5], [2, 14, 6], [3, 28, 34]]
[[30, 8, 3], [16, 0, 4], [11, 12, 28], [5, 23, 34], [15, 18, 17], [13, 35, 31], [9, 20, 26], [29, 6, 32], [14, 10, 21], [7, 27, 22], [1, 33, 2], [25, 19, 24]]
[[29, 0, 14], [19, 23, 34], [28, 1, 12], [5, 24, 26], [10, 21, 2], [13, 7, 30], [27, 6, 11], [33, 25, 35], [31, 9, 20], [8, 4, 32], [22, 16, 18], [3, 15, 17]]
[[20, 1, 32], [29, 15, 33], [22, 12, 4], [21, 27, 2], [24, 14, 7], [18, 10, 16], [13, 35, 8], [11, 23, 25], [0, 26, 5], [19, 3, 9], [28, 17, 6], [34, 30, 31]]
[[3, 0, 27], [23, 26, 4], [15, 1, 34], [14, 28, 2], [35, 13, 9], [24, 12, 6], [8, 32, 29], [11, 21, 10], [33, 22, 18], [7, 16, 25], [19, 20, 5], [17, 30, 31]]
[[8, 20, 28], [26, 9, 31], [24, 7, 34], [12, 35, 21], [25, 4, 22], [15, 18, 3], [32, 14, 13], [2, 5, 16], [30, 19, 17], [23, 27, 33], [0, 29, 11], [1, 6, 10]]
[[12, 23, 18], [10, 8, 35], [6, 26, 5], [16, 30, 20], [11, 17, 2], [31, 32, 13], [21, 34, 9], [7, 27, 4], [3, 25, 22], [28, 15, 24], [29, 19, 14], [0, 1, 33]]
[[23, 8, 24], [19, 9, 22], [0, 26, 15], [7, 33, 10], [28, 35, 5], [16, 14, 32], [27, 12, 34], [17, 21, 11], [29, 25, 4], [18, 30, 13], [6, 31, 2], [3, 1, 20]]
[[14, 15, 33], [7, 5, 8], [17, 25, 34], [2, 31, 23], [13, 30, 16], [22, 3, 28], [29, 26, 19], [27, 21, 9], [32, 20, 1], [4, 12, 10], [6, 11, 35], [24, 18, 0]]
[[35, 8, 11], [5, 3, 18], [13, 14, 10], [28, 16, 25], [24, 0, 32], [30, 22, 9], [6, 2, 12], [4, 29, 27], [34, 19, 21], [23, 17, 7], [26, 20, 1], [33, 15, 31]]
[[1, 21, 24], [6, 28, 16], [0, 22, 25], [33, 29, 11], [13, 8, 18], [19, 32, 9], [23, 4, 17], [34, 20, 7], [30, 10, 15], [2, 12, 5], [14, 26, 3], [35, 31, 27]]
[[1, 5, 11], [4, 35, 0], [32, 9, 33], [23, 21, 16], [30, 13, 29], [27, 28, 12], [15, 22, 8], [14, 31, 6], [7, 24, 3], [26, 20, 17], [25, 18, 19], [10, 2, 34]]
[[17, 19, 16], [8, 21, 30], [25, 23, 15], [35, 24, 14], [10, 27, 13], [29, 1, 7], [20, 31, 18], [5, 22, 9], [12, 3, 0], [33, 6, 2], [4, 11, 34], [32, 28, 26]]
[[15, 10, 18], [32, 35, 27], [3, 22, 9], [20, 8, 33], [11, 26, 23], [30, 12, 17], [1, 14, 13], [7, 34, 16], [31, 19, 2], [21, 5, 29], [0, 6, 25], [28, 4, 24]]
[[11, 34, 4], [18, 28, 31], [29, 17, 6], [8, 19, 22], [0, 1, 16], [25, 30, 12], [35, 15, 21], [26, 24, 14], [32, 3, 5], [27, 2, 20], [33, 13, 23], [10, 7, 9]]
[[10, 16, 27], [2, 1, 22], [12, 33, 3], [15, 5, 4], [25, 7, 17], [0, 20, 28], [13, 35, 29], [23, 32, 34], [21, 26, 6], [18, 14, 19], [30, 31, 9], [8, 24, 11]]
[[16, 24, 26], [34, 28, 35], [30, 8, 22], [1, 25, 6], [7, 10, 18], [27, 33, 9], [4, 0, 2], [3, 14, 21], [29, 5, 23], [32, 31, 19], [13, 20, 17], [11, 12, 15]]
[[3, 7, 21], [12, 13, 20], [1, 10, 15], [26, 29, 28], [8, 9, 24], [22, 5, 33], [18, 27, 19], [16, 14, 23], [34, 11, 6], [35, 0, 31], [32, 4, 30], [17, 2, 25]]
[[6, 8, 9], [34, 7, 2], [23, 22, 29], [28, 21, 4], [30, 26, 15], [24, 0, 16], [18, 20, 11], [17, 27, 33], [3, 10, 25], [31, 1, 13], [35, 32, 12], [19, 5, 14]]
[[15, 22, 21], [29, 13, 9], [28, 4, 32], [5, 30, 33], [7, 3, 11], [27, 17, 0], [18, 8, 10], [35, 24, 2], [14, 1, 31], [12, 26, 34], [23, 19, 25], [20, 6, 16]]
[[5, 9, 16], [24, 18, 21], [34, 15, 20], [7, 1, 31], [14, 4, 3], [22, 10, 2], [26, 23, 28], [35, 30, 27], [13, 29, 19], [8, 32, 11], [12, 33, 17], [0, 6, 25]]
[[0, 14, 10], [32, 7, 2], [11, 24, 5], [20, 8, 25], [33, 6, 17], [34, 27, 3], [31, 30, 13], [29, 19, 23], [1, 22, 26], [12, 16, 9], [35, 18, 28], [15, 21, 4]]
[[35, 27, 17], [11, 8, 25], [33, 6, 4], [31, 14, 20], [13, 29, 1], [19, 3, 26], [9, 34, 32], [5, 0, 24], [21, 30, 15], [22, 10, 16], [18, 7, 28], [23, 12, 2]]
[[22, 33, 2], [5, 28, 7], [0, 3, 4], [11, 34, 15], [21, 17, 13], [9, 12, 29], [23, 31, 10], [19, 20, 27], [8, 32, 30], [18, 25, 24], [35, 14, 16], [26, 1, 6]]
[[15, 0, 9], [22, 2, 16], [30, 35, 29], [18, 7, 26], [33, 6, 13], [10, 19, 28], [4, 17, 32], [34, 24, 20], [8, 31, 25], [1, 3, 23], [27, 21, 11], [12, 5, 14]]
[[19, 29, 9], [20, 5, 4], [23, 1, 28], [6, 22, 10], [11, 14, 24], [3, 30, 13], [12, 35, 2], [15, 21, 0], [31, 33, 27], [32, 7, 8], [25, 18, 26], [17, 34, 16]]
[[4, 33, 2], [27, 5, 0], [20, 22, 19], [21, 1, 25], [9, 28, 6], [7, 32, 8], [10, 11, 26], [14, 12, 24], [17, 13, 16], [31, 34, 18], [23, 30, 29], [3, 15, 35]]
[[6, 13, 19], [22, 15, 9], [26, 4, 35], [28, 30, 31], [1, 7, 34], [29, 33, 16], [11, 14, 20], [12, 21, 24], [10, 5, 32], [2, 23, 17], [18, 27, 25], [8, 3, 0]]
[[31, 20, 28], [29, 12, 7], [4, 34, 11], [15, 16, 21], [9, 27, 10], [24, 23, 5], [0, 32, 14], [8, 1, 13], [35, 6, 30], [19, 25, 3], [2, 18, 33], [22, 17, 26]]
[[31, 29, 11], [5, 14, 18], [4, 6, 25], [9, 20, 1], [3, 27, 8], [10, 22, 12], [19, 0, 21], [2, 35, 33], [34, 28, 24], [26, 16, 30], [17, 15, 7], [13, 23, 32]]
[[22, 12, 16], [0, 35, 3], [10, 13, 34], [4, 7, 8], [17, 25, 29], [27, 21, 1], [14, 30, 18], [9, 20, 6], [15, 26, 5], [32, 31, 2], [28, 19, 33], [11, 24, 23]]
[[11, 28, 13], [1, 23, 33], [10, 35, 22], [15, 32, 3], [7, 31, 0], [25, 34, 14], [17, 16, 26], [4, 12, 20], [9, 21, 27], [19, 29, 6], [2, 18, 30], [8, 24, 5]]
[[16, 4, 25], [0, 21, 28], [3, 12, 5], [23, 35, 10], [19, 15, 33], [17, 31, 32], [34, 30, 24], [22, 8, 7], [6, 13, 20], [11, 18, 27], [29, 9, 26], [2, 14, 1]]
[[1, 32, 18], [12, 3, 2], [19, 4, 9], [26, 14, 0], [7, 13, 35], [22, 31, 21], [24, 5, 29], [33, 17, 20], [6, 10, 27], [25, 8, 23], [34, 11, 28], [30, 15, 16]]
[[31, 21, 20], [16, 19, 24], [8, 12, 35], [33, 7, 18], [17, 29, 25], [6, 14, 4], [22, 26, 11], [23, 30, 15], [27, 9, 2], [32, 3, 1], [5, 13, 34], [28, 10, 0]]
[[25, 17, 15], [12, 1, 35], [22, 6, 18], [4, 29, 23], [30, 19, 26], [0, 13, 9], [16, 8, 20], [3, 33, 7], [14, 32, 11], [28, 34, 10], [24, 2, 5], [21, 31, 27]]
[[28, 5, 24], [16, 32, 34], [22, 14, 35], [31, 2, 19], [17, 27, 3], [15, 26, 12], [11, 1, 30], [7, 33, 0], [4, 18, 13], [29, 6, 23], [9, 20, 8], [10, 25, 21]]
[[26, 17, 20], [23, 30, 12], [31, 8, 13], [32, 10, 3], [0, 18, 21], [2, 28, 33], [34, 15, 25], [5, 29, 6], [14, 35, 4], [11, 27, 16], [9, 1, 7], [22, 19, 24]]
[[4, 1, 11], [19, 6, 20], [17, 21, 0], [7, 9, 22], [5, 16, 23], [26, 32, 12], [27, 35, 31], [15, 8, 29], [10, 25, 18], [33, 13, 24], [34, 3, 2], [30, 14, 28]]
[[31, 14, 13], [27, 9, 4], [22, 5, 24], [16, 0, 3], [7, 34, 8], [30, 26, 28], [25, 12, 2], [10, 35, 11], [18, 29, 17], [15, 23, 20], [33, 1, 32], [19, 6, 21]]
[[16, 22, 31], [9, 5, 12], [18, 23, 33], [19, 26, 25], [6, 30, 34], [20, 17, 4], [2, 29, 0], [32, 13, 11], [35, 28, 15], [27, 24, 21], [7, 14, 10], [8, 1, 3]]
[[7, 6, 21], [18, 32, 8], [20, 35, 4], [30, 34, 23], [26, 2, 16], [3, 33, 28], [19, 15, 9], [14, 25, 0], [24, 1, 31], [13, 22, 5], [29, 12, 27], [10, 17, 11]]
[[3, 2, 0], [23, 24, 21], [5, 26, 30], [6, 11, 4], [32, 31, 22], [29, 27, 12], [7, 8, 13], [34, 28, 1], [15, 18, 17], [35, 20, 19], [25, 10, 33], [14, 9, 16]]
[[32, 7, 30], [8, 1, 3], [21, 27, 23], [19, 22, 20], [31, 35, 14], [18, 17, 26], [4, 13, 34], [11, 5, 33], [25, 10, 6], [15, 0, 12], [16, 28, 29], [9, 2, 24]]
