[[27, 7, 16], [26, 1, 25], [20, 32, 30], [9, 24, 22], [2, 18, 37], [6, 3, 40], [29, 31, 0], [28, 23, 15], [34, 12, 14], [19, 8, 13], [38, 10, 39], [17, 36, 11, 33], [21, 5, 35, 4]]
[[20, 16, 21], [33, 10, 6], [2, 15, 12], [17, 32, 11], [34, 19, 37], [14, 27, 7], [38, 26, 31], [35, 13, 23], [8, 30, 25], [39, 4, 24], [18, 28, 3], [0, 5, 40, 9], [1, 22, 29, 36]]
[[19, 12, 10], [20, 17, 0], [23, 28, 29], [35, 15, 31], [34, 39, 25], [8, 33, 7], [26, 3, 6], [16, 13, 37], [38, 36, 11], [21, 5, 32], [2, 30, 27], [1, 22, 4, 40], [9, 24, 14, 18]]
[[21, 0, 27], [3, 29, 5], [14, 8, 35], [37, 28, 18], [9, 15, 20], [39, 23, 33], [17, 25, 38], [26, 31, 10], [34, 19, 36], [1, 11, 40], [22, 7, 24], [6, 32, 12, 16], [4, 2, 13, 30]]
[[22, 15, 2], [23, 36, 8], [13, 29, 38], [25, 9, 31], [35, 21, 7], [27, 12, 34], [3, 0, 17], [16, 11, 20], [4, 6, 24], [30, 19, 28], [26, 1, 39], [40, 5, 14, 32], [37, 18, 33, 10]]
[[29, 36, 25], [4, 30, 23], [33, 31, 14], [22, 17, 9], [18, 3, 28], [7, 8, 16], [21, 32, 13], [38, 12, 26], [15, 24, 20], [19, 0, 27], [40, 5, 1], [10, 39, 34, 37], [2, 35, 6, 11]]
[[29, 20, 31], [7, 28, 14], [16, 11, 40], [33, 4, 27], [15, 39, 26], [3, 38, 5], [12, 22, 13], [0, 23, 1], [9, 18, 37], [6, 19, 17], [30, 35, 8], [25, 32, 24, 34], [36, 10, 21, 2]]
[[33, 13, 0], [20, 27, 1], [23, 24, 14], [6, 36, 38], [17, 4, 34], [8, 9, 37], [25, 26, 22], [15, 12, 5], [11, 3, 39], [40, 21, 7], [19, 28, 31], [18, 30, 35, 10], [32, 16, 2, 29]]
[[11, 30, 29], [1, 9, 20], [21, 8, 35], [12, 14, 17], [23, 5, 22], [34, 24, 32], [3, 33, 25], [0, 7, 15], [27, 37, 19], [10, 6, 16], [38, 2, 36], [18, 40, 39, 4], [31, 28, 13, 26]]
[[17, 32, 40], [3, 13, 33], [21, 19, 35], [27, 39, 1], [6, 11, 26], [10, 14, 22], [36, 38, 12], [5, 25, 29], [7, 34, 23], [4, 37, 18], [20, 31, 0], [8, 2, 15, 24], [16, 30, 9, 28]]
[[4, 17, 25], [38, 32, 19], [34, 12, 24], [23, 16, 8], [40, 0, 6], [2, 20, 14], [10, 28, 3], [18, 21, 9], [27, 39, 11], [5, 37, 15], [35, 33, 26], [36, 22, 13, 29], [1, 30, 7, 31]]
[[3, 25, 7], [26, 33, 27], [13, 5, 8], [38, 11, 37], [20, 31, 15], [34, 40, 39], [1, 18, 22], [36, 29, 0], [28, 12, 23], [24, 6, 16], [4, 14, 19], [30, 17, 10, 2], [32, 21, 35, 9]]
[[31, 7, 30], [19, 0, 25], [36, 13, 23], [3, 27, 34], [21, 18, 24], [15, 1, 12], [29, 10, 26], [2, 37, 5], [28, 38, 11], [8, 16, 17], [33, 22, 40], [9, 20, 4, 35], [39, 6, 32, 14]]
[[17, 10, 9], [34, 29, 12], [38, 27, 24], [23, 15, 26], [39, 32, 16], [31, 22, 21], [20, 4, 6], [8, 33, 0], [36, 35, 1], [40, 11, 30], [19, 25, 5], [13, 18, 28, 3], [2, 37, 7, 14]]
[[5, 33, 17], [7, 16, 12], [20, 19, 10], [32, 4, 26], [2, 39, 27], [14, 9, 28], [21, 40, 13], [18, 11, 36], [24, 0, 3], [1, 29, 23], [25, 22, 34], [38, 35, 37, 8], [6, 15, 31, 30]]
[[32, 14, 21], [33, 30, 20], [7, 35, 9], [24, 29, 2], [22, 31, 1], [40, 26, 13], [10, 3, 38], [17, 34, 11], [0, 4, 19], [39, 16, 28], [23, 36, 37], [8, 27, 6, 5], [18, 15, 25, 12]]
[[2, 16, 38], [32, 35, 19], [7, 8, 26], [5, 9, 12], [1, 29, 30], [6, 25, 27], [10, 18, 20], [34, 13, 0], [39, 22, 36], [31, 33, 3], [17, 37, 15], [11, 40, 28, 23], [24, 21, 4, 14]]
[[16, 2, 11], [33, 26, 38], [39, 19, 7], [24, 14, 15], [17, 32, 37], [13, 12, 5], [4, 36, 28], [40, 1, 3], [30, 21, 6], [35, 10, 18], [34, 27, 25], [31, 9, 0, 20], [23, 22, 8, 29]]
[[36, 33, 21], [5, 7, 28], [17, 0, 11], [18, 8, 4], [27, 2, 30], [12, 3, 9], [29, 35, 31], [23, 16, 20], [6, 25, 1], [22, 19, 38], [14, 24, 40], [32, 34, 26, 13], [15, 39, 37, 10]]
[[21, 28, 0], [37, 10, 24], [9, 25, 22], [36, 2, 39], [34, 6, 14], [8, 7, 11], [35, 15, 30], [23, 19, 12], [31, 38, 3], [4, 20, 27], [18, 33, 13], [29, 17, 26, 5], [16, 32, 1, 40]]
[[19, 22, 39], [17, 13, 33], [0, 24, 12], [3, 11, 2], [35, 4, 21], [8, 1, 36], [37, 25, 23], [29, 26, 32], [28, 30, 14], [40, 20, 10], [15, 6, 18], [9, 27, 16, 31], [7, 34, 38, 5]]
[[22, 11, 8], [3, 25, 29], [19, 6, 17], [9, 36, 31], [14, 18, 7], [2, 26, 5], [20, 0, 12], [28, 24, 27], [38, 40, 30], [32, 35, 10], [33, 4, 21], [37, 16, 15, 13], [39, 34, 23, 1]]
[[32, 39, 4], [34, 21, 26], [15, 24, 5], [3, 6, 28], [2, 23, 25], [12, 35, 19], [38, 8, 30], [14, 37, 22], [13, 17, 18], [20, 0, 33], [29, 16, 40], [1, 36, 31, 9], [11, 27, 10, 7]]
[[13, 35, 6], [30, 14, 10], [5, 25, 4], [12, 11, 39], [20, 1, 33], [2, 27, 17], [38, 7, 36], [21, 0, 29], [19, 24, 40], [16, 9, 15], [22, 34, 32], [37, 31, 3, 28], [8, 26, 23, 18]]
[[7, 38, 31], [32, 17, 23], [18, 0, 26], [3, 35, 34], [25, 8, 12], [40, 14, 13], [16, 4, 24], [22, 9, 2], [27, 15, 1], [37, 10, 36], [21, 5, 28], [20, 19, 30, 39], [29, 11, 6, 33]]
[[30, 20, 8], [34, 6, 15], [13, 36, 32], [14, 2, 24], [39, 18, 10], [12, 3, 9], [21, 38, 29], [1, 4, 35], [27, 19, 5], [25, 23, 28], [11, 40, 17], [0, 16, 26, 31], [22, 7, 33, 37]]
[[29, 2, 30], [32, 6, 12], [17, 10, 27], [26, 8, 38], [23, 40, 11], [19, 0, 9], [24, 35, 37], [39, 7, 28], [16, 15, 22], [21, 14, 3], [36, 1, 33], [25, 20, 5, 13], [31, 34, 4, 18]]
[[25, 36, 18], [21, 38, 28], [37, 26, 20], [16, 2, 34], [8, 9, 14], [30, 12, 15], [7, 35, 11], [33, 22, 39], [13, 4, 29], [17, 0, 5], [6, 19, 10], [31, 32, 24, 3], [40, 23, 1, 27]]
[[20, 6, 27], [39, 9, 14], [17, 0, 7], [19, 12, 11], [25, 37, 23], [33, 13, 29], [3, 5, 2], [15, 38, 22], [16, 1, 34], [31, 40, 28], [26, 30, 8], [18, 24, 36, 21], [10, 4, 32, 35]]
[[8, 20, 14], [36, 24, 27], [30, 9, 22], [26, 40, 23], [0, 2, 38], [34, 21, 1], [17, 25, 35], [7, 32, 4], [11, 5, 10], [37, 31, 12], [33, 15, 18], [29, 13, 39, 6], [28, 16, 19, 3]]
[[21, 14, 30], [4, 34, 0], [3, 10, 19], [6, 26, 15], [24, 28, 32], [39, 12, 25], [18, 17, 7], [31, 35, 33], [8, 22, 5], [23, 37, 16], [9, 1, 38], [20, 27, 36, 11], [13, 29, 40, 2]]
[[8, 38, 5], [34, 33, 37], [18, 23, 20], [24, 14, 31], [28, 13, 17], [26, 19, 16], [12, 11, 25], [3, 21, 6], [10, 22, 39], [2, 29, 7], [40, 1, 30], [35, 4, 9, 36], [15, 27, 32, 0]]
[[26, 19, 5], [39, 17, 32], [37, 21, 29], [16, 6, 36], [20, 38, 7], [2, 30, 31], [27, 35, 25], [24, 18, 9], [23, 22, 15], [3, 34, 11], [8, 1, 4], [12, 13, 0, 33], [14, 40, 10, 28]]
[[11, 20, 29], [32, 7, 18], [6, 13, 30], [33, 3, 39], [28, 35, 10], [24, 19, 0], [16, 22, 17], [21, 25, 34], [12, 15, 27], [40, 8, 2], [4, 36, 5], [23, 9, 38, 14], [1, 31, 37, 26]]
[[9, 38, 7], [10, 34, 27], [11, 19, 17], [33, 25, 24], [28, 30, 6], [39, 31, 0], [2, 20, 22], [32, 5, 21], [4, 15, 35], [37, 8, 12], [40, 36, 23], [14, 26, 13, 18], [16, 29, 1, 3]]
[[36, 13, 15], [32, 6, 9], [26, 8, 29], [20, 5, 25], [21, 28, 17], [37, 27, 4], [14, 24, 19], [33, 31, 16], [30, 18, 22], [7, 10, 34], [12, 38, 40], [35, 0, 1, 11], [23, 2, 39, 3]]
[[26, 31, 14], [10, 7, 8], [24, 9, 22], [25, 15, 13], [32, 35, 37], [28, 0, 36], [40, 12, 21], [5, 34, 38], [18, 6, 4], [11, 30, 16], [3, 29, 1], [17, 23, 33, 19], [39, 2, 27, 20]]
[[22, 21, 9], [1, 12, 28], [30, 26, 23], [14, 17, 13], [32, 6, 2], [24, 3, 0], [7, 40, 18], [5, 36, 16], [39, 25, 4], [19, 34, 27], [15, 37, 31], [10, 29, 33, 35], [38, 8, 20, 11]]
[[23, 13, 11], [32, 16, 4], [36, 26, 21], [1, 15, 10], [40, 5, 33], [2, 8, 39], [18, 31, 35], [19, 9, 34], [30, 0, 12], [28, 27, 20], [38, 29, 14], [6, 3, 22, 37], [25, 7, 17, 24]]
[[4, 5, 18], [31, 26, 33], [37, 35, 16], [1, 3, 6], [29, 10, 40], [7, 8, 28], [9, 22, 21], [13, 15, 11], [30, 14, 36], [32, 23, 20], [17, 27, 39], [0, 19, 25, 12], [24, 34, 2, 38]]
[[36, 9, 8], [10, 15, 31], [39, 30, 21], [2, 34, 26], [24, 16, 3], [40, 22, 29], [27, 13, 7], [23, 11, 38], [20, 18, 17], [28, 4, 37], [35, 25, 33], [0, 12, 32, 1], [5, 19, 6, 14]]
[[38, 1, 21], [0, 16, 36], [22, 34, 27], [15, 19, 2], [18, 24, 5], [3, 40, 6], [7, 14, 30], [13, 11, 33], [37, 31, 28], [20, 8, 4], [32, 39, 29], [9, 25, 17, 35], [12, 26, 10, 23]]
[[36, 4, 19], [32, 21, 17], [3, 20, 5], [15, 16, 29], [13, 12, 37], [31, 22, 8], [27, 23, 7], [28, 35, 34], [26, 30, 11], [10, 2, 24], [18, 1, 40], [9, 25, 38, 6], [0, 14, 39, 33]]
