[[30, 13, 29], [23, 5, 17], [3, 27, 0], [24, 19, 16], [20, 9, 2], [22, 18, 14], [25, 4, 15], [26, 12, 28], [7, 10, 6], [8, 1, 11, 21]]
[[22, 23, 5], [25, 29, 13], [20, 19, 4], [8, 17, 12], [16, 18, 10], [27, 28, 2], [9, 26, 14], [15, 24, 1], [6, 3, 21], [30, 11, 7, 0]]
[[16, 12, 21], [28, 9, 23], [26, 19, 7], [4, 8, 6], [5, 13, 30], [17, 11, 0], [1, 29, 18], [14, 27, 20], [22, 24, 15], [10, 2, 3, 25]]
[[20, 4, 6], [13, 19, 10], [17, 29, 15], [27, 22, 28], [5, 16, 7], [26, 2, 3], [0, 24, 8], [1, 12, 18], [30, 11, 23], [14, 25, 9, 21]]
[[19, 23, 7], [16, 29, 20], [8, 25, 11], [26, 28, 12], [4, 22, 24], [5, 17, 10], [15, 13, 1], [2, 18, 6], [30, 9, 0], [21, 27, 3, 14]]
[[30, 9, 24], [13, 22, 12], [4, 18, 7], [26, 8, 10], [23, 28, 0], [21, 29, 19], [1, 14, 27], [20, 2, 25], [16, 17, 11], [6, 15, 3, 5]]
[[12, 16, 10], [25, 15, 27], [13, 18, 24], [26, 20, 22], [0, 21, 19], [2, 29, 30], [7, 14, 5], [3, 17, 6], [8, 9, 23], [11, 1, 4, 28]]
[[24, 4, 15], [1, 7, 5], [23, 18, 21], [2, 11, 26], [8, 29, 22], [9, 3, 16], [12, 25, 28], [19, 30, 27], [20, 0, 13], [10, 6, 17, 14]]
[[2, 22, 4], [3, 18, 9], [25, 6, 15], [16, 7, 5], [23, 1, 13], [8, 0, 24], [26, 11, 14], [28, 27, 19], [30, 17, 29], [12, 20, 21, 10]]
[[26, 0, 22], [9, 2, 6], [13, 8, 27], [21, 3, 23], [5, 20, 15], [7, 18, 1], [4, 24, 30], [28, 14, 25], [12, 11, 16], [19, 10, 17, 29]]
[[30, 0, 1], [12, 16, 8], [3, 15, 2], [19, 27, 13], [10, 21, 6], [23, 26, 28], [17, 24, 14], [7, 29, 4], [11, 22, 9], [5, 25, 18, 20]]
[[12, 8, 18], [16, 4, 19], [3, 10, 28], [27, 24, 13], [7, 26, 22], [1, 2, 0], [30, 25, 17], [6, 11, 29], [15, 5, 23], [9, 21, 20, 14]]
[[5, 14, 6], [8, 27, 4], [2, 10, 16], [1, 9, 19], [13, 22, 24], [0, 20, 23], [25, 3, 12], [11, 7, 17], [28, 30, 26], [21, 15, 29, 18]]
[[28, 12, 19], [24, 9, 15], [7, 27, 29], [5, 25, 16], [26, 21, 2], [20, 18, 13], [30, 8, 23], [1, 22, 6], [11, 0, 10], [4, 14, 17, 3]]
[[18, 5, 15], [29, 1, 17], [22, 30, 23], [14, 6, 13], [25, 0, 20], [26, 10, 3], [28, 16, 7], [8, 11, 12], [2, 9, 19], [24, 27, 21, 4]]
[[21, 24, 0], [22, 12, 30], [23, 26, 2], [28, 16, 20], [25, 13, 27], [4, 6, 18], [29, 17, 19], [15, 14, 1], [5, 11, 9], [3, 10, 8, 7]]
[[24, 22, 3], [16, 7, 19], [25, 30, 29], [13, 17, 6], [10, 1, 23], [9, 8, 15], [5, 18, 0], [27, 28, 20], [4, 14, 12], [26, 11, 21, 2]]
[[21, 19, 0], [30, 6, 28], [26, 3, 2], [9, 11, 15], [5, 23, 27], [8, 4, 7], [18, 10, 1], [20, 13, 25], [24, 17, 16], [22, 14, 29, 12]]
[[2, 23, 6], [0, 28, 30], [11, 10, 20], [25, 26, 12], [22, 15, 5], [7, 29, 17], [21, 24, 14], [8, 4, 19], [3, 13, 1], [9, 18, 27, 16]]
[[26, 24, 11], [1, 19, 21], [12, 10, 4], [23, 20, 25], [16, 7, 3], [27, 14, 0], [18, 13, 29], [15, 22, 2], [17, 8, 6], [5, 9, 28, 30]]
[[23, 17, 6], [4, 26, 13], [21, 15, 2], [14, 27, 11], [29, 19, 22], [1, 0, 25], [3, 28, 30], [12, 7, 18], [16, 8, 10], [9, 24, 20, 5]]
[[28, 26, 12], [7, 23, 24], [18, 21, 5], [30, 3, 4], [17, 15, 14], [19, 10, 20], [29, 11, 0], [2, 8, 1], [27, 6, 25], [13, 16, 9, 22]]
[[3, 27, 16], [29, 26, 28], [0, 20, 22], [18, 17, 14], [13, 2, 12], [7, 4, 9], [8, 1, 6], [11, 19, 5], [24, 15, 30], [10, 23, 25, 21]]
[[29, 14, 28], [27, 7, 17], [13, 24, 15], [0, 25, 30], [20, 9, 5], [21, 18, 2], [12, 1, 16], [6, 19, 23], [11, 3, 8], [22, 26, 10, 4]]
[[5, 30, 12], [19, 1, 13], [23, 8, 16], [4, 7, 22], [21, 28, 24], [27, 14, 26], [3, 25, 15], [6, 2, 0], [18, 11, 20], [17, 10, 9, 29]]
[[12, 28, 21], [11, 4, 30], [17, 8, 14], [22, 18, 9], [15, 27, 24], [0, 29, 25], [23, 3, 6], [16, 5, 20], [19, 2, 7], [13, 1, 26, 10]]
[[5, 24, 15], [22, 17, 28], [4, 8, 12], [0, 9, 2], [26, 13, 11], [25, 7, 27], [16, 23, 21], [6, 20, 10], [3, 30, 29], [19, 18, 14, 1]]
[[26, 16, 11], [20, 10, 3], [13, 5, 27], [0, 30, 12], [25, 24, 1], [2, 19, 9], [8, 17, 15], [6, 18, 29], [7, 14, 21], [22, 28, 4, 23]]
[[1, 26, 29], [25, 27, 18], [11, 13, 14], [6, 15, 3], [8, 4, 19], [24, 7, 0], [5, 21, 23], [30, 22, 28], [2, 10, 17], [16, 9, 12, 20]]
[[17, 29, 2], [14, 27, 0], [16, 30, 10], [28, 12, 3], [26, 23, 25], [6, 20, 9], [15, 13, 8], [21, 19, 5], [1, 24, 4], [18, 11, 22, 7]]
[[9, 0, 16], [26, 21, 1], [5, 14, 17], [19, 25, 28], [20, 27, 18], [29, 30, 22], [4, 12, 3], [7, 6, 13], [11, 23, 8], [10, 24, 15, 2]]
[[13, 2, 12], [18, 19, 3], [0, 7, 24], [16, 23, 26], [21, 10, 14], [29, 17, 22], [15, 20, 1], [8, 5, 6], [4, 30, 25], [9, 27, 28, 11]]
[[1, 14, 24], [12, 3, 23], [21, 10, 19], [28, 13, 29], [25, 11, 22], [16, 6, 15], [20, 17, 26], [0, 18, 27], [8, 5, 2], [9, 30, 4, 7]]
[[1, 22, 9], [10, 30, 29], [11, 23, 2], [13, 15, 5], [19, 20, 28], [17, 8, 0], [26, 12, 4], [16, 18, 24], [6, 14, 25], [3, 7, 27, 21]]
