[[14, 13, 24], [6, 4, 1], [21, 26, 5], [2, 27, 17], [11, 22, 7], [12, 15, 18], [20, 0, 23], [10, 3, 16], [19, 25, 8, 9]]
[[22, 0, 3], [14, 19, 16], [26, 1, 20], [5, 9, 17], [7, 21, 2], [23, 4, 15], [8, 13, 24], [12, 18, 6], [11, 27, 25, 10]]
[[17, 13, 18], [14, 25, 10], [3, 12, 9], [7, 22, 23], [2, 11, 15], [27, 16, 20], [4, 24, 19], [5, 1, 26], [21, 0, 8, 6]]
[[0, 20, 16], [1, 25, 12], [8, 26, 2], [14, 17, 19], [27, 24, 18], [21, 4, 23], [6, 11, 5], [13, 3, 15], [9, 10, 7, 22]]
[[3, 17, 20], [5, 15, 8], [18, 0, 12], [11, 14, 10], [26, 23, 16], [7, 22, 24], [19, 13, 21], [6, 2, 9], [4, 27, 1, 25]]
[[23, 5, 12], [9, 20, 11], [26, 27, 7], [8, 24, 14], [2, 3, 18], [4, 21, 6], [17, 16, 22], [25, 1, 13], [15, 0, 19, 10]]
[[2, 9, 22], [8, 18, 13], [1, 0, 17], [16, 24, 26], [15, 14, 10], [7, 21, 20], [12, 3, 6], [19, 4, 25], [5, 23, 11, 27]]
[[22, 7, 26], [18, 10, 15], [24, 11, 8], [14, 4, 9], [17, 2, 1], [13, 20, 23], [5, 27, 16], [21, 19, 12], [3, 6, 25, 0]]
[[27, 15, 26], [21, 17, 25], [19, 9, 13], [8, 16, 0], [12, 3, 11], [23, 1, 14], [20, 6, 24], [4, 22, 2], [5, 18, 7, 10]]
[[6, 0, 5], [14, 4, 2], [23, 20, 8], [3, 18, 27], [21, 17, 19], [15, 24, 9], [13, 1, 16], [25, 10, 26], [22, 11, 12, 7]]
[[6, 3, 5], [20, 17, 21], [22, 23, 0], [25, 7, 14], [11, 16, 27], [15, 9, 2], [19, 24, 1], [18, 8, 13], [12, 4, 26, 10]]
[[25, 16, 21], [6, 4, 3], [5, 18, 22], [15, 13, 27], [2, 17, 19], [26, 14, 23], [1, 12, 10], [0, 9, 24], [7, 20, 11, 8]]
[[8, 1, 23], [2, 24, 18], [13, 22, 0], [10, 12, 14], [25, 20, 4], [16, 6, 19], [3, 15, 7], [5, 21, 11], [9, 17, 27, 26]]
[[10, 2, 19], [23, 13, 21], [7, 16, 25], [20, 22, 8], [0, 6, 11], [12, 15, 1], [27, 4, 26], [24, 18, 9], [3, 14, 5, 17]]
[[21, 25, 3], [1, 20, 2], [0, 4, 10], [17, 23, 22], [5, 18, 9], [14, 7, 24], [11, 16, 15], [26, 19, 8], [13, 12, 27, 6]]
[[27, 9, 26], [20, 24, 15], [3, 1, 23], [25, 13, 0], [6, 4, 8], [12, 19, 10], [17, 21, 2], [11, 16, 18], [22, 7, 5, 14]]
[[11, 16, 7], [19, 5, 20], [23, 0, 8], [12, 17, 4], [13, 26, 10], [18, 3, 9], [21, 6, 25], [24, 22, 1], [27, 2, 14, 15]]
[[14, 13, 21], [9, 7, 18], [10, 24, 16], [11, 17, 8], [12, 26, 3], [5, 20, 23], [6, 19, 4], [0, 1, 15], [27, 25, 22, 2]]
[[21, 14, 16], [18, 17, 13], [26, 9, 20], [6, 3, 8], [12, 24, 1], [2, 10, 7], [4, 5, 27], [25, 19, 23], [15, 11, 0, 22]]
[[17, 9, 12], [7, 25, 10], [3, 2, 18], [26, 24, 16], [13, 27, 22], [11, 14, 21], [1, 0, 19], [6, 15, 20], [8, 4, 5, 23]]
[[7, 2, 3], [19, 5, 11], [13, 6, 12], [24, 27, 15], [4, 20, 21], [16, 0, 10], [1, 14, 18], [17, 23, 25], [9, 22, 26, 8]]
