[[19, 15, 21], [9, 44, 4], [42, 41, 33], [22, 30, 38], [6, 34, 10], [8, 23, 25], [31, 28, 17], [2, 26, 40], [36, 37, 16], [24, 29, 14], [43, 1, 39], [12, 18, 5], [11, 3, 7], [27, 35, 32], [13, 0, 20]]
[[6, 14, 31], [0, 26, 13], [28, 1, 39], [5, 22, 29], [16, 36, 41], [15, 35, 42], [20, 3, 21], [4, 11, 23], [25, 9, 44], [32, 40, 19], [27, 10, 12], [17, 34, 8], [37, 43, 30], [2, 18, 24], [33, 38, 7]]
[[18, 31, 2], [4, 9, 36], [28, 44, 3], [1, 27, 29], [37, 38, 20], [32, 24, 42], [0, 25, 6], [15, 21, 17], [7, 35, 19], [8, 30, 40], [16, 13, 39], [26, 41, 11], [5, 23, 43], [34, 22, 12], [10, 33, 14]]
[[12, 22, 10], [34, 20, 31], [0, 6, 33], [2, 44, 14], [26, 38, 18], [24, 5, 9], [23, 19, 28], [13, 35, 29], [36, 4, 16], [30, 15, 8], [7, 3, 1], [25, 32, 27], [41, 39, 11], [42, 21, 43], [40, 17, 37]]
[[7, 36, 22], [9, 4, 26], [5, 33, 3], [38, 18, 20], [32, 27, 28], [30, 17, 42], [29, 37, 40], [41, 25, 10], [21, 16, 2], [1, 35, 0], [12, 6, 8], [15, 11, 14], [44, 31, 13], [34, 19, 43], [23, 24, 39]]
[[44, 22, 39], [14, 40, 2], [3, 32, 37], [7, 4, 11], [33, 20, 35], [29, 8, 28], [42, 31, 18], [41, 16, 1], [15, 27, 36], [17, 38, 10], [23, 21, 26], [9, 25, 0], [43, 34, 5], [6, 19, 30], [13, 24, 12]]
[[32, 43, 36], [18, 37, 4], [15, 17, 9], [11, 0, 1], [25, 8, 2], [10, 24, 22], [40, 14, 27], [31, 34, 30], [12, 3, 21], [38, 19, 7], [44, 39, 35], [23, 41, 29], [13, 6, 26], [20, 33, 28], [5, 42, 16]]
[[40, 35, 32], [31, 38, 1], [23, 24, 27], [0, 33, 17], [29, 14, 30], [21, 22, 13], [8, 9, 43], [2, 11, 36], [28, 16, 19], [4, 10, 42], [25, 39, 26], [34, 15, 20], [37, 6, 41], [7, 18, 44], [5, 3, 12]]
[[31, 33, 9], [16, 32, 28], [11, 0, 1], [38, 6, 27], [39, 43, 7], [17, 24, 15], [29, 34, 13], [10, 20, 19], [41, 14, 42], [12, 4, 5], [30, 36, 35], [44, 2, 22], [8, 26, 3], [25, 37, 21], [23, 18, 40]]
[[29, 5, 20], [12, 21, 0], [3, 16, 32], [22, 17, 7], [41, 36, 23], [31, 30, 34], [39, 35, 19], [6, 1, 27], [38, 44, 2], [37, 28, 4], [33, 42, 15], [40, 26, 11], [43, 18, 13], [24, 10, 9], [25, 14, 8]]
[[40, 34, 38], [8, 17, 42], [30, 9, 35], [43, 5, 21], [39, 19, 13], [32, 28, 1], [25, 23, 18], [41, 27, 33], [31, 16, 3], [10, 6, 4], [0, 44, 15], [37, 29, 11], [26, 36, 7], [20, 12, 2], [14, 24, 22]]
[[24, 18, 6], [38, 43, 4], [41, 16, 7], [23, 34, 39], [1, 17, 26], [29, 22, 36], [19, 14, 5], [44, 37, 33], [3, 42, 25], [31, 32, 15], [27, 10, 35], [20, 11, 8], [21, 13, 2], [40, 12, 9], [30, 0, 28]]
[[30, 24, 25], [23, 32, 38], [18, 37, 12], [8, 13, 7], [17, 1, 14], [42, 5, 4], [16, 6, 41], [3, 35, 19], [21, 10, 43], [0, 28, 15], [40, 2, 33], [27, 11, 39], [36, 22, 26], [44, 9, 29], [20, 34, 31]]
[[28, 31, 12], [29, 17, 40], [18, 5, 34], [22, 39, 24], [41, 10, 19], [27, 43, 9], [23, 35, 32], [4, 44, 0], [25, 11, 30], [6, 14, 2], [15, 21, 38], [20, 16, 26], [8, 3, 42], [13, 37, 33], [7, 36, 1]]
[[25, 32, 39], [29, 11, 2], [10, 19, 12], [9, 8, 20], [27, 41, 31], [34, 22, 28], [16, 36, 26], [13, 3, 33], [1, 7, 4], [23, 44, 35], [40, 42, 37], [5, 15, 6], [21, 18, 30], [14, 0, 43], [38, 17, 24]]
[[18, 12, 16], [7, 17, 27], [20, 15, 1], [21, 39, 3], [40, 36, 2], [5, 22, 0], [25, 32, 9], [33, 14, 44], [23, 30, 11], [35, 28, 26], [34, 41, 19], [8, 24, 6], [10, 29, 38], [37, 4, 13], [31, 42, 43]]
[[37, 17, 15], [26, 27, 10], [21, 18, 3], [12, 31, 7], [20, 14, 9], [38, 35, 40], [22, 0, 11], [36, 19, 4], [25, 41, 33], [16, 32, 39], [6, 42, 29], [1, 5, 43], [2, 24, 8], [28, 30, 44], [13, 23, 34]]
[[12, 8, 33], [23, 41, 34], [14, 40, 3], [24, 25, 16], [7, 38, 39], [6, 0, 22], [28, 29, 36], [31, 19, 37], [42, 9, 26], [13, 1, 43], [21, 18, 11], [2, 20, 44], [30, 10, 17], [15, 5, 4], [27, 35, 32]]
[[35, 27, 1], [17, 2, 42], [11, 13, 37], [24, 12, 26], [4, 0, 30], [18, 33, 21], [44, 32, 40], [10, 23, 29], [16, 19, 31], [39, 8, 15], [5, 9, 14], [41, 6, 28], [43, 22, 34], [25, 20, 3], [36, 7, 38]]
[[39, 19, 37], [41, 43, 14], [23, 11, 22], [9, 6, 13], [3, 10, 30], [32, 15, 27], [26, 17, 0], [31, 28, 2], [12, 21, 35], [33, 18, 44], [42, 34, 16], [40, 8, 1], [38, 5, 24], [4, 20, 36], [29, 25, 7]]
[[24, 44, 25], [36, 38, 12], [19, 8, 21], [30, 13, 41], [2, 18, 5], [35, 16, 0], [11, 28, 37], [42, 14, 20], [40, 22, 4], [27, 6, 15], [1, 33, 23], [26, 9, 34], [10, 32, 43], [7, 31, 39], [17, 3, 29]]
[[27, 1, 29], [3, 12, 14], [7, 22, 37], [17, 15, 5], [9, 39, 33], [2, 0, 42], [28, 34, 32], [25, 40, 21], [41, 4, 26], [36, 30, 11], [13, 16, 44], [8, 19, 10], [31, 38, 20], [35, 24, 23], [18, 43, 6]]
[[8, 39, 4], [7, 38, 41], [19, 2, 12], [35, 24, 29], [42, 36, 44], [27, 40, 11], [21, 3, 32], [15, 20, 22], [13, 25, 6], [26, 34, 9], [30, 43, 37], [16, 18, 23], [31, 1, 28], [14, 5, 10], [17, 0, 33]]
[[14, 38, 21], [22, 29, 18], [39, 44, 33], [9, 20, 27], [31, 34, 15], [13, 12, 43], [23, 7, 19], [6, 40, 30], [11, 10, 26], [8, 42, 35], [0, 16, 17], [28, 5, 37], [2, 4, 41], [32, 36, 1], [24, 25, 3]]
[[21, 14, 37], [24, 13, 42], [29, 40, 17], [8, 22, 6], [26, 16, 44], [7, 30, 0], [35, 2, 27], [43, 9, 19], [34, 3, 41], [28, 12, 11], [31, 18, 5], [25, 33, 23], [39, 1, 4], [15, 20, 36], [38, 32, 10]]
[[41, 20, 15], [25, 39, 17], [33, 21, 18], [23, 37, 42], [40, 43, 10], [0, 5, 4], [14, 22, 27], [7, 34, 13], [31, 35, 2], [38, 28, 24], [19, 16, 12], [1, 44, 30], [26, 32, 3], [8, 9, 6], [36, 11, 29]]
[[27, 38, 26], [3, 18, 24], [36, 43, 19], [31, 6, 11], [23, 22, 16], [14, 9, 17], [44, 33, 41], [7, 5, 12], [37, 40, 32], [25, 10, 20], [13, 2, 28], [1, 39, 35], [42, 4, 15], [34, 30, 29], [8, 21, 0]]
[[17, 2, 41], [37, 32, 16], [3, 30, 39], [36, 5, 21], [9, 43, 4], [13, 25, 15], [22, 20, 1], [19, 7, 10], [24, 11, 38], [31, 35, 27], [34, 8, 44], [28, 23, 33], [29, 40, 0], [6, 14, 26], [12, 42, 18]]
[[9, 43, 30], [0, 19, 20], [5, 6, 8], [33, 17, 18], [4, 21, 38], [10, 2, 22], [28, 40, 39], [23, 32, 26], [15, 11, 36], [42, 1, 34], [41, 31, 3], [44, 27, 35], [16, 7, 14], [29, 24, 37], [25, 12, 13]]
[[43, 37, 26], [24, 36, 0], [32, 1, 4], [17, 5, 13], [42, 44, 18], [3, 8, 30], [39, 33, 31], [16, 7, 22], [6, 11, 40], [28, 35, 38], [25, 41, 2], [21, 23, 19], [34, 20, 9], [27, 29, 10], [12, 15, 14]]
[[11, 15, 8], [32, 21, 43], [31, 30, 4], [10, 0, 1], [23, 24, 26], [16, 12, 5], [39, 42, 2], [38, 25, 33], [22, 41, 7], [19, 9, 34], [3, 44, 40], [37, 20, 14], [36, 18, 6], [17, 27, 28], [35, 13, 29]]
