[[10, 0, 47], [18, 36, 28], [2, 29, 30], [13, 43, 45], [11, 26, 31], [37, 12, 21], [20, 41, 16], [40, 39, 9], [46, 14, 34], [42, 32, 35], [4, 5, 1], [23, 3, 6], [24, 33, 25], [19, 38, 7], [22, 27, 44], [15, 17, 8]]
[[42, 5, 36], [37, 20, 7], [47, 8, 28], [32, 21, 40], [27, 22, 39], [43, 11, 10], [14, 9, 38], [44, 15, 18], [16, 33, 24], [3, 30, 35], [6, 26, 23], [25, 2, 19], [41, 29, 0], [12, 13, 1], [34, 45, 46], [4, 31, 17]]
[[33, 4, 19], [27, 31, 46], [17, 26, 39], [11, 34, 10], [0, 47, 41], [30, 29, 3], [9, 13, 24], [20, 36, 18], [22, 43, 12], [37, 42, 5], [44, 28, 38], [15, 2, 6], [1, 32, 35], [21, 40, 45], [8, 16, 23], [7, 14, 25]]
[[20, 39, 46], [44, 38, 19], [45, 36, 17], [35, 3, 47], [43, 27, 15], [2, 25, 1], [30, 31, 21], [11, 4, 12], [16, 42, 14], [7, 5, 24], [0, 13, 8], [33, 26, 22], [29, 34, 9], [10, 6, 41], [40, 32, 23], [28, 18, 37]]
[[47, 25, 13], [37, 33, 16], [32, 39, 41], [17, 12, 23], [5, 9, 31], [18, 35, 15], [30, 27, 14], [40, 2, 7], [29, 3, 8], [22, 10, 28], [46, 42, 43], [44, 45, 4], [6, 38, 19], [1, 24, 36], [0, 11, 21], [26, 34, 20]]
[[11, 26, 5], [20, 16, 45], [46, 22, 15], [42, 6, 38], [2, 23, 37], [17, 33, 44], [29, 0, 10], [7, 18, 36], [9, 27, 12], [19, 13, 43], [31, 28, 3], [25, 30, 21], [32, 8, 41], [39, 47, 14], [34, 35, 4], [40, 24, 1]]
[[24, 7, 13], [40, 28, 14], [26, 39, 5], [15, 36, 18], [37, 30, 25], [27, 3, 16], [45, 19, 2], [1, 9, 33], [34, 0, 42], [11, 6, 31], [47, 20, 17], [10, 23, 41], [8, 43, 44], [22, 38, 29], [12, 4, 32], [46, 21, 35]]
[[23, 45, 11], [9, 1, 12], [19, 5, 34], [33, 32, 43], [47, 17, 10], [36, 8, 6], [31, 25, 38], [21, 35, 16], [18, 22, 0], [27, 37, 3], [2, 39, 29], [42, 44, 7], [24, 14, 4], [13, 46, 26], [41, 20, 40], [15, 30, 28]]
[[5, 11, 17], [19, 14, 24], [7, 44, 6], [27, 8, 9], [29, 33, 42], [46, 45, 38], [22, 13, 10], [16, 32, 4], [2, 1, 31], [35, 26, 20], [36, 39, 21], [30, 34, 43], [12, 47, 0], [37, 18, 41], [40, 23, 3], [28, 25, 15]]
[[34, 27, 44], [20, 10, 31], [4, 40, 35], [41, 11, 33], [16, 13, 29], [12, 42, 45], [18, 46, 21], [26, 0, 15], [30, 32, 43], [22, 9, 7], [38, 36, 8], [25, 5, 28], [39, 23, 2], [37, 6, 24], [14, 19, 47], [17, 1, 3]]
[[19, 3, 13], [15, 38, 16], [36, 47, 14], [7, 21, 45], [42, 26, 8], [2, 22, 37], [18, 31, 46], [24, 23, 39], [33, 44, 11], [10, 35, 40], [4, 28, 27], [9, 5, 43], [1, 20, 30], [0, 29, 6], [41, 34, 32], [12, 17, 25]]
[[19, 0, 30], [7, 22, 27], [36, 28, 37], [14, 26, 1], [33, 2, 9], [3, 15, 8], [21, 10, 41], [11, 17, 24], [6, 29, 25], [13, 46, 45], [31, 12, 47], [4, 40, 38], [32, 34, 43], [39, 35, 42], [44, 18, 20], [5, 16, 23]]
[[25, 45, 28], [17, 7, 14], [18, 10, 41], [2, 46, 26], [42, 11, 37], [36, 5, 3], [13, 8, 4], [40, 24, 22], [38, 30, 9], [1, 0, 27], [12, 44, 39], [16, 34, 47], [33, 31, 23], [43, 6, 20], [35, 21, 15], [29, 19, 32]]
[[29, 30, 28], [34, 45, 27], [33, 19, 42], [26, 20, 35], [16, 31, 7], [24, 3, 12], [32, 21, 47], [4, 10, 9], [22, 44, 46], [5, 39, 40], [14, 38, 1], [37, 36, 15], [17, 18, 8], [6, 2, 0], [25, 43, 13], [23, 41, 11]]
[[15, 8, 46], [30, 21, 13], [43, 11, 42], [6, 34, 35], [17, 7, 19], [14, 1, 22], [38, 29, 41], [44, 25, 36], [27, 5, 37], [26, 12, 4], [39, 20, 32], [45, 40, 28], [24, 2, 31], [33, 3, 23], [16, 18, 0], [10, 9, 47]]
[[46, 6, 21], [19, 41, 10], [40, 38, 35], [18, 29, 30], [34, 24, 14], [27, 42, 15], [33, 44, 4], [17, 5, 20], [36, 3, 39], [7, 37, 16], [12, 28, 2], [45, 23, 47], [32, 26, 31], [0, 9, 13], [43, 25, 8], [1, 22, 11]]
[[12, 21, 41], [45, 0, 31], [22, 24, 11], [25, 4, 14], [39, 42, 3], [17, 6, 44], [19, 34, 7], [35, 46, 13], [8, 23, 10], [2, 1, 37], [38, 20, 47], [33, 30, 16], [15, 36, 29], [9, 28, 40], [27, 18, 5], [43, 32, 26]]
[[13, 25, 10], [29, 32, 40], [0, 26, 37], [36, 3, 35], [1, 8, 18], [39, 47, 17], [31, 44, 20], [23, 15, 14], [16, 42, 34], [24, 19, 5], [9, 38, 46], [43, 2, 6], [7, 28, 11], [21, 12, 4], [22, 30, 27], [33, 45, 41]]
[[28, 8, 38], [40, 35, 10], [2, 26, 47], [30, 9, 32], [3, 22, 5], [18, 31, 17], [34, 13, 24], [42, 12, 23], [33, 14, 7], [44, 15, 25], [19, 4, 20], [11, 1, 29], [39, 41, 27], [0, 36, 16], [45, 46, 37], [6, 21, 43]]
