[[36, 31, 23], [39, 18, 42], [35, 34, 9], [2, 12, 37], [7, 26, 17], [4, 6, 1], [49, 29, 21], [32, 44, 40], [5, 14, 19], [47, 38, 16], [46, 20, 13], [11, 3, 0], [48, 15, 30], [24, 33, 28], [10, 43, 8, 27], [25, 22, 45, 41]]
[[15, 13, 7], [1, 10, 22], [6, 46, 31], [32, 25, 43], [34, 26, 47], [9, 44, 20], [16, 45, 49], [8, 48, 19], [23, 33, 5], [12, 3, 24], [41, 42, 21], [29, 35, 4], [37, 14, 27], [36, 18, 2], [30, 0, 39, 38], [11, 28, 17, 40]]
[[16, 7, 15], [47, 13, 21], [39, 41, 44], [4, 24, 8], [45, 11, 5], [17, 18, 1], [12, 31, 30], [22, 23, 28], [27, 3, 42], [20, 46, 9], [10, 43, 0], [14, 32, 26], [6, 40, 29], [36, 19, 25], [33, 38, 34, 37], [49, 35, 48, 2]]
[[44, 24, 4], [46, 39, 14], [41, 11, 10], [8, 27, 2], [25, 42, 36], [16, 9, 19], [6, 47, 37], [48, 28, 32], [0, 1, 45], [3, 13, 34], [21, 15, 35], [40, 5, 17], [20, 30, 7], [12, 23, 38], [18, 26, 29, 43], [49, 33, 31, 22]]
[[33, 10, 41], [16, 1, 24], [43, 31, 3], [7, 18, 37], [21, 40, 46], [8, 39, 30], [2, 49, 35], [0, 17, 22], [11, 14, 34], [26, 12, 27], [25, 36, 15], [13, 38, 23], [47, 9, 45], [4, 29, 42], [28, 5, 6, 32], [44, 19, 20, 48]]
[[46, 10, 24], [13, 17, 29], [25, 3, 34], [7, 23, 0], [36, 14, 9], [20, 30, 37], [28, 2, 41], [11, 16, 12], [45, 4, 15], [47, 49, 1], [33, 42, 44], [22, 40, 27], [26, 32, 38], [35, 5, 43], [19, 31, 8, 39], [18, 21, 48, 6]]
[[19, 26, 22], [29, 14, 33], [10, 48, 2], [37, 49, 38], [18, 6, 31], [30, 32, 42], [28, 17, 13], [7, 23, 16], [40, 43, 4], [0, 9, 47], [1, 46, 5], [24, 12, 45], [20, 41, 25], [27, 44, 21], [11, 8, 15, 36], [39, 35, 34, 3]]
[[25, 30, 24], [42, 49, 34], [48, 14, 21], [12, 43, 36], [11, 16, 18], [2, 9, 39], [31, 29, 6], [47, 4, 32], [7, 10, 40], [46, 38, 28], [5, 33, 45], [37, 13, 22], [17, 26, 1], [19, 0, 23], [15, 44, 3, 35], [27, 20, 8, 41]]
[[33, 36, 44], [41, 25, 22], [23, 0, 39], [49, 45, 5], [47, 8, 31], [46, 18, 38], [1, 28, 26], [24, 14, 11], [48, 37, 4], [3, 30, 32], [34, 19, 21], [16, 29, 15], [10, 12, 40], [13, 43, 7], [9, 42, 20, 2], [27, 6, 17, 35]]
[[28, 47, 27], [18, 13, 41], [14, 42, 37], [9, 22, 35], [24, 12, 26], [2, 7, 8], [32, 6, 10], [33, 16, 17], [21, 48, 11], [31, 39, 19], [34, 3, 5], [25, 4, 23], [46, 36, 40], [0, 20, 29], [44, 1, 49, 30], [15, 43, 45, 38]]
[[8, 38, 48], [31, 23, 20], [10, 19, 26], [7, 35, 46], [4, 21, 27], [6, 44, 22], [41, 28, 37], [25, 32, 49], [40, 47, 34], [43, 17, 42], [11, 30, 1], [3, 2, 12], [0, 13, 33], [5, 36, 18], [45, 15, 39, 9], [29, 16, 14, 24]]
[[38, 37, 47], [32, 9, 28], [43, 17, 27], [16, 7, 19], [23, 30, 20], [26, 36, 34], [10, 40, 21], [5, 35, 48], [39, 18, 8], [42, 6, 3], [13, 44, 22], [0, 2, 49], [4, 24, 11], [25, 29, 15], [33, 1, 12, 41], [31, 45, 14, 46]]
[[0, 20, 33], [42, 40, 23], [37, 2, 14], [9, 26, 30], [4, 16, 5], [35, 7, 27], [29, 44, 45], [38, 22, 48], [25, 19, 34], [3, 49, 24], [10, 43, 47], [46, 8, 13], [1, 36, 41], [31, 15, 39], [21, 18, 17, 28], [32, 11, 6, 12]]
[[13, 45, 12], [9, 33, 6], [20, 31, 0], [35, 32, 49], [21, 39, 37], [4, 25, 8], [23, 14, 17], [16, 27, 11], [28, 18, 38], [46, 30, 3], [5, 7, 42], [44, 22, 43], [1, 15, 10], [47, 19, 29], [36, 26, 2, 48], [34, 41, 24, 40]]
[[12, 4, 14], [3, 26, 24], [20, 41, 25], [27, 9, 18], [23, 21, 7], [33, 2, 6], [28, 32, 31], [44, 30, 34], [19, 48, 10], [8, 11, 37], [40, 35, 39], [0, 49, 5], [13, 47, 17], [38, 16, 36], [15, 1, 22, 43], [45, 29, 42, 46]]
[[11, 35, 48], [20, 14, 5], [22, 33, 37], [29, 15, 13], [44, 38, 39], [36, 10, 0], [26, 19, 7], [1, 9, 31], [8, 40, 27], [34, 43, 21], [28, 3, 24], [23, 45, 25], [42, 6, 47], [32, 12, 18], [49, 30, 41, 17], [46, 2, 16, 4]]
[[20, 49, 10], [8, 17, 41], [7, 27, 40], [5, 31, 48], [24, 9, 46], [12, 32, 39], [44, 28, 22], [1, 14, 36], [30, 37, 34], [2, 38, 0], [16, 23, 3], [21, 47, 35], [29, 33, 43], [19, 13, 18], [45, 26, 15, 4], [11, 42, 6, 25]]
[[46, 27, 2], [33, 1, 40], [20, 48, 5], [31, 24, 26], [9, 10, 35], [22, 16, 0], [11, 36, 18], [42, 12, 6], [43, 13, 45], [29, 39, 21], [41, 23, 15], [47, 28, 30], [25, 34, 4], [17, 38, 32], [44, 7, 49, 14], [3, 19, 8, 37]]
[[2, 37, 31], [18, 47, 9], [15, 3, 48], [36, 30, 4], [19, 32, 46], [39, 12, 24], [8, 25, 21], [42, 28, 16], [0, 44, 5], [29, 20, 49], [41, 33, 34], [38, 13, 40], [45, 1, 11], [17, 35, 23], [10, 6, 26, 22], [14, 43, 27, 7]]
[[18, 49, 48], [15, 5, 22], [8, 6, 41], [46, 7, 36], [12, 0, 45], [21, 29, 23], [25, 33, 42], [9, 32, 43], [27, 38, 34], [2, 16, 19], [47, 14, 1], [40, 3, 10], [26, 28, 13], [44, 37, 20], [31, 11, 4, 39], [30, 17, 35, 24]]
[[36, 33, 22], [5, 44, 16], [39, 43, 24], [11, 15, 38], [48, 20, 29], [17, 32, 46], [40, 7, 25], [14, 6, 9], [42, 0, 21], [23, 8, 2], [27, 3, 31], [47, 28, 34], [10, 18, 1], [12, 35, 4], [41, 19, 49, 45], [13, 30, 37, 26]]
[[35, 33, 44], [13, 46, 19], [39, 16, 31], [22, 2, 28], [42, 25, 40], [24, 27, 23], [47, 41, 9], [0, 29, 5], [3, 11, 20], [26, 8, 7], [32, 15, 1], [37, 45, 49], [38, 21, 34], [10, 18, 17], [48, 6, 36, 4], [12, 43, 30, 14]]
[[20, 22, 10], [0, 15, 6], [38, 26, 4], [29, 9, 49], [16, 42, 7], [35, 27, 46], [34, 24, 18], [41, 21, 37], [31, 3, 23], [32, 25, 33], [5, 36, 19], [28, 1, 17], [11, 14, 2], [30, 40, 12], [43, 39, 8, 44], [13, 47, 45, 48]]
[[2, 48, 5], [13, 18, 38], [17, 21, 25], [10, 8, 43], [1, 3, 27], [42, 31, 19], [9, 32, 22], [30, 11, 20], [49, 29, 44], [39, 46, 4], [7, 24, 23], [14, 33, 12], [34, 0, 41], [15, 45, 40], [36, 26, 35, 28], [16, 6, 37, 47]]
[[38, 6, 41], [9, 37, 19], [13, 40, 5], [27, 42, 30], [36, 34, 16], [4, 39, 23], [20, 22, 26], [44, 1, 0], [28, 48, 43], [47, 7, 8], [29, 24, 25], [14, 17, 18], [11, 10, 45], [2, 3, 33], [49, 12, 21, 35], [32, 31, 15, 46]]
[[7, 22, 14], [45, 13, 25], [3, 35, 24], [38, 0, 29], [43, 34, 28], [46, 39, 18], [19, 21, 40], [9, 23, 4], [42, 6, 32], [26, 15, 37], [17, 10, 36], [41, 49, 27], [48, 12, 20], [44, 33, 1], [16, 2, 5, 30], [8, 47, 11, 31]]
[[26, 30, 45], [15, 33, 13], [22, 37, 43], [6, 3, 0], [47, 20, 44], [1, 18, 2], [12, 27, 8], [39, 19, 11], [49, 23, 46], [40, 9, 48], [16, 5, 7], [14, 34, 29], [36, 28, 4], [17, 31, 24], [41, 25, 35, 42], [21, 32, 10, 38]]
[[9, 3, 28], [10, 7, 42], [11, 21, 1], [29, 44, 6], [47, 25, 23], [17, 33, 35], [0, 13, 16], [48, 4, 38], [14, 45, 22], [27, 12, 24], [36, 15, 19], [37, 5, 41], [18, 32, 40], [20, 31, 46], [8, 30, 49, 26], [39, 43, 34, 2]]
[[3, 33, 0], [10, 1, 28], [34, 32, 14], [46, 36, 38], [2, 48, 16], [18, 41, 30], [39, 44, 37], [8, 31, 26], [35, 15, 29], [6, 20, 40], [23, 25, 19], [49, 42, 27], [45, 24, 22], [7, 11, 13], [9, 12, 43, 5], [47, 17, 21, 4]]
[[3, 25, 22], [41, 34, 18], [31, 12, 24], [38, 35, 7], [1, 26, 0], [4, 15, 36], [21, 23, 6], [8, 43, 9], [11, 5, 13], [46, 49, 10], [28, 2, 20], [17, 47, 19], [29, 45, 42], [32, 48, 39], [30, 44, 40, 33], [27, 37, 14, 16]]
[[26, 48, 21], [39, 18, 36], [11, 20, 2], [17, 38, 7], [34, 5, 33], [22, 29, 42], [41, 35, 0], [46, 9, 49], [23, 47, 37], [15, 6, 40], [16, 8, 27], [13, 44, 32], [43, 28, 19], [14, 45, 12], [24, 4, 30, 31], [1, 10, 25, 3]]
[[2, 20, 1], [21, 3, 19], [43, 39, 25], [6, 24, 22], [17, 27, 47], [26, 8, 34], [12, 31, 0], [40, 36, 42], [14, 11, 45], [13, 16, 44], [28, 4, 7], [37, 33, 49], [29, 18, 30], [35, 23, 41], [10, 9, 38, 5], [46, 32, 15, 48]]
[[11, 30, 2], [23, 0, 36], [3, 16, 35], [21, 12, 34], [49, 1, 28], [20, 39, 17], [47, 14, 8], [25, 33, 10], [48, 26, 43], [32, 37, 29], [13, 7, 5], [22, 15, 40], [9, 31, 18], [41, 46, 24], [6, 27, 19, 38], [42, 4, 45, 44]]
[[7, 47, 44], [41, 45, 16], [23, 10, 33], [38, 5, 49], [35, 14, 42], [18, 43, 22], [48, 36, 3], [1, 11, 9], [28, 15, 29], [34, 32, 24], [8, 39, 27], [31, 13, 19], [20, 2, 17], [30, 12, 0], [4, 6, 26, 46], [37, 25, 40, 21]]
[[34, 1, 39], [49, 0, 44], [36, 8, 21], [32, 4, 12], [15, 45, 27], [38, 18, 11], [28, 10, 17], [3, 37, 13], [6, 42, 48], [7, 25, 31], [26, 16, 20], [35, 19, 47], [33, 5, 24], [22, 14, 23], [46, 30, 43, 29], [41, 40, 9, 2]]
[[30, 19, 29], [4, 12, 44], [49, 37, 42], [36, 2, 6], [41, 22, 28], [20, 9, 8], [34, 17, 25], [39, 33, 40], [38, 10, 45], [16, 26, 15], [32, 48, 35], [43, 1, 18], [5, 24, 46], [11, 21, 13], [7, 31, 14, 47], [0, 3, 27, 23]]
[[33, 1, 49], [8, 20, 3], [47, 48, 38], [25, 0, 28], [45, 24, 19], [36, 31, 9], [46, 10, 37], [2, 39, 12], [7, 4, 43], [6, 21, 42], [17, 32, 14], [30, 22, 26], [23, 18, 29], [15, 16, 40], [34, 11, 44, 41], [13, 5, 35, 27]]
[[20, 40, 25], [30, 39, 26], [8, 9, 17], [38, 21, 35], [31, 15, 13], [49, 7, 14], [48, 12, 10], [19, 44, 18], [28, 3, 34], [37, 2, 23], [43, 1, 16], [33, 29, 0], [36, 32, 5], [45, 47, 11], [41, 6, 24, 46], [42, 4, 22, 27]]
[[30, 39, 25], [22, 3, 41], [34, 15, 38], [35, 17, 29], [45, 33, 14], [42, 23, 47], [16, 11, 9], [13, 5, 37], [43, 4, 24], [36, 21, 27], [10, 8, 49], [46, 48, 0], [28, 18, 26], [31, 40, 1], [6, 2, 7, 12], [19, 44, 32, 20]]
[[32, 39, 25], [15, 19, 4], [5, 22, 12], [9, 6, 47], [33, 8, 46], [13, 11, 7], [18, 28, 29], [36, 38, 34], [35, 14, 42], [49, 17, 3], [40, 21, 1], [44, 16, 20], [2, 10, 24], [41, 27, 0], [26, 45, 30, 31], [37, 43, 48, 23]]
[[27, 13, 28], [12, 31, 30], [25, 5, 43], [32, 21, 24], [29, 41, 4], [18, 38, 9], [10, 15, 6], [8, 1, 49], [0, 48, 40], [19, 46, 16], [35, 44, 37], [3, 45, 33], [2, 47, 22], [20, 34, 26], [11, 7, 36, 39], [17, 42, 14, 23]]
[[8, 2, 45], [1, 39, 38], [0, 32, 37], [26, 36, 41], [18, 22, 10], [24, 21, 9], [40, 49, 12], [44, 47, 20], [29, 17, 6], [3, 31, 5], [48, 42, 46], [14, 13, 4], [11, 25, 34], [43, 19, 27], [7, 16, 30, 33], [15, 28, 23, 35]]
[[31, 27, 47], [46, 37, 24], [6, 45, 4], [5, 33, 35], [34, 1, 3], [11, 25, 29], [12, 23, 38], [36, 19, 7], [32, 14, 30], [28, 15, 16], [43, 18, 42], [48, 39, 17], [22, 44, 41], [13, 10, 49], [0, 20, 8, 26], [9, 40, 21, 2]]
[[40, 0, 5], [7, 18, 11], [42, 24, 48], [41, 1, 43], [27, 19, 49], [3, 39, 38], [20, 10, 13], [26, 16, 8], [32, 29, 31], [12, 9, 23], [36, 45, 25], [28, 6, 30], [47, 33, 21], [34, 2, 35], [15, 17, 44, 22], [14, 37, 46, 4]]
[[2, 7, 23], [16, 27, 48], [9, 8, 33], [47, 6, 46], [3, 35, 10], [42, 45, 0], [44, 21, 28], [4, 40, 19], [24, 12, 14], [49, 43, 29], [5, 26, 11], [30, 39, 1], [41, 20, 18], [37, 32, 34], [25, 15, 13, 31], [36, 38, 17, 22]]
[[40, 44, 1], [21, 13, 26], [36, 5, 35], [27, 43, 48], [15, 7, 33], [16, 41, 28], [38, 4, 24], [6, 3, 42], [45, 12, 19], [17, 22, 31], [9, 10, 30], [18, 11, 29], [0, 14, 32], [25, 8, 20], [34, 49, 37, 46], [47, 2, 39, 23]]
[[14, 37, 32], [15, 41, 33], [24, 34, 40], [45, 4, 16], [39, 25, 30], [22, 28, 19], [2, 1, 3], [13, 21, 17], [38, 36, 20], [9, 48, 26], [7, 23, 42], [10, 0, 47], [5, 27, 31], [11, 29, 43], [35, 44, 46, 8], [6, 49, 12, 18]]
[[15, 5, 30], [47, 36, 38], [34, 24, 2], [11, 4, 9], [44, 7, 8], [27, 6, 39], [42, 1, 31], [35, 17, 0], [19, 20, 22], [18, 37, 48], [29, 12, 25], [16, 43, 40], [46, 13, 26], [3, 49, 33], [21, 28, 45, 14], [23, 10, 32, 41]]
[[49, 2, 11], [28, 32, 18], [23, 34, 21], [42, 39, 40], [36, 19, 24], [38, 17, 20], [26, 10, 44], [16, 15, 48], [33, 27, 22], [43, 31, 13], [4, 9, 37], [29, 1, 8], [25, 30, 41], [6, 35, 46], [7, 12, 14, 5], [45, 47, 3, 0]]
[[46, 25, 4], [20, 27, 42], [35, 49, 7], [13, 15, 11], [16, 23, 45], [28, 0, 30], [32, 14, 33], [43, 34, 44], [48, 26, 41], [38, 24, 19], [6, 31, 40], [22, 18, 29], [9, 37, 12], [5, 17, 2], [47, 8, 3, 1], [21, 10, 39, 36]]
[[25, 17, 33], [30, 11, 37], [2, 42, 39], [15, 44, 27], [31, 41, 18], [6, 26, 38], [48, 5, 49], [21, 23, 3], [19, 9, 22], [12, 8, 14], [20, 43, 35], [10, 29, 47], [16, 24, 4], [32, 7, 28], [34, 46, 36, 0], [45, 13, 1, 40]]
[[1, 36, 20], [17, 0, 14], [11, 48, 15], [3, 12, 39], [47, 25, 37], [28, 49, 38], [23, 42, 40], [34, 16, 31], [45, 24, 22], [27, 13, 5], [32, 7, 10], [46, 4, 30], [19, 35, 2], [43, 44, 8], [26, 41, 6, 33], [9, 21, 18, 29]]
[[37, 26, 15], [49, 3, 0], [19, 21, 4], [34, 38, 28], [35, 41, 39], [36, 24, 10], [13, 29, 6], [32, 46, 22], [48, 27, 44], [42, 18, 17], [31, 43, 40], [47, 7, 20], [5, 8, 1], [45, 16, 25], [11, 2, 30, 9], [23, 14, 12, 33]]
[[12, 20, 39], [49, 33, 7], [44, 45, 32], [26, 37, 46], [38, 48, 0], [22, 15, 30], [5, 14, 25], [23, 13, 35], [24, 27, 19], [6, 34, 21], [31, 17, 1], [4, 10, 36], [47, 43, 28], [11, 42, 8], [41, 29, 16, 18], [9, 2, 3, 40]]
[[35, 49, 2], [29, 33, 37], [39, 40, 9], [44, 20, 18], [22, 7, 38], [43, 34, 11], [23, 36, 16], [28, 1, 17], [0, 13, 15], [46, 12, 4], [26, 32, 19], [10, 5, 42], [3, 47, 30], [21, 24, 48], [8, 45, 27, 25], [6, 41, 31, 14]]
[[19, 30, 6], [45, 26, 17], [39, 27, 49], [29, 33, 11], [46, 13, 16], [43, 8, 48], [1, 41, 47], [35, 28, 9], [14, 36, 25], [34, 32, 21], [24, 18, 3], [37, 20, 40], [12, 23, 5], [10, 7, 44], [0, 4, 38, 42], [2, 22, 31, 15]]
[[3, 9, 33], [2, 48, 13], [41, 49, 28], [46, 22, 19], [1, 39, 18], [14, 26, 47], [37, 12, 44], [32, 25, 36], [16, 17, 5], [6, 42, 38], [23, 30, 8], [27, 11, 15], [45, 20, 35], [7, 4, 29], [34, 40, 24, 31], [43, 0, 10, 21]]
[[44, 15, 18], [41, 17, 22], [3, 16, 4], [29, 32, 23], [14, 24, 2], [25, 46, 36], [26, 49, 13], [10, 20, 35], [11, 34, 30], [37, 9, 12], [45, 0, 48], [40, 8, 7], [28, 39, 31], [43, 42, 38], [19, 6, 33, 47], [21, 5, 27, 1]]
