[[18, 32, 39], [24, 2, 31], [21, 13, 36], [40, 19, 34], [10, 9, 29], [27, 28, 14], [20, 11, 26], [12, 16, 33], [3, 37, 30], [17, 25, 6], [38, 23, 1], [22, 5, 8, 7], [4, 15, 0, 35]]
[[37, 38, 34], [24, 21, 26], [15, 29, 20], [3, 22, 5], [30, 35, 2], [25, 1, 40], [27, 28, 12], [18, 4, 6], [10, 17, 39], [31, 16, 23], [8, 32, 0], [7, 36, 9, 19], [13, 33, 14, 11]]
[[17, 6, 14], [19, 25, 2], [24, 12, 4], [23, 38, 32], [16, 34, 18], [31, 21, 9], [33, 28, 40], [13, 15, 29], [26, 10, 22], [36, 27, 35], [39, 1, 7], [20, 11, 3, 30], [8, 0, 5, 37]]
[[19, 23, 29], [30, 13, 39], [27, 25, 20], [26, 8, 16], [9, 10, 17], [11, 1, 12], [2, 4, 40], [21, 14, 0], [15, 36, 28], [5, 18, 3], [34, 7, 22], [33, 31, 32, 38], [6, 35, 37, 24]]
[[17, 3, 33], [38, 18, 21], [1, 27, 26], [7, 13, 10], [11, 19, 16], [23, 28, 9], [8, 6, 32], [5, 40, 29], [12, 4, 37], [35, 39, 20], [34, 0, 22], [30, 31, 24, 2], [15, 14, 25, 36]]
[[39, 24, 5], [26, 16, 10], [31, 32, 25], [3, 18, 30], [8, 34, 29], [12, 11, 21], [28, 19, 2], [0, 6, 17], [1, 35, 27], [13, 23, 33], [36, 9, 38], [22, 20, 15, 7], [14, 40, 37, 4]]
[[32, 14, 5], [8, 16, 22], [17, 37, 28], [27, 40, 20], [30, 6, 38], [21, 33, 34], [19, 4, 11], [1, 13, 3], [7, 35, 26], [2, 15, 23], [25, 31, 29], [18, 9, 36, 10], [39, 12, 24, 0]]
[[30, 8, 38], [14, 32, 4], [35, 6, 11], [24, 13, 17], [10, 26, 23], [28, 22, 27], [15, 33, 3], [0, 21, 18], [19, 40, 36], [39, 37, 34], [2, 9, 31], [25, 1, 12, 16], [5, 7, 29, 20]]
[[18, 33, 13], [11, 38, 0], [24, 2, 20], [30, 3, 15], [17, 1, 8], [6, 22, 34], [14, 36, 29], [10, 31, 5], [27, 21, 7], [4, 25, 23], [9, 37, 39], [28, 19, 16, 32], [40, 35, 26, 12]]
[[22, 7, 23], [6, 18, 32], [28, 40, 11], [29, 27, 12], [31, 19, 15], [37, 13, 39], [34, 21, 30], [36, 38, 33], [2, 26, 16], [9, 4, 24], [8, 1, 20], [17, 5, 25, 0], [14, 10, 35, 3]]
[[11, 22, 33], [13, 16, 39], [34, 6, 30], [37, 29, 15], [25, 0, 3], [1, 21, 23], [17, 20, 9], [32, 10, 4], [24, 28, 26], [7, 35, 36], [5, 18, 12], [27, 31, 40, 14], [2, 38, 19, 8]]
