[[16, 19, 8], [15, 32, 27], [30, 17, 0], [1, 28, 24], [2, 25, 9], [6, 20, 5], [11, 7, 29], [33, 4, 12], [21, 18, 10], [31, 13, 3], [14, 22, 26, 23]]
[[14, 18, 27], [6, 33, 19], [12, 9, 13], [21, 11, 4], [20, 10, 15], [26, 16, 8], [22, 3, 29], [31, 2, 25], [28, 30, 5], [24, 7, 23], [17, 32, 1, 0]]
[[14, 24, 4], [2, 11, 21], [18, 1, 10], [17, 20, 32], [15, 33, 13], [26, 6, 27], [25, 12, 3], [29, 28, 19], [0, 23, 16], [7, 31, 22], [8, 9, 30, 5]]
[[22, 15, 23], [26, 9, 3], [20, 10, 7], [18, 13, 6], [32, 25, 17], [4, 29, 12], [28, 33, 2], [8, 24, 31], [11, 14, 1], [0, 27, 5], [16, 19, 21, 30]]
[[31, 3, 14], [2, 22, 5], [28, 6, 32], [16, 8, 10], [30, 29, 19], [9, 23, 15], [20, 13, 33], [27, 11, 24], [1, 12, 17], [18, 21, 7], [0, 4, 26, 25]]
[[12, 7, 5], [30, 25, 13], [23, 21, 4], [1, 20, 33], [22, 18, 29], [9, 27, 14], [31, 3, 8], [32, 2, 11], [26, 28, 15], [24, 0, 16], [6, 19, 17, 10]]
[[6, 29, 20], [27, 10, 15], [32, 1, 0], [31, 16, 5], [14, 11, 28], [2, 22, 21], [33, 4, 18], [19, 9, 13], [7, 17, 25], [26, 12, 30], [24, 23, 3, 8]]
[[27, 10, 33], [15, 7, 0], [3, 30, 9], [11, 19, 18], [12, 6, 16], [8, 14, 26], [29, 1, 17], [22, 24, 20], [2, 23, 32], [21, 4, 31], [28, 5, 13, 25]]
[[33, 11, 2], [14, 4, 30], [13, 8, 20], [24, 29, 26], [31, 22, 23], [25, 18, 5], [0, 17, 10], [1, 6, 12], [27, 32, 28], [19, 9, 7], [21, 15, 3, 16]]
[[33, 8, 23], [13, 12, 17], [18, 6, 2], [24, 11, 7], [28, 1, 16], [31, 30, 3], [9, 25, 22], [29, 19, 27], [26, 32, 14], [0, 10, 15], [5, 21, 4, 20]]
[[13, 21, 25], [6, 31, 29], [22, 9, 33], [5, 17, 8], [14, 3, 23], [0, 27, 28], [10, 20, 7], [26, 30, 1], [19, 2, 18], [4, 11, 16], [12, 15, 32, 24]]
[[0, 28, 33], [7, 13, 21], [2, 8, 6], [17, 20, 19], [25, 14, 10], [26, 11, 18], [5, 29, 9], [16, 15, 23], [12, 24, 4], [27, 30, 3], [32, 22, 1, 31]]
[[6, 8, 15], [4, 30, 12], [29, 31, 5], [14, 24, 21], [9, 28, 22], [20, 16, 27], [33, 7, 13], [11, 2, 0], [32, 3, 10], [26, 19, 25], [18, 17, 23, 1]]
[[3, 23, 24], [21, 14, 9], [13, 17, 2], [26, 10, 16], [30, 0, 27], [4, 19, 6], [8, 28, 25], [15, 33, 5], [22, 11, 29], [20, 12, 31], [18, 7, 32, 1]]
[[4, 1, 6], [33, 28, 0], [22, 18, 3], [31, 12, 15], [10, 32, 9], [13, 20, 11], [19, 8, 29], [21, 27, 23], [14, 16, 26], [7, 25, 24], [17, 5, 30, 2]]
