[[14, 17, 31], [29, 10, 23], [27, 20, 15], [9, 5, 16], [8, 13, 0], [28, 22, 19], [24, 11, 4], [26, 21, 2], [1, 30, 7, 3], [12, 6, 18, 25]]
[[26, 18, 13], [20, 31, 14], [6, 2, 30], [25, 19, 4], [27, 0, 22], [23, 7, 10], [17, 28, 3], [8, 16, 24], [29, 12, 11, 9], [15, 5, 1, 21]]
[[5, 22, 30], [26, 24, 4], [23, 1, 13], [2, 10, 21], [12, 25, 18], [14, 29, 16], [0, 28, 11], [27, 17, 31], [3, 20, 7, 15], [8, 19, 9, 6]]
[[7, 15, 11], [24, 10, 8], [20, 14, 3], [21, 31, 4], [26, 6, 28], [12, 27, 30], [0, 22, 9], [19, 17, 29], [2, 5, 25, 13], [16, 23, 18, 1]]
[[29, 3, 20], [4, 15, 21], [27, 25, 19], [18, 12, 1], [28, 10, 9], [11, 16, 8], [2, 14, 13], [7, 24, 31], [22, 26, 0, 6], [5, 17, 30, 23]]
[[18, 29, 7], [30, 22, 27], [25, 5, 28], [24, 4, 16], [3, 21, 15], [26, 1, 23], [12, 20, 6], [13, 17, 0], [8, 11, 10, 14], [31, 2, 9, 19]]
[[14, 19, 7], [16, 17, 5], [20, 1, 24], [4, 2, 31], [0, 26, 13], [30, 18, 3], [11, 27, 12], [28, 29, 25], [8, 10, 15, 23], [6, 9, 22, 21]]
[[1, 24, 30], [14, 25, 27], [11, 13, 16], [18, 22, 26], [3, 19, 29], [12, 6, 0], [4, 8, 20], [9, 10, 7], [15, 31, 2, 5], [28, 21, 23, 17]]
[[3, 0, 13], [28, 11, 5], [23, 26, 24], [7, 17, 16], [2, 21, 9], [8, 29, 25], [14, 31, 1], [15, 10, 22], [12, 27, 19, 20], [18, 6, 4, 30]]
[[29, 18, 8], [20, 14, 1], [12, 25, 0], [10, 3, 31], [4, 5, 26], [9, 28, 30], [19, 27, 23], [2, 7, 17], [13, 21, 22, 11], [24, 16, 15, 6]]
[[1, 13, 7], [4, 12, 0], [23, 6, 17], [24, 25, 21], [31, 26, 5], [11, 29, 18], [30, 22, 15], [20, 8, 9], [27, 19, 16, 14], [28, 10, 3, 2]]
[[27, 25, 28], [10, 1, 18], [30, 14, 13], [12, 8, 24], [9, 11, 17], [15, 16, 26], [22, 20, 31], [3, 6, 4], [19, 0, 7, 21], [2, 23, 5, 29]]
[[17, 21, 6], [13, 26, 3], [27, 20, 15], [10, 1, 5], [29, 24, 8], [11, 28, 9], [16, 19, 22], [7, 23, 2], [0, 12, 31, 18], [14, 25, 30, 4]]
[[19, 16, 7], [6, 17, 31], [13, 27, 4], [26, 23, 8], [15, 0, 14], [1, 12, 28], [30, 5, 20], [10, 21, 25], [3, 24, 22, 29], [18, 2, 11, 9]]
[[12, 18, 29], [7, 1, 8], [9, 11, 28], [14, 16, 20], [19, 4, 13], [22, 3, 17], [24, 2, 6], [31, 21, 30], [0, 5, 10, 23], [25, 26, 15, 27]]
[[30, 7, 21], [22, 28, 25], [1, 18, 4], [6, 5, 17], [26, 19, 24], [8, 3, 23], [27, 13, 16], [0, 10, 29], [9, 20, 11, 12], [2, 31, 15, 14]]
[[5, 21, 7], [15, 9, 18], [29, 10, 0], [24, 19, 13], [26, 11, 4], [27, 8, 14], [31, 30, 28], [20, 2, 22], [16, 12, 17, 23], [3, 1, 25, 6]]
[[31, 12, 13], [2, 30, 16], [28, 5, 1], [0, 18, 29], [24, 8, 6], [15, 17, 21], [22, 14, 9], [11, 3, 25], [23, 27, 20, 7], [19, 4, 10, 26]]
[[14, 18, 10], [5, 6, 30], [23, 8, 12], [22, 11, 29], [13, 21, 31], [28, 2, 26], [4, 27, 20], [1, 17, 7], [0, 25, 15, 16], [3, 24, 19, 9]]
[[24, 1, 20], [30, 9, 26], [25, 2, 0], [5, 8, 17], [31, 18, 27], [15, 7, 6], [11, 23, 29], [13, 10, 28], [19, 12, 4, 3], [16, 21, 22, 14]]
[[24, 20, 1], [30, 13, 22], [17, 23, 6], [4, 0, 7], [26, 11, 27], [25, 8, 28], [9, 18, 29], [14, 2, 16], [15, 10, 19, 3], [12, 31, 21, 5]]
