[[17, 8, 7], [4, 12, 16], [15, 22, 0], [26, 24, 35], [34, 6, 1], [21, 5, 30], [19, 10, 20], [25, 9, 31], [13, 18, 29], [27, 11, 33], [14, 2, 3], [32, 23, 28]]
[[28, 30, 9], [15, 5, 33], [35, 24, 27], [4, 21, 29], [7, 23, 6], [25, 11, 1], [31, 2, 16], [13, 17, 32], [14, 19, 10], [18, 8, 26], [12, 34, 22], [20, 0, 3]]
[[1, 11, 32], [10, 13, 16], [15, 25, 19], [3, 35, 27], [34, 29, 30], [7, 6, 12], [0, 26, 8], [5, 28, 14], [22, 18, 33], [4, 17, 9], [2, 21, 23], [24, 20, 31]]
[[16, 20, 2], [25, 21, 8], [17, 27, 31], [23, 7, 26], [11, 19, 0], [14, 12, 34], [18, 4, 29], [10, 32, 13], [6, 28, 15], [22, 5, 9], [33, 30, 35], [3, 1, 24]]
[[14, 11, 7], [33, 12, 8], [1, 18, 34], [10, 3, 0], [27, 15, 32], [25, 2, 30], [20, 22, 19], [13, 16, 35], [23, 21, 5], [4, 17, 28], [24, 29, 31], [6, 26, 9]]
[[2, 5, 10], [29, 1, 0], [18, 33, 11], [6, 9, 15], [21, 30, 19], [16, 34, 23], [22, 27, 13], [3, 31, 28], [14, 8, 4], [25, 26, 7], [24, 12, 32], [17, 20, 35]]
[[17, 8, 28], [14, 9, 2], [33, 20, 5], [34, 3, 21], [26, 35, 25], [12, 22, 27], [13, 18, 24], [16, 19, 11], [30, 15, 23], [10, 0, 4], [6, 31, 7], [1, 29, 32]]
[[12, 35, 0], [16, 15, 17], [8, 33, 25], [32, 18, 9], [28, 5, 13], [14, 11, 29], [27, 21, 10], [2, 20, 3], [22, 23, 4], [31, 1, 7], [24, 30, 6], [19, 26, 34]]
[[17, 23, 8], [29, 5, 20], [6, 21, 33], [27, 15, 18], [11, 25, 4], [9, 1, 28], [2, 31, 24], [3, 13, 14], [19, 7, 26], [34, 16, 22], [12, 10, 0], [32, 35, 30]]
[[29, 12, 21], [1, 0, 17], [4, 32, 11], [33, 19, 25], [13, 28, 6], [10, 22, 35], [24, 14, 26], [2, 15, 30], [5, 7, 27], [34, 20, 18], [23, 9, 31], [3, 8, 16]]
[[13, 30, 27], [6, 9, 20], [21, 16, 33], [8, 17, 35], [28, 3, 1], [5, 4, 12], [15, 29, 32], [11, 23, 24], [31, 10, 7], [2, 19, 25], [0, 26, 22], [18, 34, 14]]
[[14, 26, 29], [32, 2, 13], [11, 23, 1], [19, 18, 10], [24, 0, 12], [21, 35, 17], [4, 28, 27], [8, 30, 25], [22, 33, 7], [9, 3, 34], [6, 20, 31], [5, 15, 16]]
[[20, 10, 1], [7, 5, 12], [21, 28, 8], [19, 0, 16], [15, 2, 22], [27, 24, 26], [33, 4, 6], [18, 29, 25], [14, 35, 30], [32, 17, 9], [31, 13, 3], [23, 11, 34]]
[[35, 31, 13], [2, 0, 15], [6, 16, 21], [24, 7, 25], [32, 18, 4], [11, 8, 26], [30, 1, 10], [28, 14, 29], [20, 34, 12], [5, 3, 23], [22, 33, 9], [19, 17, 27]]
[[10, 21, 13], [25, 32, 16], [24, 12, 29], [26, 33, 34], [5, 20, 28], [6, 35, 30], [27, 2, 3], [14, 18, 1], [23, 19, 9], [15, 0, 11], [17, 7, 31], [22, 8, 4]]
[[17, 24, 19], [4, 26, 10], [13, 35, 14], [25, 12, 20], [33, 1, 7], [5, 9, 16], [28, 30, 34], [29, 8, 3], [18, 22, 21], [32, 23, 0], [6, 11, 27], [15, 31, 2]]
[[6, 26, 15], [19, 3, 28], [2, 27, 13], [1, 33, 35], [12, 9, 8], [20, 0, 14], [25, 34, 18], [30, 4, 21], [11, 7, 32], [24, 10, 5], [17, 31, 29], [22, 23, 16]]
[[33, 14, 35], [30, 13, 34], [27, 5, 18], [12, 11, 22], [29, 0, 7], [20, 23, 25], [21, 6, 8], [15, 19, 10], [9, 24, 17], [4, 26, 28], [31, 2, 32], [3, 1, 16]]
[[14, 13, 12], [25, 34, 26], [33, 30, 4], [1, 18, 7], [9, 20, 19], [0, 35, 23], [2, 22, 21], [32, 24, 10], [3, 5, 31], [6, 17, 11], [16, 28, 8], [27, 29, 15]]
[[6, 11, 7], [22, 8, 9], [4, 25, 31], [12, 1, 10], [13, 33, 18], [2, 30, 34], [29, 24, 23], [3, 16, 28], [17, 0, 15], [32, 19, 20], [21, 35, 27], [5, 14, 26]]
[[16, 29, 11], [6, 23, 17], [9, 31, 25], [15, 3, 35], [33, 8, 28], [12, 27, 18], [24, 32, 0], [21, 4, 19], [7, 20, 14], [2, 34, 5], [13, 26, 22], [1, 10, 30]]
[[32, 9, 35], [29, 7, 26], [10, 15, 19], [16, 0, 17], [25, 23, 11], [20, 27, 1], [33, 18, 30], [2, 14, 6], [28, 31, 13], [12, 21, 5], [3, 24, 34], [22, 8, 4]]
[[0, 20, 2], [1, 3, 24], [25, 16, 34], [27, 32, 29], [26, 14, 18], [21, 31, 17], [4, 7, 5], [10, 6, 19], [28, 12, 30], [11, 8, 9], [15, 13, 35], [22, 23, 33]]
[[29, 6, 17], [5, 14, 18], [2, 31, 32], [10, 7, 25], [3, 11, 4], [24, 15, 16], [27, 28, 26], [35, 21, 23], [13, 34, 1], [19, 12, 22], [9, 8, 20], [0, 30, 33]]
[[27, 17, 5], [31, 25, 8], [32, 29, 2], [11, 1, 20], [14, 35, 18], [21, 26, 19], [7, 23, 4], [0, 22, 6], [30, 34, 16], [9, 13, 24], [33, 3, 12], [10, 15, 28]]
[[23, 32, 7], [22, 9, 6], [33, 2, 16], [24, 17, 15], [27, 3, 13], [28, 14, 31], [12, 5, 10], [35, 1, 0], [21, 20, 30], [29, 4, 26], [11, 34, 25], [18, 19, 8]]
[[18, 20, 12], [33, 29, 1], [25, 10, 31], [19, 3, 15], [24, 22, 6], [35, 23, 5], [4, 21, 9], [8, 2, 30], [27, 7, 26], [17, 32, 13], [11, 14, 0], [34, 28, 16]]
[[29, 20, 1], [0, 28, 27], [16, 30, 21], [6, 33, 34], [18, 4, 23], [22, 7, 26], [25, 10, 2], [19, 17, 13], [8, 9, 24], [12, 11, 3], [32, 15, 5], [31, 14, 35]]
[[6, 24, 8], [23, 26, 14], [33, 13, 32], [7, 3, 29], [30, 1, 12], [17, 0, 5], [9, 4, 18], [11, 22, 20], [19, 10, 2], [31, 21, 34], [27, 28, 25], [35, 16, 15]]
[[35, 3, 14], [7, 24, 10], [11, 21, 1], [20, 29, 16], [19, 6, 2], [23, 31, 9], [4, 22, 17], [26, 12, 34], [28, 25, 8], [0, 33, 30], [18, 15, 13], [27, 5, 32]]
[[6, 16, 8], [33, 30, 9], [24, 0, 34], [27, 18, 32], [2, 20, 4], [17, 35, 14], [26, 23, 22], [29, 12, 15], [21, 3, 1], [25, 11, 10], [7, 5, 28], [13, 31, 19]]
[[12, 20, 25], [18, 13, 4], [27, 7, 0], [11, 35, 29], [31, 22, 15], [1, 23, 14], [16, 9, 24], [21, 8, 17], [19, 34, 33], [3, 2, 30], [26, 5, 10], [28, 6, 32]]
[[12, 19, 26], [27, 21, 4], [30, 3, 15], [0, 29, 13], [34, 9, 22], [17, 8, 14], [11, 35, 23], [10, 28, 6], [7, 25, 33], [2, 31, 18], [16, 1, 24], [5, 20, 32]]
[[13, 1, 31], [9, 8, 33], [28, 22, 26], [24, 11, 16], [34, 3, 5], [12, 29, 30], [25, 7, 23], [19, 20, 6], [35, 32, 27], [14, 4, 17], [21, 15, 2], [18, 10, 0]]
[[3, 13, 2], [30, 24, 33], [0, 28, 4], [5, 26, 29], [20, 16, 35], [15, 32, 12], [7, 18, 19], [23, 31, 22], [25, 8, 10], [6, 27, 14], [21, 11, 34], [9, 17, 1]]
[[26, 29, 7], [24, 25, 18], [5, 3, 17], [19, 15, 14], [27, 6, 2], [0, 8, 31], [28, 13, 1], [11, 4, 9], [16, 21, 20], [12, 35, 22], [30, 33, 34], [10, 23, 32]]
[[15, 10, 21], [1, 19, 3], [31, 17, 23], [13, 0, 33], [5, 7, 28], [25, 24, 11], [34, 32, 6], [9, 30, 18], [12, 26, 14], [35, 4, 20], [16, 22, 27], [29, 8, 2]]
[[10, 26, 1], [28, 5, 22], [35, 23, 30], [34, 3, 25], [33, 17, 7], [15, 20, 8], [21, 16, 14], [32, 4, 19], [12, 2, 0], [13, 31, 11], [29, 9, 6], [27, 24, 18]]
[[21, 8, 27], [16, 28, 19], [11, 9, 6], [22, 29, 5], [13, 34, 31], [24, 12, 0], [1, 33, 10], [7, 18, 15], [26, 35, 14], [32, 30, 2], [23, 3, 25], [20, 4, 17]]
[[33, 17, 18], [32, 7, 2], [15, 31, 26], [12, 13, 28], [1, 5, 4], [34, 19, 8], [30, 14, 35], [10, 16, 0], [20, 3, 24], [23, 6, 27], [21, 22, 11], [29, 9, 25]]
[[20, 13, 17], [11, 28, 2], [5, 10, 4], [22, 32, 7], [21, 24, 14], [31, 30, 34], [35, 29, 12], [18, 23, 3], [9, 0, 1], [27, 15, 16], [26, 33, 19], [8, 25, 6]]
[[4, 24, 25], [0, 16, 13], [35, 12, 28], [19, 10, 8], [22, 1, 21], [33, 27, 32], [30, 15, 20], [3, 2, 14], [18, 31, 11], [34, 6, 23], [17, 9, 5], [29, 7, 26]]
[[1, 11, 7], [23, 17, 31], [15, 18, 10], [21, 35, 13], [32, 8, 19], [12, 29, 28], [20, 16, 6], [25, 33, 9], [5, 4, 26], [30, 2, 22], [14, 34, 27], [0, 3, 24]]
[[1, 31, 2], [6, 4, 0], [30, 3, 11], [18, 10, 16], [29, 20, 25], [17, 34, 8], [15, 35, 23], [12, 9, 19], [13, 22, 21], [5, 26, 33], [14, 28, 32], [27, 24, 7]]
[[10, 4, 14], [3, 22, 21], [0, 18, 30], [34, 32, 33], [2, 35, 11], [31, 7, 25], [16, 17, 15], [24, 27, 12], [6, 19, 28], [20, 8, 26], [29, 9, 1], [23, 13, 5]]
[[27, 3, 31], [30, 1, 21], [10, 8, 35], [5, 6, 0], [26, 14, 2], [20, 22, 16], [29, 17, 4], [23, 15, 33], [34, 12, 13], [28, 11, 18], [24, 25, 32], [19, 7, 9]]
[[26, 23, 21], [19, 30, 5], [4, 29, 9], [31, 12, 11], [34, 13, 7], [10, 1, 22], [14, 32, 20], [35, 27, 0], [2, 25, 6], [28, 33, 3], [18, 16, 24], [8, 17, 15]]
[[27, 21, 20], [33, 12, 25], [28, 15, 22], [9, 16, 35], [24, 3, 19], [23, 2, 1], [14, 10, 13], [5, 7, 4], [6, 8, 18], [31, 11, 29], [17, 0, 34], [32, 30, 26]]
[[35, 1, 10], [9, 5, 32], [19, 16, 11], [7, 18, 4], [0, 8, 12], [14, 15, 20], [21, 23, 22], [34, 31, 3], [30, 25, 27], [17, 13, 24], [26, 6, 33], [2, 29, 28]]
[[0, 27, 8], [26, 23, 4], [32, 29, 21], [5, 14, 20], [1, 33, 16], [31, 34, 13], [17, 11, 10], [25, 2, 6], [15, 28, 3], [19, 24, 30], [9, 12, 7], [22, 18, 35]]
[[5, 11, 34], [29, 31, 24], [9, 27, 22], [26, 14, 10], [15, 21, 33], [16, 4, 2], [20, 1, 18], [7, 32, 17], [25, 19, 30], [23, 0, 12], [28, 13, 35], [8, 3, 6]]
[[27, 14, 31], [8, 13, 32], [33, 35, 25], [12, 21, 17], [0, 16, 15], [7, 6, 9], [24, 18, 29], [23, 30, 11], [28, 4, 2], [34, 19, 20], [1, 5, 26], [22, 3, 10]]
[[0, 4, 29], [18, 27, 5], [30, 7, 1], [33, 17, 25], [16, 21, 11], [22, 31, 24], [28, 6, 15], [23, 9, 35], [26, 32, 8], [20, 34, 12], [3, 10, 2], [13, 19, 14]]
[[33, 24, 35], [28, 23, 13], [5, 3, 0], [7, 34, 31], [30, 22, 6], [9, 32, 11], [1, 2, 15], [29, 12, 18], [21, 4, 25], [14, 16, 8], [27, 17, 20], [26, 10, 19]]
[[12, 31, 13], [8, 6, 15], [3, 1, 21], [29, 9, 10], [20, 22, 26], [32, 14, 28], [18, 24, 16], [4, 25, 2], [35, 0, 33], [30, 7, 23], [19, 27, 17], [5, 34, 11]]
[[25, 28, 26], [10, 21, 20], [5, 9, 13], [18, 17, 11], [22, 14, 35], [4, 34, 12], [24, 32, 19], [23, 31, 30], [15, 2, 3], [16, 0, 1], [7, 6, 27], [29, 33, 8]]
[[3, 4, 16], [2, 24, 34], [21, 23, 22], [35, 10, 13], [6, 15, 18], [11, 0, 1], [7, 29, 17], [8, 32, 26], [20, 30, 12], [28, 25, 27], [5, 19, 33], [9, 31, 14]]
[[0, 32, 31], [3, 19, 23], [24, 5, 15], [8, 34, 10], [7, 29, 30], [6, 17, 33], [26, 4, 2], [27, 18, 20], [11, 13, 25], [22, 21, 16], [12, 1, 28], [9, 35, 14]]
[[27, 31, 14], [33, 6, 9], [12, 17, 19], [29, 25, 5], [15, 11, 34], [3, 16, 21], [28, 2, 23], [20, 13, 4], [7, 0, 18], [1, 24, 10], [35, 8, 26], [32, 30, 22]]
[[6, 35, 14], [34, 24, 2], [19, 5, 9], [18, 0, 11], [15, 31, 16], [25, 23, 27], [17, 12, 13], [30, 33, 26], [28, 21, 10], [4, 3, 20], [32, 22, 7], [1, 8, 29]]
[[5, 23, 21], [8, 1, 10], [32, 7, 0], [26, 13, 19], [20, 30, 22], [28, 17, 4], [34, 6, 31], [33, 2, 11], [18, 25, 24], [29, 3, 12], [35, 14, 9], [16, 15, 27]]
[[26, 14, 28], [9, 0, 11], [17, 1, 6], [3, 31, 18], [33, 22, 29], [24, 7, 25], [13, 34, 4], [19, 12, 5], [20, 16, 10], [21, 23, 32], [27, 35, 15], [30, 2, 8]]
[[6, 16, 18], [23, 25, 24], [12, 33, 28], [30, 4, 31], [22, 11, 9], [32, 21, 29], [19, 15, 0], [10, 3, 1], [5, 8, 13], [20, 26, 17], [2, 7, 14], [27, 35, 34]]
[[16, 11, 21], [29, 15, 30], [0, 19, 31], [35, 18, 23], [25, 12, 8], [7, 27, 10], [20, 13, 6], [34, 22, 2], [5, 14, 32], [33, 28, 17], [4, 24, 3], [1, 9, 26]]
[[18, 33, 35], [8, 30, 15], [17, 20, 0], [22, 10, 3], [28, 6, 32], [24, 2, 34], [27, 29, 14], [16, 13, 31], [11, 21, 9], [7, 19, 25], [5, 12, 26], [4, 23, 1]]
[[21, 24, 1], [7, 6, 23], [34, 9, 3], [27, 32, 15], [14, 29, 2], [35, 20, 16], [30, 28, 31], [8, 4, 25], [33, 5, 18], [12, 19, 26], [10, 11, 22], [17, 0, 13]]
[[21, 7, 33], [1, 16, 24], [4, 32, 9], [29, 6, 34], [15, 13, 12], [23, 10, 5], [2, 18, 35], [28, 20, 27], [22, 11, 25], [31, 26, 0], [14, 3, 30], [19, 8, 17]]
[[15, 10, 33], [24, 23, 2], [0, 6, 19], [28, 20, 30], [22, 27, 29], [14, 32, 11], [35, 26, 3], [9, 12, 4], [25, 7, 16], [17, 21, 13], [8, 1, 34], [31, 18, 5]]
[[16, 24, 6], [14, 32, 11], [28, 8, 26], [0, 33, 21], [12, 31, 5], [13, 7, 10], [9, 35, 25], [2, 1, 30], [27, 19, 17], [18, 23, 3], [4, 34, 29], [20, 22, 15]]
[[1, 32, 2], [35, 9, 31], [25, 20, 27], [26, 18, 12], [30, 16, 7], [6, 13, 5], [17, 14, 34], [11, 4, 15], [33, 10, 28], [23, 8, 24], [29, 3, 19], [0, 22, 21]]
[[11, 1, 3], [21, 34, 4], [26, 7, 15], [9, 35, 29], [5, 20, 14], [33, 16, 27], [13, 0, 31], [18, 12, 17], [6, 32, 19], [25, 10, 24], [8, 23, 2], [28, 30, 22]]
[[27, 29, 5], [0, 35, 18], [16, 4, 11], [13, 34, 24], [7, 9, 25], [17, 23, 32], [20, 8, 22], [26, 31, 28], [19, 33, 3], [30, 2, 10], [21, 1, 14], [6, 15, 12]]
