[[37, 10, 23], [3, 13, 27], [32, 6, 5], [4, 38, 19], [24, 2, 21], [28, 9, 16], [15, 26, 18], [12, 31, 29], [17, 35, 8], [22, 30, 36], [34, 25, 14], [11, 20, 0], [1, 33, 7]]
[[19, 17, 26], [28, 35, 29], [2, 4, 8], [34, 5, 38], [6, 21, 13], [7, 14, 9], [16, 0, 27], [25, 11, 33], [3, 18, 23], [22, 36, 37], [1, 20, 15], [30, 32, 24], [10, 31, 12]]
[[0, 32, 13], [19, 11, 7], [8, 28, 16], [1, 37, 20], [36, 30, 10], [14, 18, 2], [26, 22, 34], [33, 35, 24], [29, 12, 25], [38, 9, 17], [27, 15, 3], [23, 6, 4], [5, 31, 21]]
[[7, 26, 0], [8, 5, 36], [37, 1, 34], [28, 9, 24], [27, 31, 16], [19, 30, 13], [29, 15, 3], [21, 33, 11], [2, 14, 10], [12, 4, 23], [6, 18, 20], [35, 25, 17], [32, 22, 38]]
[[28, 27, 8], [17, 11, 19], [31, 9, 15], [22, 4, 38], [36, 30, 0], [7, 24, 10], [2, 26, 13], [1, 25, 20], [35, 32, 21], [3, 18, 14], [5, 37, 12], [6, 33, 34], [23, 16, 29]]
[[10, 32, 13], [11, 17, 20], [28, 34, 2], [22, 25, 12], [30, 7, 23], [0, 27, 35], [33, 5, 1], [6, 15, 24], [36, 38, 19], [9, 26, 4], [3, 31, 37], [16, 14, 8], [18, 29, 21]]
[[35, 5, 26], [2, 23, 24], [34, 38, 28], [32, 18, 6], [7, 21, 20], [10, 9, 4], [0, 12, 14], [31, 15, 33], [13, 16, 36], [25, 1, 11], [29, 8, 3], [37, 22, 30], [19, 17, 27]]
[[38, 33, 36], [9, 12, 10], [29, 34, 23], [30, 0, 28], [22, 32, 7], [20, 3, 18], [37, 8, 21], [15, 27, 2], [35, 5, 17], [1, 13, 11], [25, 6, 26], [19, 31, 24], [4, 14, 16]]
[[21, 31, 38], [3, 27, 35], [12, 32, 5], [2, 28, 16], [22, 26, 7], [25, 24, 37], [20, 18, 33], [1, 36, 4], [34, 6, 19], [0, 15, 29], [17, 23, 8], [14, 13, 30], [9, 10, 11]]
[[11, 28, 21], [20, 19, 23], [34, 4, 36], [29, 8, 26], [32, 35, 38], [37, 25, 1], [14, 24, 18], [17, 15, 3], [12, 0, 5], [10, 31, 30], [6, 9, 22], [33, 16, 2], [13, 27, 7]]
[[10, 5, 37], [21, 20, 12], [35, 38, 4], [9, 0, 32], [22, 31, 16], [30, 17, 1], [24, 15, 25], [23, 7, 36], [18, 6, 2], [26, 29, 28], [34, 27, 11], [13, 3, 14], [8, 19, 33]]
[[14, 36, 8], [30, 1, 0], [22, 16, 6], [31, 10, 24], [21, 19, 11], [35, 4, 27], [32, 17, 5], [18, 29, 9], [15, 38, 7], [12, 34, 26], [25, 2, 13], [20, 3, 37], [28, 33, 23]]
[[12, 33, 37], [24, 17, 1], [0, 30, 15], [32, 31, 25], [16, 26, 8], [34, 5, 2], [13, 20, 22], [3, 29, 11], [38, 23, 21], [4, 6, 7], [27, 14, 10], [28, 35, 36], [18, 19, 9]]
[[22, 28, 29], [8, 14, 30], [34, 25, 31], [13, 15, 9], [17, 1, 32], [12, 35, 23], [16, 33, 4], [38, 6, 24], [2, 21, 27], [0, 10, 11], [26, 19, 18], [36, 3, 7], [5, 37, 20]]
[[10, 33, 19], [17, 12, 21], [36, 18, 29], [16, 30, 31], [37, 14, 22], [0, 13, 3], [11, 7, 2], [34, 35, 32], [25, 24, 1], [26, 28, 15], [5, 38, 9], [4, 23, 8], [6, 20, 27]]
[[19, 20, 18], [23, 4, 7], [11, 3, 33], [32, 36, 8], [28, 38, 34], [9, 17, 14], [30, 12, 22], [24, 5, 37], [31, 6, 27], [10, 1, 25], [26, 21, 15], [16, 13, 35], [2, 0, 29]]
[[34, 26, 23], [33, 21, 2], [13, 37, 19], [38, 1, 16], [22, 4, 35], [14, 36, 8], [0, 29, 12], [18, 32, 9], [15, 10, 30], [7, 28, 11], [31, 3, 24], [6, 27, 20], [5, 17, 25]]
[[9, 13, 3], [33, 2, 15], [23, 0, 5], [7, 12, 26], [11, 38, 29], [25, 19, 1], [21, 18, 24], [37, 30, 22], [17, 6, 4], [10, 14, 28], [36, 32, 35], [8, 34, 27], [16, 20, 31]]
[[31, 10, 2], [33, 28, 13], [35, 16, 19], [23, 20, 5], [17, 0, 38], [26, 25, 27], [14, 36, 8], [34, 37, 4], [9, 22, 24], [11, 18, 7], [21, 32, 6], [12, 3, 1], [29, 15, 30]]
[[16, 5, 37], [30, 29, 7], [8, 21, 2], [15, 23, 31], [36, 14, 0], [11, 4, 9], [17, 3, 13], [33, 1, 32], [22, 24, 25], [35, 38, 6], [12, 10, 20], [27, 18, 34], [19, 26, 28]]
[[33, 0, 37], [17, 34, 15], [32, 27, 10], [13, 21, 20], [18, 30, 7], [35, 36, 25], [29, 5, 1], [4, 19, 9], [14, 12, 11], [2, 26, 23], [28, 24, 6], [3, 8, 16], [31, 38, 22]]
[[16, 7, 3], [11, 24, 29], [33, 17, 35], [20, 36, 31], [5, 1, 30], [0, 8, 13], [34, 15, 14], [28, 26, 12], [9, 32, 37], [25, 23, 18], [6, 22, 19], [21, 4, 38], [2, 10, 27]]
[[32, 18, 37], [16, 6, 12], [10, 9, 25], [8, 29, 31], [3, 2, 0], [4, 22, 34], [5, 11, 7], [21, 27, 33], [19, 23, 24], [28, 17, 1], [26, 13, 38], [36, 14, 30], [15, 20, 35]]
[[22, 33, 10], [31, 20, 3], [13, 4, 19], [15, 18, 25], [26, 28, 8], [30, 35, 34], [21, 36, 37], [16, 2, 38], [27, 12, 23], [29, 6, 0], [17, 1, 32], [9, 11, 14], [24, 5, 7]]
[[0, 17, 11], [36, 37, 16], [5, 13, 21], [6, 20, 35], [32, 24, 19], [2, 15, 33], [29, 28, 18], [31, 3, 34], [7, 25, 30], [12, 14, 38], [4, 23, 9], [10, 27, 22], [1, 8, 26]]
[[10, 15, 35], [33, 34, 23], [37, 16, 24], [30, 6, 0], [38, 9, 32], [36, 29, 20], [8, 25, 18], [19, 14, 13], [17, 7, 2], [4, 26, 31], [11, 28, 22], [12, 1, 21], [5, 27, 3]]
[[3, 10, 23], [19, 6, 35], [4, 2, 29], [5, 20, 27], [11, 24, 22], [26, 8, 0], [17, 13, 9], [34, 16, 12], [21, 14, 37], [7, 15, 38], [18, 30, 31], [32, 25, 33], [1, 28, 36]]
[[20, 38, 13], [11, 5, 31], [22, 8, 26], [24, 12, 32], [37, 21, 17], [27, 29, 1], [14, 19, 3], [6, 4, 2], [16, 36, 18], [10, 30, 7], [34, 25, 23], [33, 35, 9], [0, 28, 15]]
[[6, 26, 0], [10, 32, 36], [29, 13, 17], [35, 5, 23], [2, 24, 9], [12, 21, 25], [31, 22, 3], [1, 37, 14], [11, 27, 7], [20, 34, 18], [30, 19, 4], [33, 38, 8], [16, 28, 15]]
[[26, 29, 0], [36, 7, 1], [31, 37, 12], [20, 18, 11], [5, 3, 34], [38, 25, 28], [9, 4, 22], [32, 23, 35], [10, 2, 8], [24, 19, 15], [27, 21, 6], [30, 17, 33], [16, 13, 14]]
[[18, 33, 26], [10, 37, 11], [15, 9, 35], [12, 23, 4], [30, 0, 29], [27, 25, 22], [38, 5, 13], [14, 16, 6], [24, 8, 19], [7, 32, 17], [2, 3, 34], [1, 20, 28], [21, 36, 31]]
[[21, 35, 4], [24, 11, 23], [15, 33, 25], [36, 13, 10], [8, 38, 19], [34, 6, 29], [9, 3, 22], [2, 12, 1], [26, 20, 18], [32, 30, 0], [16, 28, 31], [14, 27, 17], [7, 37, 5]]
[[32, 7, 15], [33, 8, 1], [29, 17, 34], [22, 12, 0], [27, 25, 35], [20, 19, 4], [2, 9, 38], [31, 28, 30], [23, 16, 18], [10, 13, 14], [3, 37, 6], [11, 21, 24], [5, 36, 26]]
[[22, 33, 8], [34, 1, 15], [6, 9, 36], [13, 7, 20], [38, 0, 5], [21, 16, 2], [37, 12, 10], [25, 4, 31], [18, 17, 26], [35, 29, 27], [19, 14, 23], [30, 32, 24], [28, 3, 11]]
[[17, 34, 5], [11, 18, 8], [9, 3, 2], [23, 19, 22], [25, 21, 32], [4, 29, 14], [38, 16, 26], [33, 13, 12], [37, 6, 1], [10, 30, 35], [27, 31, 7], [28, 15, 36], [0, 24, 20]]
[[30, 37, 9], [27, 15, 25], [17, 18, 34], [33, 35, 4], [6, 8, 28], [32, 20, 13], [29, 7, 12], [3, 1, 23], [38, 0, 19], [16, 10, 26], [5, 21, 24], [2, 14, 31], [11, 22, 36]]
[[11, 21, 5], [35, 26, 9], [0, 34, 29], [28, 18, 36], [31, 15, 7], [14, 19, 25], [10, 16, 17], [6, 24, 23], [22, 33, 3], [30, 8, 20], [1, 37, 13], [38, 4, 2], [27, 32, 12]]
