[[27, 44, 12], [8, 32, 3], [10, 19, 36], [5, 24, 18], [6, 29, 26], [4, 0, 20], [22, 45, 2], [7, 25, 31], [38, 42, 21], [28, 41, 47], [39, 15, 48], [23, 14, 40], [13, 16, 34], [46, 33, 35], [1, 17, 30], [43, 11, 37, 9]]
[[32, 10, 0], [34, 48, 23], [35, 33, 19], [12, 21, 40], [20, 22, 39], [27, 36, 46], [28, 8, 31], [42, 37, 15], [41, 47, 26], [11, 24, 38], [18, 2, 45], [17, 9, 30], [44, 14, 3], [29, 16, 25], [6, 43, 7], [1, 5, 13, 4]]
[[1, 46, 44], [42, 14, 20], [16, 23, 10], [48, 32, 22], [19, 0, 15], [9, 47, 6], [5, 45, 27], [31, 28, 17], [2, 37, 26], [36, 11, 35], [40, 38, 25], [21, 3, 7], [43, 13, 30], [12, 24, 34], [18, 41, 29], [33, 39, 8, 4]]
[[36, 1, 0], [3, 11, 13], [45, 28, 27], [31, 39, 29], [4, 40, 33], [15, 48, 10], [23, 32, 26], [37, 34, 21], [47, 2, 17], [22, 24, 43], [6, 8, 9], [25, 41, 38], [35, 14, 7], [42, 46, 16], [5, 12, 18], [20, 44, 30, 19]]
[[38, 10, 20], [3, 35, 5], [21, 46, 36], [39, 33, 18], [11, 47, 29], [44, 32, 41], [7, 42, 37], [16, 45, 9], [40, 25, 12], [2, 23, 4], [43, 24, 31], [30, 48, 1], [17, 6, 19], [0, 27, 13], [26, 28, 15], [22, 8, 14, 34]]
[[26, 8, 47], [11, 7, 15], [29, 20, 18], [25, 37, 40], [24, 5, 30], [23, 2, 41], [22, 34, 28], [21, 12, 4], [14, 36, 10], [16, 0, 31], [42, 17, 13], [3, 38, 32], [27, 46, 1], [19, 48, 39], [35, 33, 44], [45, 43, 9, 6]]
[[17, 19, 28], [2, 25, 7], [41, 3, 42], [4, 15, 26], [27, 18, 20], [39, 29, 37], [16, 48, 13], [11, 14, 31], [40, 34, 45], [32, 10, 21], [5, 44, 35], [23, 6, 9], [22, 30, 46], [38, 36, 24], [1, 33, 47], [12, 43, 8, 0]]
[[13, 11, 40], [16, 47, 3], [21, 22, 9], [27, 25, 39], [1, 2, 46], [33, 5, 0], [28, 12, 15], [10, 8, 43], [20, 7, 18], [19, 4, 35], [37, 42, 38], [41, 44, 26], [45, 36, 24], [17, 31, 14], [30, 23, 48], [34, 6, 29, 32]]
[[47, 25, 43], [28, 23, 37], [33, 3, 9], [0, 35, 30], [15, 24, 32], [2, 20, 26], [18, 11, 45], [17, 48, 29], [36, 5, 34], [21, 8, 13], [39, 7, 22], [42, 4, 27], [16, 14, 6], [46, 19, 31], [1, 40, 12], [38, 10, 44, 41]]
[[19, 40, 47], [27, 42, 44], [15, 41, 14], [45, 46, 0], [23, 11, 26], [3, 35, 24], [32, 37, 39], [4, 18, 2], [1, 25, 16], [20, 10, 38], [31, 29, 8], [36, 28, 12], [21, 6, 5], [7, 48, 30], [43, 34, 13], [33, 22, 17, 9]]
[[21, 35, 20], [15, 4, 8], [42, 25, 3], [6, 41, 45], [46, 26, 23], [1, 48, 38], [18, 31, 22], [36, 30, 9], [44, 28, 10], [29, 13, 16], [17, 11, 39], [5, 27, 32], [37, 47, 34], [40, 14, 19], [24, 7, 12], [43, 33, 2, 0]]
[[24, 26, 31], [21, 43, 32], [29, 35, 13], [18, 30, 37], [20, 42, 34], [19, 2, 12], [6, 38, 16], [36, 7, 45], [11, 27, 46], [44, 4, 23], [15, 40, 25], [1, 10, 28], [41, 39, 8], [33, 3, 48], [47, 5, 0], [17, 22, 14, 9]]
[[33, 0, 25], [14, 36, 5], [29, 15, 42], [47, 19, 28], [2, 8, 31], [17, 3, 37], [48, 12, 34], [30, 32, 1], [44, 41, 21], [39, 40, 26], [24, 11, 22], [7, 45, 38], [20, 16, 23], [6, 46, 4], [35, 27, 13], [10, 9, 18, 43]]
[[37, 35, 7], [24, 34, 36], [27, 48, 15], [22, 18, 44], [19, 10, 33], [38, 16, 45], [12, 20, 29], [39, 47, 9], [5, 11, 30], [31, 2, 25], [17, 40, 8], [26, 14, 28], [23, 3, 21], [32, 43, 0], [1, 42, 13], [41, 4, 6, 46]]
[[13, 28, 3], [24, 42, 41], [26, 35, 45], [23, 25, 32], [7, 27, 1], [33, 36, 11], [47, 38, 40], [30, 19, 10], [15, 4, 22], [2, 14, 21], [5, 48, 12], [43, 6, 16], [8, 29, 44], [18, 20, 39], [46, 17, 34], [9, 37, 0, 31]]
[[40, 26, 27], [4, 25, 0], [36, 30, 45], [23, 13, 20], [28, 24, 14], [2, 11, 6], [33, 44, 8], [15, 1, 38], [3, 10, 16], [35, 29, 37], [21, 12, 41], [5, 9, 42], [32, 17, 47], [39, 19, 43], [34, 31, 22], [7, 48, 18, 46]]
