[[23, 28, 13], [39, 14, 4], [21, 3, 36], [29, 7, 33], [20, 19, 35], [24, 32, 34], [27, 30, 0], [17, 9, 16], [38, 12, 25], [11, 26, 10], [15, 41, 31], [18, 8, 5], [37, 40, 2], [1, 6, 22]]
[[3, 33, 26], [8, 15, 34], [11, 35, 21], [36, 25, 40], [20, 1, 28], [4, 27, 31], [30, 2, 17], [38, 39, 5], [18, 37, 19], [6, 29, 0], [12, 22, 14], [7, 23, 10], [13, 24, 41], [9, 32, 16]]
[[38, 29, 10], [27, 25, 40], [1, 12, 20], [18, 4, 13], [28, 33, 5], [3, 21, 11], [0, 31, 23], [2, 26, 9], [30, 34, 32], [8, 15, 36], [7, 35, 19], [39, 22, 41], [17, 24, 6], [16, 14, 37]]
[[23, 30, 12], [27, 28, 2], [0, 29, 36], [6, 20, 10], [11, 16, 5], [24, 7, 31], [34, 25, 13], [18, 37, 21], [19, 32, 8], [33, 1, 14], [15, 38, 35], [40, 3, 22], [17, 41, 39], [4, 26, 9]]
[[1, 28, 36], [9, 24, 19], [13, 20, 33], [16, 17, 4], [5, 35, 32], [37, 39, 40], [21, 26, 6], [7, 0, 11], [15, 41, 12], [34, 10, 29], [18, 2, 30], [23, 38, 14], [8, 31, 3], [25, 27, 22]]
[[30, 13, 35], [23, 17, 11], [12, 19, 40], [8, 5, 9], [36, 14, 1], [0, 29, 33], [24, 4, 38], [20, 31, 39], [41, 28, 25], [16, 6, 3], [32, 18, 15], [2, 21, 22], [34, 27, 7], [10, 26, 37]]
[[35, 38, 26], [24, 17, 34], [19, 32, 20], [27, 3, 33], [16, 39, 21], [14, 37, 13], [9, 6, 11], [15, 4, 30], [8, 18, 2], [31, 7, 29], [5, 23, 0], [1, 40, 10], [36, 41, 22], [12, 28, 25]]
[[40, 30, 10], [33, 29, 25], [3, 35, 22], [21, 28, 19], [38, 13, 11], [36, 24, 32], [26, 9, 2], [4, 12, 5], [16, 27, 23], [39, 31, 20], [37, 18, 1], [0, 7, 8], [15, 34, 17], [6, 14, 41]]
[[32, 25, 9], [36, 39, 4], [5, 27, 0], [14, 33, 38], [24, 18, 28], [7, 37, 19], [10, 8, 35], [3, 34, 16], [21, 31, 1], [22, 23, 29], [17, 15, 11], [20, 41, 13], [6, 12, 30], [2, 40, 26]]
[[25, 10, 15], [24, 39, 33], [26, 30, 35], [38, 29, 18], [37, 6, 9], [1, 2, 13], [20, 11, 16], [32, 36, 21], [19, 5, 12], [8, 27, 31], [14, 22, 34], [0, 7, 23], [17, 41, 4], [3, 28, 40]]
[[31, 38, 1], [32, 7, 34], [20, 33, 9], [15, 5, 6], [41, 2, 17], [35, 27, 26], [25, 11, 28], [22, 10, 8], [12, 16, 29], [19, 37, 40], [21, 3, 39], [14, 23, 24], [0, 18, 36], [13, 30, 4]]
[[9, 20, 33], [22, 12, 26], [5, 10, 24], [30, 40, 16], [0, 1, 7], [25, 36, 14], [34, 28, 8], [6, 4, 27], [23, 37, 19], [38, 2, 31], [29, 17, 32], [15, 18, 41], [35, 21, 3], [11, 13, 39]]
[[0, 18, 32], [38, 1, 4], [17, 31, 13], [20, 30, 16], [37, 35, 40], [33, 7, 12], [22, 27, 5], [26, 11, 39], [34, 29, 10], [9, 21, 15], [25, 3, 14], [41, 2, 28], [36, 23, 19], [8, 24, 6]]
[[9, 10, 24], [26, 22, 34], [12, 15, 4], [11, 8, 30], [19, 25, 20], [14, 37, 16], [40, 2, 3], [0, 33, 28], [18, 21, 35], [36, 1, 13], [27, 6, 41], [23, 17, 38], [32, 31, 29], [5, 39, 7]]
[[13, 5, 1], [4, 30, 41], [3, 15, 0], [12, 29, 32], [39, 38, 28], [22, 19, 20], [21, 24, 35], [23, 11, 6], [16, 31, 7], [33, 40, 18], [8, 14, 37], [26, 9, 10], [34, 17, 25], [2, 36, 27]]
[[3, 30, 20], [8, 6, 18], [32, 15, 40], [19, 36, 38], [31, 21, 16], [10, 22, 9], [24, 25, 41], [35, 37, 28], [11, 4, 1], [34, 29, 27], [5, 17, 0], [39, 33, 12], [13, 23, 2], [14, 26, 7]]
[[22, 28, 21], [9, 26, 37], [17, 30, 0], [5, 40, 29], [34, 13, 6], [33, 32, 23], [39, 36, 31], [2, 19, 12], [15, 10, 3], [24, 14, 11], [4, 35, 1], [27, 20, 16], [25, 18, 8], [7, 38, 41]]
[[7, 18, 15], [32, 30, 26], [14, 0, 20], [19, 38, 1], [6, 28, 25], [16, 35, 4], [10, 27, 12], [29, 3, 33], [2, 40, 23], [39, 21, 41], [9, 22, 34], [8, 36, 13], [5, 17, 31], [11, 24, 37]]
[[35, 11, 20], [15, 12, 30], [24, 4, 22], [28, 9, 14], [18, 17, 41], [6, 10, 34], [39, 33, 2], [5, 31, 36], [40, 27, 37], [13, 3, 21], [25, 1, 7], [26, 29, 19], [8, 38, 23], [0, 32, 16]]
[[25, 39, 11], [7, 6, 32], [13, 36, 40], [23, 29, 33], [2, 41, 27], [9, 37, 17], [28, 19, 4], [12, 30, 34], [1, 8, 38], [21, 5, 16], [3, 18, 22], [35, 26, 0], [31, 20, 14], [10, 24, 15]]
[[4, 33, 14], [18, 17, 37], [36, 22, 39], [40, 35, 0], [32, 16, 9], [26, 2, 7], [29, 41, 24], [27, 34, 13], [15, 38, 6], [20, 23, 10], [5, 12, 11], [30, 8, 25], [28, 19, 31], [21, 1, 3]]
[[11, 26, 32], [17, 16, 40], [37, 7, 6], [31, 25, 4], [19, 12, 21], [2, 34, 27], [5, 38, 24], [39, 0, 3], [29, 35, 14], [36, 15, 22], [13, 28, 33], [9, 1, 20], [30, 18, 23], [41, 10, 8]]
[[29, 5, 38], [25, 37, 12], [40, 11, 15], [24, 21, 35], [10, 1, 34], [0, 39, 41], [31, 2, 19], [23, 16, 27], [20, 17, 32], [28, 9, 4], [26, 7, 6], [13, 3, 36], [18, 22, 14], [33, 8, 30]]
[[6, 23, 8], [21, 28, 15], [18, 34, 40], [16, 38, 37], [12, 0, 19], [25, 4, 30], [33, 14, 35], [17, 1, 9], [3, 22, 32], [7, 27, 24], [10, 13, 31], [36, 29, 41], [26, 11, 5], [20, 39, 2]]
[[27, 9, 29], [6, 34, 2], [7, 19, 0], [16, 4, 13], [38, 40, 22], [32, 5, 18], [25, 8, 30], [10, 33, 28], [36, 12, 3], [39, 23, 17], [21, 31, 20], [24, 37, 14], [15, 1, 26], [35, 11, 41]]
[[34, 39, 37], [16, 8, 20], [2, 38, 32], [1, 7, 3], [27, 31, 6], [0, 13, 4], [14, 22, 28], [18, 17, 21], [23, 15, 12], [36, 33, 41], [24, 29, 30], [9, 25, 19], [10, 26, 11], [35, 40, 5]]
[[7, 4, 29], [21, 23, 13], [27, 2, 3], [18, 39, 12], [6, 31, 32], [14, 38, 34], [33, 24, 15], [17, 35, 28], [20, 8, 1], [30, 16, 40], [37, 19, 9], [11, 5, 26], [36, 10, 25], [0, 41, 22]]
[[32, 31, 15], [28, 16, 23], [37, 38, 34], [25, 13, 6], [33, 22, 24], [41, 20, 10], [17, 5, 19], [7, 12, 11], [14, 40, 39], [2, 3, 30], [35, 4, 36], [29, 1, 26], [18, 21, 8], [27, 0, 9]]
[[11, 40, 20], [32, 9, 0], [30, 38, 14], [33, 6, 4], [18, 34, 39], [36, 27, 5], [26, 35, 12], [28, 29, 2], [15, 41, 22], [7, 16, 25], [1, 10, 8], [19, 24, 3], [31, 37, 17], [23, 13, 21]]
[[13, 17, 38], [16, 9, 11], [29, 19, 28], [35, 25, 34], [6, 40, 31], [15, 39, 7], [14, 41, 8], [2, 37, 10], [3, 18, 26], [22, 32, 21], [36, 5, 30], [27, 20, 33], [12, 0, 24], [1, 4, 23]]
[[37, 4, 5], [10, 15, 36], [31, 22, 29], [13, 16, 24], [9, 27, 18], [20, 3, 32], [2, 7, 6], [38, 14, 12], [23, 35, 41], [28, 8, 21], [34, 39, 40], [17, 25, 0], [26, 30, 33], [1, 11, 19]]
[[34, 14, 36], [3, 9, 2], [35, 29, 13], [28, 30, 41], [20, 38, 26], [17, 0, 5], [39, 15, 1], [25, 11, 12], [31, 10, 18], [16, 24, 33], [40, 6, 22], [32, 4, 23], [37, 7, 8], [21, 19, 27]]
[[11, 10, 6], [14, 3, 16], [7, 29, 35], [39, 13, 26], [41, 28, 2], [9, 36, 19], [37, 18, 24], [33, 34, 25], [21, 15, 1], [32, 12, 20], [27, 17, 31], [4, 22, 23], [40, 5, 38], [8, 30, 0]]
[[6, 2, 5], [31, 19, 25], [23, 21, 40], [13, 11, 14], [22, 12, 0], [10, 9, 24], [34, 36, 18], [26, 37, 33], [35, 32, 29], [39, 41, 4], [16, 1, 27], [15, 20, 8], [38, 7, 30], [3, 17, 28]]
[[21, 39, 24], [41, 5, 4], [36, 9, 11], [10, 19, 22], [17, 25, 34], [30, 12, 13], [8, 3, 31], [29, 35, 14], [6, 7, 28], [37, 15, 2], [23, 26, 27], [0, 1, 38], [16, 40, 33], [20, 18, 32]]
[[4, 36, 17], [12, 23, 22], [10, 19, 14], [33, 3, 35], [27, 24, 18], [9, 21, 2], [1, 38, 8], [26, 37, 15], [6, 29, 28], [20, 40, 5], [25, 11, 39], [0, 13, 31], [30, 32, 16], [7, 41, 34]]
[[0, 21, 29], [12, 20, 16], [39, 6, 31], [36, 17, 7], [4, 23, 10], [22, 34, 5], [14, 37, 15], [13, 30, 33], [41, 32, 38], [25, 35, 1], [8, 9, 40], [24, 27, 28], [18, 26, 3], [2, 19, 11]]
[[6, 0, 16], [28, 19, 7], [33, 13, 34], [26, 20, 8], [38, 40, 11], [14, 27, 5], [17, 35, 1], [30, 10, 21], [25, 41, 15], [18, 12, 39], [31, 32, 2], [22, 3, 9], [24, 36, 37], [23, 4, 29]]
[[20, 7, 37], [24, 27, 29], [5, 18, 19], [6, 21, 30], [9, 8, 2], [10, 25, 26], [36, 34, 32], [11, 22, 1], [33, 13, 3], [40, 0, 35], [12, 4, 38], [16, 23, 15], [31, 28, 39], [41, 14, 17]]
[[36, 33, 8], [31, 12, 6], [10, 13, 5], [37, 14, 23], [17, 0, 35], [29, 24, 28], [25, 11, 2], [15, 21, 39], [32, 18, 22], [27, 30, 16], [4, 34, 38], [1, 3, 19], [26, 7, 20], [41, 9, 40]]
[[4, 28, 23], [37, 6, 15], [9, 24, 36], [5, 32, 30], [1, 38, 18], [39, 41, 2], [8, 3, 0], [7, 14, 12], [26, 29, 34], [35, 21, 20], [17, 19, 40], [25, 10, 31], [27, 11, 16], [33, 13, 22]]
[[30, 1, 33], [3, 25, 27], [23, 32, 31], [9, 14, 7], [11, 37, 21], [20, 0, 8], [12, 19, 4], [6, 13, 38], [16, 24, 28], [35, 17, 5], [18, 22, 36], [29, 34, 26], [41, 10, 15], [39, 2, 40]]
[[25, 0, 30], [15, 4, 11], [23, 8, 13], [36, 10, 18], [3, 14, 20], [21, 9, 39], [6, 41, 12], [37, 35, 33], [5, 26, 40], [38, 17, 27], [34, 19, 2], [1, 16, 7], [31, 22, 24], [29, 32, 28]]
[[3, 20, 10], [18, 34, 17], [28, 40, 23], [31, 26, 25], [32, 5, 12], [27, 19, 35], [6, 9, 39], [36, 21, 33], [24, 7, 30], [11, 13, 0], [41, 37, 38], [15, 1, 16], [29, 8, 2], [4, 22, 14]]
[[15, 16, 13], [32, 30, 25], [31, 24, 20], [23, 40, 4], [36, 27, 7], [18, 39, 8], [22, 5, 9], [34, 17, 19], [12, 29, 35], [11, 33, 37], [41, 10, 21], [38, 0, 6], [2, 26, 3], [28, 14, 1]]
[[25, 9, 0], [36, 30, 1], [41, 4, 24], [32, 35, 8], [5, 29, 22], [39, 37, 33], [34, 38, 23], [10, 17, 27], [16, 11, 13], [20, 18, 14], [2, 21, 28], [19, 7, 40], [12, 26, 31], [15, 3, 6]]
[[37, 20, 5], [0, 33, 9], [15, 17, 13], [6, 18, 36], [19, 12, 14], [32, 31, 8], [23, 4, 10], [21, 11, 30], [25, 3, 28], [39, 27, 38], [16, 40, 35], [2, 29, 7], [22, 24, 41], [26, 1, 34]]
[[22, 8, 34], [21, 10, 12], [3, 28, 11], [9, 35, 7], [13, 37, 0], [14, 4, 1], [6, 26, 18], [2, 20, 36], [33, 38, 19], [25, 29, 31], [15, 24, 23], [16, 17, 30], [27, 40, 39], [41, 5, 32]]
[[7, 29, 11], [9, 26, 0], [37, 30, 41], [39, 34, 5], [3, 36, 24], [40, 12, 31], [2, 6, 21], [22, 14, 32], [16, 35, 28], [20, 10, 1], [25, 18, 8], [23, 13, 27], [33, 4, 19], [15, 17, 38]]
[[36, 22, 26], [16, 4, 13], [32, 10, 24], [3, 2, 5], [37, 1, 6], [20, 11, 8], [31, 7, 18], [25, 0, 34], [28, 23, 41], [17, 12, 39], [29, 21, 19], [9, 27, 38], [40, 14, 15], [35, 33, 30]]
[[3, 2, 36], [6, 37, 15], [25, 16, 38], [41, 40, 35], [0, 18, 11], [1, 19, 17], [29, 32, 5], [34, 20, 8], [21, 28, 4], [39, 22, 12], [14, 31, 33], [13, 7, 27], [30, 10, 26], [9, 24, 23]]
[[20, 11, 38], [26, 15, 12], [37, 40, 14], [33, 30, 17], [7, 32, 41], [31, 0, 9], [8, 6, 25], [36, 27, 34], [19, 23, 1], [18, 39, 2], [4, 24, 10], [13, 28, 35], [3, 22, 16], [5, 29, 21]]
