[[27, 39, 18], [30, 24, 7], [34, 6, 4], [15, 35, 37], [28, 3, 13], [11, 10, 14], [31, 2, 21], [19, 38, 36], [29, 1, 17], [12, 16, 20], [32, 0, 25], [5, 23, 26], [8, 33, 22, 9]]
[[25, 10, 29], [31, 33, 5], [27, 11, 35], [16, 8, 14], [6, 4, 15], [3, 1, 26], [22, 2, 0], [21, 7, 34], [12, 19, 23], [24, 38, 39], [18, 13, 30], [32, 36, 17], [37, 20, 9, 28]]
[[9, 1, 20], [28, 15, 7], [23, 35, 38], [29, 0, 3], [34, 30, 21], [22, 14, 2], [12, 31, 10], [19, 37, 32], [25, 26, 5], [18, 6, 36], [33, 24, 39], [16, 27, 11], [4, 13, 8, 17]]
[[39, 26, 6], [15, 1, 12], [29, 0, 38], [9, 34, 17], [23, 20, 24], [27, 10, 32], [35, 2, 28], [33, 36, 11], [31, 19, 8], [16, 18, 3], [21, 37, 5], [13, 22, 25], [7, 30, 14, 4]]
[[31, 26, 25], [1, 11, 24], [2, 23, 21], [17, 18, 22], [9, 8, 30], [4, 13, 35], [15, 27, 38], [37, 7, 12], [19, 36, 14], [28, 20, 33], [0, 39, 34], [16, 5, 6], [29, 3, 32, 10]]
[[4, 37, 0], [32, 22, 23], [30, 19, 2], [39, 34, 15], [21, 28, 20], [13, 27, 29], [14, 8, 10], [11, 5, 31], [33, 38, 7], [17, 25, 3], [36, 24, 6], [1, 35, 9], [12, 18, 16, 26]]
[[4, 16, 29], [32, 8, 18], [19, 23, 2], [15, 11, 21], [0, 33, 39], [31, 17, 37], [7, 22, 38], [26, 9, 28], [3, 27, 10], [13, 1, 5], [36, 34, 6], [35, 14, 20], [30, 25, 24, 12]]
[[28, 11, 22], [5, 7, 26], [3, 0, 6], [38, 31, 33], [19, 24, 2], [17, 21, 35], [25, 1, 16], [30, 14, 37], [15, 10, 36], [39, 13, 23], [32, 18, 12], [9, 20, 8], [34, 4, 29, 27]]
[[20, 33, 7], [29, 37, 14], [13, 38, 10], [24, 25, 28], [8, 0, 1], [26, 35, 12], [19, 36, 11], [32, 27, 34], [31, 3, 15], [21, 9, 2], [23, 6, 18], [22, 5, 30], [4, 39, 17, 16]]
[[36, 25, 39], [19, 22, 24], [38, 17, 1], [26, 35, 12], [13, 14, 20], [23, 28, 31], [2, 30, 16], [29, 4, 37], [6, 7, 10], [15, 5, 11], [3, 21, 9], [27, 34, 18], [8, 33, 0, 32]]
[[15, 6, 26], [37, 10, 39], [12, 33, 7], [38, 23, 20], [4, 16, 31], [18, 29, 1], [13, 17, 14], [21, 28, 36], [8, 30, 19], [9, 24, 0], [32, 25, 27], [22, 34, 5], [3, 2, 11, 35]]
[[19, 1, 4], [37, 14, 5], [16, 23, 11], [38, 20, 2], [6, 29, 31], [39, 7, 24], [15, 0, 30], [18, 22, 21], [28, 3, 8], [9, 36, 13], [27, 33, 10], [25, 32, 12], [17, 34, 35, 26]]
[[9, 11, 6], [23, 22, 35], [26, 34, 14], [30, 19, 32], [20, 5, 36], [28, 31, 12], [37, 27, 38], [39, 4, 25], [8, 15, 29], [1, 33, 13], [24, 17, 21], [7, 10, 2], [3, 0, 18, 16]]
[[27, 2, 32], [25, 3, 31], [38, 9, 6], [10, 5, 29], [15, 16, 4], [18, 14, 22], [12, 20, 19], [35, 13, 24], [36, 17, 0], [8, 39, 28], [11, 34, 21], [33, 26, 7], [37, 30, 23, 1]]
[[10, 19, 8], [0, 22, 7], [28, 3, 6], [37, 32, 1], [33, 14, 20], [27, 2, 23], [39, 30, 36], [26, 11, 12], [9, 17, 38], [16, 15, 13], [35, 24, 21], [31, 5, 34], [18, 29, 25, 4]]
