[[34, 24, 26], [35, 17, 9], [20, 3, 32], [12, 18, 30], [22, 43, 36], [10, 19, 37], [5, 44, 7], [42, 21, 8], [28, 1, 15], [45, 2, 16], [4, 11, 38], [27, 23, 6], [39, 0, 40], [14, 25, 33], [41, 31, 13, 29]]
[[11, 38, 32], [24, 18, 9], [40, 12, 17], [14, 13, 29], [16, 1, 41], [42, 39, 10], [8, 22, 44], [43, 6, 4], [2, 5, 31], [37, 25, 33], [19, 27, 45], [36, 7, 23], [28, 30, 15], [3, 0, 26], [35, 34, 21, 20]]
[[32, 34, 22], [38, 19, 14], [37, 26, 28], [27, 36, 39], [2, 6, 17], [25, 3, 11], [1, 41, 31], [42, 16, 44], [30, 5, 10], [40, 8, 35], [23, 15, 9], [0, 33, 20], [24, 13, 7], [4, 18, 12], [21, 43, 29, 45]]
[[25, 43, 13], [19, 16, 39], [11, 18, 4], [9, 22, 6], [31, 41, 32], [27, 34, 24], [26, 45, 21], [0, 12, 14], [29, 8, 33], [28, 15, 5], [37, 2, 30], [42, 7, 23], [10, 1, 40], [36, 35, 38], [20, 44, 17, 3]]
[[1, 19, 41], [12, 21, 11], [15, 32, 26], [37, 8, 36], [34, 6, 40], [35, 29, 45], [42, 25, 18], [13, 7, 22], [5, 38, 2], [33, 28, 23], [17, 16, 27], [43, 3, 4], [30, 9, 24], [31, 39, 10], [44, 14, 20, 0]]
[[12, 44, 29], [36, 17, 15], [13, 23, 5], [19, 27, 7], [4, 32, 38], [16, 33, 39], [20, 1, 45], [3, 26, 22], [34, 8, 18], [41, 2, 30], [37, 21, 35], [31, 40, 10], [11, 25, 0], [43, 6, 9], [28, 42, 14, 24]]
[[11, 28, 5], [36, 31, 4], [32, 7, 19], [13, 10, 34], [43, 1, 30], [40, 35, 17], [42, 38, 37], [27, 29, 39], [15, 3, 0], [33, 23, 25], [12, 18, 6], [8, 9, 14], [41, 45, 16], [22, 24, 21], [2, 26, 44, 20]]
[[41, 36, 16], [38, 18, 12], [28, 24, 17], [32, 31, 45], [6, 9, 27], [11, 2, 25], [3, 0, 22], [20, 30, 13], [39, 26, 1], [29, 15, 14], [42, 23, 37], [5, 44, 35], [43, 4, 33], [34, 8, 7], [21, 10, 40, 19]]
[[45, 26, 37], [20, 36, 7], [30, 14, 28], [8, 17, 15], [33, 16, 21], [32, 31, 34], [19, 11, 2], [3, 22, 25], [24, 42, 9], [5, 29, 12], [39, 43, 0], [41, 38, 18], [6, 4, 23], [35, 13, 10], [44, 1, 27, 40]]
[[29, 44, 7], [42, 4, 31], [14, 0, 25], [24, 5, 40], [43, 12, 19], [37, 34, 39], [23, 1, 45], [33, 13, 3], [15, 10, 11], [20, 16, 32], [28, 8, 38], [18, 36, 6], [22, 21, 17], [30, 41, 9], [2, 35, 26, 27]]
[[32, 37, 2], [22, 21, 27], [25, 28, 12], [20, 17, 34], [6, 23, 24], [7, 18, 36], [38, 31, 13], [3, 35, 15], [42, 1, 26], [19, 8, 4], [44, 16, 29], [45, 14, 43], [30, 40, 39], [11, 5, 0], [10, 41, 33, 9]]
