[[5, 16, 33], [3, 37, 14], [23, 27, 19], [11, 34, 10], [38, 7, 1], [43, 2, 4], [42, 30, 40], [28, 36, 24], [20, 13, 8], [26, 12, 15], [21, 41, 31], [29, 6, 39], [22, 35, 17, 0], [9, 18, 32, 25]]
[[29, 21, 33], [43, 19, 15], [8, 3, 35], [25, 27, 18], [34, 22, 26], [13, 0, 17], [11, 10, 38], [1, 32, 24], [40, 41, 2], [4, 37, 42], [7, 9, 6], [36, 16, 5], [14, 30, 12, 28], [31, 23, 20, 39]]
[[24, 14, 5], [32, 33, 39], [23, 16, 6], [35, 20, 25], [21, 29, 2], [1, 37, 28], [22, 8, 36], [40, 11, 7], [10, 9, 38], [26, 42, 41], [4, 0, 34], [3, 43, 30], [31, 19, 15, 18], [17, 12, 27, 13]]
[[7, 6, 2], [19, 28, 24], [20, 16, 29], [21, 33, 35], [36, 1, 11], [41, 10, 15], [26, 32, 8], [18, 13, 38], [0, 22, 9], [25, 23, 5], [30, 3, 37], [40, 34, 43], [12, 31, 14, 27], [42, 39, 17, 4]]
[[27, 15, 17], [13, 35, 3], [33, 28, 40], [32, 7, 14], [9, 20, 10], [37, 6, 31], [38, 11, 24], [0, 36, 25], [26, 5, 12], [22, 19, 42], [23, 34, 18], [1, 39, 41], [8, 2, 4, 29], [21, 43, 30, 16]]
[[20, 6, 25], [29, 5, 9], [8, 37, 3], [41, 31, 35], [42, 13, 21], [22, 34, 19], [17, 18, 33], [0, 28, 26], [23, 16, 43], [36, 15, 30], [32, 40, 24], [12, 4, 39], [1, 27, 10, 2], [14, 11, 38, 7]]
[[0, 43, 13], [29, 5, 10], [17, 37, 16], [28, 7, 22], [12, 21, 24], [9, 20, 32], [23, 36, 1], [27, 6, 39], [3, 15, 41], [19, 25, 34], [38, 11, 40], [2, 31, 26], [42, 30, 33, 4], [18, 8, 35, 14]]
[[10, 22, 27], [5, 14, 39], [36, 13, 31], [16, 12, 21], [43, 8, 17], [35, 24, 3], [33, 41, 26], [2, 9, 11], [30, 20, 40], [19, 7, 4], [32, 38, 29], [37, 6, 0], [34, 42, 28, 23], [25, 1, 15, 18]]
[[37, 19, 29], [25, 6, 13], [43, 33, 41], [23, 42, 18], [40, 17, 24], [31, 36, 27], [8, 21, 3], [4, 10, 1], [11, 20, 30], [5, 7, 39], [9, 14, 32], [2, 34, 0], [35, 38, 16, 12], [22, 15, 26, 28]]
[[23, 10, 27], [41, 28, 16], [43, 7, 1], [18, 12, 42], [13, 25, 17], [9, 39, 15], [14, 0, 29], [26, 30, 40], [31, 24, 19], [6, 22, 4], [5, 38, 2], [20, 34, 3], [37, 33, 32, 8], [11, 36, 35, 21]]
[[8, 21, 1], [25, 28, 40], [33, 43, 32], [13, 4, 14], [41, 29, 31], [9, 18, 20], [10, 0, 24], [27, 42, 26], [23, 5, 19], [37, 2, 35], [30, 11, 7], [17, 3, 16], [36, 12, 38, 34], [15, 22, 39, 6]]
[[18, 8, 32], [26, 16, 28], [11, 30, 5], [17, 36, 38], [21, 27, 25], [2, 12, 39], [10, 24, 15], [42, 1, 37], [6, 29, 9], [34, 43, 41], [20, 3, 7], [31, 19, 33], [23, 35, 13, 4], [40, 0, 14, 22]]
[[14, 8, 6], [10, 4, 32], [16, 17, 12], [36, 22, 42], [2, 34, 35], [15, 0, 43], [31, 39, 23], [24, 33, 1], [30, 37, 21], [7, 40, 13], [18, 28, 3], [29, 41, 27], [19, 11, 38, 26], [5, 25, 9, 20]]
[[15, 5, 18], [40, 6, 29], [38, 42, 41], [21, 26, 37], [7, 9, 1], [28, 25, 19], [13, 16, 35], [20, 33, 14], [11, 24, 8], [31, 32, 39], [2, 0, 43], [34, 3, 17], [22, 36, 4, 30], [23, 12, 27, 10]]
[[4, 3, 35], [24, 31, 43], [8, 11, 22], [16, 18, 0], [15, 14, 33], [29, 38, 41], [40, 1, 19], [34, 6, 20], [7, 2, 39], [42, 10, 17], [36, 13, 21], [12, 26, 23], [27, 32, 30, 37], [5, 9, 25, 28]]
[[6, 5, 34], [31, 30, 36], [22, 14, 18], [25, 38, 37], [23, 11, 16], [26, 33, 40], [32, 20, 17], [39, 9, 4], [10, 42, 2], [0, 21, 35], [24, 27, 15], [13, 43, 8], [3, 28, 7, 1], [12, 29, 41, 19]]
[[26, 35, 15], [6, 29, 31], [5, 38, 10], [24, 27, 12], [18, 17, 39], [40, 16, 41], [23, 9, 20], [7, 28, 2], [36, 8, 19], [43, 1, 3], [0, 13, 42], [22, 34, 25], [21, 14, 33, 11], [30, 4, 32, 37]]
[[15, 32, 5], [38, 36, 26], [3, 35, 0], [4, 14, 21], [11, 30, 2], [37, 22, 18], [8, 25, 43], [6, 41, 24], [19, 16, 1], [13, 39, 28], [33, 20, 42], [34, 17, 27], [23, 10, 31, 29], [9, 7, 12, 40]]
[[22, 16, 13], [3, 20, 8], [14, 0, 24], [35, 5, 36], [40, 27, 4], [32, 2, 23], [11, 10, 9], [19, 12, 7], [29, 33, 39], [1, 37, 30], [21, 26, 6], [38, 43, 34], [41, 18, 31, 28], [25, 17, 15, 42]]
[[5, 6, 7], [3, 16, 23], [13, 22, 0], [2, 26, 32], [33, 14, 17], [15, 21, 1], [19, 27, 30], [9, 11, 42], [25, 31, 39], [36, 43, 41], [34, 38, 29], [35, 10, 8], [24, 12, 20, 4], [37, 18, 28, 40]]
[[7, 2, 38], [42, 31, 21], [20, 22, 1], [40, 41, 34], [33, 15, 37], [26, 30, 39], [18, 11, 24], [35, 13, 10], [17, 3, 16], [9, 0, 5], [6, 4, 36], [19, 8, 27], [29, 28, 23, 43], [12, 14, 32, 25]]
[[21, 35, 26], [37, 19, 2], [22, 41, 18], [43, 34, 6], [1, 3, 15], [36, 12, 31], [40, 24, 16], [42, 32, 30], [8, 7, 39], [17, 27, 20], [5, 4, 10], [23, 38, 11], [13, 9, 28, 29], [14, 0, 33, 25]]
[[35, 7, 17], [5, 20, 1], [34, 16, 4], [13, 12, 38], [28, 23, 2], [32, 31, 25], [30, 33, 8], [36, 9, 41], [0, 21, 10], [19, 6, 39], [37, 42, 43], [27, 22, 3], [11, 14, 40, 26], [18, 24, 15, 29]]
[[32, 17, 20], [13, 31, 37], [2, 3, 8], [25, 4, 11], [34, 5, 12], [40, 29, 19], [26, 16, 24], [39, 10, 14], [0, 18, 30], [27, 22, 21], [15, 9, 28], [1, 35, 33], [42, 23, 36, 6], [7, 38, 41, 43]]
[[12, 19, 8], [2, 9, 17], [14, 39, 25], [33, 37, 6], [7, 23, 3], [5, 11, 43], [40, 18, 38], [15, 36, 24], [16, 32, 31], [30, 21, 26], [10, 28, 27], [22, 35, 0], [4, 1, 29, 13], [42, 41, 34, 20]]
[[17, 35, 9], [4, 26, 25], [11, 27, 31], [1, 19, 23], [14, 10, 40], [7, 15, 16], [34, 37, 8], [32, 20, 29], [38, 5, 22], [2, 18, 12], [28, 30, 36], [6, 21, 33], [39, 13, 0, 41], [43, 24, 3, 42]]
[[18, 37, 14], [24, 34, 16], [35, 29, 11], [10, 2, 4], [33, 38, 20], [9, 27, 28], [43, 32, 25], [22, 6, 8], [17, 21, 42], [26, 39, 30], [12, 5, 36], [3, 0, 1], [40, 13, 41, 31], [23, 7, 15, 19]]
[[41, 39, 11], [3, 15, 31], [13, 27, 30], [23, 21, 6], [25, 28, 1], [16, 8, 36], [24, 22, 33], [29, 34, 14], [9, 17, 43], [10, 18, 20], [32, 38, 40], [26, 0, 35], [5, 19, 12, 7], [42, 2, 4, 37]]
