[[26, 8, 4], [16, 35, 36], [29, 32, 33], [18, 27, 0], [9, 5, 2], [3, 21, 37], [22, 14, 19], [13, 6, 7], [25, 23, 11], [24, 20, 34], [10, 12, 31, 17], [30, 1, 28, 15]]
[[20, 23, 4], [19, 7, 21], [18, 31, 3], [17, 32, 36], [24, 37, 11], [6, 28, 27], [30, 34, 26], [16, 33, 1], [10, 2, 14], [15, 13, 0], [5, 22, 35, 29], [9, 25, 12, 8]]
[[29, 24, 26], [1, 9, 37], [25, 17, 27], [35, 20, 15], [0, 16, 2], [21, 11, 4], [19, 13, 7], [10, 33, 6], [36, 12, 34], [14, 18, 32], [22, 8, 5, 3], [23, 28, 31, 30]]
[[7, 10, 8], [9, 37, 35], [12, 2, 11], [1, 18, 29], [6, 28, 21], [15, 0, 24], [31, 14, 13], [5, 23, 22], [30, 34, 19], [16, 26, 3], [20, 32, 4, 36], [33, 25, 27, 17]]
[[33, 20, 8], [21, 30, 14], [10, 11, 37], [25, 4, 15], [34, 13, 22], [12, 23, 19], [17, 36, 26], [6, 24, 7], [5, 27, 1], [31, 18, 32], [2, 28, 3, 16], [35, 9, 29, 0]]
[[15, 13, 9], [11, 18, 7], [26, 27, 8], [36, 21, 23], [6, 10, 28], [12, 4, 31], [24, 2, 35], [16, 32, 20], [34, 17, 0], [25, 19, 30], [37, 33, 1, 22], [3, 29, 5, 14]]
[[36, 16, 35], [4, 21, 12], [22, 25, 3], [2, 23, 17], [10, 6, 32], [14, 26, 0], [5, 13, 7], [29, 8, 11], [19, 37, 28], [27, 34, 15], [33, 20, 18, 1], [30, 24, 31, 9]]
[[27, 10, 16], [22, 4, 24], [7, 8, 25], [18, 31, 33], [23, 17, 28], [32, 19, 29], [2, 26, 35], [36, 0, 5], [3, 34, 12], [1, 21, 6], [20, 14, 37, 11], [15, 30, 9, 13]]
[[1, 15, 5], [19, 6, 3], [14, 7, 36], [27, 26, 16], [30, 18, 31], [29, 37, 0], [2, 28, 9], [12, 13, 22], [8, 10, 25], [20, 11, 17], [32, 35, 33, 34], [24, 4, 23, 21]]
[[4, 18, 22], [27, 30, 16], [14, 32, 1], [5, 17, 24], [0, 2, 36], [33, 28, 12], [26, 13, 19], [6, 3, 9], [23, 34, 8], [25, 20, 31], [29, 11, 21, 15], [35, 7, 37, 10]]
[[29, 12, 27], [8, 1, 28], [24, 3, 16], [10, 18, 7], [9, 23, 31], [15, 4, 30], [14, 13, 2], [11, 25, 34], [36, 6, 32], [35, 0, 5], [17, 20, 21, 19], [37, 26, 33, 22]]
[[35, 10, 0], [26, 7, 11], [19, 15, 28], [18, 30, 9], [34, 33, 27], [17, 32, 16], [22, 25, 12], [36, 1, 6], [20, 31, 4], [37, 23, 29], [21, 24, 3, 5], [2, 8, 14, 13]]
