[[20, 21, 2], [25, 16, 29], [26, 22, 9], [18, 3, 35], [15, 23, 0], [10, 28, 27], [1, 30, 11], [19, 6, 24], [33, 32, 8], [7, 31, 17], [5, 36, 12], [34, 14, 4, 13]]
[[9, 13, 12], [28, 34, 25], [22, 30, 35], [29, 20, 1], [15, 19, 27], [6, 24, 2], [4, 26, 18], [0, 7, 10], [36, 8, 17], [23, 5, 21], [3, 14, 11], [31, 32, 16, 33]]
[[9, 4, 21], [17, 3, 15], [32, 22, 35], [29, 24, 13], [18, 0, 27], [2, 26, 7], [12, 31, 23], [25, 33, 19], [11, 30, 34], [8, 14, 36], [16, 1, 28], [10, 5, 6, 20]]
[[19, 17, 26], [31, 11, 27], [7, 36, 3], [13, 22, 1], [6, 0, 32], [4, 21, 2], [8, 34, 20], [16, 15, 28], [9, 29, 14], [23, 24, 30], [33, 18, 35], [10, 12, 25, 5]]
[[1, 16, 23], [5, 8, 32], [13, 4, 18], [24, 36, 6], [3, 19, 29], [17, 27, 14], [26, 31, 25], [2, 28, 20], [10, 34, 21], [15, 11, 9], [33, 7, 35], [22, 30, 0, 12]]
[[4, 17, 2], [6, 8, 24], [25, 1, 13], [23, 36, 20], [7, 12, 16], [22, 11, 18], [21, 34, 26], [15, 0, 14], [3, 31, 32], [9, 30, 28], [33, 5, 35], [29, 27, 19, 10]]
[[4, 32, 23], [14, 17, 7], [29, 18, 3], [31, 30, 10], [5, 27, 8], [28, 6, 25], [16, 1, 26], [24, 13, 9], [21, 22, 33], [12, 34, 11], [15, 20, 35], [19, 2, 36, 0]]
[[19, 36, 20], [5, 22, 17], [18, 26, 30], [12, 10, 34], [4, 9, 7], [2, 13, 28], [24, 3, 11], [33, 25, 35], [27, 32, 8], [23, 31, 21], [29, 15, 6], [0, 16, 1, 14]]
[[19, 35, 10], [1, 11, 9], [0, 12, 16], [6, 33, 15], [17, 27, 36], [18, 34, 25], [28, 24, 8], [29, 32, 14], [5, 2, 31], [7, 4, 23], [30, 22, 21], [26, 3, 13, 20]]
[[1, 12, 22], [24, 7, 35], [29, 32, 18], [20, 0, 23], [26, 31, 34], [4, 5, 33], [13, 16, 2], [28, 3, 15], [11, 10, 21], [14, 27, 19], [8, 6, 30], [25, 17, 9, 36]]
[[11, 13, 18], [3, 16, 36], [28, 26, 12], [7, 8, 21], [17, 5, 35], [10, 30, 14], [27, 33, 32], [29, 24, 20], [23, 15, 34], [22, 1, 0], [9, 31, 6], [4, 19, 2, 25]]
[[3, 7, 6], [8, 14, 26], [2, 18, 0], [21, 23, 25], [12, 33, 22], [29, 10, 5], [4, 34, 1], [17, 31, 24], [9, 36, 15], [28, 16, 11], [19, 35, 20], [30, 32, 13, 27]]
[[10, 21, 15], [36, 12, 32], [5, 6, 7], [14, 28, 16], [17, 19, 2], [0, 27, 29], [33, 11, 8], [34, 35, 31], [23, 13, 24], [30, 3, 25], [22, 20, 18], [9, 4, 26, 1]]
[[3, 25, 8], [12, 30, 19], [9, 6, 5], [7, 28, 29], [21, 23, 16], [22, 24, 14], [0, 10, 13], [32, 17, 2], [18, 33, 27], [36, 20, 4], [31, 26, 1], [11, 35, 34, 15]]
[[7, 9, 18], [16, 17, 26], [13, 8, 28], [30, 29, 32], [20, 5, 21], [36, 25, 35], [0, 2, 4], [22, 34, 19], [14, 12, 3], [10, 6, 31], [27, 1, 15], [23, 33, 24, 11]]
[[16, 33, 9], [7, 18, 10], [27, 19, 36], [15, 0, 26], [35, 22, 4], [12, 2, 5], [6, 1, 11], [31, 21, 17], [3, 25, 13], [28, 23, 30], [29, 24, 32], [20, 34, 14, 8]]
[[29, 3, 15], [13, 19, 11], [5, 8, 30], [14, 36, 24], [18, 0, 12], [22, 6, 31], [33, 21, 32], [1, 25, 35], [7, 10, 23], [4, 9, 20], [26, 27, 17], [16, 28, 2, 34]]
[[25, 22, 31], [27, 30, 16], [15, 13, 35], [32, 6, 29], [10, 21, 9], [3, 26, 2], [33, 14, 23], [5, 11, 7], [28, 34, 18], [0, 20, 17], [4, 24, 1], [36, 8, 12, 19]]
[[6, 20, 2], [30, 23, 13], [28, 9, 22], [25, 29, 27], [34, 7, 26], [5, 14, 24], [16, 17, 11], [21, 3, 18], [4, 35, 1], [8, 10, 12], [36, 19, 15], [31, 32, 0, 33]]
[[6, 30, 12], [36, 23, 5], [21, 26, 16], [7, 0, 19], [32, 17, 22], [20, 4, 9], [28, 29, 10], [27, 35, 31], [18, 34, 1], [33, 2, 25], [24, 14, 15], [8, 11, 13, 3]]
[[32, 16, 6], [11, 19, 21], [20, 22, 34], [29, 23, 26], [0, 35, 13], [14, 28, 10], [31, 36, 3], [18, 4, 33], [27, 15, 9], [2, 8, 24], [25, 30, 12], [17, 7, 1, 5]]
[[16, 17, 35], [6, 13, 31], [15, 11, 20], [19, 14, 29], [26, 3, 5], [10, 30, 28], [25, 2, 7], [18, 32, 12], [22, 24, 23], [21, 8, 0], [27, 34, 4], [33, 1, 36, 9]]
[[21, 0, 35], [18, 23, 33], [22, 5, 1], [6, 2, 8], [26, 12, 9], [7, 28, 17], [20, 3, 34], [19, 24, 36], [27, 25, 29], [4, 10, 16], [11, 14, 15], [30, 31, 32, 13]]
[[18, 25, 32], [4, 6, 22], [30, 5, 16], [28, 12, 3], [34, 21, 35], [24, 7, 8], [33, 31, 19], [10, 20, 26], [27, 15, 14], [13, 23, 17], [36, 2, 11], [9, 1, 29, 0]]
[[26, 27, 6], [17, 35, 21], [32, 14, 5], [28, 15, 13], [3, 0, 22], [19, 9, 23], [1, 20, 11], [8, 25, 30], [34, 36, 2], [24, 33, 7], [16, 29, 18], [4, 12, 31, 10]]
[[25, 36, 23], [12, 10, 20], [33, 32, 18], [35, 6, 11], [2, 26, 16], [4, 0, 28], [15, 22, 27], [7, 21, 1], [13, 24, 3], [5, 9, 31], [17, 29, 8], [34, 14, 19, 30]]
[[10, 33, 21], [18, 17, 1], [22, 35, 5], [31, 0, 24], [12, 7, 11], [29, 9, 8], [23, 28, 25], [2, 14, 20], [3, 34, 27], [13, 15, 32], [26, 6, 4], [19, 16, 36, 30]]
[[36, 6, 9], [19, 21, 32], [26, 0, 24], [15, 35, 30], [34, 8, 18], [14, 23, 3], [31, 1, 25], [7, 29, 4], [16, 12, 28], [2, 10, 33], [17, 22, 13], [5, 20, 27, 11]]
[[15, 2, 26], [28, 14, 5], [21, 6, 31], [22, 27, 12], [19, 8, 29], [32, 34, 0], [18, 25, 4], [20, 3, 16], [30, 13, 1], [24, 10, 36], [9, 7, 33], [23, 35, 17, 11]]
[[34, 30, 33], [36, 20, 18], [26, 22, 6], [12, 1, 29], [3, 14, 10], [19, 15, 9], [35, 28, 31], [24, 16, 17], [13, 8, 25], [2, 11, 0], [4, 21, 7], [27, 32, 5, 23]]
[[28, 17, 9], [11, 16, 12], [30, 18, 14], [4, 5, 33], [34, 31, 29], [22, 15, 35], [0, 10, 13], [24, 23, 20], [1, 7, 2], [21, 19, 36], [6, 27, 26], [25, 32, 8, 3]]
[[1, 18, 22], [11, 12, 35], [5, 27, 33], [7, 29, 26], [31, 3, 23], [17, 15, 30], [4, 21, 16], [2, 14, 9], [28, 10, 36], [8, 25, 32], [20, 24, 34], [13, 0, 19, 6]]
[[17, 3, 15], [25, 14, 24], [36, 19, 10], [12, 32, 29], [27, 8, 13], [23, 1, 7], [35, 2, 16], [11, 22, 4], [18, 31, 0], [9, 26, 34], [5, 21, 6], [20, 33, 28, 30]]
[[17, 20, 14], [2, 5, 3], [30, 33, 1], [31, 28, 15], [24, 4, 35], [36, 22, 29], [13, 25, 6], [9, 7, 23], [8, 26, 12], [27, 16, 21], [18, 0, 11], [10, 32, 19, 34]]
[[28, 14, 6], [0, 20, 4], [12, 21, 5], [3, 8, 10], [18, 1, 22], [11, 25, 2], [9, 15, 34], [26, 7, 29], [16, 13, 30], [24, 32, 35], [36, 17, 31], [19, 27, 23, 33]]
[[23, 10, 2], [8, 0, 34], [7, 9, 25], [3, 11, 15], [36, 28, 24], [31, 19, 1], [32, 26, 35], [5, 27, 18], [22, 30, 21], [14, 12, 29], [4, 13, 17], [33, 16, 20, 6]]
[[2, 28, 6], [23, 31, 4], [16, 34, 10], [32, 17, 3], [25, 19, 13], [15, 33, 20], [0, 18, 1], [36, 22, 30], [12, 27, 24], [8, 35, 26], [21, 29, 14], [11, 7, 5, 9]]
[[3, 34, 19], [8, 27, 18], [9, 35, 5], [11, 36, 29], [21, 20, 26], [0, 28, 22], [25, 16, 1], [30, 14, 31], [2, 12, 33], [10, 13, 7], [17, 23, 24], [32, 4, 15, 6]]
[[17, 2, 12], [5, 33, 20], [10, 31, 15], [0, 1, 26], [34, 6, 36], [25, 16, 13], [19, 7, 22], [11, 4, 29], [35, 18, 23], [9, 32, 30], [28, 24, 14], [27, 8, 21, 3]]
[[27, 33, 25], [20, 5, 22], [11, 30, 6], [19, 17, 12], [16, 2, 29], [3, 21, 9], [34, 0, 10], [18, 23, 31], [14, 24, 1], [32, 35, 26], [28, 8, 36], [7, 13, 4, 15]]
[[12, 26, 15], [10, 2, 32], [13, 5, 24], [29, 34, 16], [35, 8, 23], [18, 11, 20], [33, 25, 31], [22, 1, 17], [36, 19, 4], [30, 14, 3], [7, 6, 21], [28, 0, 9, 27]]
[[32, 0, 2], [23, 15, 7], [22, 33, 3], [13, 36, 28], [31, 1, 11], [30, 14, 5], [8, 17, 35], [10, 16, 6], [34, 24, 27], [21, 26, 19], [9, 12, 29], [18, 4, 25, 20]]
[[2, 24, 25], [13, 33, 7], [28, 6, 9], [23, 17, 19], [27, 3, 30], [22, 36, 34], [4, 20, 31], [16, 12, 0], [10, 14, 32], [35, 8, 1], [11, 15, 21], [26, 18, 5, 29]]
[[36, 6, 1], [16, 0, 13], [12, 11, 26], [19, 4, 20], [23, 32, 28], [35, 24, 29], [33, 22, 31], [10, 18, 25], [3, 9, 21], [27, 8, 5], [14, 34, 2], [15, 17, 30, 7]]
[[11, 4, 9], [20, 12, 31], [0, 28, 33], [16, 13, 25], [35, 3, 26], [2, 27, 10], [5, 18, 7], [19, 8, 24], [17, 21, 30], [22, 6, 1], [29, 14, 15], [34, 23, 36, 32]]
[[3, 35, 14], [32, 22, 13], [9, 36, 28], [25, 15, 18], [26, 1, 11], [30, 31, 19], [24, 6, 16], [23, 12, 8], [20, 0, 33], [29, 2, 27], [5, 4, 10], [21, 17, 7, 34]]
[[28, 35, 7], [30, 11, 6], [14, 1, 5], [21, 18, 27], [26, 19, 8], [12, 4, 31], [25, 24, 36], [10, 16, 15], [29, 33, 20], [13, 32, 23], [2, 17, 9], [0, 3, 22, 34]]
[[21, 8, 17], [27, 28, 19], [23, 5, 14], [3, 34, 36], [22, 1, 20], [9, 31, 7], [16, 13, 10], [29, 24, 0], [15, 4, 18], [35, 12, 11], [33, 6, 2], [30, 32, 25, 26]]
[[16, 33, 31], [23, 14, 13], [4, 5, 35], [20, 34, 29], [22, 7, 0], [24, 30, 18], [25, 2, 3], [11, 27, 36], [15, 9, 10], [19, 17, 12], [8, 6, 32], [1, 21, 28, 26]]
[[10, 17, 33], [16, 29, 2], [18, 26, 31], [7, 4, 13], [27, 11, 1], [14, 32, 30], [15, 12, 23], [24, 25, 8], [20, 36, 21], [22, 9, 28], [34, 5, 19], [3, 35, 6, 0]]
[[26, 23, 6], [1, 32, 0], [33, 25, 3], [34, 17, 28], [8, 12, 35], [11, 27, 22], [20, 19, 5], [24, 30, 13], [7, 36, 16], [14, 18, 31], [15, 29, 21], [10, 4, 9, 2]]
[[28, 3, 14], [9, 5, 1], [33, 15, 31], [34, 22, 6], [11, 18, 8], [36, 2, 7], [32, 4, 25], [0, 27, 23], [13, 24, 12], [21, 19, 29], [20, 35, 16], [26, 17, 30, 10]]
[[33, 0, 13], [17, 4, 18], [7, 6, 19], [36, 35, 14], [1, 15, 9], [10, 11, 31], [23, 34, 21], [22, 26, 28], [12, 27, 25], [2, 32, 29], [24, 30, 8], [3, 16, 5, 20]]
[[22, 34, 33], [20, 19, 23], [12, 0, 9], [3, 14, 13], [1, 16, 5], [6, 21, 28], [10, 35, 32], [7, 24, 31], [25, 11, 29], [27, 26, 2], [36, 18, 17], [30, 15, 4, 8]]
[[26, 0, 25], [36, 33, 1], [9, 20, 10], [7, 19, 32], [23, 14, 11], [31, 2, 35], [17, 22, 13], [5, 21, 6], [27, 28, 34], [24, 30, 29], [12, 3, 16], [4, 18, 15, 8]]
[[30, 15, 36], [28, 11, 9], [5, 19, 29], [24, 12, 7], [14, 34, 18], [16, 20, 13], [35, 31, 21], [10, 4, 23], [27, 25, 2], [1, 17, 33], [6, 22, 0], [8, 3, 32, 26]]
[[19, 18, 5], [33, 9, 7], [0, 28, 26], [22, 30, 21], [6, 10, 31], [27, 3, 25], [17, 36, 13], [11, 34, 20], [2, 23, 4], [24, 29, 14], [12, 15, 35], [16, 1, 32, 8]]
[[15, 18, 9], [16, 4, 22], [21, 1, 19], [5, 25, 7], [2, 24, 0], [36, 32, 6], [30, 20, 31], [14, 34, 35], [29, 27, 3], [11, 26, 13], [8, 23, 10], [33, 12, 28, 17]]
[[34, 36, 5], [26, 31, 30], [18, 24, 14], [16, 35, 32], [13, 2, 3], [29, 19, 21], [10, 12, 4], [9, 11, 33], [15, 27, 22], [6, 7, 17], [20, 8, 0], [1, 25, 28, 23]]
[[2, 3, 22], [6, 11, 13], [7, 35, 1], [23, 16, 29], [33, 5, 8], [4, 26, 21], [27, 32, 0], [20, 31, 30], [12, 34, 28], [9, 19, 18], [10, 25, 15], [24, 17, 36, 14]]
[[33, 18, 0], [7, 15, 9], [35, 3, 28], [30, 17, 24], [6, 5, 12], [10, 34, 26], [23, 4, 19], [16, 2, 25], [13, 11, 31], [1, 14, 21], [32, 22, 36], [27, 20, 29, 8]]
[[2, 4, 24], [20, 8, 7], [15, 35, 23], [28, 14, 29], [10, 16, 22], [11, 26, 25], [9, 12, 30], [34, 5, 13], [1, 21, 33], [0, 18, 36], [19, 27, 3], [17, 6, 31, 32]]
[[22, 3, 15], [30, 11, 24], [34, 9, 12], [23, 32, 2], [13, 8, 7], [16, 28, 14], [25, 29, 20], [10, 19, 6], [21, 36, 27], [0, 4, 5], [1, 33, 35], [26, 18, 17, 31]]
