[[28, 12, 21], [11, 6, 38], [15, 26, 5], [10, 23, 30], [1, 22, 18], [41, 35, 39], [7, 25, 24], [37, 40, 31], [29, 34, 13], [9, 17, 14], [0, 33, 4], [16, 27, 32], [42, 19, 3], [36, 2, 8, 20]]
[[26, 17, 2], [10, 12, 20], [37, 16, 29], [40, 14, 4], [5, 9, 25], [41, 21, 7], [6, 30, 0], [35, 34, 1], [19, 22, 33], [36, 32, 15], [24, 8, 11], [27, 39, 3], [13, 31, 23], [28, 38, 18, 42]]
[[31, 25, 15], [3, 18, 30], [26, 34, 0], [11, 5, 36], [37, 1, 33], [22, 41, 27], [21, 35, 2], [19, 14, 40], [9, 29, 38], [32, 42, 20], [7, 16, 28], [17, 4, 10], [39, 24, 13], [12, 6, 8, 23]]
[[42, 25, 18], [12, 39, 2], [37, 24, 17], [22, 40, 33], [26, 9, 1], [35, 36, 7], [34, 31, 10], [16, 11, 14], [23, 15, 21], [41, 27, 29], [5, 0, 8], [6, 13, 19], [32, 3, 38], [28, 4, 30, 20]]
[[10, 35, 7], [0, 2, 13], [19, 18, 20], [16, 17, 33], [23, 8, 38], [25, 14, 11], [12, 36, 42], [29, 41, 3], [4, 31, 30], [5, 32, 9], [34, 37, 24], [15, 27, 39], [21, 6, 1], [26, 22, 40, 28]]
[[9, 29, 12], [8, 20, 31], [40, 38, 26], [4, 42, 19], [39, 36, 35], [6, 25, 23], [27, 1, 28], [33, 13, 18], [41, 10, 24], [11, 5, 34], [22, 0, 32], [3, 37, 2], [15, 16, 30], [17, 7, 14, 21]]
[[3, 18, 35], [31, 20, 27], [29, 38, 2], [24, 32, 13], [21, 6, 28], [5, 7, 26], [1, 41, 37], [25, 33, 8], [36, 15, 23], [4, 40, 22], [34, 11, 14], [16, 17, 39], [10, 12, 30], [19, 9, 42, 0]]
[[15, 20, 32], [13, 38, 16], [26, 0, 42], [41, 22, 8], [37, 29, 23], [35, 12, 14], [3, 5, 39], [1, 10, 19], [2, 11, 9], [7, 36, 40], [31, 34, 17], [28, 4, 27], [33, 25, 30], [24, 18, 21, 6]]
[[6, 30, 8], [37, 12, 13], [38, 14, 42], [15, 18, 0], [40, 1, 19], [23, 26, 27], [9, 31, 32], [22, 39, 16], [36, 10, 41], [4, 17, 29], [11, 7, 28], [35, 24, 25], [5, 3, 34], [21, 20, 33, 2]]
[[14, 31, 42], [29, 6, 18], [12, 24, 26], [35, 40, 19], [27, 25, 1], [37, 34, 30], [20, 16, 4], [3, 5, 8], [23, 28, 13], [22, 0, 2], [33, 32, 21], [36, 9, 41], [38, 11, 10], [15, 17, 39, 7]]
[[35, 19, 31], [1, 10, 41], [7, 0, 12], [3, 11, 39], [26, 9, 29], [6, 18, 30], [36, 32, 8], [17, 21, 5], [23, 27, 13], [25, 37, 40], [22, 28, 14], [15, 24, 33], [34, 20, 2], [4, 38, 42, 16]]
[[17, 15, 40], [18, 8, 4], [33, 25, 24], [2, 22, 32], [23, 34, 37], [26, 42, 20], [31, 41, 29], [7, 0, 12], [21, 1, 19], [36, 5, 35], [3, 11, 14], [6, 9, 16], [28, 27, 30], [10, 13, 38, 39]]
[[22, 8, 5], [40, 23, 30], [13, 33, 21], [36, 6, 1], [15, 9, 28], [18, 41, 3], [26, 2, 4], [39, 0, 11], [31, 32, 12], [16, 29, 27], [14, 17, 42], [35, 38, 37], [25, 24, 10], [34, 19, 20, 7]]
[[17, 9, 41], [24, 21, 8], [3, 6, 22], [39, 11, 33], [20, 27, 37], [36, 12, 35], [7, 14, 19], [10, 31, 42], [16, 40, 34], [25, 2, 29], [38, 15, 28], [30, 26, 23], [13, 0, 1], [32, 5, 18, 4]]
[[42, 38, 12], [33, 22, 14], [9, 21, 30], [31, 1, 24], [18, 19, 3], [4, 40, 11], [28, 0, 23], [10, 15, 35], [39, 34, 5], [2, 36, 17], [16, 13, 7], [6, 41, 37], [27, 26, 8], [20, 25, 32, 29]]
[[2, 37, 24], [35, 22, 25], [0, 16, 15], [1, 41, 21], [3, 14, 13], [10, 6, 17], [27, 29, 32], [12, 26, 18], [9, 5, 38], [40, 23, 30], [28, 42, 8], [36, 7, 19], [34, 4, 33], [31, 39, 11, 20]]
[[38, 34, 26], [5, 2, 12], [41, 22, 39], [36, 40, 6], [3, 0, 24], [23, 31, 28], [21, 35, 13], [18, 37, 27], [4, 29, 17], [32, 15, 8], [14, 9, 33], [16, 20, 10], [7, 11, 1], [30, 25, 42, 19]]
[[34, 14, 33], [31, 18, 16], [0, 5, 22], [8, 41, 28], [25, 6, 24], [23, 32, 36], [10, 37, 21], [17, 35, 4], [2, 11, 29], [9, 3, 38], [42, 27, 13], [15, 26, 30], [40, 1, 20], [19, 7, 39, 12]]
[[32, 7, 34], [1, 0, 41], [36, 16, 30], [5, 29, 3], [11, 8, 9], [26, 20, 25], [33, 4, 27], [23, 21, 18], [2, 42, 17], [35, 40, 12], [19, 39, 24], [15, 10, 6], [31, 22, 13], [28, 14, 37, 38]]
[[36, 40, 26], [30, 24, 22], [33, 37, 34], [29, 9, 39], [19, 20, 13], [21, 0, 8], [18, 10, 14], [5, 15, 16], [38, 6, 42], [4, 28, 2], [23, 12, 35], [27, 31, 7], [1, 3, 41], [25, 17, 11, 32]]
