[[30, 35, 45], [42, 8, 32], [22, 29, 44], [34, 16, 33], [20, 4, 17], [36, 24, 26], [21, 18, 25], [0, 19, 11], [23, 28, 6], [13, 31, 12], [1, 5, 9], [43, 27, 10], [41, 14, 39], [7, 37, 15, 46], [2, 38, 3, 40]]
[[9, 45, 31], [23, 22, 33], [10, 39, 36], [15, 13, 28], [8, 11, 17], [18, 32, 6], [38, 46, 0], [26, 42, 19], [37, 21, 35], [12, 5, 41], [30, 34, 7], [43, 40, 2], [3, 16, 14], [29, 25, 4, 1], [24, 27, 44, 20]]
[[23, 28, 29], [24, 41, 10], [44, 12, 5], [9, 40, 1], [19, 11, 46], [22, 6, 20], [13, 0, 21], [42, 25, 32], [16, 15, 7], [37, 8, 4], [3, 34, 38], [35, 27, 43], [39, 30, 14], [36, 45, 31, 18], [26, 33, 2, 17]]
[[32, 19, 1], [42, 25, 30], [0, 20, 45], [21, 3, 26], [43, 31, 39], [33, 28, 9], [37, 29, 24], [6, 4, 38], [22, 2, 35], [11, 16, 17], [14, 44, 18], [23, 27, 12], [40, 46, 41], [10, 13, 34, 15], [7, 36, 8, 5]]
[[8, 1, 35], [0, 19, 44], [27, 12, 5], [40, 32, 15], [46, 18, 23], [3, 37, 6], [39, 29, 10], [38, 7, 2], [22, 24, 11], [43, 4, 33], [41, 26, 42], [16, 45, 30], [34, 36, 20], [25, 21, 9, 31], [17, 14, 28, 13]]
[[6, 0, 20], [40, 25, 21], [22, 10, 30], [26, 24, 46], [15, 42, 34], [16, 28, 3], [5, 7, 45], [37, 29, 32], [43, 38, 33], [39, 4, 19], [18, 17, 23], [35, 11, 41], [8, 36, 2], [14, 12, 13, 44], [1, 9, 27, 31]]
[[14, 13, 23], [38, 19, 4], [26, 8, 11], [43, 16, 30], [32, 18, 7], [6, 10, 9], [29, 40, 15], [21, 3, 5], [39, 31, 27], [36, 24, 37], [1, 35, 25], [45, 0, 28], [12, 17, 42], [33, 20, 44, 34], [2, 22, 41, 46]]
[[12, 15, 18], [45, 36, 19], [21, 6, 14], [8, 13, 16], [26, 44, 0], [25, 1, 41], [37, 32, 20], [40, 38, 46], [9, 39, 28], [5, 31, 17], [3, 7, 24], [23, 2, 22], [10, 42, 4], [43, 34, 11, 35], [29, 27, 30, 33]]
[[34, 13, 25], [27, 39, 3], [28, 6, 17], [2, 12, 32], [14, 29, 36], [16, 46, 45], [30, 9, 33], [38, 15, 23], [24, 5, 0], [10, 42, 20], [43, 41, 1], [21, 11, 22], [19, 7, 44], [31, 37, 26, 40], [35, 8, 18, 4]]
[[15, 36, 6], [27, 31, 35], [2, 30, 18], [0, 1, 20], [33, 44, 34], [17, 9, 23], [19, 13, 28], [32, 7, 14], [24, 5, 3], [38, 41, 22], [16, 21, 26], [4, 45, 42], [46, 37, 39], [40, 11, 43, 8], [25, 10, 29, 12]]
[[44, 18, 21], [23, 4, 34], [25, 38, 27], [32, 2, 35], [46, 28, 19], [1, 15, 45], [36, 30, 11], [31, 41, 7], [22, 8, 24], [10, 43, 14], [17, 12, 39], [20, 37, 6], [42, 16, 40], [26, 29, 13, 5], [9, 33, 0, 3]]
[[44, 37, 25], [35, 34, 30], [41, 24, 0], [1, 32, 2], [16, 14, 4], [19, 12, 27], [40, 28, 31], [18, 26, 38], [20, 9, 7], [45, 3, 22], [36, 29, 42], [39, 17, 11], [8, 46, 21], [33, 23, 10, 13], [6, 5, 15, 43]]
[[7, 2, 21], [11, 32, 28], [29, 27, 38], [45, 15, 19], [17, 25, 6], [35, 42, 36], [18, 8, 37], [16, 5, 9], [4, 39, 46], [0, 10, 31], [43, 1, 41], [34, 23, 30], [26, 14, 44], [20, 22, 33, 24], [3, 40, 13, 12]]
[[45, 1, 2], [17, 12, 27], [4, 36, 13], [0, 44, 29], [18, 23, 14], [3, 31, 34], [7, 9, 15], [25, 28, 26], [46, 16, 22], [43, 32, 30], [42, 39, 6], [20, 40, 10], [38, 37, 11], [35, 21, 33, 19], [5, 24, 8, 41]]
[[2, 27, 6], [39, 3, 0], [38, 4, 28], [12, 13, 35], [1, 25, 16], [7, 30, 9], [8, 29, 24], [10, 19, 5], [44, 14, 43], [21, 40, 36], [23, 11, 31], [37, 42, 15], [20, 34, 46], [33, 45, 17, 41], [26, 18, 22, 32]]
[[13, 17, 0], [12, 19, 7], [10, 34, 39], [16, 44, 35], [21, 30, 20], [36, 32, 8], [11, 5, 38], [2, 37, 40], [27, 31, 4], [9, 28, 23], [41, 29, 6], [24, 45, 46], [18, 14, 3], [42, 15, 33, 25], [22, 26, 43, 1]]
[[33, 24, 28], [12, 31, 18], [27, 1, 34], [4, 5, 11], [13, 9, 26], [7, 20, 42], [44, 16, 0], [30, 19, 46], [40, 25, 3], [32, 23, 6], [29, 45, 17], [37, 10, 8], [15, 35, 2], [43, 41, 38, 36], [14, 22, 21, 39]]
[[22, 26, 10], [44, 28, 30], [4, 6, 9], [15, 3, 8], [13, 18, 27], [36, 1, 40], [14, 12, 39], [2, 21, 29], [19, 45, 41], [38, 5, 23], [33, 35, 16], [32, 0, 25], [7, 31, 24], [34, 17, 37, 42], [43, 20, 46, 11]]
[[32, 6, 29], [4, 15, 0], [16, 1, 11], [38, 17, 19], [10, 26, 33], [46, 14, 7], [36, 22, 23], [39, 8, 12], [34, 9, 25], [35, 30, 42], [44, 31, 27], [45, 5, 37], [13, 40, 20], [2, 21, 24, 18], [41, 3, 28, 43]]
[[9, 2, 21], [7, 35, 31], [12, 40, 0], [1, 16, 30], [41, 13, 29], [46, 5, 24], [39, 44, 6], [32, 10, 15], [19, 18, 42], [28, 8, 14], [43, 22, 20], [26, 34, 3], [11, 23, 27], [33, 38, 45, 25], [17, 4, 37, 36]]
