[[9, 21, 6], [22, 12, 40], [37, 33, 5], [34, 11, 25], [15, 3, 38], [13, 0, 20], [24, 10, 32], [16, 42, 35], [36, 41, 29], [7, 18, 43], [23, 17, 19], [44, 30, 31], [39, 27, 28], [4, 26, 8], [1, 14, 2]]
[[18, 23, 35], [22, 28, 33], [32, 7, 19], [4, 10, 27], [37, 40, 11], [39, 1, 3], [16, 41, 14], [26, 24, 13], [5, 21, 31], [8, 43, 6], [34, 9, 30], [44, 20, 0], [2, 42, 29], [36, 12, 25], [15, 38, 17]]
[[34, 39, 4], [14, 32, 12], [23, 8, 37], [43, 31, 22], [19, 30, 7], [0, 40, 13], [36, 25, 20], [21, 9, 1], [38, 26, 17], [15, 28, 29], [11, 33, 41], [16, 3, 35], [24, 5, 27], [44, 6, 42], [2, 10, 18]]
[[35, 19, 4], [5, 38, 1], [18, 8, 27], [34, 12, 21], [24, 39, 25], [29, 33, 13], [43, 10, 32], [14, 23, 22], [2, 9, 6], [0, 30, 16], [7, 26, 31], [15, 37, 41], [40, 42, 20], [28, 11, 44], [36, 3, 17]]
[[40, 29, 18], [12, 21, 42], [26, 16, 32], [38, 37, 2], [8, 41, 3], [39, 24, 20], [36, 1, 17], [34, 22, 15], [27, 33, 14], [30, 44, 9], [19, 35, 28], [31, 0, 23], [11, 43, 10], [25, 13, 5], [7, 4, 6]]
[[0, 20, 33], [8, 44, 11], [12, 40, 37], [17, 29, 16], [26, 24, 32], [41, 5, 34], [15, 43, 31], [25, 10, 1], [27, 28, 35], [19, 9, 3], [36, 7, 30], [2, 6, 23], [14, 21, 22], [38, 4, 42], [18, 39, 13]]
[[34, 17, 0], [27, 39, 37], [15, 6, 35], [20, 29, 28], [32, 44, 7], [10, 36, 11], [2, 19, 43], [21, 30, 16], [5, 40, 9], [3, 41, 31], [13, 24, 22], [33, 26, 38], [18, 8, 25], [1, 42, 23], [4, 12, 14]]
[[19, 26, 25], [3, 22, 44], [10, 43, 4], [35, 2, 12], [27, 31, 7], [34, 37, 32], [15, 0, 1], [41, 29, 17], [8, 5, 6], [21, 30, 23], [20, 16, 11], [36, 38, 14], [42, 13, 18], [9, 24, 39], [33, 40, 28]]
[[4, 16, 20], [26, 38, 7], [34, 11, 22], [19, 27, 23], [18, 3, 31], [0, 32, 40], [39, 36, 12], [8, 41, 28], [42, 17, 24], [14, 25, 1], [13, 35, 21], [6, 2, 5], [15, 29, 37], [9, 44, 10], [33, 30, 43]]
[[43, 17, 29], [23, 39, 10], [21, 20, 44], [1, 2, 37], [3, 9, 32], [8, 26, 11], [41, 12, 34], [33, 16, 28], [14, 7, 40], [27, 6, 18], [30, 25, 35], [38, 4, 36], [5, 31, 15], [0, 42, 22], [24, 19, 13]]
[[26, 16, 23], [44, 13, 1], [33, 0, 24], [21, 31, 22], [32, 29, 39], [43, 34, 5], [8, 9, 6], [3, 36, 28], [25, 38, 40], [20, 15, 27], [7, 42, 35], [14, 10, 4], [2, 17, 18], [19, 30, 37], [41, 12, 11]]
[[9, 35, 43], [18, 34, 33], [4, 16, 38], [24, 31, 12], [3, 40, 5], [32, 19, 44], [28, 0, 42], [21, 20, 39], [29, 8, 15], [25, 1, 27], [23, 22, 13], [17, 11, 26], [37, 36, 30], [14, 6, 41], [2, 10, 7]]
[[43, 42, 4], [10, 7, 8], [21, 28, 14], [0, 20, 12], [16, 35, 15], [41, 23, 9], [44, 39, 18], [30, 1, 33], [24, 2, 32], [5, 37, 17], [26, 22, 31], [38, 11, 6], [25, 27, 3], [13, 19, 34], [40, 36, 29]]
[[32, 3, 17], [35, 14, 44], [8, 5, 28], [25, 4, 29], [16, 20, 11], [37, 21, 30], [7, 27, 10], [36, 40, 6], [18, 31, 42], [19, 22, 34], [24, 41, 23], [26, 12, 39], [1, 15, 43], [9, 33, 0], [38, 13, 2]]
[[9, 40, 13], [2, 29, 43], [32, 3, 39], [18, 8, 38], [23, 16, 5], [27, 6, 30], [31, 17, 19], [36, 22, 20], [0, 1, 35], [4, 15, 33], [11, 37, 25], [21, 26, 41], [12, 14, 42], [44, 34, 10], [24, 28, 7]]
[[39, 24, 10], [44, 4, 35], [40, 32, 16], [41, 34, 21], [3, 14, 28], [12, 38, 25], [23, 9, 30], [27, 5, 43], [37, 2, 15], [18, 6, 17], [29, 42, 33], [19, 20, 11], [22, 1, 7], [8, 13, 26], [36, 0, 31]]
[[13, 40, 41], [28, 19, 39], [42, 15, 5], [20, 38, 17], [23, 24, 18], [34, 3, 8], [27, 29, 43], [35, 0, 4], [31, 10, 14], [22, 2, 21], [37, 1, 30], [33, 12, 16], [26, 36, 11], [32, 25, 44], [6, 9, 7]]
[[16, 41, 28], [11, 23, 44], [30, 21, 4], [42, 40, 33], [22, 2, 0], [36, 43, 15], [3, 14, 12], [29, 25, 6], [8, 27, 10], [31, 7, 26], [18, 20, 9], [39, 17, 38], [5, 35, 37], [24, 19, 32], [34, 1, 13]]
[[14, 37, 21], [0, 12, 29], [5, 36, 17], [19, 13, 28], [40, 23, 38], [1, 20, 2], [4, 10, 41], [11, 27, 25], [43, 35, 18], [24, 15, 22], [32, 8, 31], [26, 34, 9], [33, 30, 6], [16, 7, 39], [42, 3, 44]]
[[15, 6, 18], [5, 38, 29], [0, 25, 32], [22, 42, 13], [35, 4, 14], [39, 31, 7], [28, 9, 44], [20, 8, 41], [10, 1, 3], [17, 23, 40], [12, 37, 19], [11, 21, 26], [43, 30, 27], [2, 36, 24], [34, 16, 33]]
[[12, 15, 18], [32, 16, 28], [36, 17, 23], [33, 27, 43], [2, 5, 41], [7, 3, 10], [0, 14, 6], [26, 11, 1], [38, 35, 30], [34, 31, 4], [8, 42, 20], [40, 21, 22], [9, 13, 24], [39, 29, 19], [25, 44, 37]]
