[[6, 35, 4], [0, 24, 37], [45, 27, 19], [23, 10, 21], [1, 40, 12], [3, 11, 42], [31, 15, 32], [25, 7, 43], [44, 33, 36], [34, 16, 47], [13, 9, 5], [41, 14, 28], [22, 30, 18], [8, 2, 38], [29, 20, 39], [26, 17, 46]]
[[7, 37, 32], [33, 44, 15], [18, 35, 46], [26, 27, 6], [4, 19, 20], [34, 8, 31], [47, 29, 41], [0, 2, 24], [22, 30, 39], [40, 23, 3], [17, 38, 45], [9, 16, 13], [43, 5, 14], [28, 21, 42], [11, 12, 36], [25, 1, 10]]
[[45, 22, 31], [26, 15, 36], [35, 25, 6], [10, 28, 20], [17, 39, 16], [19, 37, 13], [30, 42, 3], [40, 38, 5], [41, 1, 9], [34, 43, 7], [27, 0, 24], [4, 8, 11], [12, 14, 32], [47, 29, 2], [18, 21, 46], [23, 44, 33]]
[[1, 23, 34], [44, 28, 36], [9, 7, 12], [5, 11, 47], [24, 46, 19], [32, 45, 25], [27, 40, 33], [30, 26, 6], [31, 29, 18], [37, 42, 2], [35, 14, 43], [0, 8, 38], [21, 13, 41], [10, 3, 22], [20, 39, 16], [4, 17, 15]]
[[7, 24, 34], [3, 25, 41], [44, 1, 20], [12, 13, 45], [43, 47, 16], [35, 19, 4], [9, 10, 28], [21, 5, 27], [6, 22, 33], [37, 15, 29], [18, 2, 23], [39, 0, 42], [8, 40, 30], [32, 38, 17], [11, 31, 46], [14, 36, 26]]
[[0, 45, 25], [4, 8, 36], [24, 3, 47], [31, 16, 5], [32, 17, 44], [46, 19, 27], [6, 11, 21], [22, 12, 34], [41, 35, 10], [33, 9, 29], [39, 7, 28], [26, 43, 2], [13, 42, 18], [30, 15, 38], [20, 40, 1], [14, 23, 37]]
[[16, 38, 7], [26, 43, 29], [35, 21, 18], [28, 31, 13], [15, 37, 2], [22, 5, 23], [0, 44, 14], [3, 36, 34], [42, 32, 6], [1, 41, 19], [45, 33, 24], [4, 20, 12], [25, 9, 27], [30, 8, 11], [39, 46, 40], [17, 47, 10]]
[[23, 34, 0], [42, 4, 10], [35, 43, 21], [7, 13, 24], [28, 3, 45], [15, 11, 29], [25, 22, 20], [27, 9, 18], [2, 1, 38], [40, 30, 17], [31, 39, 32], [16, 36, 44], [33, 12, 47], [37, 6, 46], [26, 19, 41], [8, 14, 5]]
[[42, 0, 22], [7, 38, 27], [26, 43, 11], [15, 31, 23], [3, 24, 39], [19, 16, 30], [14, 32, 12], [5, 44, 2], [8, 1, 35], [37, 13, 17], [6, 18, 41], [40, 29, 34], [21, 9, 33], [25, 47, 46], [36, 45, 10], [28, 20, 4]]
[[27, 16, 7], [23, 36, 40], [45, 35, 39], [46, 13, 26], [24, 10, 8], [30, 22, 4], [2, 25, 31], [42, 41, 0], [33, 14, 3], [5, 34, 15], [21, 47, 9], [32, 18, 43], [37, 11, 28], [38, 12, 6], [44, 1, 17], [29, 19, 20]]
[[34, 42, 7], [47, 11, 12], [30, 31, 35], [13, 22, 25], [3, 5, 38], [29, 45, 26], [17, 33, 19], [37, 23, 18], [8, 6, 40], [24, 14, 1], [41, 43, 46], [21, 32, 9], [27, 44, 39], [28, 0, 20], [4, 10, 16], [2, 36, 15]]
[[4, 34, 13], [43, 2, 31], [7, 5, 35], [30, 46, 22], [32, 37, 14], [0, 21, 12], [19, 47, 25], [45, 10, 20], [23, 40, 44], [41, 15, 39], [42, 24, 17], [36, 16, 38], [26, 9, 18], [33, 1, 28], [27, 11, 3], [8, 29, 6]]
[[10, 1, 17], [2, 14, 28], [26, 46, 30], [20, 4, 44], [32, 15, 47], [24, 31, 9], [38, 33, 18], [21, 19, 23], [42, 27, 36], [12, 45, 29], [8, 6, 22], [37, 0, 35], [40, 34, 41], [16, 7, 11], [5, 39, 3], [13, 43, 25]]
[[6, 8, 5], [43, 19, 29], [31, 34, 9], [39, 22, 25], [27, 4, 32], [41, 33, 44], [45, 35, 16], [1, 42, 46], [3, 37, 10], [15, 7, 17], [18, 47, 11], [30, 36, 23], [24, 12, 14], [28, 38, 0], [26, 20, 13], [40, 2, 21]]
[[18, 9, 5], [20, 36, 42], [46, 17, 30], [43, 0, 44], [37, 38, 1], [6, 26, 3], [39, 24, 19], [23, 4, 31], [2, 13, 41], [29, 33, 15], [11, 8, 28], [35, 34, 12], [27, 25, 32], [45, 7, 16], [22, 10, 47], [14, 40, 21]]
[[34, 7, 12], [3, 1, 30], [24, 38, 13], [46, 28, 16], [42, 10, 11], [20, 21, 15], [45, 40, 5], [39, 25, 44], [8, 47, 2], [32, 18, 35], [31, 19, 27], [22, 43, 0], [41, 23, 29], [26, 17, 37], [14, 36, 6], [4, 33, 9]]
[[42, 6, 11], [37, 31, 32], [45, 0, 17], [14, 44, 34], [27, 4, 43], [30, 12, 41], [28, 19, 46], [10, 16, 25], [22, 47, 39], [9, 26, 8], [7, 1, 35], [23, 38, 5], [29, 33, 36], [24, 2, 18], [40, 21, 20], [13, 3, 15]]
[[36, 34, 2], [11, 46, 41], [0, 30, 13], [44, 1, 9], [33, 26, 14], [19, 27, 16], [17, 31, 42], [21, 12, 28], [10, 7, 3], [47, 5, 38], [43, 6, 45], [20, 37, 22], [29, 35, 8], [32, 25, 23], [15, 39, 40], [18, 24, 4]]
[[42, 28, 25], [37, 47, 45], [11, 1, 24], [12, 29, 14], [40, 4, 32], [8, 13, 3], [0, 30, 7], [16, 27, 43], [15, 20, 41], [21, 5, 10], [19, 26, 22], [33, 46, 6], [39, 18, 44], [2, 35, 38], [9, 34, 36], [17, 23, 31]]
[[40, 22, 21], [5, 46, 11], [34, 44, 27], [9, 8, 28], [6, 25, 18], [14, 19, 41], [35, 0, 12], [24, 20, 37], [36, 42, 16], [30, 26, 45], [4, 7, 2], [33, 38, 43], [17, 3, 29], [13, 47, 31], [32, 10, 23], [1, 15, 39]]
[[9, 28, 22], [10, 24, 27], [47, 7, 35], [0, 30, 43], [8, 5, 11], [17, 40, 42], [6, 32, 14], [21, 26, 34], [36, 4, 44], [3, 37, 38], [18, 29, 23], [46, 45, 1], [39, 41, 15], [25, 2, 31], [13, 16, 19], [12, 20, 33]]
[[37, 44, 21], [19, 1, 36], [4, 7, 46], [6, 26, 34], [39, 10, 5], [33, 28, 35], [30, 32, 45], [17, 29, 13], [15, 22, 25], [0, 3, 14], [27, 2, 47], [31, 11, 23], [42, 38, 18], [41, 12, 24], [9, 8, 40], [20, 16, 43]]
[[3, 28, 4], [18, 9, 11], [24, 22, 1], [38, 17, 16], [19, 37, 26], [13, 34, 42], [32, 23, 15], [31, 10, 20], [36, 12, 44], [6, 35, 40], [7, 25, 47], [14, 8, 41], [21, 2, 29], [46, 27, 43], [5, 30, 0], [45, 33, 39]]
