[[37, 14, 13], [47, 4, 39], [24, 9, 17], [31, 32, 20], [36, 25, 45], [10, 21, 41], [28, 0, 3], [1, 19, 22], [16, 5, 33], [40, 34, 48], [6, 35, 38], [23, 29, 44], [2, 18, 26], [11, 12, 46], [8, 27, 30], [7, 43, 42, 15]]
[[13, 33, 43], [1, 39, 21], [8, 5, 0], [2, 47, 46], [38, 16, 29], [12, 22, 42], [20, 45, 26], [32, 37, 41], [15, 30, 11], [3, 44, 35], [36, 24, 6], [28, 31, 25], [34, 9, 27], [14, 17, 23], [4, 19, 18], [7, 40, 48, 10]]
[[9, 30, 42], [39, 7, 33], [37, 4, 36], [12, 10, 8], [47, 5, 6], [15, 16, 35], [2, 43, 24], [32, 0, 45], [25, 13, 38], [21, 3, 1], [18, 20, 17], [44, 48, 31], [40, 19, 29], [23, 46, 26], [27, 14, 28], [11, 22, 34, 41]]
[[19, 21, 17], [39, 18, 14], [6, 26, 45], [8, 30, 16], [33, 31, 5], [13, 3, 10], [38, 32, 28], [15, 24, 43], [44, 35, 46], [34, 1, 23], [27, 0, 7], [20, 4, 22], [29, 36, 2], [47, 40, 9], [25, 48, 12], [37, 41, 11, 42]]
[[22, 35, 25], [43, 44, 29], [1, 0, 20], [12, 30, 10], [3, 39, 11], [15, 41, 23], [27, 6, 47], [4, 17, 26], [34, 33, 38], [36, 13, 2], [37, 45, 16], [32, 28, 48], [46, 7, 5], [8, 9, 42], [19, 18, 24], [14, 31, 21, 40]]
[[23, 17, 29], [25, 27, 10], [16, 1, 36], [24, 5, 18], [12, 6, 21], [2, 40, 13], [4, 46, 39], [44, 33, 38], [20, 48, 11], [9, 43, 15], [14, 0, 42], [45, 7, 32], [35, 41, 19], [37, 47, 31], [30, 34, 28], [3, 22, 26, 8]]
[[11, 18, 17], [46, 47, 12], [22, 2, 16], [23, 40, 21], [32, 3, 13], [48, 39, 38], [20, 34, 31], [33, 7, 28], [29, 43, 42], [44, 27, 37], [8, 19, 1], [0, 45, 4], [30, 6, 26], [9, 15, 10], [24, 25, 35], [5, 14, 41, 36]]
[[25, 14, 10], [6, 48, 32], [44, 22, 39], [1, 4, 2], [20, 37, 46], [19, 5, 0], [34, 12, 9], [3, 31, 43], [28, 17, 23], [30, 26, 13], [15, 36, 41], [16, 40, 8], [47, 7, 33], [11, 42, 35], [45, 24, 27], [29, 18, 38, 21]]
[[1, 14, 11], [46, 20, 28], [5, 44, 37], [19, 41, 10], [26, 34, 39], [9, 45, 27], [24, 22, 8], [30, 15, 21], [12, 3, 33], [13, 23, 38], [6, 16, 4], [36, 25, 32], [35, 43, 0], [29, 7, 47], [31, 42, 18], [40, 2, 17, 48]]
[[28, 47, 12], [14, 7, 23], [11, 37, 15], [4, 22, 19], [2, 9, 10], [46, 34, 44], [13, 16, 18], [48, 40, 5], [30, 31, 39], [1, 45, 42], [41, 25, 38], [17, 35, 33], [27, 29, 6], [20, 8, 0], [43, 21, 26], [36, 3, 24, 32]]
[[17, 37, 41], [32, 47, 3], [48, 14, 20], [30, 1, 4], [11, 13, 27], [24, 21, 35], [26, 46, 12], [29, 42, 25], [15, 7, 2], [22, 18, 19], [45, 39, 31], [6, 28, 9], [34, 44, 43], [0, 38, 16], [8, 10, 40], [36, 5, 23, 33]]
[[29, 10, 26], [46, 38, 6], [34, 31, 41], [28, 35, 44], [3, 43, 45], [39, 22, 14], [4, 20, 0], [2, 23, 32], [42, 11, 15], [30, 47, 27], [37, 21, 8], [48, 24, 18], [19, 25, 33], [1, 13, 5], [36, 16, 17], [7, 12, 9, 40]]
[[32, 8, 5], [2, 7, 38], [33, 25, 19], [41, 14, 37], [15, 20, 35], [29, 34, 21], [22, 23, 0], [10, 45, 11], [42, 48, 36], [6, 39, 40], [16, 1, 47], [26, 28, 44], [9, 31, 30], [17, 27, 18], [12, 24, 13], [46, 43, 3, 4]]
[[8, 43, 39], [6, 21, 29], [15, 23, 37], [9, 0, 45], [48, 35, 20], [31, 18, 41], [11, 2, 17], [26, 7, 46], [40, 16, 25], [36, 42, 44], [12, 14, 30], [5, 1, 38], [27, 32, 47], [28, 10, 3], [33, 4, 22], [19, 13, 34, 24]]
[[15, 17, 40], [43, 9, 35], [10, 27, 13], [33, 21, 48], [3, 18, 2], [42, 14, 24], [11, 23, 41], [29, 19, 22], [47, 39, 8], [46, 44, 45], [0, 38, 6], [26, 20, 36], [28, 30, 7], [16, 25, 31], [5, 1, 37], [12, 4, 32, 34]]
[[21, 5, 20], [7, 14, 0], [33, 35, 46], [37, 29, 8], [43, 9, 16], [19, 25, 31], [26, 41, 27], [12, 45, 42], [13, 11, 15], [34, 48, 24], [10, 38, 44], [4, 18, 2], [23, 40, 39], [28, 32, 3], [22, 6, 30], [36, 47, 1, 17]]
[[12, 1, 13], [11, 4, 36], [15, 47, 7], [5, 31, 45], [3, 10, 38], [21, 44, 8], [35, 30, 41], [43, 34, 14], [27, 20, 22], [28, 37, 0], [39, 23, 17], [42, 40, 16], [6, 2, 29], [46, 24, 18], [9, 25, 32], [19, 33, 48, 26]]
[[47, 17, 32], [35, 12, 37], [9, 7, 3], [29, 21, 25], [22, 45, 20], [4, 44, 46], [0, 43, 30], [42, 14, 28], [16, 5, 34], [24, 41, 26], [38, 18, 48], [2, 1, 23], [36, 6, 19], [10, 39, 8], [27, 13, 11], [40, 33, 31, 15]]
[[31, 35, 28], [13, 12, 21], [46, 9, 33], [30, 11, 2], [47, 32, 43], [34, 1, 18], [19, 44, 20], [36, 40, 0], [16, 42, 5], [25, 27, 7], [14, 15, 37], [24, 10, 41], [26, 22, 3], [45, 48, 29], [4, 8, 17], [39, 6, 38, 23]]
[[27, 3, 44], [41, 7, 40], [0, 17, 4], [23, 42, 24], [8, 33, 19], [48, 13, 21], [39, 11, 16], [14, 20, 46], [15, 5, 43], [32, 26, 25], [1, 31, 9], [45, 38, 28], [47, 18, 6], [29, 30, 22], [35, 12, 2], [37, 10, 36, 34]]
[[16, 47, 9], [36, 34, 27], [8, 39, 1], [29, 28, 24], [12, 2, 10], [18, 33, 15], [6, 38, 41], [25, 48, 30], [43, 42, 21], [26, 46, 17], [32, 45, 0], [31, 13, 35], [44, 20, 5], [22, 37, 4], [3, 11, 7], [14, 23, 40, 19]]
[[4, 22, 23], [2, 47, 8], [12, 14, 24], [7, 36, 6], [15, 1, 17], [5, 44, 21], [11, 25, 45], [30, 20, 43], [26, 28, 41], [31, 19, 40], [16, 35, 3], [0, 33, 48], [13, 27, 46], [34, 9, 29], [39, 10, 38], [18, 42, 37, 32]]
[[42, 36, 12], [34, 33, 15], [0, 11, 48], [30, 14, 44], [20, 4, 13], [1, 41, 38], [32, 47, 25], [6, 26, 31], [22, 24, 21], [8, 9, 10], [19, 17, 23], [40, 45, 2], [7, 3, 39], [43, 37, 5], [46, 28, 16], [27, 29, 18, 35]]
[[18, 17, 22], [26, 40, 42], [15, 21, 48], [10, 45, 28], [44, 16, 11], [14, 32, 30], [1, 33, 39], [31, 7, 29], [43, 41, 36], [4, 2, 24], [37, 3, 23], [27, 46, 6], [12, 0, 13], [8, 19, 34], [5, 25, 9], [35, 20, 38, 47]]
[[12, 28, 23], [18, 16, 36], [7, 6, 32], [21, 22, 48], [35, 2, 17], [26, 27, 30], [5, 29, 15], [8, 44, 40], [3, 43, 47], [33, 38, 20], [37, 24, 46], [42, 4, 11], [41, 13, 0], [10, 19, 39], [31, 1, 25], [34, 9, 14, 45]]
[[11, 33, 10], [34, 47, 43], [27, 35, 46], [26, 36, 0], [22, 39, 25], [31, 12, 14], [32, 19, 28], [2, 37, 23], [44, 20, 7], [41, 4, 16], [15, 38, 30], [1, 8, 40], [6, 45, 48], [5, 42, 21], [3, 9, 13], [18, 29, 17, 24]]
[[38, 31, 9], [48, 43, 2], [46, 15, 3], [20, 41, 10], [12, 11, 19], [23, 0, 13], [27, 44, 40], [36, 22, 26], [32, 34, 30], [6, 17, 25], [16, 35, 8], [29, 1, 21], [14, 33, 47], [7, 39, 37], [24, 45, 42], [28, 4, 5, 18]]
[[28, 35, 33], [42, 0, 15], [22, 29, 46], [14, 30, 38], [19, 8, 47], [44, 11, 16], [21, 43, 39], [20, 5, 17], [3, 36, 1], [37, 27, 23], [7, 31, 13], [26, 48, 32], [2, 34, 40], [41, 25, 24], [18, 10, 9], [45, 4, 12, 6]]
[[27, 2, 11], [30, 38, 9], [20, 29, 18], [14, 25, 40], [6, 12, 1], [43, 23, 15], [35, 34, 47], [22, 37, 21], [44, 33, 13], [5, 8, 48], [17, 7, 26], [19, 45, 41], [4, 24, 16], [0, 28, 46], [31, 36, 10], [42, 3, 39, 32]]
[[33, 15, 44], [40, 26, 7], [25, 31, 45], [10, 21, 3], [28, 12, 36], [14, 13, 27], [29, 4, 9], [43, 8, 19], [48, 34, 18], [6, 39, 37], [20, 16, 0], [22, 1, 46], [24, 47, 30], [32, 38, 2], [42, 23, 35], [17, 5, 11, 41]]
