[[29, 30, 9], [6, 26, 4], [24, 14, 32], [25, 1, 17], [20, 2, 0], [28, 12, 8], [22, 21, 19], [5, 31, 23], [7, 16, 27], [11, 10, 15], [13, 3, 18]]
[[22, 6, 27], [25, 8, 13], [31, 0, 20], [3, 5, 26], [4, 30, 19], [1, 18, 2], [32, 17, 29], [24, 28, 23], [7, 21, 12], [11, 16, 10], [14, 9, 15]]
[[18, 6, 10], [15, 30, 24], [1, 13, 31], [20, 26, 27], [29, 21, 17], [23, 11, 8], [5, 9, 4], [3, 28, 12], [25, 19, 2], [0, 16, 22], [7, 32, 14]]
[[21, 3, 2], [7, 18, 28], [1, 27, 12], [8, 9, 30], [31, 24, 22], [15, 16, 14], [10, 6, 11], [0, 23, 5], [25, 13, 32], [4, 29, 19], [20, 26, 17]]
[[30, 11, 16], [7, 1, 3], [29, 21, 12], [23, 17, 9], [4, 31, 20], [0, 8, 32], [26, 6, 14], [2, 25, 10], [24, 28, 19], [22, 27, 5], [18, 15, 13]]
[[12, 30, 31], [9, 16, 18], [20, 14, 1], [22, 32, 23], [0, 19, 2], [25, 13, 10], [26, 8, 6], [7, 11, 15], [24, 28, 21], [5, 27, 3], [29, 4, 17]]
[[4, 27, 10], [11, 3, 24], [20, 19, 21], [30, 28, 5], [31, 0, 7], [14, 16, 26], [25, 29, 13], [22, 2, 32], [8, 15, 1], [17, 9, 6], [12, 18, 23]]
[[3, 18, 22], [32, 31, 19], [4, 13, 0], [1, 5, 24], [12, 10, 21], [2, 16, 9], [15, 26, 27], [28, 6, 29], [14, 17, 8], [30, 20, 7], [11, 23, 25]]
[[23, 8, 19], [26, 27, 18], [22, 30, 6], [20, 16, 7], [9, 24, 11], [28, 3, 14], [15, 10, 21], [5, 4, 32], [29, 0, 17], [31, 2, 13], [1, 12, 25]]
[[24, 8, 2], [3, 25, 15], [31, 19, 22], [13, 0, 14], [4, 17, 12], [30, 27, 9], [21, 23, 1], [7, 28, 16], [32, 11, 26], [6, 20, 10], [5, 29, 18]]
[[19, 1, 5], [32, 20, 12], [25, 22, 21], [14, 2, 3], [8, 28, 27], [10, 11, 29], [15, 31, 26], [30, 9, 6], [7, 23, 17], [0, 4, 16], [24, 18, 13]]
