[[43, 0, 41], [36, 24, 34], [8, 35, 29], [22, 19, 33], [2, 16, 15], [42, 38, 25], [31, 12, 3], [11, 21, 32], [23, 30, 40], [26, 13, 7], [27, 17, 4], [14, 39, 5], [37, 28, 10, 1], [6, 18, 9, 20]]
[[28, 12, 14], [23, 24, 15], [42, 6, 29], [1, 30, 37], [31, 41, 7], [10, 33, 25], [39, 40, 16], [19, 8, 26], [38, 9, 35], [3, 32, 11], [18, 43, 34], [17, 36, 0], [27, 2, 13, 4], [22, 5, 20, 21]]
[[17, 19, 34], [38, 39, 32], [40, 11, 7], [15, 33, 20], [42, 3, 14], [8, 5, 41], [12, 23, 28], [10, 25, 37], [13, 36, 18], [16, 1, 43], [9, 24, 21], [27, 35, 4], [30, 22, 0, 29], [26, 31, 6, 2]]
[[8, 6, 18], [3, 20, 14], [13, 26, 24], [1, 15, 35], [31, 25, 40], [39, 30, 17], [29, 10, 41], [9, 5, 19], [23, 11, 0], [7, 42, 34], [27, 38, 32], [43, 37, 4], [2, 21, 28, 16], [12, 36, 22, 33]]
[[34, 24, 33], [39, 27, 22], [13, 40, 17], [10, 25, 23], [0, 15, 28], [14, 42, 38], [43, 29, 37], [18, 2, 20], [31, 21, 35], [41, 36, 32], [11, 9, 1], [8, 16, 30], [19, 6, 26, 3], [4, 5, 12, 7]]
[[19, 12, 35], [3, 24, 13], [20, 23, 32], [11, 15, 29], [6, 30, 34], [21, 41, 10], [1, 9, 37], [39, 43, 2], [22, 25, 0], [5, 8, 27], [7, 42, 40], [38, 33, 28], [4, 14, 26, 18], [17, 36, 16, 31]]
[[33, 26, 37], [6, 31, 1], [15, 9, 34], [16, 41, 2], [22, 23, 19], [39, 12, 24], [42, 25, 40], [10, 38, 36], [35, 27, 21], [43, 32, 4], [29, 30, 13], [17, 18, 3], [0, 5, 7, 20], [28, 8, 11, 14]]
[[18, 9, 36], [1, 25, 32], [41, 12, 26], [2, 7, 15], [35, 14, 37], [5, 22, 43], [27, 4, 23], [42, 10, 29], [38, 33, 3], [0, 19, 11], [13, 40, 28], [31, 30, 34], [21, 17, 20, 8], [16, 24, 39, 6]]
[[10, 43, 37], [3, 24, 2], [14, 19, 25], [18, 4, 29], [5, 27, 32], [11, 42, 22], [0, 20, 1], [7, 13, 26], [39, 9, 12], [17, 36, 28], [21, 16, 6], [38, 33, 8], [40, 35, 41, 23], [30, 15, 34, 31]]
[[26, 36, 15], [13, 28, 39], [20, 14, 5], [21, 22, 23], [40, 33, 10], [35, 25, 17], [31, 1, 11], [2, 18, 8], [9, 7, 34], [43, 41, 12], [24, 27, 3], [30, 32, 0], [4, 42, 38, 16], [37, 19, 6, 29]]
[[42, 35, 40], [31, 27, 6], [43, 33, 29], [39, 4, 16], [37, 10, 18], [23, 41, 1], [3, 30, 11], [0, 5, 32], [7, 19, 36], [2, 8, 28], [20, 15, 22], [21, 9, 38], [25, 12, 17, 24], [26, 13, 34, 14]]
[[1, 22, 41], [34, 26, 3], [9, 35, 16], [2, 28, 20], [38, 14, 42], [11, 24, 27], [15, 33, 29], [32, 39, 31], [36, 6, 43], [17, 37, 25], [4, 12, 18], [30, 0, 19], [7, 10, 13, 23], [5, 8, 40, 21]]
[[16, 25, 43], [36, 35, 32], [3, 34, 42], [6, 14, 41], [27, 20, 8], [0, 26, 19], [4, 13, 18], [31, 40, 15], [30, 11, 37], [10, 9, 33], [28, 24, 21], [17, 12, 38], [5, 29, 2, 23], [7, 1, 22, 39]]
[[9, 33, 12], [0, 40, 23], [13, 15, 30], [36, 16, 14], [2, 18, 5], [27, 22, 25], [31, 1, 42], [6, 10, 26], [7, 17, 20], [3, 28, 43], [24, 38, 11], [34, 35, 41], [8, 21, 4, 39], [29, 37, 19, 32]]
[[17, 10, 15], [2, 18, 21], [19, 0, 12], [31, 38, 32], [14, 3, 11], [30, 20, 37], [35, 42, 33], [1, 26, 36], [41, 24, 22], [9, 43, 23], [13, 7, 39], [29, 6, 34], [40, 5, 16, 28], [8, 27, 25, 4]]
[[22, 21, 4], [40, 35, 30], [25, 1, 23], [42, 28, 6], [15, 43, 10], [24, 41, 8], [31, 34, 39], [36, 0, 20], [12, 9, 16], [2, 26, 13], [14, 27, 17], [3, 18, 7], [32, 5, 19, 37], [38, 11, 29, 33]]
[[5, 4, 25], [21, 29, 3], [18, 34, 12], [0, 38, 7], [9, 11, 8], [24, 17, 19], [42, 16, 2], [35, 28, 40], [27, 26, 13], [43, 10, 22], [30, 41, 37], [39, 6, 15], [33, 1, 14, 32], [20, 23, 31, 36]]
[[33, 40, 41], [15, 19, 1], [31, 25, 8], [12, 38, 26], [21, 22, 13], [42, 32, 43], [4, 9, 16], [27, 6, 20], [7, 28, 35], [30, 5, 11], [24, 36, 0], [2, 17, 37], [39, 23, 14, 10], [29, 18, 34, 3]]
[[24, 14, 30], [10, 39, 22], [36, 42, 38], [23, 32, 35], [0, 5, 28], [18, 6, 12], [25, 16, 26], [19, 34, 20], [29, 31, 3], [41, 40, 21], [8, 11, 1], [27, 17, 4], [13, 37, 33, 43], [15, 7, 2, 9]]
[[32, 17, 33], [42, 25, 31], [28, 8, 29], [5, 12, 0], [40, 23, 7], [19, 13, 4], [20, 1, 21], [30, 9, 2], [24, 36, 27], [11, 39, 41], [26, 34, 37], [38, 18, 3], [16, 6, 14, 22], [15, 43, 35, 10]]
