[[11, 7, 30], [5, 42, 29], [13, 2, 22], [12, 3, 31], [44, 14, 40], [33, 34, 35], [15, 39, 21], [0, 4, 1], [25, 10, 20], [41, 38, 6], [37, 18, 26], [8, 36, 45], [28, 17, 19], [9, 16, 43], [27, 23, 24, 32]]
[[31, 30, 23], [0, 40, 24], [18, 43, 20], [11, 21, 25], [12, 45, 28], [4, 29, 15], [37, 16, 42], [17, 41, 38], [33, 6, 9], [27, 8, 2], [34, 35, 19], [44, 7, 26], [1, 32, 14], [3, 10, 22], [13, 5, 36, 39]]
[[4, 44, 36], [22, 41, 42], [11, 20, 29], [28, 17, 25], [45, 33, 38], [16, 13, 21], [12, 19, 34], [1, 27, 7], [0, 32, 5], [8, 23, 37], [15, 3, 40], [26, 18, 31], [30, 2, 14], [10, 39, 9], [6, 24, 43, 35]]
[[4, 2, 1], [12, 9, 34], [28, 44, 18], [16, 27, 10], [8, 11, 13], [43, 25, 45], [14, 35, 40], [33, 26, 32], [6, 30, 20], [3, 15, 39], [36, 42, 19], [41, 23, 24], [5, 17, 29], [38, 21, 22], [0, 37, 7, 31]]
[[38, 28, 3], [4, 37, 27], [19, 35, 10], [30, 22, 40], [13, 34, 25], [18, 17, 9], [44, 0, 24], [7, 1, 8], [15, 20, 6], [26, 2, 32], [42, 29, 33], [11, 16, 12], [23, 21, 41], [43, 45, 36], [5, 31, 39, 14]]
[[16, 10, 14], [44, 28, 45], [36, 33, 9], [27, 24, 32], [40, 25, 29], [22, 0, 38], [35, 13, 31], [19, 37, 23], [30, 18, 41], [39, 6, 3], [21, 34, 4], [8, 20, 15], [17, 7, 1], [26, 42, 12], [11, 2, 43, 5]]
[[39, 3, 21], [43, 17, 15], [37, 27, 45], [33, 1, 19], [30, 10, 25], [34, 16, 20], [4, 44, 29], [12, 36, 6], [28, 13, 11], [9, 40, 23], [0, 26, 7], [35, 31, 2], [18, 22, 38], [5, 24, 41], [42, 14, 32, 8]]
[[10, 1, 23], [38, 30, 35], [37, 17, 25], [11, 42, 15], [45, 29, 0], [36, 26, 34], [5, 40, 12], [24, 8, 32], [4, 43, 44], [6, 22, 28], [21, 20, 9], [31, 13, 19], [33, 7, 41], [18, 3, 27], [2, 16, 39, 14]]
[[5, 35, 9], [13, 11, 26], [12, 2, 21], [28, 43, 25], [6, 19, 40], [31, 16, 38], [3, 1, 45], [42, 4, 29], [20, 37, 36], [15, 30, 39], [17, 41, 33], [27, 7, 32], [34, 10, 8], [0, 22, 14], [44, 18, 24, 23]]
[[44, 9, 38], [33, 1, 30], [3, 4, 28], [45, 34, 2], [24, 32, 18], [19, 17, 5], [40, 22, 42], [26, 21, 16], [14, 13, 39], [25, 11, 36], [7, 8, 15], [27, 6, 37], [23, 0, 31], [43, 10, 20], [41, 12, 29, 35]]
[[21, 17, 2], [34, 16, 27], [38, 43, 23], [22, 40, 18], [44, 5, 9], [37, 31, 6], [36, 0, 39], [42, 35, 4], [28, 41, 24], [20, 15, 26], [1, 14, 30], [7, 8, 45], [3, 32, 25], [19, 10, 33], [29, 12, 13, 11]]
[[37, 16, 4], [33, 20, 5], [13, 28, 30], [35, 27, 38], [0, 40, 23], [25, 26, 3], [9, 1, 43], [22, 7, 18], [6, 31, 34], [32, 17, 2], [15, 11, 29], [41, 24, 36], [10, 14, 39], [42, 8, 19], [45, 44, 21, 12]]
[[40, 0, 29], [14, 31, 5], [10, 23, 34], [26, 30, 9], [28, 37, 32], [43, 41, 18], [15, 20, 16], [42, 1, 19], [39, 45, 21], [7, 27, 35], [12, 11, 8], [13, 25, 22], [33, 2, 24], [4, 36, 17], [38, 44, 3, 6]]
[[42, 12, 36], [22, 37, 17], [15, 43, 44], [0, 5, 39], [8, 26, 29], [32, 2, 45], [9, 38, 16], [25, 27, 21], [14, 10, 7], [20, 1, 30], [19, 4, 13], [40, 31, 35], [33, 11, 6], [3, 28, 34], [24, 23, 18, 41]]
[[31, 40, 28], [32, 8, 0], [12, 6, 33], [38, 16, 13], [34, 2, 14], [25, 9, 35], [15, 19, 26], [10, 18, 41], [27, 39, 45], [42, 3, 43], [29, 36, 37], [1, 30, 24], [21, 17, 4], [23, 5, 44], [22, 20, 11, 7]]
[[22, 19, 39], [8, 14, 17], [21, 1, 6], [42, 38, 11], [0, 16, 4], [30, 24, 37], [36, 3, 27], [12, 2, 31], [34, 28, 41], [40, 43, 10], [44, 33, 32], [23, 13, 25], [26, 18, 5], [9, 20, 7], [15, 45, 35, 29]]
[[35, 15, 10], [9, 13, 5], [8, 33, 27], [42, 30, 4], [21, 34, 24], [29, 36, 31], [39, 3, 40], [32, 45, 43], [25, 44, 16], [26, 38, 17], [11, 2, 12], [14, 1, 7], [28, 18, 23], [41, 22, 6], [37, 19, 0, 20]]
[[27, 30, 44], [32, 41, 7], [9, 19, 45], [38, 15, 28], [3, 16, 29], [24, 34, 43], [5, 35, 6], [40, 17, 25], [13, 8, 18], [26, 31, 1], [11, 14, 37], [12, 2, 10], [36, 20, 21], [22, 33, 23], [0, 39, 4, 42]]
[[21, 35, 32], [16, 12, 39], [11, 37, 43], [20, 28, 44], [26, 5, 23], [31, 4, 45], [3, 38, 6], [10, 36, 30], [42, 2, 8], [29, 1, 9], [27, 18, 17], [33, 19, 7], [40, 34, 0], [22, 24, 25], [15, 41, 13, 14]]
[[34, 8, 23], [4, 9, 22], [41, 33, 39], [35, 31, 43], [26, 11, 45], [2, 29, 14], [40, 44, 24], [18, 38, 27], [21, 37, 10], [1, 30, 36], [6, 19, 20], [17, 3, 32], [0, 5, 25], [12, 7, 28], [16, 15, 13, 42]]
[[13, 24, 1], [29, 30, 5], [32, 12, 0], [14, 35, 11], [28, 38, 43], [3, 19, 6], [37, 41, 10], [17, 8, 44], [2, 16, 31], [39, 22, 26], [25, 23, 21], [36, 34, 18], [45, 27, 4], [7, 42, 15], [9, 40, 20, 33]]
[[3, 12, 14], [43, 29, 0], [24, 16, 20], [6, 17, 13], [11, 39, 38], [22, 25, 23], [41, 26, 18], [28, 35, 8], [1, 33, 19], [2, 37, 30], [45, 9, 15], [42, 7, 27], [4, 5, 44], [31, 36, 10], [32, 34, 40, 21]]
[[18, 44, 39], [32, 17, 22], [21, 43, 37], [12, 10, 29], [40, 30, 24], [42, 5, 41], [14, 7, 45], [27, 15, 25], [13, 38, 34], [6, 16, 9], [26, 36, 2], [11, 28, 23], [35, 20, 1], [33, 0, 31], [19, 4, 3, 8]]
[[38, 45, 15], [36, 7, 40], [9, 23, 35], [30, 13, 11], [14, 39, 0], [44, 17, 27], [8, 34, 32], [5, 24, 33], [28, 2, 41], [6, 12, 25], [18, 42, 29], [37, 21, 1], [10, 4, 26], [3, 43, 16], [19, 31, 20, 22]]
[[35, 33, 24], [19, 7, 43], [21, 5, 1], [15, 12, 10], [17, 0, 2], [22, 45, 38], [32, 39, 41], [27, 30, 20], [34, 9, 31], [29, 6, 8], [3, 11, 4], [26, 40, 44], [23, 14, 16], [25, 13, 36], [42, 28, 37, 18]]
[[27, 32, 11], [2, 31, 34], [0, 43, 45], [44, 14, 4], [33, 35, 1], [18, 19, 15], [16, 42, 36], [29, 23, 40], [22, 17, 37], [28, 39, 24], [30, 12, 9], [20, 6, 26], [7, 38, 10], [41, 8, 13], [25, 5, 3, 21]]
[[6, 33, 13], [19, 44, 0], [14, 43, 36], [40, 20, 37], [16, 17, 7], [34, 3, 12], [27, 32, 8], [45, 42, 31], [2, 38, 39], [10, 21, 23], [29, 5, 15], [11, 26, 35], [18, 41, 22], [4, 25, 30], [1, 28, 9, 24]]
[[17, 36, 44], [35, 19, 30], [16, 39, 11], [43, 21, 42], [2, 12, 40], [34, 5, 14], [6, 38, 0], [8, 13, 37], [7, 3, 1], [45, 24, 28], [23, 31, 22], [26, 10, 32], [4, 15, 27], [41, 18, 33], [9, 25, 29, 20]]
[[18, 27, 32], [16, 19, 10], [43, 24, 4], [2, 34, 21], [14, 12, 15], [44, 20, 42], [38, 41, 39], [23, 9, 29], [0, 26, 37], [17, 5, 30], [22, 13, 40], [11, 31, 3], [1, 28, 35], [8, 33, 25], [36, 45, 7, 6]]
[[14, 32, 22], [44, 1, 28], [20, 23, 24], [25, 13, 5], [38, 15, 27], [6, 3, 18], [12, 43, 37], [11, 17, 33], [4, 40, 34], [42, 31, 39], [35, 0, 26], [45, 19, 2], [21, 9, 41], [36, 8, 30], [29, 16, 7, 10]]
[[43, 15, 3], [30, 40, 38], [0, 11, 5], [16, 36, 6], [32, 24, 25], [1, 4, 37], [19, 45, 20], [35, 12, 41], [26, 22, 27], [21, 23, 31], [28, 13, 33], [9, 7, 34], [42, 44, 29], [18, 17, 10], [8, 39, 2, 14]]
[[32, 1, 12], [4, 34, 18], [11, 31, 24], [28, 27, 21], [10, 42, 2], [8, 14, 39], [22, 16, 20], [36, 25, 30], [7, 13, 38], [43, 35, 37], [9, 41, 40], [23, 45, 26], [6, 0, 3], [19, 5, 17], [29, 44, 15, 33]]
[[31, 22, 38], [1, 24, 34], [42, 33, 43], [30, 21, 14], [32, 40, 16], [37, 17, 44], [29, 12, 45], [10, 28, 36], [7, 9, 41], [18, 23, 39], [35, 13, 8], [3, 6, 27], [4, 15, 11], [5, 2, 19], [25, 26, 0, 20]]
[[20, 10, 39], [3, 17, 36], [26, 15, 29], [42, 16, 18], [21, 37, 8], [22, 30, 41], [4, 45, 23], [27, 6, 1], [0, 38, 7], [11, 44, 25], [43, 33, 40], [14, 35, 34], [24, 5, 19], [31, 32, 13], [9, 2, 28, 12]]
[[4, 8, 10], [2, 5, 9], [43, 39, 17], [18, 41, 36], [14, 40, 35], [34, 29, 16], [20, 45, 30], [24, 7, 23], [1, 42, 11], [38, 19, 22], [44, 26, 31], [28, 3, 37], [0, 6, 33], [32, 15, 21], [25, 27, 12, 13]]
[[24, 17, 6], [1, 44, 14], [0, 18, 19], [10, 41, 35], [11, 20, 26], [28, 4, 21], [8, 7, 33], [34, 40, 32], [37, 9, 2], [27, 12, 42], [31, 30, 5], [25, 43, 45], [23, 39, 38], [13, 16, 22], [15, 36, 29, 3]]
