[[2, 29, 8], [9, 23, 4], [32, 16, 25], [35, 37, 31], [42, 40, 1], [27, 20, 13], [0, 46, 34], [26, 15, 19], [7, 17, 10], [24, 45, 44], [39, 12, 22], [41, 30, 36], [3, 21, 43], [6, 11, 18], [28, 47, 33], [14, 38, 5]]
[[26, 1, 37], [34, 9, 0], [15, 43, 35], [11, 25, 33], [31, 32, 47], [5, 13, 27], [8, 21, 4], [23, 42, 3], [18, 19, 45], [22, 6, 16], [39, 36, 2], [7, 29, 46], [17, 10, 38], [12, 24, 14], [30, 20, 28], [44, 41, 40]]
[[43, 3, 31], [37, 33, 14], [45, 16, 18], [32, 2, 12], [19, 46, 38], [28, 8, 20], [21, 44, 26], [41, 4, 27], [23, 5, 42], [7, 11, 29], [40, 34, 30], [0, 17, 25], [6, 36, 1], [35, 9, 22], [15, 10, 39], [13, 24, 47]]
[[5, 1, 28], [9, 46, 37], [16, 35, 21], [14, 41, 43], [12, 27, 47], [10, 26, 38], [40, 18, 44], [3, 25, 42], [17, 33, 19], [11, 29, 0], [36, 6, 2], [34, 24, 22], [8, 20, 23], [32, 39, 30], [15, 7, 13], [45, 4, 31]]
[[22, 32, 10], [19, 23, 24], [28, 30, 44], [46, 41, 47], [27, 37, 40], [2, 20, 7], [11, 6, 36], [31, 25, 43], [13, 33, 45], [5, 4, 35], [1, 9, 12], [42, 34, 14], [0, 15, 8], [39, 18, 3], [16, 21, 17], [26, 29, 38]]
[[38, 46, 10], [25, 22, 19], [8, 29, 16], [24, 27, 0], [45, 26, 47], [5, 30, 11], [41, 3, 35], [31, 23, 15], [43, 39, 44], [2, 42, 32], [33, 17, 1], [7, 14, 9], [28, 40, 36], [18, 21, 13], [6, 37, 20], [4, 12, 34]]
[[30, 10, 21], [4, 38, 28], [34, 14, 41], [8, 5, 25], [12, 13, 32], [7, 18, 29], [46, 44, 26], [3, 33, 37], [27, 45, 0], [17, 19, 16], [36, 23, 42], [2, 11, 43], [22, 39, 40], [9, 6, 47], [1, 35, 20], [24, 15, 31]]
[[13, 2, 3], [1, 40, 43], [32, 24, 23], [25, 31, 28], [5, 47, 11], [36, 21, 44], [9, 45, 8], [33, 7, 39], [16, 12, 19], [37, 38, 26], [46, 29, 34], [17, 4, 18], [30, 27, 14], [10, 15, 22], [0, 41, 35], [42, 20, 6]]
[[24, 4, 25], [22, 2, 23], [20, 1, 38], [40, 9, 21], [11, 39, 43], [27, 41, 5], [32, 15, 16], [26, 44, 12], [18, 3, 17], [46, 0, 8], [13, 34, 29], [6, 14, 28], [31, 7, 10], [45, 19, 30], [33, 37, 35], [47, 36, 42]]
[[19, 13, 4], [9, 10, 8], [1, 32, 12], [34, 25, 22], [40, 16, 31], [14, 7, 20], [5, 2, 42], [33, 6, 26], [23, 41, 38], [46, 0, 11], [28, 30, 18], [47, 17, 27], [37, 24, 36], [21, 29, 15], [45, 44, 43], [35, 39, 3]]
[[2, 36, 0], [32, 17, 10], [19, 16, 25], [23, 24, 31], [20, 3, 22], [26, 11, 47], [37, 15, 4], [30, 40, 33], [44, 6, 28], [7, 13, 38], [9, 41, 46], [29, 14, 1], [43, 18, 27], [21, 12, 5], [8, 35, 34], [42, 39, 45]]
[[42, 10, 28], [30, 9, 35], [4, 31, 37], [12, 19, 15], [27, 41, 36], [2, 43, 47], [0, 23, 33], [16, 18, 1], [3, 38, 29], [14, 22, 7], [8, 46, 6], [40, 26, 20], [21, 13, 34], [45, 25, 5], [44, 24, 17], [39, 11, 32]]
[[40, 2, 24], [32, 21, 9], [7, 45, 19], [6, 3, 44], [35, 18, 34], [25, 8, 43], [15, 38, 47], [39, 37, 46], [0, 17, 1], [41, 13, 30], [42, 5, 29], [16, 11, 4], [14, 12, 26], [36, 27, 33], [20, 31, 10], [28, 22, 23]]
[[26, 6, 42], [34, 38, 46], [14, 18, 10], [11, 29, 39], [3, 8, 40], [45, 5, 19], [47, 25, 20], [23, 28, 22], [27, 41, 43], [12, 35, 17], [36, 13, 33], [30, 1, 16], [32, 2, 4], [9, 7, 21], [37, 24, 31], [44, 0, 15]]
[[12, 34, 47], [13, 41, 14], [27, 26, 3], [40, 35, 29], [37, 17, 21], [24, 19, 43], [38, 15, 16], [5, 11, 6], [8, 31, 25], [23, 32, 10], [33, 42, 28], [9, 36, 0], [30, 22, 39], [46, 45, 7], [1, 2, 4], [20, 44, 18]]
[[22, 8, 23], [15, 0, 28], [2, 38, 41], [25, 24, 45], [37, 5, 16], [34, 35, 7], [13, 46, 11], [12, 20, 40], [32, 44, 39], [10, 27, 42], [47, 14, 18], [21, 43, 36], [3, 6, 9], [29, 17, 4], [19, 31, 30], [1, 33, 26]]
[[35, 5, 19], [22, 42, 39], [0, 6, 40], [18, 21, 46], [17, 23, 34], [7, 3, 37], [24, 28, 27], [33, 15, 9], [44, 8, 11], [1, 26, 20], [16, 25, 12], [32, 29, 13], [45, 4, 30], [47, 38, 10], [43, 14, 36], [2, 31, 41]]
[[47, 26, 21], [25, 39, 9], [40, 0, 43], [29, 24, 16], [1, 28, 19], [44, 10, 7], [17, 30, 8], [5, 4, 12], [41, 3, 2], [45, 23, 46], [13, 36, 42], [34, 37, 15], [27, 11, 22], [20, 33, 31], [32, 18, 35], [14, 6, 38]]
[[1, 43, 0], [26, 30, 14], [7, 35, 20], [2, 38, 40], [16, 44, 32], [42, 13, 10], [27, 4, 47], [5, 15, 12], [24, 46, 39], [8, 18, 3], [25, 28, 22], [37, 36, 34], [9, 31, 19], [17, 23, 6], [41, 11, 33], [45, 29, 21]]
