[[33, 6, 31], [38, 22, 16], [7, 39, 23], [24, 1, 18], [8, 21, 41], [28, 37, 19], [20, 27, 3], [9, 14, 10], [0, 32, 25], [2, 11, 36], [26, 4, 35], [12, 13, 29], [40, 30, 5], [15, 34, 17]]
[[25, 3, 10], [35, 23, 20], [19, 40, 0], [34, 1, 17], [29, 15, 36], [21, 27, 28], [33, 39, 7], [24, 13, 12], [38, 14, 16], [30, 32, 37], [26, 41, 22], [31, 4, 5], [6, 2, 8], [9, 18, 11]]
[[11, 30, 22], [38, 7, 18], [40, 39, 28], [35, 34, 36], [41, 16, 4], [27, 10, 1], [5, 37, 3], [9, 0, 23], [33, 25, 15], [24, 26, 32], [29, 8, 6], [20, 13, 21], [12, 17, 19], [31, 14, 2]]
[[36, 6, 11], [16, 27, 21], [34, 38, 9], [19, 3, 25], [39, 30, 22], [15, 12, 37], [2, 28, 24], [0, 40, 32], [5, 29, 18], [10, 41, 1], [35, 26, 13], [7, 17, 14], [8, 20, 23], [33, 31, 4]]
[[38, 1, 0], [20, 41, 27], [28, 8, 36], [14, 3, 39], [26, 2, 32], [17, 35, 6], [4, 10, 29], [19, 23, 21], [5, 40, 33], [13, 7, 9], [16, 37, 22], [18, 12, 34], [31, 11, 24], [15, 30, 25]]
[[39, 24, 29], [33, 34, 40], [17, 30, 27], [12, 18, 41], [6, 28, 26], [2, 35, 8], [1, 9, 10], [13, 15, 37], [4, 36, 5], [19, 14, 23], [16, 22, 21], [38, 25, 3], [11, 20, 0], [32, 31, 7]]
[[32, 39, 19], [6, 30, 27], [33, 8, 31], [40, 23, 11], [34, 36, 21], [25, 38, 9], [0, 3, 5], [17, 4, 15], [1, 29, 7], [24, 35, 13], [41, 10, 2], [20, 37, 26], [28, 22, 14], [16, 12, 18]]
[[24, 7, 37], [13, 17, 6], [14, 39, 35], [22, 40, 32], [33, 3, 10], [0, 26, 20], [29, 27, 30], [28, 41, 11], [23, 8, 16], [1, 4, 19], [18, 15, 21], [34, 25, 12], [31, 38, 2], [36, 5, 9]]
[[32, 31, 24], [1, 19, 8], [20, 14, 6], [28, 2, 5], [15, 23, 30], [7, 11, 12], [33, 37, 18], [22, 21, 9], [25, 26, 39], [34, 0, 3], [38, 16, 17], [10, 4, 40], [29, 35, 41], [36, 13, 27]]
[[4, 32, 34], [36, 40, 38], [14, 3, 31], [13, 15, 25], [35, 37, 7], [0, 10, 19], [22, 2, 5], [26, 33, 24], [21, 20, 39], [41, 8, 27], [16, 12, 6], [17, 23, 28], [29, 11, 18], [1, 30, 9]]
[[29, 21, 27], [33, 22, 3], [32, 38, 0], [25, 16, 4], [15, 36, 10], [9, 8, 24], [7, 37, 2], [34, 30, 11], [35, 40, 19], [17, 39, 14], [41, 20, 6], [1, 23, 18], [5, 31, 26], [13, 28, 12]]
[[6, 16, 5], [9, 38, 27], [25, 33, 18], [30, 39, 8], [26, 29, 24], [19, 34, 14], [28, 12, 3], [40, 20, 7], [1, 36, 4], [37, 13, 15], [41, 31, 11], [17, 35, 23], [0, 2, 21], [22, 10, 32]]
[[5, 13, 40], [6, 20, 14], [21, 0, 7], [34, 41, 15], [11, 9, 37], [16, 30, 3], [17, 25, 22], [35, 26, 23], [36, 1, 2], [10, 27, 8], [31, 39, 38], [29, 4, 19], [18, 33, 32], [24, 28, 12]]
[[31, 8, 1], [16, 39, 11], [10, 4, 38], [26, 33, 6], [3, 36, 35], [23, 19, 12], [27, 22, 40], [20, 25, 5], [24, 17, 9], [2, 18, 34], [13, 37, 21], [14, 28, 41], [29, 15, 32], [0, 30, 7]]
[[27, 9, 26], [21, 28, 25], [40, 13, 18], [32, 17, 2], [35, 5, 10], [14, 39, 41], [37, 24, 34], [38, 22, 12], [30, 33, 6], [7, 23, 8], [4, 11, 3], [29, 0, 20], [1, 36, 31], [16, 19, 15]]
