[[5, 23, 24], [8, 19, 30], [10, 21, 15], [14, 2, 16], [13, 25, 1], [34, 32, 4], [22, 0, 33], [7, 28, 11], [12, 3, 27], [35, 26, 20], [18, 6, 29], [31, 17, 9]]
[[3, 5, 27], [18, 17, 35], [6, 23, 10], [7, 34, 14], [1, 16, 19], [21, 9, 29], [12, 0, 25], [2, 11, 33], [13, 20, 30], [32, 28, 8], [22, 24, 26], [15, 31, 4]]
[[11, 7, 34], [12, 18, 3], [23, 10, 20], [2, 33, 0], [24, 17, 19], [30, 1, 14], [5, 35, 25], [13, 29, 9], [15, 31, 16], [8, 27, 22], [21, 26, 28], [32, 6, 4]]
[[32, 3, 17], [6, 20, 21], [18, 26, 5], [0, 35, 19], [1, 33, 27], [30, 23, 13], [12, 8, 31], [16, 28, 4], [34, 24, 15], [7, 2, 25], [11, 22, 29], [14, 10, 9]]
[[31, 29, 16], [15, 2, 4], [12, 3, 20], [14, 26, 23], [25, 18, 28], [21, 8, 30], [27, 6, 7], [34, 10, 11], [0, 32, 13], [5, 22, 33], [35, 19, 17], [24, 1, 9]]
[[22, 25, 1], [3, 33, 2], [8, 19, 7], [27, 29, 0], [14, 5, 9], [34, 15, 18], [32, 21, 31], [20, 11, 12], [26, 30, 10], [17, 13, 24], [6, 35, 28], [4, 23, 16]]
[[11, 2, 24], [15, 16, 10], [35, 9, 25], [0, 6, 20], [32, 19, 34], [28, 4, 3], [18, 30, 12], [8, 33, 31], [27, 5, 13], [1, 26, 17], [21, 14, 7], [29, 23, 22]]
[[10, 12, 14], [17, 35, 6], [31, 34, 7], [20, 29, 0], [21, 15, 22], [4, 32, 13], [9, 18, 5], [27, 24, 16], [26, 11, 3], [33, 1, 28], [25, 19, 2], [30, 23, 8]]
[[5, 13, 16], [0, 15, 29], [4, 17, 3], [2, 20, 31], [12, 23, 26], [27, 18, 30], [1, 9, 25], [19, 24, 6], [28, 8, 14], [11, 34, 35], [33, 10, 32], [21, 7, 22]]
[[10, 25, 31], [5, 24, 29], [6, 11, 18], [28, 21, 35], [34, 16, 4], [20, 12, 33], [3, 26, 14], [1, 7, 8], [17, 22, 2], [23, 15, 30], [19, 27, 9], [13, 0, 32]]
[[11, 16, 5], [15, 9, 22], [32, 35, 20], [26, 1, 25], [21, 4, 34], [7, 18, 28], [27, 19, 10], [2, 12, 6], [17, 0, 14], [31, 33, 3], [8, 24, 23], [30, 29, 13]]
[[32, 30, 31], [4, 29, 21], [33, 34, 6], [19, 18, 27], [13, 7, 22], [35, 15, 16], [0, 24, 11], [9, 3, 25], [20, 28, 2], [5, 17, 8], [10, 12, 14], [1, 23, 26]]
[[24, 3, 9], [21, 2, 0], [25, 8, 35], [23, 17, 22], [33, 10, 28], [31, 18, 4], [29, 16, 13], [7, 34, 12], [27, 20, 6], [5, 14, 26], [30, 19, 1], [15, 11, 32]]
[[28, 24, 23], [14, 6, 12], [3, 15, 7], [35, 31, 20], [26, 33, 16], [32, 4, 11], [19, 25, 10], [30, 13, 21], [2, 27, 22], [8, 5, 29], [1, 17, 0], [18, 34, 9]]
[[12, 3, 10], [32, 20, 2], [25, 1, 24], [23, 19, 29], [15, 14, 33], [18, 6, 9], [34, 30, 0], [8, 27, 7], [21, 13, 16], [28, 35, 17], [11, 26, 5], [4, 22, 31]]
[[0, 1, 8], [28, 4, 29], [18, 12, 14], [7, 13, 3], [10, 30, 20], [31, 33, 6], [26, 15, 21], [17, 25, 5], [16, 34, 32], [9, 23, 27], [35, 24, 22], [11, 2, 19]]
[[10, 30, 29], [22, 8, 19], [17, 26, 3], [25, 11, 24], [5, 4, 7], [32, 14, 16], [28, 27, 23], [35, 34, 0], [2, 20, 9], [6, 1, 18], [21, 33, 12], [13, 15, 31]]
