[[19, 8, 2], [6, 14, 21], [3, 10, 22], [16, 0, 25], [17, 24, 23], [7, 12, 13], [15, 1, 20], [11, 5, 18], [9, 4, 26]]
[[7, 24, 8], [19, 11, 26], [1, 22, 4], [9, 2, 20], [15, 6, 25], [14, 10, 0], [16, 12, 13], [21, 17, 18], [3, 5, 23]]
[[21, 6, 8], [23, 12, 25], [13, 18, 24], [11, 10, 9], [15, 16, 19], [14, 4, 1], [22, 17, 0], [20, 2, 5], [26, 7, 3]]
[[15, 7, 8], [26, 3, 22], [14, 10, 23], [4, 16, 20], [11, 19, 2], [9, 17, 12], [6, 0, 5], [13, 21, 25], [18, 24, 1]]
[[2, 8, 19], [10, 0, 25], [26, 24, 1], [4, 13, 5], [16, 6, 11], [3, 23, 14], [7, 20, 22], [18, 12, 15], [21, 9, 17]]
[[11, 15, 17], [0, 19, 8], [2, 12, 16], [1, 4, 5], [26, 9, 10], [14, 20, 13], [6, 3, 25], [21, 23, 18], [24, 22, 7]]
[[13, 3, 19], [9, 6, 24], [23, 16, 20], [21, 22, 26], [2, 0, 10], [7, 12, 14], [5, 15, 11], [4, 1, 18], [17, 25, 8]]
[[9, 25, 6], [12, 22, 5], [17, 13, 16], [3, 26, 14], [24, 21, 8], [15, 2, 18], [23, 0, 1], [4, 10, 20], [19, 11, 7]]
[[12, 8, 7], [14, 1, 6], [18, 23, 25], [2, 15, 21], [0, 11, 26], [20, 17, 9], [5, 10, 13], [24, 16, 22], [4, 3, 19]]
[[23, 7, 17], [11, 14, 2], [8, 21, 6], [24, 9, 15], [18, 3, 4], [13, 5, 1], [19, 26, 25], [10, 20, 0], [22, 12, 16]]
[[11, 25, 2], [23, 5, 15], [16, 3, 20], [13, 7, 14], [9, 17, 1], [24, 6, 12], [19, 10, 22], [8, 4, 21], [18, 0, 26]]
[[17, 4, 0], [26, 16, 9], [1, 25, 24], [13, 10, 21], [6, 12, 18], [22, 19, 7], [5, 15, 3], [14, 2, 8], [11, 23, 20]]
