[[14, 27, 19], [40, 21, 31], [46, 30, 7], [37, 43, 5], [10, 24, 22], [45, 12, 25], [6, 29, 38], [4, 36, 16], [28, 20, 34], [23, 39, 17], [47, 18, 3], [26, 11, 0], [33, 2, 15], [44, 8, 41], [32, 35, 9], [13, 1, 42]]
[[32, 35, 15], [21, 34, 1], [23, 45, 47], [22, 8, 12], [2, 33, 0], [13, 9, 14], [18, 6, 41], [39, 17, 28], [5, 3, 46], [20, 7, 16], [4, 42, 29], [44, 24, 37], [26, 38, 30], [10, 40, 11], [36, 27, 31], [19, 25, 43]]
[[44, 40, 31], [0, 10, 5], [1, 2, 17], [25, 45, 27], [36, 11, 21], [41, 38, 16], [42, 23, 12], [13, 14, 28], [46, 9, 39], [8, 47, 15], [29, 30, 6], [20, 43, 3], [26, 22, 24], [32, 4, 19], [37, 35, 7], [34, 18, 33]]
[[19, 46, 45], [18, 21, 35], [42, 25, 37], [30, 31, 11], [39, 38, 15], [36, 26, 22], [0, 6, 44], [23, 34, 10], [47, 13, 27], [3, 29, 5], [7, 41, 28], [17, 33, 12], [20, 8, 40], [43, 14, 1], [24, 4, 9], [16, 2, 32]]
[[0, 1, 6], [3, 27, 42], [25, 15, 7], [14, 5, 35], [34, 16, 37], [23, 36, 21], [10, 20, 4], [43, 32, 31], [17, 30, 29], [44, 26, 39], [28, 18, 46], [12, 38, 9], [40, 8, 13], [45, 41, 2], [24, 19, 33], [11, 22, 47]]
[[23, 19, 36], [33, 44, 41], [17, 46, 12], [13, 22, 34], [26, 6, 30], [42, 21, 40], [10, 14, 16], [9, 47, 3], [37, 11, 4], [29, 24, 8], [38, 27, 35], [45, 15, 31], [43, 5, 28], [18, 32, 25], [1, 20, 39], [2, 7, 0]]
[[21, 10, 42], [15, 16, 26], [2, 47, 13], [40, 27, 38], [11, 41, 28], [37, 24, 14], [32, 29, 23], [34, 33, 9], [45, 3, 30], [20, 18, 36], [19, 8, 4], [43, 44, 5], [0, 7, 31], [35, 17, 39], [6, 22, 1], [12, 46, 25]]
[[5, 21, 20], [9, 31, 15], [1, 17, 41], [12, 30, 24], [11, 23, 2], [25, 47, 36], [26, 10, 42], [37, 43, 33], [22, 29, 4], [7, 6, 3], [18, 46, 8], [45, 40, 0], [44, 16, 19], [13, 38, 32], [35, 27, 28], [14, 34, 39]]
[[25, 13, 14], [6, 44, 41], [20, 27, 5], [1, 18, 23], [15, 36, 31], [33, 32, 45], [12, 47, 39], [46, 21, 4], [3, 11, 0], [43, 35, 17], [24, 28, 9], [26, 22, 8], [37, 40, 29], [16, 38, 42], [34, 2, 7], [30, 10, 19]]
[[35, 16, 23], [4, 24, 8], [3, 9, 30], [2, 45, 27], [19, 40, 37], [47, 43, 34], [32, 17, 41], [44, 22, 6], [42, 11, 29], [20, 0, 18], [10, 7, 38], [5, 25, 36], [14, 1, 21], [39, 13, 28], [12, 46, 26], [15, 31, 33]]
[[41, 2, 33], [13, 5, 1], [4, 43, 27], [17, 18, 6], [29, 39, 30], [38, 22, 21], [7, 42, 8], [26, 47, 11], [31, 34, 36], [19, 16, 44], [45, 3, 25], [0, 46, 15], [14, 28, 24], [40, 37, 20], [10, 12, 9], [35, 32, 23]]
[[33, 39, 30], [3, 36, 29], [11, 22, 9], [25, 10, 24], [20, 42, 43], [17, 31, 13], [35, 19, 1], [7, 34, 15], [46, 26, 5], [37, 8, 12], [18, 14, 44], [32, 47, 0], [40, 21, 45], [28, 27, 2], [41, 38, 6], [23, 16, 4]]
[[41, 25, 4], [47, 34, 9], [17, 12, 40], [37, 29, 33], [46, 38, 26], [21, 20, 3], [22, 6, 42], [5, 14, 35], [28, 16, 1], [39, 24, 27], [8, 7, 44], [30, 2, 23], [43, 19, 11], [18, 45, 32], [13, 10, 31], [0, 36, 15]]
[[44, 5, 19], [21, 18, 46], [36, 40, 1], [30, 24, 16], [45, 37, 43], [3, 0, 10], [28, 15, 39], [34, 23, 29], [6, 13, 35], [17, 11, 22], [27, 12, 8], [33, 32, 20], [9, 7, 42], [26, 31, 47], [14, 38, 4], [41, 25, 2]]
