[[33, 28, 4], [16, 30, 29], [20, 32, 18], [8, 12, 2], [3, 1, 22], [10, 31, 23], [24, 25, 17], [19, 14, 27], [21, 6, 26], [35, 36, 5], [34, 9, 13], [0, 11, 7, 15]]
[[25, 16, 2], [33, 11, 28], [29, 6, 24], [21, 14, 36], [4, 20, 31], [7, 5, 19], [1, 9, 8], [26, 15, 3], [13, 18, 32], [22, 35, 27], [30, 34, 23], [12, 0, 10, 17]]
[[33, 25, 5], [18, 17, 26], [4, 31, 1], [34, 30, 13], [11, 19, 15], [10, 2, 20], [6, 16, 14], [27, 7, 12], [32, 21, 3], [35, 23, 9], [8, 22, 0], [28, 36, 29, 24]]
[[32, 13, 1], [21, 5, 25], [4, 14, 23], [12, 10, 0], [29, 9, 17], [11, 3, 36], [33, 18, 19], [20, 6, 15], [8, 34, 22], [35, 31, 28], [24, 16, 7], [2, 30, 27, 26]]
[[4, 0, 3], [17, 9, 10], [6, 23, 30], [19, 29, 13], [12, 7, 26], [35, 21, 33], [5, 15, 24], [28, 27, 36], [16, 22, 2], [25, 14, 20], [34, 31, 11], [18, 8, 32, 1]]
[[8, 32, 35], [19, 14, 10], [7, 29, 36], [20, 5, 1], [4, 11, 33], [24, 27, 6], [22, 30, 12], [15, 13, 16], [2, 31, 3], [9, 23, 26], [28, 25, 0], [18, 34, 17, 21]]
[[9, 7, 25], [18, 34, 31], [11, 36, 26], [15, 32, 3], [10, 21, 35], [28, 8, 29], [2, 17, 14], [22, 13, 12], [19, 24, 20], [27, 1, 30], [6, 33, 4], [16, 5, 23, 0]]
[[8, 34, 6], [5, 12, 33], [21, 18, 30], [29, 7, 10], [22, 0, 2], [24, 3, 13], [20, 9, 36], [31, 35, 19], [14, 11, 26], [15, 27, 4], [28, 25, 16], [17, 32, 23, 1]]
[[21, 19, 8], [3, 23, 10], [20, 26, 17], [11, 24, 16], [12, 33, 7], [1, 31, 5], [6, 27, 30], [25, 36, 34], [4, 13, 2], [9, 22, 32], [14, 18, 28], [0, 29, 15, 35]]
[[20, 5, 17], [19, 18, 11], [8, 28, 15], [31, 22, 36], [26, 14, 34], [3, 0, 27], [33, 35, 13], [32, 1, 24], [7, 21, 10], [2, 30, 9], [25, 6, 23], [12, 29, 4, 16]]
[[15, 30, 28], [32, 17, 0], [33, 11, 22], [3, 23, 1], [20, 18, 9], [7, 36, 24], [26, 5, 21], [6, 31, 12], [4, 27, 14], [35, 2, 25], [19, 34, 16], [13, 8, 29, 10]]
[[19, 32, 18], [2, 3, 10], [21, 4, 9], [7, 16, 26], [12, 25, 35], [6, 29, 20], [13, 34, 11], [22, 1, 27], [31, 5, 30], [36, 33, 15], [24, 28, 0], [23, 8, 17, 14]]
[[17, 28, 14], [3, 24, 35], [8, 29, 21], [18, 2, 30], [33, 13, 22], [36, 20, 9], [15, 27, 0], [6, 26, 16], [11, 1, 5], [4, 31, 34], [23, 19, 32], [12, 10, 25, 7]]
[[19, 9, 26], [29, 7, 10], [8, 0, 25], [2, 27, 24], [33, 4, 34], [6, 23, 12], [28, 13, 1], [15, 16, 36], [20, 18, 32], [3, 21, 22], [17, 35, 30], [11, 5, 14, 31]]
[[0, 31, 14], [22, 7, 2], [9, 24, 18], [33, 13, 34], [15, 21, 5], [10, 1, 12], [8, 28, 35], [4, 11, 16], [27, 32, 36], [26, 30, 29], [6, 20, 19], [25, 17, 3, 23]]
[[27, 15, 18], [3, 36, 13], [4, 34, 31], [26, 19, 8], [16, 20, 24], [0, 22, 2], [1, 5, 30], [21, 9, 6], [33, 28, 32], [12, 10, 23], [11, 14, 35], [25, 17, 7, 29]]
[[4, 19, 23], [22, 15, 35], [17, 8, 25], [11, 18, 36], [10, 1, 32], [31, 6, 13], [21, 29, 12], [7, 9, 16], [28, 14, 20], [24, 5, 2], [27, 33, 0], [34, 26, 3, 30]]
[[5, 3, 6], [0, 27, 8], [14, 31, 16], [30, 4, 21], [11, 32, 35], [22, 36, 26], [13, 19, 25], [15, 18, 7], [20, 24, 10], [1, 28, 33], [29, 12, 34], [2, 23, 9, 17]]
[[29, 1, 31], [36, 5, 32], [27, 0, 17], [21, 16, 9], [11, 15, 7], [34, 8, 30], [25, 24, 2], [3, 13, 10], [35, 20, 26], [14, 23, 4], [22, 19, 6], [18, 28, 12, 33]]
[[1, 15, 24], [33, 0, 21], [14, 2, 8], [10, 12, 4], [13, 6, 7], [16, 35, 28], [18, 11, 22], [17, 20, 9], [32, 26, 25], [29, 5, 27], [30, 34, 23], [19, 36, 3, 31]]
[[20, 17, 27], [5, 12, 9], [33, 4, 3], [31, 10, 0], [8, 18, 15], [24, 21, 1], [14, 16, 36], [23, 2, 25], [22, 32, 26], [13, 11, 28], [29, 34, 6], [7, 30, 35, 19]]
[[17, 8, 3], [2, 27, 0], [13, 18, 31], [14, 11, 6], [30, 12, 25], [9, 24, 5], [32, 15, 21], [26, 33, 34], [23, 20, 28], [19, 1, 10], [35, 29, 22], [7, 16, 4, 36]]
[[7, 24, 2], [4, 22, 0], [28, 16, 32], [30, 1, 10], [5, 20, 36], [3, 18, 13], [27, 11, 6], [8, 12, 21], [23, 9, 33], [25, 15, 14], [26, 35, 31], [34, 17, 19, 29]]
[[7, 9, 33], [36, 25, 6], [20, 28, 4], [29, 14, 3], [13, 31, 10], [12, 19, 16], [15, 27, 23], [24, 2, 35], [34, 32, 17], [0, 26, 5], [30, 1, 22], [11, 18, 8, 21]]
[[34, 15, 31], [16, 24, 9], [32, 28, 36], [2, 14, 18], [21, 25, 26], [23, 1, 7], [29, 8, 10], [6, 5, 19], [27, 0, 30], [11, 13, 33], [17, 20, 35], [12, 22, 3, 4]]
[[35, 33, 15], [31, 27, 1], [18, 32, 30], [0, 24, 25], [36, 3, 19], [21, 2, 16], [20, 12, 7], [22, 13, 26], [29, 11, 5], [14, 10, 6], [17, 28, 4], [8, 23, 9, 34]]
[[32, 10, 0], [31, 6, 16], [20, 17, 33], [2, 9, 1], [14, 30, 13], [36, 29, 8], [12, 35, 23], [4, 25, 21], [27, 5, 18], [15, 7, 34], [22, 19, 28], [24, 26, 3, 11]]
[[6, 23, 22], [14, 11, 27], [35, 31, 2], [33, 7, 20], [28, 0, 15], [8, 5, 26], [3, 21, 16], [17, 34, 12], [1, 29, 10], [4, 19, 13], [24, 30, 32], [25, 36, 18, 9]]
[[23, 9, 27], [7, 34, 18], [30, 26, 21], [10, 17, 19], [28, 12, 0], [22, 32, 4], [36, 1, 2], [20, 3, 13], [31, 25, 33], [14, 6, 16], [29, 5, 11], [15, 8, 24, 35]]
[[23, 10, 16], [3, 4, 28], [0, 19, 12], [8, 33, 36], [25, 22, 27], [5, 20, 1], [24, 2, 31], [34, 11, 35], [30, 7, 29], [21, 14, 18], [9, 6, 15], [32, 26, 17, 13]]
[[1, 35, 23], [4, 8, 7], [6, 30, 12], [21, 14, 0], [22, 31, 24], [29, 34, 32], [15, 27, 10], [16, 11, 5], [18, 26, 20], [36, 9, 2], [28, 3, 13], [17, 25, 33, 19]]
[[11, 3, 15], [1, 26, 2], [34, 36, 27], [28, 4, 6], [22, 9, 31], [24, 32, 20], [12, 29, 8], [33, 23, 0], [21, 16, 35], [19, 17, 30], [14, 18, 7], [10, 5, 13, 25]]
[[6, 5, 4], [1, 2, 22], [33, 36, 18], [0, 14, 32], [3, 16, 21], [9, 7, 25], [20, 13, 28], [26, 23, 10], [27, 35, 17], [11, 31, 15], [30, 34, 8], [12, 24, 19, 29]]
[[27, 2, 24], [15, 34, 30], [4, 21, 0], [22, 11, 9], [1, 19, 35], [20, 12, 13], [18, 3, 16], [23, 26, 28], [5, 8, 29], [6, 14, 25], [7, 10, 36], [33, 32, 31, 17]]
[[27, 2, 0], [6, 19, 17], [33, 4, 20], [35, 31, 29], [22, 9, 12], [13, 10, 14], [21, 36, 11], [26, 32, 18], [3, 23, 34], [16, 1, 15], [8, 30, 7], [24, 5, 28, 25]]
[[31, 5, 12], [3, 26, 27], [8, 36, 22], [35, 28, 6], [10, 0, 23], [29, 1, 30], [18, 4, 21], [13, 32, 14], [7, 34, 2], [20, 15, 11], [24, 25, 17], [16, 33, 19, 9]]
[[27, 3, 22], [16, 7, 35], [0, 31, 10], [36, 25, 9], [30, 32, 23], [8, 12, 34], [24, 2, 1], [17, 21, 26], [18, 20, 29], [33, 19, 14], [11, 5, 15], [28, 13, 6, 4]]
[[19, 27, 2], [15, 31, 23], [29, 13, 34], [33, 22, 30], [18, 9, 5], [17, 10, 7], [26, 14, 16], [6, 1, 36], [3, 8, 4], [12, 0, 32], [21, 20, 28], [35, 11, 25, 24]]
[[18, 12, 7], [35, 14, 28], [27, 13, 17], [22, 16, 15], [1, 8, 21], [24, 31, 34], [19, 5, 25], [20, 4, 10], [30, 26, 29], [3, 0, 9], [33, 36, 32], [2, 11, 23, 6]]
[[16, 18, 14], [1, 30, 34], [17, 3, 23], [25, 15, 0], [33, 35, 9], [2, 13, 26], [19, 28, 31], [29, 36, 24], [27, 7, 6], [22, 12, 10], [8, 11, 5], [4, 21, 32, 20]]
[[18, 1, 36], [26, 12, 17], [13, 5, 19], [30, 0, 6], [22, 8, 3], [29, 7, 35], [33, 14, 32], [9, 11, 25], [21, 34, 2], [28, 16, 4], [15, 20, 31], [23, 10, 27, 24]]
[[20, 34, 8], [25, 21, 23], [11, 33, 13], [14, 27, 36], [22, 32, 24], [2, 26, 4], [5, 0, 35], [9, 18, 16], [30, 15, 28], [6, 29, 10], [1, 31, 17], [19, 7, 3, 12]]
[[1, 24, 8], [21, 6, 29], [7, 5, 4], [30, 20, 25], [10, 9, 2], [23, 12, 22], [18, 27, 15], [31, 14, 36], [3, 17, 19], [0, 35, 13], [28, 34, 26], [33, 11, 32, 16]]
[[19, 36, 4], [8, 9, 12], [25, 5, 13], [2, 26, 31], [1, 14, 24], [34, 16, 20], [6, 15, 30], [7, 3, 27], [18, 21, 0], [17, 23, 22], [28, 11, 33], [29, 10, 35, 32]]
[[14, 10, 5], [36, 18, 34], [13, 28, 15], [26, 19, 32], [35, 3, 1], [7, 23, 16], [11, 17, 0], [30, 6, 8], [29, 21, 12], [20, 33, 9], [25, 2, 4], [24, 31, 27, 22]]
[[34, 10, 35], [32, 3, 16], [27, 18, 33], [2, 14, 19], [24, 1, 28], [12, 23, 20], [0, 7, 17], [30, 21, 29], [11, 15, 26], [36, 8, 25], [9, 5, 6], [22, 13, 4, 31]]
[[8, 0, 34], [33, 14, 5], [7, 3, 26], [31, 28, 9], [11, 36, 19], [12, 35, 30], [10, 17, 22], [21, 25, 18], [24, 4, 16], [32, 29, 1], [13, 23, 27], [20, 2, 6, 15]]
