[[24, 27, 1], [21, 9, 15], [10, 0, 11], [34, 36, 29], [37, 26, 2], [3, 17, 31], [28, 32, 19], [20, 35, 12], [13, 30, 8], [14, 16, 22], [25, 23, 5, 6], [7, 18, 33, 4]]
[[24, 1, 12], [11, 23, 22], [21, 9, 0], [27, 16, 10], [13, 33, 6], [32, 31, 15], [18, 8, 35], [37, 20, 26], [25, 7, 3], [36, 19, 4], [34, 30, 2, 17], [14, 5, 28, 29]]
[[33, 16, 36], [6, 2, 5], [0, 8, 25], [30, 12, 19], [37, 7, 14], [27, 26, 15], [35, 29, 13], [21, 28, 17], [9, 11, 3], [23, 34, 18], [24, 20, 31, 4], [1, 10, 22, 32]]
[[19, 13, 5], [26, 10, 17], [15, 7, 11], [22, 6, 0], [21, 14, 31], [18, 4, 37], [16, 24, 34], [29, 23, 25], [12, 8, 20], [35, 30, 2], [32, 3, 28, 33], [27, 36, 9, 1]]
[[12, 35, 26], [32, 4, 6], [13, 5, 33], [7, 24, 23], [8, 9, 1], [30, 22, 37], [2, 10, 3], [19, 0, 36], [11, 18, 14], [28, 25, 31], [34, 16, 29, 20], [17, 21, 15, 27]]
[[2, 23, 19], [35, 6, 33], [9, 17, 31], [28, 5, 14], [10, 15, 16], [24, 0, 32], [21, 1, 29], [25, 34, 22], [13, 20, 8], [11, 26, 12], [37, 30, 4, 7], [27, 3, 36, 18]]
[[14, 10, 2], [13, 12, 0], [24, 26, 16], [29, 7, 31], [32, 28, 33], [15, 5, 30], [22, 9, 6], [3, 37, 21], [11, 35, 27], [18, 19, 20], [36, 8, 34, 4], [25, 17, 1, 23]]
[[10, 19, 22], [30, 5, 32], [4, 37, 20], [3, 31, 15], [6, 23, 9], [24, 26, 1], [11, 7, 29], [25, 21, 12], [16, 2, 0], [8, 34, 18], [28, 33, 17, 35], [27, 14, 13, 36]]
[[12, 14, 34], [9, 3, 33], [1, 21, 0], [20, 10, 24], [16, 37, 4], [26, 31, 25], [19, 29, 35], [22, 27, 13], [30, 23, 18], [15, 36, 17], [32, 5, 28, 7], [11, 2, 8, 6]]
[[4, 21, 30], [23, 1, 13], [22, 24, 34], [7, 28, 12], [0, 36, 32], [6, 35, 11], [20, 27, 25], [37, 3, 8], [19, 2, 9], [15, 26, 31], [16, 33, 17, 29], [10, 5, 14, 18]]
[[32, 37, 13], [29, 1, 18], [15, 0, 34], [23, 30, 31], [36, 10, 11], [8, 4, 12], [9, 5, 2], [14, 35, 6], [21, 24, 28], [33, 22, 25], [27, 3, 7, 26], [19, 16, 20, 17]]
[[19, 27, 23], [34, 15, 31], [30, 2, 7], [26, 8, 21], [4, 3, 6], [0, 14, 32], [10, 37, 5], [12, 1, 13], [24, 18, 9], [25, 17, 36], [20, 16, 33, 11], [22, 35, 29, 28]]
[[25, 36, 2], [13, 19, 33], [9, 6, 7], [32, 17, 20], [8, 23, 21], [34, 35, 3], [15, 0, 37], [10, 22, 4], [18, 12, 27], [14, 28, 5], [11, 1, 26, 31], [29, 30, 16, 24]]
[[37, 8, 19], [2, 9, 14], [23, 6, 36], [20, 31, 22], [29, 26, 21], [16, 12, 1], [30, 7, 4], [15, 3, 28], [24, 0, 17], [10, 25, 27], [13, 34, 35, 33], [18, 32, 5, 11]]
[[22, 17, 10], [36, 15, 21], [12, 2, 9], [32, 14, 5], [31, 25, 34], [7, 33, 4], [8, 11, 16], [35, 13, 30], [26, 0, 27], [23, 19, 29], [18, 24, 20, 37], [28, 1, 6, 3]]
[[16, 34, 21], [1, 9, 0], [33, 32, 22], [27, 6, 23], [17, 8, 24], [2, 35, 10], [5, 18, 31], [25, 20, 4], [3, 7, 29], [37, 19, 28], [13, 11, 36, 30], [14, 12, 15, 26]]
[[30, 31, 7], [22, 33, 20], [12, 25, 26], [36, 19, 15], [21, 23, 24], [9, 3, 27], [37, 35, 29], [8, 4, 34], [0, 6, 14], [11, 13, 32], [2, 28, 1, 16], [18, 10, 17, 5]]
[[11, 9, 16], [4, 8, 36], [31, 23, 17], [35, 24, 33], [27, 14, 29], [10, 1, 28], [20, 21, 25], [6, 32, 0], [2, 13, 34], [7, 5, 12], [18, 30, 19, 3], [26, 15, 37, 22]]
[[23, 8, 33], [2, 31, 14], [25, 28, 9], [24, 34, 22], [20, 12, 16], [32, 15, 17], [10, 36, 11], [30, 37, 26], [6, 7, 1], [29, 3, 35], [13, 4, 18, 19], [0, 27, 21, 5]]
[[16, 33, 3], [25, 27, 17], [32, 37, 0], [13, 12, 10], [7, 28, 20], [2, 30, 15], [11, 9, 26], [24, 22, 1], [18, 35, 36], [23, 14, 29], [31, 21, 5, 34], [4, 6, 19, 8]]
[[27, 5, 14], [11, 29, 23], [35, 1, 0], [33, 22, 17], [2, 34, 13], [16, 9, 31], [15, 24, 28], [26, 12, 19], [4, 36, 20], [32, 8, 30], [37, 25, 21, 3], [7, 10, 6, 18]]
[[2, 29, 37], [9, 15, 4], [0, 1, 36], [16, 19, 24], [23, 11, 27], [3, 17, 13], [22, 18, 8], [7, 5, 10], [14, 30, 35], [12, 31, 34], [26, 20, 32, 25], [6, 21, 28, 33]]
[[34, 32, 19], [6, 14, 36], [27, 17, 20], [4, 25, 3], [23, 24, 11], [31, 35, 37], [13, 16, 15], [12, 26, 22], [18, 29, 30], [2, 5, 7], [10, 9, 8, 28], [33, 0, 21, 1]]
[[31, 24, 15], [10, 18, 34], [22, 5, 1], [7, 27, 26], [28, 37, 16], [0, 3, 12], [23, 2, 21], [35, 20, 8], [17, 25, 11], [13, 30, 19], [9, 14, 33, 32], [36, 29, 4, 6]]
[[34, 2, 5], [12, 22, 25], [35, 3, 23], [32, 6, 14], [27, 29, 24], [18, 19, 36], [9, 20, 21], [13, 8, 17], [16, 1, 37], [28, 30, 10], [26, 0, 15, 7], [31, 11, 33, 4]]
[[14, 24, 16], [11, 17, 37], [1, 30, 36], [26, 27, 32], [31, 21, 25], [2, 12, 10], [35, 9, 7], [34, 23, 6], [5, 29, 20], [8, 19, 33], [22, 4, 3, 15], [13, 0, 18, 28]]
[[29, 27, 25], [12, 17, 20], [1, 4, 7], [16, 0, 10], [33, 28, 31], [34, 19, 24], [32, 22, 18], [15, 14, 13], [35, 3, 5], [8, 21, 2], [11, 26, 6, 36], [30, 23, 37, 9]]
[[7, 21, 16], [1, 37, 4], [33, 19, 31], [24, 35, 28], [36, 30, 27], [32, 5, 34], [14, 12, 8], [15, 29, 22], [9, 23, 26], [3, 6, 20], [11, 10, 18, 25], [0, 17, 13, 2]]
[[25, 5, 9], [12, 26, 34], [3, 17, 22], [11, 1, 16], [8, 23, 32], [7, 4, 18], [31, 2, 14], [35, 24, 33], [15, 13, 20], [28, 10, 37], [30, 6, 0, 29], [27, 36, 19, 21]]
[[17, 5, 19], [11, 36, 2], [3, 21, 12], [25, 32, 10], [24, 7, 27], [6, 9, 30], [8, 29, 14], [1, 23, 13], [20, 15, 35], [18, 28, 31], [16, 37, 34, 4], [26, 22, 33, 0]]
[[27, 0, 15], [14, 2, 36], [10, 1, 35], [21, 34, 31], [5, 7, 37], [12, 3, 25], [30, 16, 32], [22, 26, 11], [17, 9, 4], [23, 29, 20], [24, 6, 13, 8], [19, 18, 28, 33]]
[[29, 8, 19], [10, 36, 17], [6, 28, 27], [13, 12, 3], [14, 20, 1], [33, 32, 0], [31, 23, 22], [34, 9, 21], [4, 25, 26], [15, 11, 24], [16, 5, 37, 30], [2, 7, 18, 35]]
[[26, 19, 2], [11, 15, 30], [29, 10, 33], [25, 23, 31], [34, 36, 20], [12, 18, 35], [22, 9, 21], [16, 5, 24], [37, 32, 27], [28, 13, 0], [14, 8, 3, 7], [4, 6, 1, 17]]
[[9, 14, 34], [0, 8, 10], [33, 20, 26], [23, 4, 22], [12, 30, 7], [15, 35, 16], [1, 32, 6], [3, 19, 24], [31, 21, 2], [29, 36, 18], [37, 13, 27, 25], [11, 28, 5, 17]]
[[23, 10, 37], [16, 34, 32], [5, 26, 36], [3, 8, 24], [2, 0, 29], [14, 18, 25], [35, 4, 31], [22, 7, 15], [33, 9, 21], [12, 13, 27], [30, 1, 19, 20], [17, 28, 11, 6]]
[[32, 21, 36], [3, 7, 13], [6, 11, 16], [14, 2, 34], [28, 17, 12], [29, 0, 1], [20, 19, 24], [8, 31, 25], [22, 33, 4], [30, 10, 27], [5, 15, 35, 26], [23, 18, 9, 37]]
[[12, 25, 34], [13, 24, 2], [18, 37, 4], [28, 3, 19], [26, 33, 20], [0, 6, 10], [22, 35, 21], [36, 30, 29], [1, 17, 9], [5, 15, 14], [31, 11, 16, 27], [23, 8, 7, 32]]
[[23, 14, 25], [17, 15, 3], [30, 18, 28], [22, 37, 24], [7, 35, 8], [36, 11, 19], [2, 9, 20], [32, 21, 1], [29, 27, 13], [31, 12, 33], [10, 0, 6, 4], [5, 16, 26, 34]]
[[20, 17, 31], [3, 19, 7], [23, 16, 11], [32, 0, 37], [9, 35, 29], [6, 33, 18], [21, 12, 13], [34, 1, 5], [26, 15, 36], [30, 27, 2], [4, 22, 25, 8], [28, 14, 24, 10]]
