[[0, 22, 3], [25, 28, 15], [27, 11, 12], [5, 17, 7], [20, 19, 29], [9, 10, 1], [21, 23, 2], [26, 6, 14], [16, 8, 18], [24, 13, 4]]
[[17, 1, 9], [8, 25, 5], [13, 11, 4], [27, 18, 6], [16, 14, 22], [29, 20, 3], [0, 10, 21], [24, 19, 28], [12, 23, 7], [26, 2, 15]]
[[23, 17, 4], [19, 5, 20], [10, 13, 1], [26, 27, 24], [21, 3, 15], [2, 11, 7], [0, 16, 6], [9, 8, 28], [12, 14, 25], [22, 29, 18]]
[[10, 0, 7], [21, 29, 19], [16, 23, 6], [13, 12, 20], [2, 26, 24], [27, 18, 17], [8, 9, 14], [3, 5, 22], [11, 15, 28], [1, 25, 4]]
[[21, 29, 4], [11, 3, 17], [26, 24, 25], [7, 12, 14], [0, 13, 22], [10, 2, 18], [16, 5, 28], [20, 15, 6], [23, 1, 8], [27, 9, 19]]
[[18, 14, 3], [7, 22, 13], [0, 12, 15], [19, 5, 10], [17, 21, 23], [6, 16, 29], [2, 25, 28], [26, 8, 24], [27, 1, 20], [9, 4, 11]]
[[29, 9, 0], [19, 1, 13], [20, 6, 24], [22, 10, 11], [15, 2, 25], [18, 26, 7], [5, 8, 4], [17, 23, 28], [16, 12, 21], [3, 14, 27]]
[[6, 27, 21], [3, 22, 0], [29, 7, 20], [2, 18, 9], [24, 11, 16], [5, 26, 1], [8, 13, 12], [17, 14, 23], [25, 28, 19], [4, 15, 10]]
[[28, 8, 2], [17, 20, 11], [24, 12, 4], [22, 6, 9], [15, 0, 10], [25, 27, 26], [23, 14, 16], [7, 29, 13], [5, 21, 18], [19, 1, 3]]
[[21, 4, 20], [10, 0, 29], [14, 22, 23], [17, 24, 25], [12, 16, 15], [26, 18, 2], [6, 11, 3], [8, 7, 19], [5, 9, 27], [13, 28, 1]]
[[6, 17, 25], [24, 21, 9], [27, 18, 20], [4, 0, 14], [12, 13, 15], [2, 22, 28], [19, 7, 23], [10, 3, 8], [16, 5, 1], [29, 11, 26]]
[[21, 6, 8], [12, 18, 28], [11, 22, 4], [24, 7, 26], [0, 16, 2], [5, 27, 25], [1, 20, 15], [14, 23, 3], [29, 19, 10], [13, 17, 9]]
[[11, 12, 3], [28, 20, 16], [23, 25, 27], [1, 19, 24], [5, 17, 10], [6, 8, 14], [7, 13, 22], [21, 29, 26], [15, 2, 0], [4, 18, 9]]
[[12, 25, 9], [23, 11, 28], [18, 22, 21], [5, 27, 20], [16, 13, 14], [17, 24, 29], [0, 6, 26], [2, 3, 1], [10, 15, 8], [4, 19, 7]]
[[21, 9, 15], [23, 13, 5], [25, 18, 14], [4, 16, 22], [3, 27, 20], [29, 1, 0], [7, 12, 28], [10, 17, 26], [24, 6, 19], [11, 8, 2]]
[[15, 11, 7], [2, 19, 26], [10, 5, 12], [13, 16, 29], [14, 24, 22], [6, 27, 3], [17, 20, 28], [9, 18, 23], [0, 8, 25], [4, 1, 21]]
[[17, 1, 22], [6, 26, 13], [18, 9, 19], [8, 29, 12], [25, 7, 24], [11, 15, 0], [4, 14, 16], [5, 10, 21], [20, 2, 3], [27, 28, 23]]
[[4, 6, 22], [26, 10, 19], [24, 7, 1], [8, 23, 27], [20, 5, 15], [13, 12, 25], [21, 11, 28], [14, 9, 18], [0, 3, 17], [16, 29, 2]]
[[3, 19, 29], [24, 1, 14], [25, 15, 2], [10, 27, 20], [28, 8, 17], [12, 23, 5], [16, 18, 22], [4, 6, 9], [0, 21, 11], [13, 7, 26]]
[[5, 2, 10], [18, 25, 7], [28, 8, 22], [13, 11, 4], [27, 3, 9], [15, 19, 16], [24, 6, 0], [23, 26, 1], [14, 17, 12], [20, 21, 29]]
[[17, 7, 10], [11, 19, 16], [23, 8, 18], [4, 5, 21], [24, 20, 2], [25, 15, 22], [0, 13, 6], [1, 26, 9], [12, 3, 14], [27, 29, 28]]
[[18, 16, 27], [23, 3, 7], [10, 13, 14], [20, 19, 8], [1, 26, 28], [22, 9, 17], [2, 12, 29], [11, 21, 4], [24, 15, 5], [0, 25, 6]]
[[3, 24, 2], [27, 6, 17], [8, 7, 1], [11, 18, 12], [16, 25, 0], [21, 15, 29], [23, 28, 22], [19, 26, 20], [10, 4, 5], [9, 13, 14]]
[[17, 14, 2], [18, 1, 21], [7, 0, 22], [23, 25, 26], [15, 3, 12], [11, 16, 8], [28, 24, 27], [10, 19, 5], [4, 20, 6], [29, 9, 13]]
[[8, 20, 6], [15, 21, 11], [25, 2, 22], [9, 10, 18], [1, 28, 27], [5, 4, 29], [17, 7, 3], [12, 13, 24], [0, 26, 23], [14, 19, 16]]
[[20, 8, 13], [24, 25, 5], [23, 0, 21], [9, 6, 19], [29, 7, 3], [27, 22, 26], [4, 2, 16], [12, 1, 17], [10, 15, 28], [18, 14, 11]]
[[12, 13, 8], [15, 23, 29], [14, 7, 9], [11, 20, 28], [10, 5, 27], [18, 17, 21], [22, 3, 24], [19, 2, 4], [25, 0, 1], [6, 16, 26]]
[[12, 6, 14], [22, 18, 8], [17, 1, 16], [10, 27, 3], [0, 23, 7], [24, 11, 20], [25, 28, 26], [21, 19, 2], [15, 9, 5], [4, 29, 13]]
[[25, 7, 29], [13, 27, 9], [16, 19, 28], [10, 17, 21], [23, 20, 3], [5, 18, 0], [12, 15, 22], [2, 26, 6], [4, 8, 14], [11, 24, 1]]
[[13, 18, 20], [2, 27, 11], [19, 25, 17], [3, 10, 23], [22, 8, 0], [21, 14, 29], [6, 28, 16], [1, 12, 24], [7, 26, 9], [15, 4, 5]]
[[25, 19, 11], [20, 27, 3], [18, 17, 22], [24, 0, 12], [7, 28, 1], [9, 5, 10], [8, 6, 2], [21, 23, 26], [14, 13, 16], [15, 29, 4]]
[[29, 21, 18], [22, 24, 23], [15, 26, 27], [3, 10, 25], [8, 11, 13], [20, 4, 7], [9, 6, 12], [17, 28, 14], [1, 19, 0], [2, 5, 16]]
[[23, 7, 12], [14, 16, 21], [1, 13, 3], [8, 9, 27], [2, 29, 22], [15, 20, 6], [28, 18, 11], [10, 25, 26], [24, 19, 5], [4, 17, 0]]
[[29, 12, 10], [17, 8, 16], [19, 11, 6], [21, 2, 25], [18, 3, 14], [4, 15, 1], [22, 28, 13], [27, 9, 7], [5, 24, 26], [23, 20, 0]]
[[5, 4, 6], [8, 1, 13], [17, 12, 23], [11, 21, 7], [2, 29, 27], [28, 18, 10], [24, 9, 16], [3, 19, 15], [0, 25, 26], [20, 22, 14]]
[[8, 15, 3], [7, 0, 10], [14, 25, 4], [24, 2, 23], [13, 19, 26], [29, 18, 16], [11, 9, 22], [17, 28, 1], [12, 6, 21], [20, 5, 27]]
[[24, 19, 12], [10, 20, 5], [4, 18, 9], [6, 8, 25], [3, 11, 21], [0, 16, 7], [23, 13, 15], [14, 2, 27], [22, 1, 29], [26, 17, 28]]
[[14, 21, 9], [23, 12, 4], [7, 26, 29], [25, 18, 24], [16, 2, 5], [0, 19, 10], [8, 15, 22], [28, 6, 13], [11, 27, 3], [17, 20, 1]]
[[29, 12, 7], [15, 11, 6], [19, 2, 3], [9, 17, 14], [28, 25, 26], [1, 24, 10], [22, 0, 20], [16, 18, 8], [21, 23, 27], [13, 4, 5]]
[[25, 8, 27], [10, 13, 4], [20, 17, 18], [28, 19, 24], [11, 16, 21], [7, 2, 26], [3, 15, 9], [1, 29, 6], [5, 0, 12], [14, 23, 22]]
[[19, 13, 5], [23, 21, 20], [11, 27, 8], [0, 7, 18], [9, 25, 6], [16, 26, 17], [15, 4, 12], [24, 22, 28], [14, 10, 1], [2, 3, 29]]
[[25, 11, 24], [15, 9, 14], [6, 13, 4], [27, 20, 22], [23, 16, 18], [2, 7, 29], [1, 3, 21], [12, 28, 10], [5, 26, 0], [8, 17, 19]]
[[2, 1, 29], [13, 23, 24], [18, 20, 3], [8, 16, 22], [15, 14, 28], [6, 7, 10], [12, 5, 11], [19, 26, 4], [21, 9, 0], [27, 17, 25]]
[[5, 16, 27], [7, 12, 3], [24, 13, 10], [22, 2, 29], [8, 18, 11], [21, 0, 23], [1, 4, 15], [6, 19, 17], [9, 25, 14], [28, 26, 20]]
[[26, 12, 0], [1, 17, 13], [11, 24, 16], [6, 4, 22], [18, 10, 5], [19, 25, 8], [9, 27, 14], [15, 3, 29], [7, 20, 2], [28, 21, 23]]
[[7, 11, 19], [6, 17, 20], [1, 4, 8], [15, 23, 3], [21, 0, 18], [5, 12, 2], [13, 16, 29], [10, 26, 24], [25, 27, 14], [28, 22, 9]]
[[3, 9, 13], [12, 4, 11], [16, 19, 14], [2, 7, 6], [1, 0, 18], [5, 22, 10], [20, 8, 24], [26, 29, 21], [25, 27, 23], [17, 28, 15]]
[[20, 27, 21], [7, 10, 28], [5, 25, 13], [4, 11, 2], [22, 24, 1], [9, 12, 18], [14, 6, 26], [15, 29, 0], [3, 23, 8], [16, 19, 17]]
[[13, 23, 11], [24, 21, 28], [14, 20, 17], [9, 27, 15], [18, 5, 8], [25, 1, 7], [4, 22, 12], [29, 2, 26], [19, 16, 3], [10, 6, 0]]
[[0, 23, 5], [24, 9, 1], [26, 27, 29], [12, 19, 2], [6, 7, 11], [25, 22, 14], [15, 18, 17], [28, 16, 3], [10, 20, 13], [8, 21, 4]]
