[[12, 6, 7], [29, 24, 37], [9, 31, 14], [13, 23, 36], [20, 15, 26], [18, 17, 27], [38, 5, 10], [41, 16, 22], [34, 2, 11], [19, 32, 40], [28, 33, 25], [3, 1, 4], [30, 35, 0], [8, 21, 39]]
[[36, 35, 31], [30, 34, 25], [8, 32, 7], [21, 41, 9], [22, 38, 6], [37, 11, 39], [18, 16, 12], [33, 14, 27], [23, 24, 0], [19, 15, 4], [3, 28, 1], [29, 26, 5], [20, 10, 2], [13, 17, 40]]
[[28, 8, 10], [26, 27, 39], [41, 6, 13], [29, 33, 37], [11, 25, 38], [15, 40, 19], [21, 35, 2], [9, 7, 16], [0, 14, 31], [3, 32, 23], [34, 12, 1], [20, 36, 4], [22, 17, 5], [30, 18, 24]]
[[41, 4, 33], [37, 39, 2], [10, 15, 9], [12, 1, 23], [11, 29, 17], [35, 38, 16], [31, 32, 7], [5, 19, 24], [18, 20, 13], [8, 27, 34], [28, 40, 30], [6, 25, 21], [22, 0, 36], [3, 26, 14]]
[[4, 39, 3], [22, 5, 0], [2, 1, 16], [9, 41, 15], [10, 31, 14], [28, 19, 11], [34, 33, 36], [7, 30, 6], [25, 12, 18], [35, 37, 24], [29, 13, 21], [38, 8, 17], [26, 20, 27], [32, 40, 23]]
[[6, 11, 30], [23, 33, 40], [2, 7, 37], [4, 35, 28], [25, 8, 10], [26, 36, 3], [5, 32, 31], [14, 17, 34], [20, 22, 19], [39, 9, 16], [1, 15, 12], [29, 0, 27], [24, 21, 18], [38, 13, 41]]
[[41, 32, 17], [13, 18, 24], [0, 2, 25], [11, 1, 39], [23, 27, 14], [4, 6, 22], [40, 36, 28], [12, 33, 15], [7, 35, 8], [3, 37, 9], [10, 30, 5], [38, 16, 26], [20, 34, 19], [21, 29, 31]]
[[24, 12, 32], [28, 40, 38], [36, 25, 39], [31, 23, 20], [0, 37, 11], [6, 13, 22], [17, 35, 1], [7, 19, 41], [29, 8, 4], [21, 18, 9], [16, 3, 34], [5, 14, 10], [2, 30, 26], [27, 15, 33]]
[[24, 8, 35], [39, 14, 0], [29, 30, 10], [18, 25, 37], [12, 17, 23], [27, 3, 7], [5, 11, 16], [15, 2, 33], [31, 9, 41], [34, 38, 22], [13, 36, 28], [32, 1, 19], [40, 4, 26], [21, 20, 6]]
[[13, 29, 0], [21, 31, 10], [12, 17, 35], [2, 41, 32], [3, 6, 39], [33, 34, 9], [24, 28, 23], [18, 19, 11], [16, 37, 27], [4, 38, 5], [8, 30, 1], [14, 40, 26], [25, 15, 20], [7, 36, 22]]
[[34, 18, 14], [3, 12, 24], [23, 2, 36], [25, 13, 37], [32, 11, 0], [33, 41, 5], [15, 7, 39], [6, 19, 17], [8, 26, 30], [16, 4, 21], [22, 27, 38], [1, 35, 20], [10, 40, 9], [29, 31, 28]]
[[31, 18, 36], [35, 8, 32], [11, 1, 41], [20, 12, 2], [40, 34, 27], [29, 7, 39], [17, 28, 37], [14, 30, 9], [24, 21, 15], [6, 0, 33], [3, 26, 10], [38, 5, 13], [4, 25, 16], [23, 19, 22]]
[[17, 23, 4], [10, 16, 28], [25, 37, 24], [6, 38, 22], [7, 14, 29], [33, 32, 8], [41, 20, 13], [39, 2, 26], [12, 40, 36], [11, 0, 18], [31, 35, 30], [34, 9, 19], [1, 27, 21], [5, 15, 3]]
[[29, 11, 25], [28, 27, 16], [6, 40, 9], [18, 20, 39], [21, 15, 2], [33, 1, 41], [10, 5, 38], [24, 4, 31], [22, 34, 3], [7, 32, 14], [0, 12, 26], [35, 13, 37], [30, 36, 8], [17, 19, 23]]
[[21, 16, 26], [39, 24, 13], [30, 11, 6], [20, 8, 3], [17, 35, 36], [32, 33, 5], [15, 31, 40], [38, 7, 29], [1, 4, 22], [9, 14, 0], [28, 12, 34], [25, 27, 19], [18, 41, 10], [2, 23, 37]]
[[0, 6, 16], [28, 1, 23], [26, 32, 38], [13, 33, 25], [4, 41, 22], [2, 8, 17], [12, 5, 3], [7, 11, 27], [29, 10, 34], [19, 9, 37], [21, 14, 35], [15, 20, 24], [36, 18, 40], [39, 31, 30]]
[[20, 10, 28], [23, 18, 8], [15, 11, 2], [3, 12, 35], [17, 33, 38], [4, 7, 27], [31, 19, 24], [36, 34, 40], [16, 25, 30], [41, 26, 1], [29, 9, 22], [13, 21, 5], [0, 39, 6], [14, 37, 32]]
[[7, 12, 37], [9, 28, 11], [36, 24, 2], [35, 8, 29], [34, 27, 39], [20, 13, 21], [4, 3, 22], [19, 26, 33], [40, 15, 1], [25, 17, 0], [16, 23, 5], [10, 32, 31], [14, 30, 18], [41, 38, 6]]
[[31, 32, 36], [37, 5, 26], [16, 7, 12], [10, 25, 1], [0, 15, 35], [41, 9, 34], [19, 24, 8], [40, 22, 14], [28, 21, 18], [33, 30, 11], [2, 20, 13], [17, 29, 6], [4, 39, 27], [3, 38, 23]]
[[25, 30, 24], [9, 28, 22], [33, 15, 10], [29, 34, 4], [6, 23, 40], [7, 8, 0], [12, 38, 2], [1, 11, 32], [21, 36, 17], [31, 37, 26], [14, 20, 16], [5, 41, 13], [27, 39, 35], [19, 18, 3]]
[[9, 16, 27], [13, 7, 41], [20, 31, 23], [19, 10, 22], [35, 4, 28], [6, 36, 40], [17, 21, 12], [0, 25, 3], [30, 34, 32], [5, 18, 8], [37, 11, 33], [38, 24, 26], [39, 15, 1], [29, 14, 2]]
[[17, 14, 7], [32, 36, 20], [1, 13, 2], [0, 28, 29], [33, 24, 12], [22, 5, 4], [23, 6, 30], [11, 38, 16], [26, 15, 35], [18, 8, 37], [3, 40, 19], [10, 9, 41], [34, 25, 39], [27, 31, 21]]
[[3, 35, 33], [22, 8, 32], [31, 14, 28], [18, 29, 25], [23, 37, 34], [7, 4, 5], [11, 17, 16], [20, 19, 24], [26, 39, 9], [40, 1, 41], [38, 21, 6], [27, 12, 13], [15, 30, 2], [36, 0, 10]]
[[11, 35, 22], [21, 37, 17], [1, 10, 34], [19, 39, 14], [0, 13, 2], [29, 8, 23], [38, 7, 24], [16, 25, 20], [26, 40, 4], [31, 5, 33], [9, 41, 6], [36, 32, 27], [12, 18, 28], [15, 30, 3]]
[[41, 39, 17], [40, 28, 24], [16, 23, 1], [37, 31, 6], [30, 34, 27], [36, 12, 25], [10, 13, 35], [4, 0, 5], [19, 33, 26], [3, 15, 38], [8, 20, 18], [9, 11, 22], [32, 21, 29], [14, 7, 2]]
[[21, 19, 37], [4, 8, 17], [13, 14, 20], [41, 3, 28], [18, 39, 24], [38, 12, 31], [33, 25, 36], [30, 16, 9], [22, 2, 29], [10, 34, 32], [35, 1, 11], [6, 26, 27], [7, 40, 23], [0, 15, 5]]
[[27, 29, 21], [1, 38, 2], [28, 16, 23], [10, 25, 39], [8, 24, 5], [33, 36, 31], [41, 7, 34], [19, 17, 30], [40, 32, 18], [26, 35, 11], [6, 37, 9], [14, 13, 4], [3, 20, 0], [12, 22, 15]]
