[[15, 24, 45], [32, 16, 11], [40, 0, 12], [39, 13, 36], [48, 30, 23], [47, 10, 1], [42, 43, 46], [9, 31, 38], [33, 14, 21], [5, 4, 6], [34, 20, 19], [25, 8, 3], [44, 22, 27], [41, 37, 26], [7, 29, 28], [18, 35, 17, 2]]
[[46, 37, 0], [10, 1, 27], [24, 17, 12], [43, 41, 16], [32, 3, 4], [48, 7, 33], [45, 18, 6], [29, 38, 13], [35, 15, 30], [40, 20, 42], [14, 8, 26], [21, 36, 34], [39, 28, 31], [25, 23, 44], [5, 47, 11], [9, 19, 2, 22]]
[[32, 36, 39], [9, 6, 28], [5, 10, 27], [21, 18, 4], [33, 38, 30], [0, 31, 13], [8, 15, 44], [43, 34, 19], [29, 35, 45], [26, 12, 25], [11, 3, 46], [24, 16, 47], [48, 17, 37], [1, 20, 14], [42, 23, 40], [7, 22, 2, 41]]
[[34, 17, 28], [0, 39, 18], [5, 14, 12], [42, 16, 48], [11, 15, 13], [26, 23, 8], [4, 7, 10], [47, 30, 19], [45, 9, 40], [43, 21, 37], [1, 32, 31], [44, 36, 33], [29, 46, 2], [25, 20, 35], [6, 27, 38], [3, 41, 24, 22]]
[[36, 4, 30], [25, 0, 26], [9, 48, 5], [13, 20, 41], [2, 40, 14], [38, 45, 24], [47, 37, 10], [42, 19, 7], [29, 27, 12], [46, 22, 15], [17, 18, 32], [6, 1, 39], [16, 35, 23], [28, 11, 33], [44, 34, 3], [21, 43, 31, 8]]
[[16, 2, 14], [30, 20, 0], [35, 7, 33], [3, 40, 43], [15, 45, 42], [46, 23, 11], [48, 17, 12], [1, 6, 24], [9, 10, 27], [34, 25, 44], [28, 47, 37], [8, 41, 13], [39, 36, 29], [5, 26, 31], [38, 21, 18], [32, 19, 4, 22]]
[[40, 30, 17], [8, 12, 42], [45, 22, 13], [43, 32, 3], [19, 7, 4], [14, 26, 34], [41, 10, 37], [18, 24, 9], [44, 1, 21], [29, 39, 2], [46, 27, 23], [16, 20, 0], [48, 25, 35], [38, 33, 5], [15, 47, 6], [11, 31, 36, 28]]
[[28, 32, 39], [12, 3, 47], [20, 8, 2], [34, 21, 17], [46, 18, 31], [29, 33, 24], [14, 11, 44], [41, 6, 45], [48, 10, 13], [23, 16, 1], [36, 25, 26], [38, 27, 43], [35, 42, 15], [9, 37, 40], [30, 22, 5], [19, 4, 0, 7]]
[[15, 17, 18], [14, 4, 46], [27, 12, 48], [30, 45, 25], [41, 22, 37], [43, 16, 5], [31, 36, 39], [34, 0, 29], [24, 9, 23], [1, 42, 28], [47, 19, 6], [40, 20, 33], [11, 26, 32], [44, 8, 2], [35, 21, 3], [7, 10, 13, 38]]
[[27, 33, 19], [15, 43, 38], [2, 10, 17], [12, 6, 34], [11, 14, 8], [29, 37, 20], [48, 28, 3], [5, 30, 44], [39, 9, 1], [35, 46, 22], [4, 23, 36], [25, 7, 40], [41, 13, 18], [47, 24, 16], [42, 45, 21], [26, 0, 32, 31]]
[[45, 4, 40], [35, 6, 15], [31, 39, 36], [46, 22, 5], [41, 19, 33], [28, 8, 0], [3, 1, 24], [9, 30, 47], [44, 32, 18], [16, 23, 38], [14, 2, 13], [26, 34, 20], [43, 17, 10], [25, 11, 27], [29, 48, 42], [21, 37, 7, 12]]
[[27, 0, 4], [6, 25, 34], [13, 16, 44], [20, 5, 14], [43, 1, 48], [33, 45, 40], [8, 17, 37], [2, 24, 36], [10, 42, 38], [18, 39, 7], [47, 15, 26], [30, 29, 32], [28, 19, 3], [46, 31, 23], [35, 9, 21], [11, 41, 22, 12]]
[[21, 46, 24], [47, 17, 7], [26, 35, 39], [10, 14, 38], [43, 45, 29], [15, 23, 13], [34, 48, 41], [12, 8, 27], [18, 22, 31], [3, 44, 25], [20, 40, 5], [36, 32, 30], [37, 1, 2], [19, 16, 33], [28, 6, 42], [11, 4, 0, 9]]
[[45, 17, 31], [30, 12, 37], [3, 40, 47], [21, 27, 33], [9, 7, 43], [46, 19, 29], [26, 36, 4], [11, 32, 6], [41, 16, 44], [2, 10, 48], [34, 24, 38], [20, 35, 5], [28, 8, 18], [1, 14, 42], [22, 25, 0], [23, 13, 15, 39]]
[[34, 23, 19], [44, 7, 43], [21, 22, 24], [13, 39, 29], [48, 14, 5], [32, 46, 36], [12, 35, 47], [25, 33, 40], [11, 3, 17], [0, 1, 30], [45, 9, 27], [18, 31, 16], [10, 42, 37], [8, 26, 41], [20, 2, 15], [38, 4, 28, 6]]
[[0, 27, 48], [21, 46, 13], [24, 26, 34], [25, 4, 36], [7, 45, 11], [37, 38, 35], [41, 42, 22], [2, 9, 14], [5, 16, 1], [23, 47, 32], [17, 19, 18], [6, 31, 3], [30, 12, 40], [33, 10, 15], [28, 44, 29], [39, 20, 8, 43]]
[[35, 27, 41], [24, 30, 8], [17, 40, 36], [47, 0, 42], [7, 2, 29], [14, 10, 26], [31, 45, 22], [18, 12, 5], [37, 43, 3], [38, 32, 13], [1, 23, 34], [44, 33, 19], [6, 20, 15], [16, 11, 39], [4, 25, 28], [9, 21, 46, 48]]
[[42, 7, 12], [46, 48, 35], [4, 44, 27], [17, 18, 8], [29, 45, 1], [47, 10, 37], [16, 11, 24], [15, 32, 30], [41, 31, 0], [39, 22, 9], [28, 20, 6], [34, 19, 43], [38, 36, 5], [2, 40, 3], [13, 26, 21], [25, 14, 33, 23]]
[[47, 44, 48], [43, 39, 28], [20, 2, 16], [45, 18, 41], [36, 3, 8], [7, 33, 38], [34, 26, 13], [6, 5, 29], [14, 23, 27], [42, 37, 32], [24, 11, 35], [21, 0, 31], [30, 25, 1], [15, 46, 40], [12, 9, 17], [4, 22, 19, 10]]
[[16, 35, 28], [10, 13, 5], [34, 14, 32], [0, 9, 44], [37, 47, 45], [15, 12, 20], [18, 1, 24], [40, 4, 29], [7, 21, 30], [19, 17, 41], [31, 3, 8], [2, 39, 11], [6, 43, 48], [46, 42, 27], [25, 38, 22], [23, 36, 26, 33]]
[[6, 31, 11], [33, 9, 46], [2, 13, 32], [12, 22, 30], [19, 18, 3], [44, 23, 41], [7, 24, 42], [27, 16, 20], [43, 45, 21], [10, 28, 39], [14, 4, 0], [48, 40, 47], [26, 38, 8], [5, 25, 34], [36, 37, 1], [17, 29, 15, 35]]
[[5, 12, 18], [47, 40, 44], [16, 4, 14], [37, 25, 10], [36, 13, 23], [26, 24, 27], [29, 21, 34], [11, 35, 32], [8, 0, 9], [42, 7, 22], [46, 30, 28], [48, 3, 43], [31, 38, 1], [45, 15, 2], [41, 17, 20], [6, 33, 19, 39]]
[[20, 19, 35], [30, 37, 6], [32, 41, 11], [3, 22, 25], [23, 8, 44], [12, 47, 15], [27, 0, 7], [14, 28, 40], [39, 36, 33], [24, 42, 16], [5, 2, 26], [13, 45, 34], [21, 9, 1], [38, 18, 29], [48, 31, 17], [46, 4, 43, 10]]
[[19, 10, 43], [28, 23, 16], [25, 40, 24], [36, 1, 17], [42, 39, 29], [2, 9, 11], [33, 44, 35], [26, 27, 38], [22, 12, 32], [30, 46, 5], [0, 14, 6], [41, 20, 37], [48, 15, 45], [34, 18, 8], [47, 7, 31], [13, 3, 21, 4]]
[[33, 6, 29], [27, 34, 37], [11, 16, 23], [45, 31, 26], [43, 44, 24], [25, 3, 35], [21, 12, 40], [1, 20, 18], [2, 17, 19], [36, 13, 15], [10, 48, 32], [9, 46, 14], [42, 4, 0], [41, 39, 8], [5, 47, 30], [38, 22, 28, 7]]
[[45, 36, 32], [7, 26, 42], [12, 39, 30], [31, 16, 13], [4, 47, 1], [18, 41, 5], [3, 29, 38], [33, 37, 8], [24, 21, 10], [27, 0, 40], [2, 20, 6], [43, 19, 22], [35, 23, 28], [25, 11, 14], [17, 15, 44], [34, 9, 46, 48]]
[[27, 23, 21], [1, 25, 16], [30, 37, 5], [12, 45, 17], [3, 43, 33], [6, 46, 0], [28, 9, 20], [26, 36, 10], [35, 29, 41], [4, 24, 11], [44, 7, 32], [13, 15, 42], [22, 38, 8], [47, 19, 48], [31, 39, 2], [34, 18, 40, 14]]
[[39, 47, 34], [30, 33, 35], [10, 45, 29], [44, 38, 1], [21, 7, 48], [27, 15, 32], [11, 25, 20], [46, 23, 8], [18, 13, 4], [19, 2, 6], [26, 14, 9], [41, 22, 16], [42, 43, 28], [0, 31, 40], [3, 36, 5], [17, 24, 37, 12]]
[[15, 35, 48], [16, 42, 31], [18, 12, 28], [14, 25, 7], [22, 45, 0], [24, 23, 41], [1, 34, 32], [47, 8, 2], [29, 9, 26], [6, 19, 13], [36, 27, 38], [37, 17, 39], [33, 46, 40], [44, 5, 30], [4, 3, 20], [10, 43, 11, 21]]
[[32, 2, 1], [38, 9, 45], [22, 3, 13], [29, 25, 18], [7, 20, 0], [43, 33, 31], [46, 23, 35], [5, 17, 27], [24, 30, 21], [10, 16, 41], [15, 48, 8], [47, 39, 36], [37, 44, 14], [11, 12, 40], [42, 6, 34], [26, 28, 19, 4]]
[[29, 13, 5], [15, 42, 30], [33, 0, 48], [23, 22, 20], [43, 12, 10], [24, 18, 14], [47, 37, 9], [32, 40, 19], [36, 4, 26], [11, 21, 38], [8, 1, 25], [6, 46, 39], [41, 17, 31], [2, 16, 28], [35, 27, 3], [34, 44, 7, 45]]
[[4, 48, 28], [30, 8, 20], [1, 7, 9], [43, 10, 11], [31, 21, 14], [17, 41, 29], [26, 23, 12], [33, 3, 35], [2, 19, 16], [13, 27, 45], [34, 38, 42], [25, 24, 47], [39, 15, 5], [0, 6, 40], [37, 46, 36], [44, 22, 32, 18]]
[[47, 29, 44], [4, 41, 8], [7, 38, 42], [36, 2, 12], [39, 10, 28], [35, 17, 5], [40, 1, 46], [0, 30, 6], [21, 27, 16], [37, 48, 15], [31, 19, 43], [22, 45, 26], [25, 33, 14], [9, 23, 34], [3, 32, 24], [11, 18, 20, 13]]
[[27, 42, 17], [37, 12, 22], [4, 6, 2], [5, 21, 33], [40, 41, 1], [31, 25, 9], [43, 8, 19], [29, 11, 10], [32, 7, 16], [47, 46, 34], [39, 14, 24], [36, 38, 3], [45, 44, 23], [13, 26, 30], [0, 48, 15], [28, 35, 18, 20]]
[[39, 19, 6], [9, 22, 45], [35, 41, 8], [47, 37, 23], [21, 34, 3], [20, 0, 25], [29, 17, 24], [38, 11, 2], [18, 32, 40], [48, 12, 7], [43, 10, 27], [30, 44, 5], [28, 31, 42], [16, 4, 46], [33, 26, 14], [36, 13, 15, 1]]
