[[4, 8, 24], [9, 10, 17], [11, 21, 26], [23, 7, 31], [5, 40, 36], [29, 2, 22], [0, 20, 27], [35, 1, 34], [25, 6, 37], [38, 39, 33], [15, 13, 12], [14, 18, 3, 16], [32, 28, 30, 19]]
[[26, 14, 9], [40, 16, 11], [36, 17, 7], [39, 38, 33], [23, 34, 1], [18, 4, 20], [5, 12, 3], [6, 21, 2], [27, 37, 22], [31, 35, 28], [25, 29, 8], [15, 30, 0, 24], [10, 32, 19, 13]]
[[19, 17, 0], [20, 10, 23], [7, 18, 32], [5, 37, 33], [39, 25, 11], [15, 21, 26], [4, 3, 38], [1, 40, 2], [24, 36, 22], [9, 8, 30], [14, 28, 27], [29, 13, 35, 16], [6, 31, 12, 34]]
[[16, 32, 6], [9, 37, 3], [22, 30, 35], [29, 7, 18], [2, 21, 10], [20, 19, 11], [15, 17, 33], [23, 14, 5], [40, 39, 1], [31, 0, 36], [26, 4, 38], [8, 25, 24, 12], [28, 13, 27, 34]]
[[37, 1, 6], [32, 23, 30], [35, 24, 28], [38, 22, 31], [5, 18, 40], [16, 33, 27], [12, 36, 0], [34, 39, 4], [7, 14, 13], [2, 21, 8], [25, 20, 3], [29, 11, 19, 9], [17, 15, 26, 10]]
[[15, 0, 13], [37, 35, 22], [4, 23, 31], [29, 16, 21], [32, 38, 7], [30, 11, 33], [8, 1, 25], [24, 28, 6], [10, 39, 18], [40, 27, 12], [34, 9, 19], [26, 2, 17, 14], [36, 5, 3, 20]]
[[31, 7, 29], [18, 37, 40], [38, 23, 35], [21, 24, 3], [15, 8, 26], [0, 36, 6], [5, 39, 4], [25, 28, 22], [2, 11, 19], [17, 14, 12], [9, 33, 1], [20, 10, 34, 30], [16, 32, 13, 27]]
[[28, 40, 33], [25, 24, 1], [26, 10, 29], [32, 30, 5], [23, 2, 20], [36, 22, 3], [37, 8, 27], [34, 12, 11], [13, 17, 4], [18, 0, 21], [15, 14, 35], [39, 16, 7, 19], [31, 38, 9, 6]]
[[14, 22, 27], [21, 31, 33], [35, 1, 8], [9, 29, 4], [3, 0, 32], [39, 40, 10], [24, 15, 12], [6, 20, 28], [25, 16, 26], [36, 23, 17], [37, 19, 18], [2, 7, 38, 30], [11, 13, 34, 5]]
[[6, 30, 12], [29, 16, 40], [7, 38, 32], [39, 3, 11], [5, 26, 35], [28, 14, 37], [31, 24, 1], [22, 13, 33], [4, 8, 27], [36, 19, 21], [34, 0, 15], [25, 23, 10, 2], [18, 9, 20, 17]]
[[29, 34, 4], [40, 20, 32], [22, 30, 15], [33, 27, 16], [12, 0, 36], [6, 21, 35], [19, 31, 23], [9, 28, 3], [26, 14, 1], [25, 2, 7], [17, 24, 13], [38, 8, 5, 11], [10, 18, 39, 37]]
[[38, 24, 0], [14, 37, 20], [35, 9, 21], [34, 33, 19], [17, 26, 4], [31, 27, 3], [8, 18, 39], [29, 25, 5], [15, 32, 40], [23, 28, 7], [22, 13, 2], [1, 30, 36, 12], [16, 11, 10, 6]]
[[29, 15, 0], [36, 38, 18], [30, 5, 22], [31, 12, 28], [21, 4, 27], [9, 35, 6], [1, 20, 37], [25, 3, 11], [39, 32, 14], [24, 33, 17], [34, 40, 23], [10, 16, 13, 19], [26, 8, 2, 7]]
[[25, 26, 9], [28, 17, 3], [4, 8, 14], [1, 0, 18], [34, 31, 37], [22, 40, 6], [20, 12, 23], [35, 5, 30], [24, 15, 32], [13, 10, 27], [16, 38, 2], [36, 33, 19, 39], [29, 21, 7, 11]]
[[30, 25, 0], [3, 35, 20], [32, 14, 26], [15, 22, 17], [31, 2, 23], [1, 12, 18], [5, 13, 7], [39, 40, 36], [24, 37, 33], [10, 28, 16], [21, 29, 8], [34, 4, 38, 6], [9, 11, 19, 27]]
[[21, 31, 24], [12, 39, 32], [27, 36, 20], [16, 22, 34], [35, 18, 7], [2, 40, 6], [30, 13, 5], [38, 15, 3], [9, 33, 1], [10, 14, 26], [29, 28, 25], [11, 4, 17, 37], [23, 19, 8, 0]]
[[5, 31, 37], [35, 24, 10], [16, 14, 7], [21, 30, 12], [13, 2, 40], [28, 1, 8], [19, 23, 18], [9, 3, 27], [36, 33, 17], [34, 6, 11], [0, 26, 20], [38, 39, 29, 15], [32, 25, 22, 4]]
[[24, 10, 8], [6, 7, 36], [3, 16, 18], [15, 35, 29], [25, 39, 37], [38, 17, 34], [27, 26, 4], [11, 1, 28], [21, 13, 20], [14, 0, 22], [2, 9, 40], [30, 19, 23, 5], [32, 33, 31, 12]]
[[29, 35, 33], [0, 7, 28], [15, 38, 20], [8, 36, 3], [37, 1, 27], [40, 30, 32], [14, 16, 12], [34, 24, 6], [31, 39, 25], [26, 5, 10], [18, 4, 22], [13, 19, 17, 21], [23, 9, 11, 2]]
[[32, 27, 37], [19, 23, 17], [31, 6, 29], [7, 28, 5], [15, 33, 36], [34, 12, 9], [0, 10, 2], [8, 4, 14], [16, 3, 39], [18, 35, 13], [11, 22, 26], [25, 30, 1, 24], [40, 20, 21, 38]]
[[8, 31, 26], [34, 12, 5], [33, 30, 24], [14, 29, 27], [13, 6, 17], [11, 37, 35], [18, 38, 20], [4, 23, 10], [25, 39, 40], [7, 32, 21], [28, 9, 19], [2, 22, 36, 0], [1, 3, 16, 15]]
[[33, 13, 36], [34, 32, 9], [28, 40, 11], [24, 6, 7], [27, 35, 0], [21, 14, 37], [39, 26, 4], [38, 17, 2], [29, 3, 22], [5, 30, 12], [8, 23, 31], [10, 18, 1, 19], [25, 16, 20, 15]]
