[[35, 30, 38], [39, 11, 21], [14, 31, 22], [23, 0, 12], [6, 8, 13], [33, 24, 25], [27, 16, 32], [19, 10, 18], [7, 34, 4], [1, 37, 29], [2, 15, 9], [36, 3, 5], [20, 17, 26, 28]]
[[38, 14, 36], [19, 5, 4], [2, 21, 10], [6, 17, 27], [29, 3, 22], [8, 13, 0], [12, 35, 24], [9, 30, 33], [31, 25, 18], [37, 34, 23], [20, 32, 26], [39, 16, 7], [11, 1, 15, 28]]
[[3, 1, 38], [18, 5, 24], [36, 35, 23], [19, 11, 17], [32, 2, 20], [30, 28, 7], [10, 6, 31], [29, 0, 12], [39, 9, 13], [4, 16, 33], [34, 27, 15], [8, 26, 21], [22, 37, 25, 14]]
[[12, 6, 13], [2, 39, 20], [0, 17, 26], [18, 30, 25], [7, 35, 37], [1, 9, 38], [21, 33, 29], [16, 15, 11], [14, 10, 22], [19, 36, 28], [5, 8, 34], [24, 32, 4], [31, 27, 3, 23]]
[[24, 14, 30], [8, 16, 0], [34, 20, 13], [27, 10, 22], [5, 23, 38], [6, 29, 1], [12, 25, 35], [19, 36, 3], [31, 15, 2], [37, 11, 39], [7, 26, 18], [17, 28, 4], [32, 33, 21, 9]]
[[29, 11, 25], [33, 0, 16], [32, 36, 10], [24, 14, 17], [20, 19, 5], [31, 1, 6], [38, 13, 4], [9, 3, 22], [2, 34, 37], [21, 8, 15], [30, 7, 23], [35, 28, 27], [26, 18, 12, 39]]
[[15, 23, 25], [12, 2, 3], [37, 27, 6], [21, 26, 24], [33, 5, 22], [18, 9, 11], [39, 13, 35], [0, 7, 29], [17, 32, 36], [1, 31, 30], [20, 16, 28], [14, 34, 19], [10, 38, 4, 8]]
[[0, 23, 32], [10, 34, 20], [35, 24, 4], [39, 18, 6], [8, 9, 27], [16, 22, 28], [14, 5, 33], [12, 7, 37], [13, 19, 15], [21, 17, 31], [38, 36, 11], [30, 3, 1], [26, 29, 2, 25]]
[[10, 38, 36], [29, 39, 4], [20, 17, 8], [35, 31, 26], [5, 21, 14], [15, 27, 30], [9, 1, 28], [2, 7, 13], [11, 16, 0], [22, 12, 19], [32, 33, 23], [25, 37, 18], [24, 34, 3, 6]]
[[36, 39, 18], [4, 2, 15], [12, 16, 25], [23, 19, 24], [29, 6, 11], [1, 22, 9], [3, 37, 8], [21, 28, 17], [14, 34, 31], [38, 20, 35], [33, 5, 32], [10, 26, 30], [0, 7, 27, 13]]
[[31, 13, 16], [25, 2, 6], [0, 12, 33], [14, 5, 8], [20, 27, 1], [26, 29, 17], [10, 30, 21], [35, 18, 32], [22, 39, 11], [4, 3, 23], [24, 7, 38], [15, 9, 28], [34, 37, 19, 36]]
[[35, 7, 18], [29, 6, 2], [4, 12, 3], [14, 11, 34], [39, 1, 24], [38, 27, 20], [37, 31, 28], [23, 13, 9], [26, 5, 16], [8, 25, 19], [17, 0, 15], [32, 33, 10], [21, 22, 30, 36]]
[[23, 0, 10], [19, 29, 25], [14, 30, 2], [27, 37, 12], [7, 17, 35], [34, 1, 9], [6, 20, 18], [5, 26, 4], [22, 38, 15], [36, 39, 16], [13, 11, 32], [24, 3, 28], [8, 21, 33, 31]]
