[[1, 14, 21], [7, 15, 10], [11, 20, 17], [13, 4, 22], [5, 3, 16], [24, 2, 12], [0, 23, 19], [18, 9, 8, 6]]
[[1, 15, 7], [23, 10, 24], [8, 20, 19], [21, 17, 5], [3, 18, 9], [0, 12, 22], [16, 11, 6], [14, 13, 4, 2]]
[[2, 18, 21], [6, 17, 5], [10, 8, 7], [11, 14, 20], [1, 22, 12], [19, 3, 15], [9, 4, 13], [23, 16, 0, 24]]
[[7, 15, 10], [21, 6, 23], [17, 2, 3], [20, 24, 4], [13, 0, 19], [1, 11, 5], [9, 22, 8], [18, 14, 12, 16]]
[[14, 22, 10], [13, 16, 1], [21, 3, 11], [9, 23, 18], [5, 2, 20], [12, 6, 8], [19, 4, 15], [17, 24, 0, 7]]
[[4, 21, 10], [7, 17, 20], [13, 11, 24], [16, 9, 1], [12, 18, 2], [19, 22, 3], [15, 6, 14], [5, 23, 0, 8]]
[[4, 23, 2], [8, 7, 21], [12, 14, 10], [16, 24, 9], [3, 1, 17], [15, 20, 13], [5, 19, 22], [0, 18, 6, 11]]
[[4, 11, 3], [17, 5, 10], [20, 8, 13], [15, 9, 16], [1, 23, 6], [24, 19, 21], [18, 2, 0], [22, 7, 12, 14]]
[[2, 9, 0], [24, 19, 10], [22, 16, 21], [11, 8, 3], [4, 23, 15], [20, 14, 5], [12, 1, 6], [13, 7, 18, 17]]
[[16, 24, 10], [6, 11, 20], [21, 5, 2], [23, 13, 0], [17, 12, 22], [18, 14, 3], [8, 15, 1], [7, 19, 9, 4]]
[[18, 13, 15], [9, 6, 10], [5, 3, 8], [2, 1, 20], [14, 16, 22], [23, 11, 4], [0, 24, 21], [17, 19, 12, 7]]
[[14, 3, 17], [21, 20, 18], [15, 12, 23], [24, 10, 11], [8, 5, 6], [1, 2, 16], [13, 0, 7], [9, 22, 19, 4]]
[[2, 6, 4], [24, 22, 0], [11, 7, 1], [8, 14, 5], [17, 18, 12], [3, 23, 16], [13, 10, 19], [21, 15, 20, 9]]
[[21, 15, 17], [23, 0, 16], [18, 3, 9], [24, 11, 13], [7, 14, 8], [6, 2, 10], [4, 5, 1], [19, 12, 22, 20]]
[[4, 16, 21], [9, 7, 20], [22, 11, 12], [0, 6, 13], [15, 18, 23], [19, 1, 5], [17, 2, 10], [24, 3, 8, 14]]
[[8, 7, 2], [0, 21, 11], [18, 15, 13], [17, 12, 5], [23, 10, 16], [4, 1, 19], [3, 9, 14], [6, 24, 20, 22]]
[[2, 22, 4], [12, 13, 16], [24, 14, 11], [10, 23, 20], [17, 5, 8], [1, 18, 6], [21, 7, 3], [9, 15, 19, 0]]
[[18, 10, 17], [0, 15, 12], [5, 3, 2], [23, 16, 4], [22, 13, 14], [7, 19, 21], [8, 11, 9], [6, 24, 20, 1]]
