[[9, 15, 0], [22, 8, 19], [27, 20, 24], [4, 13, 14], [23, 1, 18], [25, 16, 10], [21, 12, 26], [11, 7, 17], [6, 2, 5, 3]]
[[20, 12, 3], [17, 1, 10], [19, 4, 5], [14, 21, 8], [18, 25, 13], [15, 9, 7], [23, 6, 11], [2, 22, 26], [27, 16, 0, 24]]
[[17, 26, 19], [22, 25, 21], [4, 14, 5], [23, 8, 3], [11, 15, 10], [2, 12, 7], [13, 9, 27], [20, 18, 24], [0, 6, 1, 16]]
[[8, 2, 0], [26, 16, 13], [18, 24, 1], [25, 3, 9], [23, 20, 11], [19, 6, 7], [12, 27, 4], [5, 21, 15], [22, 14, 17, 10]]
[[13, 17, 2], [12, 25, 27], [19, 18, 24], [8, 7, 20], [22, 16, 11], [26, 10, 21], [4, 9, 0], [5, 23, 15], [14, 6, 3, 1]]
[[0, 14, 3], [18, 10, 23], [24, 15, 21], [25, 4, 26], [2, 6, 5], [17, 20, 8], [7, 9, 16], [12, 11, 1], [27, 19, 22, 13]]
[[4, 20, 13], [26, 0, 24], [7, 1, 16], [15, 21, 5], [9, 11, 17], [12, 3, 27], [2, 18, 23], [8, 22, 14], [19, 10, 25, 6]]
[[1, 15, 14], [3, 10, 18], [6, 13, 23], [8, 2, 20], [0, 16, 22], [11, 9, 24], [5, 25, 19], [7, 12, 21], [26, 27, 4, 17]]
[[23, 15, 9], [27, 14, 5], [20, 10, 3], [18, 12, 7], [24, 4, 16], [17, 0, 1], [21, 8, 2], [26, 19, 6], [11, 13, 25, 22]]
[[12, 3, 9], [8, 2, 16], [6, 0, 11], [15, 19, 5], [1, 10, 24], [27, 18, 26], [4, 7, 17], [14, 21, 22], [25, 20, 23, 13]]
[[3, 12, 25], [9, 21, 10], [14, 19, 8], [15, 7, 11], [27, 22, 20], [13, 24, 0], [4, 6, 17], [1, 23, 5], [2, 18, 26, 16]]
[[18, 17, 8], [12, 21, 23], [11, 20, 4], [22, 6, 10], [26, 0, 14], [27, 1, 13], [3, 2, 19], [9, 25, 5], [15, 16, 7, 24]]
[[14, 8, 27], [9, 26, 5], [0, 17, 13], [2, 15, 16], [25, 4, 24], [10, 19, 7], [6, 21, 12], [20, 1, 11], [22, 23, 3, 18]]
[[15, 24, 9], [19, 0, 13], [22, 1, 10], [3, 12, 18], [23, 21, 2], [17, 5, 20], [27, 14, 7], [6, 16, 26], [8, 11, 4, 25]]
[[15, 3, 17], [13, 14, 5], [20, 12, 25], [11, 7, 0], [8, 26, 9], [19, 21, 24], [6, 16, 2], [4, 18, 1], [23, 10, 27, 22]]
[[6, 13, 10], [11, 26, 27], [15, 22, 8], [0, 21, 12], [16, 20, 14], [2, 18, 5], [7, 4, 19], [17, 25, 24], [3, 1, 23, 9]]
[[12, 21, 9], [13, 3, 8], [14, 16, 22], [18, 15, 10], [11, 25, 1], [5, 0, 2], [17, 4, 24], [19, 20, 7], [6, 23, 27, 26]]
[[0, 25, 21], [26, 8, 2], [14, 23, 24], [4, 13, 6], [3, 22, 7], [19, 20, 12], [17, 11, 1], [18, 9, 27], [16, 15, 5, 10]]
[[10, 20, 4], [0, 9, 2], [26, 12, 21], [1, 14, 13], [25, 7, 8], [24, 17, 3], [6, 23, 11], [16, 5, 15], [19, 22, 18, 27]]
[[4, 0, 22], [23, 14, 21], [27, 16, 1], [25, 19, 9], [20, 13, 7], [11, 18, 17], [2, 5, 10], [12, 6, 3], [24, 26, 15, 8]]
[[12, 9, 2], [27, 10, 19], [20, 24, 6], [25, 4, 18], [23, 16, 11], [14, 1, 15], [5, 17, 3], [8, 13, 26], [7, 0, 21, 22]]
[[18, 8, 0], [16, 21, 22], [23, 27, 15], [6, 14, 3], [11, 1, 7], [24, 13, 20], [10, 17, 12], [4, 9, 2], [5, 26, 19, 25]]
[[9, 13, 1], [4, 15, 10], [6, 22, 19], [16, 2, 18], [26, 24, 12], [11, 27, 0], [8, 5, 23], [14, 21, 17], [3, 25, 7, 20]]
[[7, 24, 27], [18, 9, 21], [23, 6, 26], [19, 4, 14], [16, 20, 8], [10, 25, 15], [1, 12, 2], [22, 0, 5], [13, 17, 11, 3]]
[[4, 6, 22], [13, 1, 11], [18, 21, 3], [0, 27, 10], [19, 8, 26], [20, 12, 15], [14, 9, 17], [2, 7, 24], [23, 16, 25, 5]]
[[23, 25, 0], [3, 9, 14], [21, 8, 26], [24, 10, 19], [1, 27, 5], [6, 13, 20], [4, 11, 7], [22, 2, 18], [16, 12, 17, 15]]
[[19, 6, 0], [21, 12, 24], [5, 11, 3], [10, 16, 4], [13, 1, 18], [8, 17, 14], [26, 20, 7], [25, 15, 27], [2, 23, 9, 22]]
[[22, 0, 2], [25, 14, 21], [16, 17, 15], [6, 19, 1], [10, 7, 26], [4, 3, 18], [9, 27, 20], [24, 12, 5], [13, 11, 8, 23]]
[[24, 5, 10], [8, 6, 17], [22, 1, 2], [3, 25, 16], [20, 21, 12], [26, 15, 7], [11, 4, 9], [23, 27, 18], [19, 14, 13, 0]]
[[26, 12, 27], [13, 14, 23], [15, 9, 7], [17, 5, 8], [19, 16, 3], [21, 22, 0], [2, 4, 18], [25, 24, 6], [11, 10, 20, 1]]
[[1, 23, 11], [9, 0, 10], [19, 26, 7], [4, 2, 22], [15, 27, 25], [17, 20, 13], [8, 6, 21], [14, 12, 24], [3, 16, 18, 5]]
[[17, 9, 10], [0, 20, 6], [27, 22, 25], [1, 16, 15], [3, 26, 18], [23, 7, 2], [8, 4, 13], [14, 11, 12], [5, 19, 21, 24]]
[[3, 26, 15], [6, 21, 8], [10, 9, 2], [20, 5, 1], [12, 23, 19], [0, 27, 4], [17, 11, 13], [25, 14, 22], [24, 18, 7, 16]]
[[3, 16, 21], [5, 20, 11], [23, 19, 25], [8, 12, 7], [15, 9, 13], [17, 26, 14], [27, 2, 0], [6, 24, 10], [4, 22, 18, 1]]
[[8, 25, 27], [24, 10, 9], [3, 16, 21], [19, 13, 14], [1, 4, 15], [11, 20, 12], [22, 7, 5], [2, 23, 18], [6, 0, 17, 26]]
[[6, 0, 18], [20, 13, 1], [16, 22, 12], [5, 21, 19], [11, 17, 15], [27, 7, 4], [23, 9, 10], [3, 2, 25], [8, 26, 24, 14]]
[[3, 18, 23], [16, 22, 2], [4, 12, 7], [5, 9, 15], [17, 14, 6], [27, 24, 11], [1, 19, 26], [10, 0, 8], [20, 13, 25, 21]]
[[11, 26, 23], [22, 18, 1], [13, 2, 17], [14, 6, 21], [25, 19, 20], [7, 3, 27], [12, 8, 16], [15, 9, 24], [5, 4, 10, 0]]
[[17, 12, 15], [21, 8, 0], [10, 27, 18], [20, 6, 26], [11, 14, 3], [25, 9, 4], [23, 16, 22], [5, 24, 7], [13, 2, 19, 1]]
[[14, 21, 11], [18, 24, 22], [16, 12, 27], [0, 15, 4], [6, 1, 13], [7, 25, 23], [8, 10, 26], [19, 17, 9], [5, 2, 20, 3]]
[[11, 21, 1], [6, 19, 8], [9, 0, 22], [27, 7, 12], [25, 26, 4], [24, 3, 14], [17, 10, 18], [16, 23, 5], [13, 15, 2, 20]]
[[1, 17, 16], [15, 14, 11], [20, 13, 5], [18, 7, 9], [26, 8, 27], [19, 22, 21], [23, 12, 6], [10, 4, 2], [3, 25, 0, 24]]
[[12, 18, 0], [10, 17, 26], [25, 21, 6], [2, 16, 1], [5, 27, 14], [15, 7, 13], [3, 9, 11], [24, 8, 22], [20, 23, 19, 4]]
[[15, 9, 18], [20, 2, 26], [6, 4, 0], [21, 13, 1], [10, 8, 24], [3, 22, 27], [17, 5, 14], [7, 12, 16], [23, 11, 19, 25]]
[[15, 24, 19], [13, 16, 8], [20, 4, 22], [1, 2, 5], [26, 12, 7], [27, 10, 17], [0, 11, 14], [18, 9, 25], [6, 21, 3, 23]]
[[26, 6, 25], [0, 21, 24], [10, 15, 4], [22, 5, 3], [20, 12, 7], [14, 11, 13], [1, 16, 23], [9, 2, 18], [27, 8, 17, 19]]
[[26, 23, 19], [1, 9, 16], [15, 21, 24], [20, 4, 27], [5, 11, 8], [17, 13, 10], [2, 0, 6], [18, 3, 12], [14, 25, 7, 22]]
[[23, 11, 21], [0, 25, 12], [26, 6, 14], [27, 4, 13], [8, 16, 2], [5, 24, 19], [15, 7, 18], [10, 9, 20], [17, 3, 22, 1]]
[[13, 7, 9], [16, 15, 12], [19, 18, 25], [3, 24, 21], [17, 26, 6], [4, 10, 14], [8, 20, 5], [0, 11, 22], [23, 1, 2, 27]]
[[2, 22, 10], [26, 19, 27], [0, 11, 12], [9, 17, 25], [3, 4, 8], [16, 23, 15], [6, 7, 13], [1, 21, 20], [14, 24, 5, 18]]
[[15, 19, 11], [18, 24, 20], [25, 10, 3], [23, 7, 1], [8, 13, 14], [27, 9, 6], [16, 0, 4], [26, 2, 21], [12, 5, 17, 22]]
[[19, 1, 8], [15, 3, 2], [10, 6, 5], [27, 17, 0], [24, 23, 25], [18, 26, 4], [9, 7, 22], [16, 21, 13], [12, 11, 14, 20]]
[[20, 18, 3], [8, 15, 14], [19, 13, 0], [23, 11, 10], [27, 4, 7], [9, 6, 12], [24, 26, 25], [22, 21, 1], [17, 5, 16, 2]]
[[2, 12, 4], [5, 16, 20], [15, 7, 25], [1, 9, 0], [17, 21, 3], [8, 22, 10], [26, 24, 19], [18, 14, 6], [13, 23, 27, 11]]
[[3, 0, 17], [21, 24, 7], [25, 11, 27], [20, 6, 2], [5, 18, 19], [12, 8, 26], [10, 4, 1], [22, 23, 14], [15, 13, 16, 9]]
[[9, 7, 16], [24, 12, 1], [10, 22, 4], [6, 11, 23], [14, 8, 5], [18, 17, 21], [27, 25, 0], [3, 20, 26], [13, 2, 15, 19]]
[[24, 10, 25], [4, 21, 12], [26, 15, 13], [23, 19, 22], [9, 18, 7], [6, 16, 1], [27, 0, 2], [5, 11, 20], [17, 14, 3, 8]]
[[27, 7, 11], [20, 5, 16], [1, 0, 22], [10, 6, 26], [25, 4, 23], [3, 12, 21], [18, 9, 2], [15, 17, 19], [8, 24, 14, 13]]
[[1, 16, 20], [9, 26, 3], [7, 8, 21], [18, 12, 24], [19, 11, 14], [15, 5, 23], [2, 4, 13], [17, 10, 25], [27, 0, 22, 6]]
[[2, 24, 6], [23, 26, 3], [9, 27, 10], [7, 20, 17], [22, 8, 12], [14, 11, 19], [18, 4, 16], [25, 0, 1], [13, 5, 15, 21]]
[[8, 1, 6], [5, 20, 19], [18, 2, 25], [10, 9, 23], [3, 4, 24], [16, 17, 0], [12, 21, 22], [11, 15, 26], [27, 7, 14, 13]]
[[2, 5, 23], [14, 20, 18], [27, 17, 24], [16, 22, 11], [1, 13, 10], [21, 12, 19], [15, 25, 8], [3, 0, 7], [6, 26, 4, 9]]
[[26, 19, 10], [21, 15, 12], [27, 23, 6], [25, 1, 7], [22, 14, 20], [2, 13, 4], [17, 11, 0], [18, 3, 24], [5, 16, 8, 9]]
[[17, 24, 0], [25, 22, 27], [6, 11, 10], [9, 18, 8], [21, 14, 13], [20, 1, 19], [26, 23, 15], [5, 12, 16], [3, 7, 2, 4]]
[[1, 19, 17], [22, 14, 0], [8, 20, 18], [2, 10, 4], [12, 24, 26], [6, 16, 5], [13, 11, 25], [3, 15, 27], [23, 21, 9, 7]]
[[0, 24, 11], [3, 4, 26], [23, 8, 10], [12, 22, 20], [9, 19, 15], [5, 13, 1], [14, 7, 25], [16, 21, 17], [6, 2, 27, 18]]
[[3, 25, 8], [20, 15, 10], [1, 14, 18], [4, 11, 19], [21, 27, 6], [17, 24, 5], [16, 22, 2], [23, 9, 12], [7, 13, 0, 26]]
[[11, 12, 25], [21, 5, 22], [6, 18, 27], [24, 26, 14], [0, 9, 2], [1, 13, 23], [3, 4, 20], [19, 10, 16], [8, 15, 17, 7]]
[[1, 20, 23], [19, 26, 21], [2, 3, 4], [11, 5, 13], [18, 7, 12], [8, 10, 17], [14, 0, 24], [16, 9, 6], [22, 15, 25, 27]]
[[2, 17, 18], [26, 9, 19], [5, 13, 16], [3, 12, 1], [21, 20, 24], [27, 14, 22], [15, 23, 6], [4, 0, 8], [7, 10, 11, 25]]
[[16, 17, 7], [14, 12, 1], [19, 18, 8], [2, 11, 20], [0, 3, 21], [10, 23, 5], [13, 27, 26], [4, 9, 15], [25, 6, 22, 24]]
[[10, 14, 8], [20, 12, 22], [24, 27, 26], [19, 2, 11], [21, 25, 16], [1, 23, 9], [0, 18, 4], [7, 17, 6], [13, 5, 3, 15]]
[[3, 20, 11], [21, 1, 16], [7, 8, 12], [13, 5, 27], [18, 22, 4], [17, 6, 14], [9, 2, 19], [10, 23, 25], [24, 0, 26, 15]]
[[5, 15, 18], [19, 25, 24], [9, 22, 16], [1, 0, 3], [4, 11, 26], [6, 8, 10], [20, 27, 2], [17, 23, 7], [21, 12, 13, 14]]
[[18, 23, 11], [24, 3, 26], [1, 13, 20], [8, 4, 15], [5, 2, 0], [12, 6, 7], [9, 16, 21], [22, 10, 25], [14, 27, 19, 17]]
[[5, 15, 27], [25, 10, 7], [21, 16, 4], [14, 24, 13], [12, 20, 8], [6, 3, 9], [2, 0, 1], [17, 26, 19], [11, 23, 18, 22]]
[[27, 10, 24], [18, 17, 20], [5, 12, 1], [4, 15, 0], [23, 25, 7], [3, 19, 8], [16, 11, 21], [26, 9, 2], [6, 13, 14, 22]]
[[14, 7, 27], [5, 2, 23], [13, 26, 10], [18, 4, 6], [20, 11, 19], [21, 22, 9], [25, 1, 15], [12, 8, 0], [3, 17, 24, 16]]
[[0, 19, 14], [2, 22, 1], [18, 15, 26], [8, 17, 13], [11, 27, 7], [6, 23, 20], [24, 16, 12], [25, 5, 10], [3, 21, 4, 9]]
[[23, 17, 16], [9, 2, 12], [25, 26, 3], [6, 18, 22], [13, 8, 4], [19, 27, 24], [15, 10, 21], [7, 5, 0], [1, 20, 11, 14]]
[[18, 8, 1], [12, 20, 14], [15, 11, 5], [19, 13, 24], [0, 10, 7], [9, 2, 23], [22, 17, 16], [25, 27, 3], [4, 21, 6, 26]]
[[12, 3, 20], [21, 15, 5], [18, 24, 1], [11, 13, 8], [7, 17, 27], [23, 6, 14], [2, 25, 9], [0, 22, 19], [26, 16, 10, 4]]
[[18, 5, 15], [8, 19, 22], [13, 10, 20], [23, 0, 7], [24, 1, 3], [2, 16, 26], [11, 9, 25], [4, 12, 17], [21, 27, 6, 14]]
[[5, 9, 20], [22, 4, 1], [6, 15, 14], [27, 7, 8], [26, 23, 0], [24, 21, 10], [13, 18, 17], [16, 12, 11], [3, 2, 19, 25]]
[[19, 27, 12], [15, 7, 14], [22, 0, 17], [9, 24, 3], [20, 13, 11], [6, 26, 4], [1, 21, 2], [10, 18, 5], [8, 23, 25, 16]]
[[15, 1, 2], [13, 25, 20], [4, 18, 11], [21, 17, 8], [27, 26, 0], [12, 5, 24], [6, 9, 16], [22, 19, 23], [7, 10, 3, 14]]
[[17, 18, 23], [8, 10, 12], [9, 6, 26], [25, 22, 20], [7, 4, 19], [16, 15, 14], [0, 24, 3], [13, 21, 2], [5, 1, 11, 27]]
[[3, 21, 15], [26, 20, 27], [24, 23, 11], [25, 10, 17], [22, 16, 13], [4, 12, 6], [8, 1, 19], [14, 7, 9], [2, 18, 0, 5]]
[[18, 14, 15], [0, 10, 27], [2, 24, 13], [25, 19, 22], [3, 20, 7], [16, 26, 1], [12, 5, 9], [17, 21, 23], [6, 4, 8, 11]]
[[8, 7, 1], [19, 10, 26], [14, 22, 21], [16, 13, 25], [4, 9, 23], [11, 24, 5], [12, 18, 0], [2, 6, 3], [27, 20, 17, 15]]
[[23, 18, 0], [19, 4, 1], [7, 17, 12], [21, 8, 20], [11, 6, 27], [16, 9, 14], [3, 26, 5], [10, 13, 24], [15, 22, 2, 25]]
[[16, 0, 17], [21, 15, 9], [14, 6, 19], [10, 3, 13], [22, 11, 4], [23, 2, 20], [1, 8, 26], [5, 24, 18], [7, 27, 25, 12]]
[[17, 21, 10], [27, 26, 22], [11, 0, 1], [25, 6, 7], [4, 9, 2], [20, 13, 5], [12, 24, 14], [18, 8, 15], [23, 19, 16, 3]]
[[14, 22, 6], [16, 9, 26], [5, 23, 4], [18, 12, 2], [13, 20, 1], [8, 27, 11], [19, 0, 15], [10, 24, 3], [21, 7, 25, 17]]
