[[31, 13, 34], [20, 10, 43], [35, 28, 23], [42, 16, 27], [33, 17, 18], [22, 5, 4], [29, 8, 14], [19, 46, 9], [39, 36, 45], [6, 21, 2], [38, 37, 41], [12, 3, 30], [26, 32, 24], [11, 40, 44, 25], [15, 1, 0, 7]]
[[39, 42, 28], [32, 17, 15], [8, 5, 34], [36, 30, 13], [12, 16, 20], [37, 26, 25], [31, 40, 44], [27, 3, 35], [1, 45, 21], [46, 11, 18], [38, 6, 22], [29, 9, 7], [33, 10, 14], [2, 23, 24, 19], [4, 41, 0, 43]]
[[33, 44, 24], [0, 36, 28], [9, 16, 38], [12, 3, 7], [17, 45, 29], [10, 1, 23], [15, 46, 14], [20, 22, 25], [13, 4, 26], [35, 18, 32], [19, 6, 37], [42, 40, 5], [39, 43, 41], [30, 2, 27, 31], [34, 21, 11, 8]]
[[21, 2, 34], [42, 25, 36], [7, 3, 39], [29, 22, 18], [41, 0, 13], [23, 37, 19], [6, 8, 30], [20, 43, 32], [44, 35, 40], [16, 26, 24], [38, 28, 31], [10, 9, 1], [27, 17, 15], [5, 14, 45, 46], [11, 4, 12, 33]]
[[28, 32, 6], [45, 26, 18], [36, 22, 31], [5, 12, 33], [10, 2, 24], [19, 44, 25], [8, 9, 30], [34, 15, 39], [20, 29, 21], [4, 38, 13], [14, 42, 43], [37, 41, 16], [3, 11, 46], [23, 27, 40, 7], [17, 1, 35, 0]]
[[36, 35, 13], [32, 46, 26], [0, 30, 9], [44, 7, 11], [39, 6, 34], [14, 41, 43], [25, 31, 27], [24, 28, 10], [21, 29, 3], [23, 4, 5], [8, 45, 17], [38, 16, 1], [19, 42, 20], [22, 12, 33, 40], [15, 18, 37, 2]]
[[9, 39, 30], [41, 19, 23], [20, 34, 3], [17, 33, 7], [29, 44, 36], [11, 18, 8], [40, 43, 2], [16, 32, 42], [28, 1, 45], [13, 22, 26], [35, 27, 25], [4, 15, 37], [38, 21, 14], [0, 6, 24, 5], [31, 10, 46, 12]]
[[3, 37, 13], [1, 46, 27], [25, 31, 34], [29, 19, 41], [43, 44, 5], [22, 39, 45], [18, 8, 33], [9, 23, 28], [36, 38, 10], [17, 11, 7], [32, 16, 6], [40, 2, 15], [24, 35, 30], [4, 21, 0, 42], [12, 26, 14, 20]]
[[43, 20, 39], [46, 3, 21], [32, 45, 26], [12, 22, 27], [29, 4, 13], [6, 41, 40], [1, 0, 34], [2, 14, 37], [33, 42, 7], [38, 19, 28], [18, 36, 30], [16, 5, 31], [35, 9, 23], [10, 25, 15, 11], [44, 24, 17, 8]]
[[29, 2, 45], [7, 33, 28], [13, 31, 35], [17, 4, 32], [10, 39, 15], [0, 25, 40], [27, 9, 19], [43, 46, 20], [44, 1, 5], [11, 23, 12], [21, 34, 36], [24, 8, 30], [16, 41, 3], [42, 14, 18, 26], [22, 37, 6, 38]]
[[16, 24, 10], [5, 0, 9], [19, 26, 7], [45, 12, 46], [44, 13, 21], [32, 33, 8], [31, 6, 30], [27, 35, 41], [29, 38, 40], [14, 1, 34], [36, 4, 2], [25, 42, 15], [39, 22, 20], [11, 28, 17, 37], [43, 3, 23, 18]]
[[28, 43, 33], [25, 35, 24], [0, 30, 14], [40, 7, 34], [3, 18, 45], [19, 16, 32], [1, 26, 23], [27, 6, 9], [13, 15, 29], [36, 8, 11], [22, 5, 37], [2, 17, 44], [41, 42, 12], [38, 4, 21, 20], [10, 46, 31, 39]]
[[34, 24, 22], [23, 27, 2], [40, 17, 4], [25, 12, 9], [13, 31, 45], [20, 26, 35], [39, 7, 3], [16, 43, 19], [18, 1, 41], [8, 29, 32], [14, 44, 11], [28, 6, 15], [36, 21, 33], [5, 0, 38, 42], [37, 46, 10, 30]]
[[18, 25, 42], [8, 29, 15], [2, 11, 31], [17, 44, 34], [12, 5, 26], [24, 20, 27], [32, 45, 33], [46, 4, 16], [22, 6, 19], [14, 43, 21], [36, 30, 23], [10, 3, 39], [37, 0, 35], [28, 40, 13, 7], [38, 41, 1, 9]]
[[9, 23, 2], [46, 37, 41], [33, 12, 43], [1, 27, 44], [18, 4, 13], [21, 35, 26], [30, 40, 17], [45, 36, 29], [15, 19, 22], [31, 42, 5], [20, 34, 7], [16, 11, 0], [14, 8, 24], [39, 10, 25, 28], [6, 32, 38, 3]]
[[25, 42, 4], [12, 2, 14], [17, 45, 33], [7, 39, 16], [29, 27, 36], [38, 1, 9], [30, 34, 13], [18, 22, 15], [20, 41, 11], [32, 23, 43], [37, 0, 35], [28, 5, 46], [44, 8, 6], [19, 24, 31, 26], [40, 3, 21, 10]]
[[3, 34, 33], [24, 42, 26], [2, 9, 37], [32, 30, 28], [0, 31, 46], [17, 13, 38], [7, 29, 27], [21, 19, 8], [20, 44, 16], [22, 4, 40], [6, 35, 11], [36, 10, 45], [5, 41, 12], [14, 1, 15, 39], [23, 25, 18, 43]]
[[8, 10, 35], [1, 34, 19], [5, 16, 4], [32, 17, 36], [31, 30, 38], [0, 24, 23], [22, 41, 12], [42, 2, 44], [21, 18, 9], [46, 25, 15], [7, 11, 39], [26, 27, 43], [40, 13, 20], [29, 6, 33, 14], [28, 45, 37, 3]]
[[33, 37, 2], [36, 42, 16], [15, 21, 6], [40, 24, 27], [9, 26, 23], [0, 29, 32], [22, 41, 18], [7, 5, 34], [8, 20, 1], [45, 17, 38], [3, 13, 31], [4, 39, 30], [10, 46, 11], [14, 25, 43, 19], [28, 35, 44, 12]]
[[36, 4, 29], [34, 21, 43], [22, 25, 44], [33, 30, 32], [5, 46, 3], [1, 11, 6], [13, 17, 19], [15, 42, 10], [18, 28, 24], [41, 16, 9], [37, 2, 45], [31, 39, 26], [20, 23, 27], [7, 38, 35, 12], [40, 0, 14, 8]]
[[0, 10, 8], [18, 21, 27], [19, 38, 40], [31, 46, 44], [32, 39, 35], [22, 1, 43], [42, 29, 36], [30, 45, 9], [26, 2, 24], [11, 33, 17], [28, 5, 14], [7, 6, 34], [3, 16, 23], [4, 13, 15, 41], [37, 20, 12, 25]]
[[13, 44, 4], [33, 10, 34], [26, 37, 28], [40, 3, 20], [24, 14, 36], [38, 18, 25], [29, 30, 8], [19, 22, 17], [31, 23, 32], [5, 41, 15], [16, 21, 42], [46, 12, 39], [11, 45, 0], [1, 6, 7, 2], [9, 35, 43, 27]]
[[17, 33, 0], [2, 40, 45], [12, 36, 41], [5, 37, 42], [7, 19, 39], [14, 20, 38], [31, 27, 18], [10, 23, 16], [28, 34, 13], [21, 44, 9], [4, 15, 6], [35, 24, 3], [46, 43, 30], [8, 11, 25, 22], [1, 32, 26, 29]]
[[4, 39, 29], [37, 10, 8], [22, 9, 33], [0, 35, 40], [41, 46, 25], [38, 18, 14], [24, 30, 11], [20, 31, 45], [43, 23, 34], [27, 16, 32], [6, 3, 2], [19, 1, 5], [36, 42, 7], [28, 12, 17, 26], [13, 21, 44, 15]]
[[25, 0, 5], [32, 31, 13], [36, 20, 29], [42, 46, 39], [28, 44, 12], [16, 14, 19], [37, 6, 18], [24, 34, 9], [15, 4, 33], [3, 35, 22], [23, 27, 40], [7, 11, 30], [10, 17, 45], [1, 43, 41, 21], [26, 2, 8, 38]]
[[31, 40, 22], [20, 29, 35], [12, 33, 4], [25, 46, 43], [5, 17, 0], [34, 15, 11], [36, 19, 7], [38, 32, 37], [9, 44, 3], [45, 16, 41], [27, 28, 42], [8, 24, 30], [23, 2, 39], [13, 18, 26, 1], [6, 10, 21, 14]]
[[44, 27, 45], [2, 41, 42], [16, 26, 21], [5, 7, 34], [9, 17, 10], [6, 32, 18], [35, 11, 30], [39, 22, 43], [33, 31, 37], [3, 20, 0], [1, 4, 25], [14, 15, 8], [29, 23, 40], [12, 38, 24, 46], [19, 36, 13, 28]]
[[13, 16, 3], [14, 38, 45], [11, 5, 12], [43, 29, 23], [41, 8, 33], [2, 6, 21], [35, 42, 27], [9, 32, 18], [39, 4, 37], [44, 7, 1], [36, 28, 15], [40, 20, 19], [26, 30, 22], [46, 31, 34, 0], [10, 24, 17, 25]]
[[21, 25, 43], [39, 7, 29], [3, 40, 30], [10, 23, 13], [37, 44, 17], [2, 14, 22], [32, 41, 33], [15, 27, 1], [26, 0, 11], [4, 45, 20], [18, 5, 19], [12, 8, 9], [28, 16, 38], [36, 46, 42, 34], [35, 31, 24, 6]]
[[44, 36, 6], [25, 27, 18], [0, 29, 19], [30, 33, 10], [37, 34, 46], [11, 22, 26], [35, 4, 40], [14, 7, 24], [2, 23, 45], [28, 16, 5], [42, 17, 41], [15, 9, 3], [38, 8, 13], [21, 39, 43, 20], [32, 31, 1, 12]]
[[30, 9, 7], [33, 26, 23], [31, 10, 16], [15, 0, 39], [46, 34, 42], [27, 11, 29], [20, 35, 25], [41, 28, 8], [1, 40, 12], [36, 19, 5], [2, 6, 13], [21, 43, 17], [45, 22, 24], [14, 37, 32, 4], [18, 44, 3, 38]]
[[4, 26, 27], [24, 7, 40], [21, 15, 33], [34, 10, 22], [1, 45, 14], [46, 30, 17], [31, 35, 41], [2, 44, 12], [38, 18, 28], [13, 8, 37], [3, 42, 39], [23, 5, 19], [11, 43, 32], [25, 0, 6, 36], [20, 16, 29, 9]]
[[30, 14, 35], [41, 24, 40], [43, 34, 18], [44, 26, 7], [4, 21, 1], [29, 16, 46], [31, 15, 37], [5, 8, 23], [39, 36, 32], [12, 28, 45], [17, 33, 2], [42, 20, 19], [6, 22, 11], [13, 0, 25, 10], [38, 3, 9, 27]]
[[20, 9, 3], [4, 10, 38], [36, 31, 22], [15, 19, 29], [44, 7, 41], [39, 11, 13], [5, 45, 25], [23, 17, 2], [33, 27, 34], [30, 0, 6], [18, 21, 1], [26, 16, 43], [42, 40, 46], [32, 24, 35, 12], [28, 37, 8, 14]]
[[40, 13, 44], [30, 29, 46], [2, 42, 36], [26, 39, 18], [24, 0, 20], [28, 31, 15], [41, 19, 11], [9, 8, 10], [1, 23, 32], [38, 21, 34], [16, 37, 12], [22, 35, 25], [4, 27, 17], [43, 3, 7, 6], [33, 14, 5, 45]]
[[3, 10, 29], [0, 13, 26], [25, 8, 44], [30, 31, 34], [33, 35, 16], [18, 36, 45], [42, 21, 39], [5, 43, 40], [24, 46, 14], [38, 9, 22], [7, 15, 17], [37, 2, 28], [4, 41, 12], [23, 20, 1, 6], [19, 32, 11, 27]]
[[18, 6, 27], [36, 28, 2], [0, 45, 26], [23, 4, 11], [21, 16, 10], [22, 9, 7], [29, 15, 32], [44, 41, 35], [38, 5, 30], [33, 40, 19], [43, 24, 25], [8, 31, 39], [37, 3, 20], [1, 34, 42, 17], [14, 13, 12, 46]]
[[32, 10, 45], [1, 41, 13], [2, 40, 27], [6, 16, 0], [42, 8, 23], [28, 37, 15], [33, 14, 34], [38, 29, 7], [18, 5, 31], [35, 20, 30], [19, 25, 21], [36, 24, 11], [46, 26, 17], [4, 9, 3, 44], [22, 39, 12, 43]]
[[42, 9, 2], [28, 1, 30], [43, 33, 17], [0, 31, 37], [27, 11, 20], [26, 35, 34], [41, 44, 5], [3, 24, 15], [8, 25, 46], [40, 12, 38], [45, 4, 18], [36, 10, 6], [23, 32, 7], [39, 29, 22, 21], [19, 14, 16, 13]]
[[26, 12, 1], [44, 8, 22], [4, 10, 40], [14, 35, 34], [46, 23, 3], [45, 17, 24], [20, 27, 6], [19, 5, 38], [13, 29, 28], [32, 18, 9], [30, 43, 2], [16, 25, 11], [31, 15, 39], [33, 42, 41, 0], [21, 37, 7, 36]]
[[22, 44, 14], [26, 0, 31], [1, 24, 9], [16, 17, 39], [40, 4, 20], [21, 5, 37], [8, 13, 38], [11, 7, 45], [46, 18, 28], [34, 33, 3], [32, 30, 25], [27, 41, 23], [2, 35, 43], [29, 15, 42, 19], [10, 6, 12, 36]]
[[4, 21, 22], [25, 28, 13], [30, 17, 9], [32, 44, 0], [19, 20, 7], [18, 35, 16], [23, 15, 27], [39, 40, 3], [29, 42, 8], [14, 45, 46], [43, 1, 31], [6, 33, 11], [5, 36, 2], [10, 12, 34, 24], [38, 37, 26, 41]]
[[12, 15, 42], [32, 7, 5], [40, 17, 8], [45, 9, 24], [10, 34, 29], [33, 44, 36], [0, 37, 38], [20, 3, 16], [6, 4, 14], [1, 11, 2], [28, 30, 46], [26, 43, 35], [39, 31, 19], [18, 13, 25, 22], [27, 21, 23, 41]]
[[41, 18, 15], [0, 46, 40], [37, 21, 35], [22, 29, 11], [24, 5, 28], [9, 42, 44], [16, 1, 6], [2, 14, 8], [34, 7, 13], [33, 25, 19], [12, 3, 17], [38, 20, 10], [27, 36, 31], [26, 30, 45, 4], [43, 23, 39, 32]]
[[22, 38, 5], [31, 44, 6], [19, 21, 3], [42, 46, 41], [26, 39, 11], [27, 25, 35], [0, 32, 40], [37, 17, 30], [28, 14, 45], [16, 9, 4], [10, 20, 12], [1, 33, 34], [36, 13, 23], [18, 24, 29, 43], [7, 8, 2, 15]]
[[2, 39, 28], [33, 12, 3], [21, 31, 37], [13, 35, 16], [26, 41, 20], [22, 10, 27], [18, 46, 24], [25, 29, 8], [6, 45, 17], [32, 19, 15], [4, 30, 9], [44, 43, 23], [42, 38, 34], [7, 11, 1, 5], [14, 36, 0, 40]]
[[8, 38, 34], [12, 30, 0], [44, 15, 45], [4, 46, 7], [27, 5, 13], [43, 20, 37], [31, 36, 10], [11, 21, 41], [18, 25, 6], [40, 29, 32], [26, 1, 17], [3, 19, 24], [23, 39, 33], [16, 22, 9, 42], [2, 14, 28, 35]]
[[9, 4, 16], [17, 31, 7], [34, 45, 24], [42, 23, 11], [14, 35, 12], [21, 30, 29], [32, 39, 18], [26, 5, 0], [15, 25, 19], [33, 1, 38], [44, 22, 10], [36, 37, 43], [40, 27, 41], [3, 20, 6, 13], [2, 46, 8, 28]]
