[[9, 16, 25], [30, 38, 39], [13, 23, 4], [24, 17, 27], [10, 7, 26], [22, 41, 37], [8, 28, 3], [5, 32, 34], [0, 6, 2], [29, 20, 18], [1, 15, 33], [42, 11, 19], [12, 21, 40], [35, 14, 36, 31]]
[[18, 23, 6], [42, 2, 12], [28, 27, 33], [31, 30, 24], [38, 29, 14], [20, 11, 4], [25, 19, 5], [10, 34, 3], [37, 16, 36], [41, 21, 9], [35, 1, 8], [22, 13, 26], [0, 15, 32], [40, 7, 17, 39]]
[[36, 42, 5], [22, 0, 14], [25, 13, 17], [28, 18, 33], [32, 37, 3], [31, 6, 39], [4, 27, 8], [15, 11, 24], [30, 41, 7], [10, 12, 2], [16, 19, 9], [40, 26, 1], [23, 35, 21], [20, 34, 29, 38]]
[[33, 8, 28], [18, 34, 36], [5, 42, 22], [32, 27, 31], [2, 11, 30], [39, 24, 29], [1, 13, 0], [10, 9, 14], [17, 40, 19], [23, 41, 37], [7, 38, 21], [26, 6, 3], [20, 25, 35], [15, 16, 4, 12]]
[[13, 34, 35], [22, 14, 38], [31, 20, 25], [26, 1, 24], [28, 37, 5], [3, 7, 17], [2, 27, 15], [40, 41, 10], [8, 39, 6], [0, 11, 16], [33, 12, 32], [36, 18, 19], [4, 9, 23], [42, 30, 21, 29]]
[[0, 19, 7], [20, 16, 18], [9, 31, 40], [23, 41, 3], [22, 27, 28], [37, 36, 38], [12, 13, 15], [6, 1, 34], [11, 17, 30], [4, 26, 24], [25, 14, 33], [29, 39, 10], [2, 32, 35], [8, 5, 42, 21]]
[[12, 26, 27], [29, 13, 9], [30, 15, 40], [35, 42, 36], [25, 32, 19], [41, 14, 38], [17, 6, 2], [1, 34, 24], [16, 31, 4], [5, 39, 0], [37, 3, 20], [33, 8, 10], [21, 7, 28], [18, 11, 22, 23]]
[[31, 17, 27], [24, 18, 19], [23, 40, 12], [36, 21, 32], [39, 10, 34], [35, 16, 4], [5, 33, 41], [38, 37, 7], [28, 9, 26], [11, 13, 25], [42, 1, 8], [0, 20, 22], [15, 6, 29], [30, 3, 14, 2]]
[[31, 23, 18], [20, 2, 3], [10, 14, 26], [12, 13, 5], [21, 30, 39], [34, 25, 0], [16, 40, 22], [7, 33, 6], [24, 38, 32], [8, 11, 27], [15, 9, 17], [28, 1, 19], [29, 4, 41], [42, 37, 35, 36]]
[[19, 42, 12], [35, 2, 28], [38, 6, 14], [18, 13, 17], [26, 30, 15], [31, 3, 21], [37, 22, 41], [7, 25, 34], [39, 20, 32], [33, 36, 40], [23, 5, 10], [16, 0, 4], [11, 9, 1], [8, 29, 27, 24]]
[[0, 40, 11], [29, 22, 31], [28, 17, 6], [8, 33, 12], [20, 38, 14], [41, 26, 3], [30, 37, 9], [13, 23, 15], [1, 24, 39], [16, 5, 18], [36, 19, 10], [21, 35, 42], [2, 32, 27], [25, 4, 7, 34]]
[[9, 26, 33], [0, 28, 8], [18, 29, 21], [19, 3, 27], [7, 35, 40], [36, 12, 2], [42, 24, 15], [23, 16, 13], [32, 39, 30], [38, 25, 11], [6, 14, 20], [17, 41, 31], [1, 4, 10], [37, 5, 22, 34]]
[[21, 23, 32], [6, 17, 27], [11, 15, 12], [41, 16, 13], [19, 14, 2], [0, 7, 37], [31, 40, 30], [39, 33, 26], [42, 5, 25], [4, 10, 18], [38, 35, 3], [34, 29, 22], [24, 28, 1], [20, 9, 36, 8]]
[[39, 25, 1], [14, 26, 17], [13, 9, 12], [36, 7, 38], [32, 21, 16], [33, 18, 41], [11, 40, 2], [15, 4, 3], [27, 34, 0], [8, 6, 19], [20, 24, 30], [22, 29, 5], [35, 37, 10], [31, 28, 42, 23]]
[[9, 21, 6], [10, 28, 38], [29, 33, 18], [32, 24, 42], [20, 3, 34], [8, 36, 35], [0, 37, 26], [23, 27, 13], [31, 7, 1], [25, 19, 17], [22, 11, 41], [16, 40, 14], [12, 5, 4], [2, 15, 39, 30]]
[[20, 14, 0], [8, 37, 26], [6, 19, 28], [23, 33, 5], [35, 30, 3], [27, 15, 24], [25, 1, 21], [7, 4, 12], [11, 10, 40], [13, 39, 18], [22, 36, 31], [16, 29, 34], [17, 41, 9], [32, 42, 2, 38]]
[[7, 29, 8], [36, 22, 12], [41, 3, 20], [42, 32, 40], [16, 35, 31], [37, 14, 18], [19, 34, 0], [2, 27, 5], [10, 30, 38], [26, 11, 28], [39, 9, 33], [24, 23, 25], [21, 13, 1], [15, 17, 6, 4]]
[[21, 3, 13], [16, 14, 26], [24, 35, 40], [19, 22, 20], [7, 17, 2], [41, 32, 4], [28, 27, 25], [9, 33, 18], [6, 1, 34], [42, 30, 8], [15, 29, 23], [31, 11, 5], [36, 39, 12], [0, 10, 37, 38]]
[[19, 21, 36], [37, 23, 35], [1, 17, 6], [29, 14, 31], [8, 26, 15], [27, 0, 16], [12, 18, 25], [28, 34, 3], [30, 11, 38], [32, 5, 40], [22, 2, 7], [9, 41, 4], [10, 13, 39], [24, 20, 33, 42]]
[[38, 20, 32], [26, 29, 24], [36, 31, 35], [40, 33, 17], [37, 9, 15], [1, 19, 3], [0, 11, 21], [22, 10, 23], [18, 42, 8], [13, 25, 14], [28, 16, 27], [30, 39, 5], [34, 6, 7], [2, 41, 12, 4]]
[[42, 15, 0], [13, 16, 22], [14, 39, 12], [23, 17, 4], [21, 9, 10], [36, 34, 5], [1, 3, 8], [32, 35, 19], [33, 38, 41], [18, 40, 30], [27, 6, 37], [29, 2, 25], [20, 28, 31], [24, 26, 7, 11]]
[[32, 3, 29], [40, 24, 23], [25, 37, 15], [0, 7, 41], [19, 4, 16], [6, 10, 5], [9, 31, 22], [18, 42, 20], [8, 34, 39], [17, 38, 21], [28, 27, 35], [11, 1, 33], [13, 26, 30], [14, 2, 36, 12]]
