[[6, 36, 3], [29, 38, 32], [31, 28, 2], [4, 9, 35], [25, 1, 37], [24, 17, 5], [23, 15, 21], [12, 18, 27], [33, 8, 30], [26, 14, 13], [19, 20, 10], [11, 0, 34], [22, 7, 16]]
[[29, 36, 28], [4, 2, 14], [26, 7, 3], [38, 9, 17], [32, 24, 34], [6, 22, 21], [0, 20, 5], [11, 31, 35], [23, 16, 37], [12, 8, 1], [25, 18, 33], [13, 10, 15], [19, 27, 30]]
[[1, 2, 6], [3, 18, 22], [11, 23, 15], [9, 32, 21], [16, 10, 31], [36, 35, 12], [24, 33, 29], [4, 25, 28], [7, 26, 37], [17, 30, 8], [5, 13, 38], [14, 34, 27], [0, 19, 20]]
[[38, 3, 35], [13, 19, 20], [28, 29, 10], [22, 36, 8], [11, 16, 31], [1, 6, 23], [5, 4, 30], [7, 18, 21], [2, 25, 27], [0, 9, 34], [24, 33, 37], [12, 14, 32], [17, 26, 15]]
[[11, 9, 6], [22, 35, 5], [18, 15, 33], [12, 2, 13], [30, 23, 21], [19, 16, 4], [17, 26, 10], [28, 31, 0], [38, 29, 34], [27, 36, 7], [25, 24, 14], [32, 20, 8], [37, 1, 3]]
[[21, 27, 1], [15, 31, 8], [13, 19, 12], [28, 14, 38], [18, 35, 11], [29, 33, 26], [30, 4, 2], [9, 7, 0], [36, 10, 25], [16, 24, 17], [22, 20, 32], [37, 34, 23], [6, 3, 5]]
[[0, 32, 30], [5, 13, 6], [8, 35, 17], [14, 4, 18], [16, 25, 29], [20, 21, 1], [12, 3, 34], [36, 9, 2], [33, 19, 7], [10, 38, 22], [28, 31, 37], [15, 23, 11], [27, 26, 24]]
[[29, 3, 31], [35, 13, 4], [7, 32, 12], [9, 17, 22], [30, 2, 27], [15, 38, 16], [18, 19, 28], [8, 6, 5], [24, 23, 36], [37, 20, 1], [14, 10, 25], [21, 11, 34], [33, 26, 0]]
[[35, 23, 7], [17, 11, 10], [31, 6, 21], [25, 33, 16], [19, 3, 29], [9, 38, 26], [30, 18, 28], [13, 8, 37], [4, 34, 12], [14, 20, 0], [27, 32, 1], [5, 22, 36], [15, 24, 2]]
[[34, 0, 24], [3, 22, 16], [29, 5, 12], [30, 14, 32], [21, 33, 36], [15, 13, 18], [20, 23, 25], [11, 27, 9], [38, 1, 10], [26, 19, 17], [2, 6, 31], [7, 28, 35], [8, 4, 37]]
[[16, 12, 10], [4, 17, 25], [37, 33, 23], [20, 30, 18], [29, 32, 2], [36, 38, 11], [3, 8, 5], [24, 15, 28], [9, 34, 7], [14, 27, 0], [21, 1, 19], [26, 35, 6], [31, 13, 22]]
[[33, 31, 30], [21, 28, 37], [16, 3, 23], [29, 24, 0], [17, 18, 26], [27, 10, 38], [6, 22, 9], [12, 32, 13], [8, 14, 36], [35, 4, 11], [1, 2, 5], [20, 7, 19], [15, 25, 34]]
[[38, 17, 30], [15, 16, 0], [20, 3, 31], [29, 5, 13], [35, 24, 26], [22, 28, 1], [33, 10, 23], [37, 14, 27], [19, 18, 7], [11, 2, 25], [9, 32, 36], [6, 34, 8], [12, 4, 21]]
[[5, 12, 28], [14, 22, 25], [21, 4, 0], [10, 18, 3], [11, 16, 27], [20, 15, 36], [33, 13, 8], [35, 1, 38], [37, 30, 24], [32, 6, 7], [23, 34, 19], [26, 31, 29], [2, 17, 9]]
[[6, 10, 14], [4, 7, 34], [29, 16, 1], [8, 11, 17], [31, 9, 13], [33, 38, 22], [37, 25, 27], [20, 24, 36], [12, 21, 2], [19, 28, 30], [3, 26, 0], [15, 18, 5], [32, 23, 35]]
[[30, 2, 10], [20, 27, 15], [23, 0, 35], [38, 3, 5], [25, 6, 26], [4, 34, 11], [19, 22, 14], [21, 12, 37], [8, 16, 36], [31, 33, 13], [32, 18, 9], [17, 7, 29], [24, 1, 28]]
[[33, 12, 38], [36, 3, 20], [34, 7, 1], [27, 22, 6], [18, 31, 14], [32, 26, 25], [16, 9, 24], [21, 17, 10], [15, 8, 2], [19, 28, 4], [37, 13, 0], [5, 29, 35], [11, 30, 23]]
[[22, 12, 33], [38, 19, 27], [20, 7, 29], [26, 32, 15], [11, 4, 24], [16, 6, 18], [25, 9, 2], [0, 37, 23], [35, 30, 21], [8, 5, 36], [13, 28, 17], [10, 14, 31], [3, 34, 1]]
[[11, 5, 2], [3, 8, 38], [7, 12, 4], [24, 21, 29], [34, 10, 36], [6, 0, 14], [25, 1, 30], [26, 9, 23], [20, 18, 16], [17, 27, 15], [37, 35, 31], [13, 19, 22], [28, 33, 32]]
[[38, 13, 31], [36, 21, 0], [25, 4, 20], [33, 27, 12], [23, 29, 8], [30, 14, 5], [24, 35, 9], [28, 10, 16], [17, 15, 19], [2, 7, 1], [3, 11, 26], [34, 6, 18], [37, 32, 22]]
[[23, 27, 19], [35, 2, 12], [24, 28, 34], [20, 22, 13], [32, 7, 21], [26, 18, 36], [11, 29, 5], [6, 4, 25], [30, 9, 14], [15, 31, 17], [10, 3, 8], [37, 1, 38], [33, 16, 0]]
[[23, 32, 38], [10, 16, 30], [0, 2, 22], [3, 19, 35], [29, 33, 27], [34, 15, 18], [17, 9, 26], [12, 6, 37], [5, 11, 4], [21, 28, 14], [36, 24, 7], [13, 31, 25], [8, 20, 1]]
[[13, 24, 1], [30, 4, 31], [25, 6, 26], [16, 9, 23], [14, 8, 21], [22, 34, 5], [28, 15, 3], [19, 11, 7], [10, 36, 37], [20, 12, 17], [29, 35, 2], [0, 27, 18], [38, 32, 33]]
[[37, 10, 21], [33, 17, 34], [9, 2, 26], [22, 18, 6], [28, 12, 19], [13, 29, 14], [27, 15, 5], [32, 38, 8], [3, 24, 1], [16, 23, 25], [35, 7, 0], [30, 31, 4], [20, 36, 11]]
[[12, 28, 8], [19, 18, 33], [26, 6, 37], [31, 5, 10], [13, 9, 24], [34, 4, 15], [25, 23, 32], [0, 27, 36], [35, 11, 21], [38, 16, 29], [2, 3, 14], [20, 30, 17], [7, 22, 1]]
[[27, 20, 17], [18, 12, 38], [7, 9, 22], [8, 3, 28], [14, 0, 32], [31, 1, 33], [23, 36, 26], [16, 24, 34], [11, 6, 13], [25, 10, 21], [5, 2, 19], [4, 35, 15], [37, 29, 30]]
[[28, 10, 34], [13, 18, 7], [2, 26, 31], [25, 36, 6], [0, 19, 9], [22, 27, 16], [38, 17, 20], [35, 30, 24], [4, 37, 33], [23, 5, 1], [14, 21, 12], [11, 29, 32], [15, 8, 3]]
[[29, 13, 18], [8, 37, 15], [22, 33, 34], [30, 1, 36], [17, 14, 9], [16, 38, 31], [27, 0, 32], [11, 12, 10], [20, 28, 24], [26, 6, 2], [3, 4, 5], [7, 35, 25], [23, 21, 19]]
[[5, 9, 15], [12, 22, 24], [26, 25, 10], [13, 30, 32], [31, 28, 38], [37, 3, 11], [17, 0, 18], [8, 20, 27], [29, 2, 21], [35, 14, 19], [6, 1, 16], [34, 23, 33], [36, 7, 4]]
[[6, 11, 29], [28, 9, 19], [33, 4, 15], [35, 2, 27], [38, 10, 16], [17, 30, 1], [25, 12, 26], [3, 24, 21], [22, 34, 0], [13, 36, 18], [37, 31, 32], [20, 14, 5], [7, 8, 23]]
[[5, 38, 11], [14, 23, 31], [34, 9, 33], [21, 6, 19], [22, 1, 18], [24, 20, 12], [29, 15, 26], [2, 13, 35], [10, 17, 4], [7, 27, 36], [16, 28, 8], [30, 3, 0], [25, 32, 37]]
[[16, 26, 17], [12, 34, 38], [7, 9, 21], [30, 35, 10], [18, 36, 29], [0, 11, 14], [28, 32, 4], [1, 23, 13], [31, 22, 2], [33, 3, 15], [6, 8, 20], [27, 19, 24], [37, 5, 25]]
[[28, 7, 30], [9, 11, 12], [6, 3, 1], [36, 4, 18], [24, 19, 5], [0, 33, 38], [8, 2, 10], [23, 20, 21], [14, 13, 35], [37, 22, 26], [16, 32, 34], [27, 31, 25], [17, 29, 15]]
[[3, 25, 1], [35, 8, 24], [37, 29, 13], [12, 34, 27], [36, 16, 22], [32, 17, 7], [4, 38, 0], [18, 30, 10], [23, 26, 11], [31, 15, 20], [9, 14, 6], [33, 21, 5], [2, 19, 28]]
[[16, 27, 25], [20, 24, 3], [8, 4, 7], [36, 30, 37], [0, 6, 17], [35, 28, 23], [22, 32, 21], [11, 29, 14], [5, 33, 38], [19, 31, 26], [34, 18, 1], [9, 12, 13], [15, 10, 2]]
[[10, 29, 35], [27, 30, 9], [17, 31, 34], [18, 4, 6], [12, 11, 1], [16, 32, 3], [37, 26, 25], [33, 36, 24], [5, 14, 7], [22, 20, 23], [38, 0, 15], [13, 28, 2], [21, 19, 8]]
[[33, 10, 35], [17, 11, 34], [0, 32, 14], [9, 31, 36], [26, 27, 16], [8, 23, 12], [2, 1, 13], [22, 24, 29], [37, 25, 18], [21, 19, 30], [6, 20, 15], [4, 7, 38], [3, 28, 5]]
[[37, 6, 15], [21, 3, 35], [2, 20, 31], [19, 16, 10], [8, 27, 22], [18, 5, 32], [4, 25, 24], [13, 36, 0], [7, 9, 14], [33, 1, 11], [30, 28, 38], [12, 34, 23], [26, 29, 17]]
[[20, 33, 27], [22, 18, 11], [8, 9, 25], [28, 26, 21], [2, 14, 19], [16, 10, 17], [24, 35, 4], [15, 31, 0], [32, 37, 6], [13, 3, 7], [36, 29, 12], [38, 23, 1], [34, 5, 30]]
[[6, 22, 31], [28, 33, 29], [24, 35, 20], [10, 1, 3], [21, 13, 4], [36, 17, 2], [9, 32, 27], [34, 12, 23], [7, 26, 15], [38, 19, 16], [11, 30, 18], [5, 0, 8], [25, 37, 14]]
[[3, 6, 29], [14, 22, 38], [31, 19, 35], [4, 23, 37], [1, 18, 9], [0, 32, 28], [21, 7, 26], [33, 17, 30], [24, 34, 16], [13, 20, 15], [2, 36, 11], [5, 27, 8], [25, 12, 10]]
[[8, 19, 24], [7, 32, 23], [29, 16, 10], [37, 25, 11], [28, 4, 26], [34, 35, 14], [18, 20, 30], [38, 33, 3], [31, 9, 22], [5, 27, 2], [36, 17, 15], [21, 0, 1], [12, 6, 13]]
[[8, 12, 15], [28, 20, 9], [26, 0, 14], [4, 27, 7], [18, 13, 6], [32, 1, 30], [3, 33, 29], [19, 11, 24], [23, 5, 25], [37, 10, 36], [2, 31, 16], [22, 38, 34], [35, 21, 17]]
[[30, 34, 13], [11, 9, 7], [8, 21, 12], [3, 2, 19], [14, 5, 28], [15, 17, 16], [31, 1, 38], [6, 33, 4], [23, 26, 24], [37, 0, 10], [22, 18, 32], [27, 20, 29], [25, 35, 36]]
[[38, 28, 17], [2, 33, 14], [5, 19, 22], [16, 35, 30], [18, 4, 12], [10, 31, 3], [21, 26, 9], [7, 1, 0], [24, 25, 15], [20, 13, 11], [34, 36, 23], [8, 6, 32], [29, 37, 27]]
[[5, 18, 31], [27, 32, 1], [10, 33, 7], [16, 2, 21], [4, 22, 26], [38, 25, 3], [28, 30, 8], [15, 20, 23], [34, 37, 17], [29, 35, 0], [9, 13, 6], [19, 24, 36], [12, 11, 14]]
[[28, 8, 25], [3, 33, 26], [11, 35, 29], [36, 22, 18], [21, 27, 13], [5, 2, 17], [7, 20, 31], [1, 12, 19], [9, 24, 4], [37, 6, 34], [38, 23, 10], [14, 32, 30], [16, 0, 15]]
[[22, 28, 1], [31, 4, 25], [16, 11, 34], [13, 35, 6], [29, 2, 17], [32, 18, 33], [30, 7, 23], [15, 21, 27], [3, 19, 37], [38, 26, 14], [36, 9, 12], [10, 0, 20], [24, 8, 5]]
[[28, 3, 32], [23, 15, 36], [22, 17, 12], [30, 4, 35], [29, 31, 5], [8, 7, 16], [2, 34, 38], [0, 20, 11], [24, 27, 10], [6, 33, 25], [1, 9, 26], [19, 13, 37], [18, 21, 14]]
[[34, 2, 24], [7, 13, 31], [4, 29, 12], [15, 22, 9], [36, 35, 17], [11, 23, 1], [8, 33, 26], [0, 30, 32], [3, 38, 21], [10, 6, 25], [20, 37, 16], [5, 18, 14], [19, 27, 28]]
[[11, 9, 17], [8, 15, 5], [28, 1, 16], [38, 21, 22], [34, 14, 29], [30, 35, 13], [7, 19, 20], [4, 36, 23], [18, 0, 25], [6, 2, 26], [33, 24, 31], [12, 37, 27], [32, 10, 3]]
[[29, 30, 22], [0, 3, 6], [31, 24, 5], [32, 1, 33], [16, 37, 18], [7, 34, 17], [23, 35, 27], [2, 19, 38], [20, 8, 14], [13, 4, 21], [26, 10, 25], [36, 28, 12], [11, 15, 9]]
[[36, 25, 8], [2, 27, 14], [31, 5, 17], [30, 21, 16], [3, 12, 22], [6, 10, 1], [7, 19, 32], [11, 9, 35], [13, 0, 38], [23, 28, 29], [20, 4, 26], [33, 24, 34], [18, 15, 37]]
[[27, 14, 35], [17, 13, 38], [3, 25, 16], [2, 19, 34], [22, 15, 23], [18, 6, 30], [7, 31, 24], [20, 21, 26], [33, 11, 32], [5, 29, 4], [8, 0, 36], [10, 37, 12], [9, 1, 28]]
