[[18, 1, 0], [26, 9, 19], [2, 17, 23], [15, 8, 5], [14, 20, 12], [28, 10, 16], [6, 27, 4], [11, 3, 7, 25], [21, 13, 22, 24]]
[[22, 16, 27], [0, 9, 15], [10, 8, 5], [17, 14, 19], [21, 1, 11], [23, 4, 18], [25, 20, 26], [12, 28, 6, 13], [3, 7, 2, 24]]
[[26, 4, 0], [14, 15, 18], [7, 1, 10], [9, 11, 8], [23, 3, 17], [2, 12, 5], [24, 20, 13], [25, 19, 6, 22], [27, 28, 16, 21]]
[[22, 20, 4], [23, 26, 14], [12, 0, 28], [27, 19, 17], [8, 11, 6], [10, 7, 15], [18, 25, 3], [13, 5, 16, 21], [24, 2, 9, 1]]
[[19, 26, 1], [20, 12, 8], [2, 0, 21], [18, 9, 22], [6, 3, 23], [27, 13, 5], [28, 7, 4], [14, 16, 11, 15], [10, 25, 17, 24]]
[[0, 20, 23], [15, 9, 12], [3, 13, 6], [4, 25, 1], [10, 28, 19], [21, 14, 27], [16, 5, 7], [8, 18, 11, 24], [17, 22, 2, 26]]
[[18, 19, 13], [12, 23, 16], [0, 14, 10], [20, 7, 8], [1, 3, 4], [5, 22, 21], [28, 24, 15], [25, 2, 6, 11], [9, 17, 26, 27]]
[[19, 8, 12], [21, 25, 26], [6, 1, 27], [0, 4, 13], [15, 2, 28], [23, 7, 9], [20, 22, 10], [3, 18, 16, 17], [24, 11, 5, 14]]
[[28, 13, 22], [19, 3, 9], [21, 8, 25], [6, 5, 11], [12, 14, 16], [23, 20, 10], [1, 0, 17], [4, 7, 24, 18], [15, 27, 2, 26]]
[[15, 1, 22], [17, 18, 16], [2, 6, 5], [23, 14, 12], [10, 7, 13], [11, 3, 9], [8, 19, 4], [28, 0, 25, 24], [21, 27, 26, 20]]
[[18, 0, 4], [3, 11, 22], [7, 9, 8], [20, 1, 24], [13, 19, 10], [15, 25, 17], [5, 23, 28], [6, 21, 16, 27], [26, 14, 2, 12]]
[[16, 0, 20], [13, 8, 7], [28, 6, 1], [11, 3, 18], [2, 22, 12], [21, 17, 9], [19, 23, 15], [24, 14, 26, 25], [4, 27, 10, 5]]
[[25, 4, 20], [7, 23, 3], [14, 13, 15], [8, 28, 11], [10, 2, 1], [27, 17, 26], [9, 0, 18], [19, 24, 22, 6], [12, 16, 5, 21]]
[[21, 20, 18], [9, 10, 24], [11, 22, 28], [0, 7, 16], [17, 26, 19], [13, 6, 12], [14, 4, 25], [15, 8, 27, 23], [5, 1, 3, 2]]
[[24, 0, 17], [1, 13, 22], [3, 11, 15], [20, 14, 28], [12, 9, 18], [23, 19, 4], [25, 5, 21], [26, 8, 2, 10], [27, 7, 16, 6]]
[[7, 26, 5], [1, 16, 14], [3, 10, 28], [11, 18, 19], [15, 23, 12], [21, 9, 13], [8, 24, 20], [0, 17, 22, 2], [25, 4, 6, 27]]
[[0, 5, 2], [1, 28, 3], [14, 23, 15], [20, 11, 24], [8, 26, 4], [27, 10, 17], [13, 25, 18], [21, 6, 16, 7], [9, 22, 19, 12]]
[[24, 26, 4], [17, 1, 7], [22, 20, 5], [18, 27, 0], [3, 21, 12], [14, 9, 25], [16, 6, 13], [11, 2, 8, 28], [19, 10, 23, 15]]
[[1, 12, 18], [5, 23, 20], [4, 3, 26], [19, 15, 17], [22, 13, 10], [16, 9, 8], [11, 7, 25], [0, 21, 2, 27], [6, 24, 14, 28]]
[[11, 10, 16], [26, 8, 27], [4, 28, 2], [21, 13, 14], [5, 18, 1], [7, 6, 19], [24, 0, 25], [12, 17, 23, 20], [22, 9, 15, 3]]
[[2, 12, 27], [0, 17, 18], [25, 4, 5], [23, 19, 20], [15, 7, 16], [1, 22, 28], [10, 26, 24], [13, 3, 9, 14], [21, 8, 11, 6]]
[[25, 6, 4], [5, 11, 18], [1, 24, 16], [3, 17, 8], [0, 22, 7], [26, 23, 20], [9, 13, 2], [12, 15, 10, 27], [28, 19, 14, 21]]
