[[0, 40, 14], [8, 6, 39], [25, 37, 31], [49, 20, 34], [10, 29, 4], [16, 45, 9], [32, 19, 28], [42, 48, 11], [13, 46, 33], [26, 17, 36], [41, 43, 18], [2, 15, 30], [23, 7, 27], [38, 35, 24], [21, 12, 44, 5], [47, 22, 1, 3]]
[[22, 26, 8], [32, 19, 41], [12, 20, 27], [7, 21, 0], [18, 1, 34], [5, 48, 49], [40, 9, 43], [11, 45, 30], [13, 25, 33], [4, 2, 31], [38, 46, 44], [39, 10, 23], [29, 3, 37], [47, 24, 35], [42, 36, 28, 6], [14, 15, 17, 16]]
[[3, 24, 21], [34, 48, 16], [33, 28, 47], [29, 10, 2], [8, 41, 0], [14, 17, 30], [11, 49, 22], [25, 45, 38], [13, 31, 9], [20, 35, 23], [19, 39, 18], [46, 37, 44], [40, 43, 32], [15, 26, 4], [7, 12, 27, 42], [36, 1, 5, 6]]
[[29, 34, 30], [46, 2, 5], [23, 10, 31], [39, 37, 24], [13, 3, 6], [40, 33, 20], [21, 41, 0], [49, 15, 7], [32, 16, 19], [48, 12, 8], [47, 22, 42], [17, 25, 9], [18, 43, 38], [35, 11, 27], [44, 45, 36, 1], [14, 26, 4, 28]]
[[3, 49, 43], [44, 13, 37], [9, 2, 19], [33, 38, 41], [42, 10, 26], [14, 29, 17], [36, 23, 31], [0, 25, 32], [1, 46, 34], [4, 39, 35], [20, 21, 48], [7, 8, 12], [11, 30, 47], [16, 18, 28], [22, 45, 6, 5], [27, 24, 40, 15]]
[[13, 49, 47], [38, 8, 10], [18, 5, 29], [27, 1, 46], [36, 2, 35], [31, 25, 4], [19, 7, 23], [30, 3, 41], [39, 6, 11], [9, 37, 42], [32, 22, 43], [14, 45, 16], [21, 15, 24], [33, 34, 12], [48, 28, 40, 0], [26, 17, 20, 44]]
[[33, 28, 47], [0, 35, 23], [17, 11, 48], [16, 21, 24], [22, 30, 36], [49, 12, 15], [13, 34, 45], [6, 39, 18], [9, 3, 38], [43, 44, 14], [10, 29, 7], [25, 37, 8], [46, 32, 1], [42, 4, 2], [19, 40, 5, 26], [41, 20, 27, 31]]
[[11, 33, 24], [26, 18, 3], [38, 37, 13], [32, 29, 9], [48, 14, 30], [40, 44, 35], [2, 7, 49], [34, 27, 5], [15, 1, 43], [6, 19, 36], [21, 16, 20], [22, 12, 23], [0, 8, 4], [47, 39, 41], [45, 31, 28, 46], [25, 10, 42, 17]]
[[13, 34, 45], [11, 0, 30], [23, 32, 4], [1, 36, 5], [28, 40, 14], [37, 42, 15], [17, 25, 33], [27, 43, 18], [21, 20, 26], [10, 22, 24], [16, 38, 2], [35, 3, 7], [48, 29, 49], [8, 39, 19], [47, 44, 12, 46], [31, 6, 41, 9]]
[[37, 27, 42], [34, 22, 2], [0, 24, 43], [18, 41, 3], [46, 4, 26], [48, 5, 47], [45, 16, 17], [14, 30, 10], [28, 13, 38], [19, 6, 12], [40, 21, 29], [20, 33, 25], [49, 1, 39], [15, 35, 7], [8, 36, 44, 23], [32, 31, 9, 11]]
[[18, 3, 23], [21, 16, 33], [43, 37, 38], [5, 42, 30], [15, 14, 11], [34, 39, 31], [49, 6, 22], [24, 41, 4], [2, 8, 29], [35, 0, 10], [45, 17, 36], [20, 7, 1], [40, 9, 28], [12, 47, 13], [19, 25, 32, 48], [46, 44, 26, 27]]
