[[44, 24, 14], [16, 25, 28], [5, 20, 1], [32, 29, 45], [19, 47, 37], [11, 4, 17], [38, 3, 34], [27, 22, 2], [46, 33, 8], [48, 0, 31], [12, 13, 9], [6, 7, 21], [42, 30, 36], [10, 43, 39], [18, 26, 40], [35, 41, 23, 15]]
[[7, 36, 24], [14, 18, 11], [9, 15, 47], [12, 38, 46], [30, 44, 19], [37, 28, 43], [10, 31, 26], [20, 39, 1], [23, 41, 35], [2, 40, 16], [32, 13, 8], [3, 42, 48], [5, 29, 17], [34, 21, 27], [6, 33, 4], [0, 22, 25, 45]]
[[37, 44, 0], [14, 33, 3], [27, 11, 2], [35, 39, 4], [9, 15, 20], [22, 41, 32], [16, 45, 23], [29, 17, 18], [47, 43, 21], [46, 6, 28], [19, 13, 7], [34, 26, 36], [5, 1, 48], [30, 8, 12], [10, 42, 25], [24, 38, 31, 40]]
[[6, 35, 40], [45, 32, 5], [41, 46, 33], [24, 10, 0], [31, 48, 37], [16, 26, 34], [14, 43, 27], [23, 19, 15], [17, 30, 20], [11, 44, 2], [36, 29, 47], [8, 3, 28], [22, 21, 25], [38, 18, 12], [13, 1, 39], [42, 7, 4, 9]]
[[45, 2, 13], [12, 3, 38], [10, 4, 47], [28, 24, 7], [18, 27, 26], [17, 34, 0], [39, 22, 1], [41, 48, 31], [32, 36, 14], [16, 30, 42], [40, 8, 29], [25, 21, 46], [37, 11, 15], [6, 33, 23], [44, 19, 9], [43, 35, 5, 20]]
[[30, 32, 24], [14, 33, 19], [9, 39, 23], [45, 44, 29], [34, 1, 28], [17, 5, 43], [38, 16, 2], [42, 20, 11], [12, 31, 22], [37, 47, 8], [7, 0, 35], [3, 26, 6], [13, 15, 27], [10, 46, 40], [36, 48, 25], [4, 18, 41, 21]]
[[9, 47, 16], [30, 18, 13], [11, 1, 28], [43, 15, 0], [12, 36, 2], [5, 40, 39], [6, 21, 46], [35, 8, 20], [29, 14, 23], [25, 45, 38], [34, 17, 33], [27, 22, 31], [26, 32, 19], [24, 3, 48], [7, 37, 42], [4, 44, 41, 10]]
[[43, 9, 19], [12, 44, 34], [0, 47, 24], [15, 20, 3], [13, 22, 36], [29, 42, 21], [39, 5, 40], [4, 8, 11], [35, 37, 26], [30, 10, 41], [6, 18, 28], [38, 27, 14], [17, 25, 16], [7, 45, 2], [33, 31, 48], [1, 23, 32, 46]]
[[6, 43, 24], [12, 4, 7], [31, 16, 35], [14, 5, 21], [10, 13, 47], [37, 42, 28], [20, 32, 36], [25, 34, 33], [46, 26, 22], [17, 40, 38], [27, 48, 45], [3, 2, 18], [39, 9, 0], [19, 41, 29], [23, 1, 30], [8, 44, 11, 15]]
[[13, 36, 47], [8, 33, 5], [14, 17, 9], [11, 21, 19], [22, 45, 48], [46, 41, 4], [0, 31, 20], [15, 3, 40], [2, 6, 16], [34, 30, 44], [18, 32, 26], [12, 38, 27], [23, 24, 25], [7, 1, 29], [37, 39, 43], [28, 42, 35, 10]]
[[24, 27, 45], [38, 4, 34], [42, 25, 20], [33, 18, 44], [30, 35, 32], [12, 36, 21], [11, 9, 2], [1, 26, 5], [23, 48, 40], [28, 3, 19], [39, 14, 43], [13, 22, 15], [31, 0, 37], [47, 41, 8], [16, 29, 46], [6, 7, 10, 17]]
[[37, 18, 30], [31, 17, 38], [11, 43, 4], [3, 29, 19], [34, 15, 12], [24, 1, 16], [42, 9, 22], [39, 8, 46], [21, 33, 6], [40, 13, 47], [14, 25, 0], [10, 23, 48], [26, 5, 27], [28, 2, 36], [35, 7, 20], [44, 41, 32, 45]]
[[23, 24, 38], [19, 27, 22], [7, 17, 16], [25, 10, 46], [11, 45, 32], [47, 3, 4], [5, 20, 15], [29, 14, 28], [6, 48, 36], [2, 13, 33], [37, 8, 18], [44, 31, 42], [0, 35, 30], [26, 12, 9], [39, 40, 1], [41, 43, 34, 21]]
[[17, 16, 12], [45, 40, 35], [33, 29, 19], [43, 0, 24], [27, 28, 39], [36, 2, 1], [37, 8, 31], [47, 32, 7], [20, 11, 3], [14, 15, 26], [38, 22, 30], [4, 41, 44], [13, 18, 46], [10, 34, 5], [25, 42, 6], [9, 23, 48, 21]]
[[29, 9, 34], [40, 12, 1], [15, 43, 18], [2, 26, 37], [5, 22, 23], [36, 3, 19], [33, 16, 47], [7, 8, 41], [32, 28, 0], [35, 48, 46], [38, 17, 45], [31, 10, 4], [13, 25, 20], [24, 44, 14], [30, 6, 27], [11, 42, 21, 39]]
[[42, 41, 20], [30, 47, 39], [38, 28, 13], [17, 27, 29], [16, 9, 40], [35, 46, 0], [34, 3, 26], [23, 32, 4], [24, 21, 6], [5, 10, 31], [18, 11, 22], [36, 48, 2], [7, 12, 8], [37, 45, 43], [44, 19, 15], [25, 14, 1, 33]]
[[33, 11, 3], [23, 2, 26], [25, 43, 1], [41, 6, 44], [20, 21, 10], [40, 18, 17], [45, 27, 34], [48, 0, 14], [9, 16, 46], [22, 35, 38], [39, 13, 42], [37, 29, 47], [12, 8, 7], [4, 30, 19], [36, 32, 24], [15, 5, 28, 31]]
