[[25, 6, 33], [11, 30, 35], [17, 7, 31], [10, 21, 14], [16, 2, 27], [1, 22, 23], [12, 24, 34], [5, 19, 29], [20, 9, 32], [15, 26, 3], [28, 4, 8], [13, 0, 18]]
[[33, 14, 18], [21, 11, 32], [10, 25, 29], [1, 0, 9], [31, 8, 16], [34, 35, 22], [15, 7, 2], [19, 23, 26], [13, 3, 24], [28, 12, 27], [6, 4, 17], [30, 5, 20]]
[[24, 23, 5], [3, 34, 28], [14, 20, 11], [15, 31, 29], [26, 19, 12], [18, 27, 4], [32, 16, 8], [6, 1, 2], [33, 22, 25], [35, 21, 10], [17, 0, 9], [13, 7, 30]]
[[32, 11, 2], [30, 28, 26], [27, 8, 5], [23, 3, 7], [14, 18, 4], [16, 35, 6], [19, 13, 25], [31, 12, 9], [1, 15, 22], [29, 0, 33], [17, 10, 34], [24, 21, 20]]
[[28, 13, 4], [2, 21, 25], [10, 18, 22], [14, 0, 9], [8, 11, 1], [17, 31, 30], [3, 6, 16], [23, 19, 7], [24, 5, 34], [32, 15, 20], [29, 33, 35], [12, 26, 27]]
[[8, 18, 15], [21, 24, 0], [29, 11, 4], [20, 16, 25], [30, 6, 10], [1, 32, 34], [35, 9, 26], [2, 5, 23], [28, 27, 14], [22, 31, 33], [3, 7, 13], [19, 17, 12]]
[[3, 22, 35], [16, 24, 2], [12, 13, 10], [27, 28, 18], [25, 8, 19], [14, 4, 21], [6, 29, 34], [32, 30, 23], [0, 31, 1], [17, 20, 7], [15, 33, 26], [9, 5, 11]]
[[23, 7, 25], [27, 0, 3], [8, 17, 2], [24, 21, 33], [9, 1, 31], [14, 28, 11], [16, 13, 34], [15, 5, 12], [18, 19, 20], [26, 10, 30], [6, 32, 22], [29, 35, 4]]
[[15, 24, 13], [26, 32, 4], [28, 20, 8], [3, 33, 7], [12, 6, 11], [0, 14, 31], [18, 30, 23], [19, 17, 16], [22, 27, 34], [21, 29, 25], [5, 10, 1], [35, 2, 9]]
[[16, 10, 4], [2, 30, 32], [3, 34, 26], [14, 15, 12], [22, 17, 33], [27, 19, 0], [7, 25, 5], [1, 6, 9], [20, 31, 29], [8, 24, 13], [35, 23, 18], [11, 21, 28]]
[[25, 6, 7], [22, 14, 1], [19, 29, 27], [11, 24, 30], [21, 35, 23], [8, 3, 26], [31, 9, 18], [13, 34, 32], [16, 17, 2], [10, 0, 20], [15, 5, 12], [28, 33, 4]]
[[10, 15, 23], [2, 4, 33], [13, 28, 20], [16, 30, 5], [9, 1, 29], [0, 21, 31], [14, 12, 25], [7, 24, 3], [34, 32, 22], [19, 27, 18], [11, 6, 26], [17, 8, 35]]
[[15, 18, 35], [7, 21, 29], [10, 23, 3], [26, 16, 32], [14, 34, 4], [6, 0, 2], [9, 17, 19], [27, 31, 33], [1, 8, 11], [13, 20, 12], [28, 5, 24], [30, 22, 25]]
[[9, 13, 6], [29, 1, 14], [18, 12, 0], [11, 23, 21], [8, 7, 35], [20, 22, 34], [3, 27, 19], [15, 17, 33], [16, 30, 5], [25, 10, 31], [4, 24, 2], [26, 32, 28]]
[[5, 0, 8], [23, 35, 29], [32, 3, 14], [2, 7, 22], [9, 33, 18], [11, 24, 13], [1, 34, 26], [6, 21, 4], [30, 17, 12], [28, 16, 20], [31, 19, 25], [27, 10, 15]]
[[13, 10, 24], [4, 21, 9], [20, 11, 28], [19, 15, 35], [25, 34, 8], [6, 12, 23], [14, 16, 3], [17, 0, 26], [33, 5, 1], [2, 30, 29], [22, 7, 18], [27, 32, 31]]
[[4, 33, 3], [29, 21, 1], [19, 11, 16], [15, 32, 2], [20, 18, 17], [23, 24, 26], [28, 25, 7], [10, 13, 5], [34, 35, 27], [6, 22, 8], [0, 30, 9], [31, 14, 12]]
[[21, 20, 10], [27, 28, 7], [15, 32, 14], [31, 23, 4], [29, 22, 3], [30, 19, 35], [5, 16, 1], [18, 12, 6], [8, 0, 9], [13, 17, 11], [24, 26, 2], [33, 25, 34]]
[[30, 1, 3], [8, 22, 25], [5, 21, 28], [0, 19, 16], [14, 32, 20], [34, 33, 17], [4, 24, 23], [26, 9, 18], [13, 35, 29], [12, 10, 15], [11, 27, 6], [7, 31, 2]]
[[8, 32, 16], [4, 15, 9], [11, 14, 22], [3, 23, 21], [26, 24, 0], [17, 28, 20], [13, 33, 1], [10, 18, 6], [30, 7, 2], [34, 29, 27], [31, 12, 5], [19, 25, 35]]
[[14, 28, 16], [10, 9, 19], [17, 7, 25], [29, 2, 21], [31, 23, 26], [30, 8, 1], [12, 33, 27], [15, 3, 18], [24, 22, 11], [32, 13, 35], [5, 0, 34], [20, 4, 6]]
[[29, 2, 25], [13, 33, 32], [27, 15, 1], [30, 11, 12], [35, 14, 18], [19, 6, 31], [17, 28, 0], [24, 5, 9], [10, 34, 16], [7, 4, 26], [3, 20, 23], [21, 22, 8]]
[[13, 30, 19], [0, 26, 8], [27, 20, 34], [16, 18, 6], [32, 21, 3], [9, 25, 12], [14, 10, 31], [24, 4, 29], [28, 2, 22], [23, 15, 11], [1, 33, 7], [35, 17, 5]]
[[22, 12, 16], [35, 6, 25], [26, 15, 21], [8, 31, 11], [23, 4, 1], [5, 30, 17], [13, 34, 19], [27, 9, 28], [7, 14, 0], [20, 33, 3], [2, 29, 24], [32, 10, 18]]
[[4, 35, 17], [29, 16, 22], [33, 23, 7], [12, 13, 21], [11, 6, 24], [19, 34, 3], [9, 30, 31], [25, 20, 0], [2, 26, 10], [1, 8, 5], [14, 28, 18], [15, 27, 32]]
[[23, 10, 7], [12, 15, 22], [30, 35, 18], [34, 13, 14], [6, 19, 1], [2, 24, 17], [29, 31, 8], [0, 5, 28], [20, 32, 16], [21, 26, 33], [11, 25, 9], [3, 27, 4]]
[[17, 28, 34], [25, 24, 6], [32, 22, 5], [20, 35, 30], [3, 18, 1], [21, 29, 15], [26, 12, 10], [2, 9, 23], [16, 0, 8], [14, 11, 33], [13, 4, 27], [31, 19, 7]]
