[[26, 35, 40], [1, 23, 10], [5, 9, 46], [41, 15, 28], [39, 21, 12], [7, 6, 20], [42, 4, 27], [44, 45, 34], [0, 16, 17], [3, 18, 8], [22, 32, 24], [38, 14, 31], [13, 36, 19], [43, 30, 33, 2], [37, 25, 29, 11]]
[[23, 3, 39], [1, 0, 2], [5, 40, 8], [10, 31, 12], [43, 33, 4], [22, 28, 29], [6, 26, 13], [20, 46, 17], [38, 45, 24], [32, 36, 42], [18, 21, 35], [19, 16, 9], [27, 7, 41], [15, 30, 25, 14], [44, 11, 37, 34]]
[[33, 9, 34], [29, 1, 21], [32, 5, 40], [2, 36, 20], [23, 7, 28], [8, 0, 4], [46, 39, 45], [31, 26, 24], [16, 37, 30], [38, 42, 27], [35, 25, 3], [19, 22, 44], [10, 41, 18], [11, 17, 13, 12], [14, 15, 6, 43]]
[[10, 32, 33], [2, 14, 21], [11, 26, 36], [13, 37, 4], [45, 42, 19], [20, 29, 40], [28, 34, 30], [18, 35, 38], [0, 3, 39], [46, 1, 22], [43, 12, 31], [44, 41, 6], [9, 23, 27], [25, 16, 7, 5], [15, 17, 8, 24]]
[[8, 11, 9], [4, 7, 31], [37, 38, 27], [29, 39, 34], [13, 43, 24], [15, 14, 44], [0, 12, 33], [46, 21, 40], [10, 28, 45], [6, 36, 20], [1, 26, 42], [17, 30, 25], [5, 16, 18], [3, 22, 23, 2], [41, 35, 32, 19]]
[[15, 33, 32], [8, 6, 21], [23, 17, 45], [41, 38, 0], [43, 12, 5], [24, 44, 14], [13, 40, 39], [27, 20, 11], [2, 35, 46], [10, 37, 26], [34, 31, 7], [4, 1, 9], [30, 16, 28], [22, 36, 18, 19], [42, 25, 29, 3]]
[[7, 22, 20], [39, 9, 5], [46, 11, 23], [0, 6, 44], [30, 21, 37], [34, 43, 28], [45, 2, 14], [36, 35, 18], [32, 24, 16], [4, 27, 15], [26, 1, 3], [13, 42, 40], [29, 12, 8], [33, 25, 31, 17], [10, 19, 38, 41]]
[[9, 5, 43], [10, 32, 17], [13, 44, 39], [15, 45, 0], [8, 1, 12], [3, 27, 29], [2, 42, 22], [28, 30, 25], [35, 6, 20], [11, 21, 7], [37, 34, 14], [23, 40, 31], [16, 46, 38], [24, 26, 33, 4], [18, 41, 36, 19]]
[[26, 4, 13], [44, 42, 39], [1, 8, 45], [9, 41, 12], [18, 15, 23], [14, 31, 21], [40, 36, 25], [38, 28, 34], [30, 33, 29], [7, 3, 37], [2, 16, 20], [35, 5, 0], [6, 32, 17], [19, 43, 46, 24], [27, 22, 11, 10]]
[[8, 26, 13], [6, 19, 37], [4, 11, 3], [14, 45, 28], [46, 23, 34], [0, 40, 42], [29, 12, 32], [33, 16, 22], [7, 30, 25], [31, 10, 44], [24, 38, 41], [35, 20, 15], [36, 39, 27], [2, 17, 43, 18], [9, 5, 21, 1]]
[[3, 6, 25], [32, 1, 4], [45, 15, 5], [26, 46, 11], [27, 12, 42], [28, 33, 18], [21, 0, 20], [2, 41, 10], [9, 23, 38], [8, 24, 34], [7, 14, 36], [17, 16, 13], [35, 19, 30], [44, 39, 29, 43], [22, 40, 31, 37]]
[[23, 26, 5], [38, 40, 36], [44, 3, 29], [9, 0, 6], [18, 34, 45], [17, 15, 35], [8, 30, 1], [24, 31, 2], [27, 14, 28], [32, 13, 16], [10, 21, 11], [43, 25, 7], [37, 22, 19], [39, 12, 42, 4], [20, 33, 41, 46]]
[[4, 16, 39], [27, 17, 42], [7, 5, 35], [36, 46, 29], [21, 31, 23], [40, 18, 30], [11, 2, 22], [1, 19, 8], [41, 13, 15], [43, 26, 44], [14, 10, 6], [20, 37, 33], [28, 24, 9], [32, 0, 25, 38], [45, 12, 34, 3]]
[[10, 20, 42], [43, 1, 28], [45, 5, 22], [6, 41, 13], [15, 9, 2], [34, 27, 14], [21, 33, 35], [31, 24, 3], [23, 25, 30], [7, 12, 44], [46, 29, 17], [32, 16, 8], [40, 26, 38], [18, 19, 4, 0], [39, 36, 11, 37]]
[[10, 39, 37], [12, 42, 27], [43, 24, 32], [16, 25, 33], [14, 44, 9], [31, 11, 15], [20, 1, 26], [38, 17, 6], [40, 2, 4], [41, 13, 8], [29, 0, 30], [7, 22, 23], [19, 18, 34], [45, 3, 35, 21], [46, 36, 28, 5]]
[[26, 5, 18], [11, 28, 35], [31, 45, 40], [32, 2, 0], [13, 42, 4], [20, 10, 41], [37, 9, 36], [23, 33, 7], [14, 43, 1], [6, 46, 30], [25, 24, 12], [8, 17, 34], [38, 22, 19], [3, 15, 21, 44], [16, 27, 39, 29]]
[[31, 46, 22], [29, 0, 21], [38, 10, 25], [13, 40, 44], [20, 15, 23], [2, 5, 33], [28, 3, 45], [37, 41, 16], [30, 42, 4], [43, 8, 9], [12, 26, 39], [6, 36, 7], [18, 14, 27], [19, 34, 11, 35], [32, 17, 1, 24]]
[[42, 2, 4], [8, 24, 38], [6, 16, 30], [39, 22, 12], [40, 25, 33], [18, 5, 41], [7, 37, 17], [46, 3, 27], [34, 45, 11], [0, 23, 36], [44, 21, 9], [28, 10, 43], [32, 20, 15], [26, 1, 31, 13], [35, 29, 19, 14]]
[[19, 11, 14], [23, 16, 4], [42, 26, 22], [28, 34, 36], [3, 43, 29], [40, 32, 10], [30, 46, 39], [37, 7, 2], [9, 44, 6], [21, 8, 25], [15, 12, 41], [33, 35, 13], [31, 20, 1], [24, 5, 17, 18], [38, 45, 0, 27]]
[[44, 31, 16], [23, 32, 21], [6, 7, 8], [15, 42, 11], [38, 41, 28], [2, 12, 27], [33, 43, 22], [46, 26, 34], [4, 13, 35], [0, 45, 14], [36, 19, 25], [5, 10, 40], [18, 37, 29], [17, 39, 24, 1], [30, 3, 9, 20]]
[[3, 10, 21], [44, 32, 13], [42, 17, 45], [15, 27, 30], [31, 22, 7], [35, 12, 14], [25, 38, 20], [37, 11, 34], [18, 19, 23], [26, 4, 33], [29, 39, 2], [5, 46, 6], [1, 43, 40], [24, 28, 8, 36], [9, 41, 0, 16]]
[[14, 25, 4], [41, 24, 43], [1, 5, 7], [33, 40, 35], [31, 11, 36], [17, 18, 22], [23, 46, 19], [39, 20, 8], [16, 26, 15], [29, 6, 45], [13, 28, 10], [30, 37, 44], [12, 0, 42], [9, 27, 38, 21], [3, 2, 34, 32]]
[[27, 45, 13], [9, 7, 6], [10, 42, 24], [32, 29, 39], [33, 36, 41], [40, 22, 11], [34, 19, 18], [2, 44, 20], [25, 12, 8], [30, 14, 15], [28, 5, 16], [0, 26, 31], [37, 43, 38], [21, 17, 4, 23], [46, 35, 1, 3]]
[[11, 41, 46], [40, 38, 25], [17, 43, 44], [24, 26, 21], [31, 19, 28], [30, 20, 27], [14, 18, 5], [45, 10, 32], [16, 39, 12], [9, 33, 34], [29, 8, 6], [42, 22, 13], [2, 4, 3], [7, 1, 15, 35], [37, 0, 36, 23]]
[[1, 23, 15], [25, 3, 5], [17, 26, 21], [40, 24, 9], [45, 12, 46], [36, 6, 30], [38, 2, 18], [27, 10, 42], [39, 22, 8], [13, 28, 7], [44, 43, 37], [41, 20, 29], [19, 35, 33], [34, 11, 14, 0], [16, 31, 4, 32]]
[[11, 33, 21], [40, 4, 19], [35, 7, 8], [36, 6, 38], [24, 26, 25], [18, 46, 0], [41, 27, 16], [22, 28, 3], [39, 13, 32], [30, 1, 37], [31, 14, 2], [45, 17, 12], [43, 5, 15], [34, 44, 10, 23], [42, 20, 29, 9]]
[[46, 25, 3], [1, 38, 34], [44, 40, 20], [42, 17, 13], [24, 26, 2], [37, 28, 35], [43, 6, 15], [21, 32, 29], [12, 39, 16], [18, 14, 9], [5, 11, 30], [36, 23, 19], [7, 10, 22], [27, 4, 8, 31], [0, 45, 41, 33]]
[[44, 2, 28], [26, 10, 24], [1, 46, 42], [0, 18, 35], [41, 30, 4], [22, 33, 20], [25, 34, 45], [16, 13, 39], [15, 3, 14], [6, 43, 40], [17, 7, 19], [21, 8, 27], [12, 23, 29], [9, 32, 31, 11], [36, 38, 5, 37]]
[[4, 35, 18], [24, 46, 39], [2, 27, 43], [23, 11, 6], [29, 0, 20], [9, 25, 13], [33, 19, 1], [42, 40, 26], [15, 32, 14], [30, 10, 28], [3, 36, 12], [17, 41, 8], [37, 7, 44], [5, 45, 34, 16], [38, 21, 31, 22]]
[[9, 38, 46], [43, 26, 17], [35, 27, 30], [22, 44, 24], [21, 18, 15], [40, 16, 28], [5, 29, 3], [2, 39, 37], [25, 14, 45], [6, 7, 19], [34, 11, 41], [10, 32, 1], [31, 23, 20], [4, 0, 8, 12], [42, 33, 36, 13]]
[[11, 37, 36], [22, 44, 16], [6, 18, 5], [19, 31, 42], [10, 4, 30], [14, 3, 34], [1, 26, 25], [39, 33, 27], [35, 8, 20], [38, 23, 43], [28, 29, 2], [12, 13, 32], [15, 9, 21], [40, 24, 7, 0], [45, 17, 46, 41]]
[[7, 32, 16], [5, 6, 43], [42, 24, 30], [12, 17, 23], [33, 34, 22], [45, 44, 25], [14, 40, 0], [46, 8, 31], [38, 21, 29], [36, 9, 41], [28, 1, 2], [3, 27, 39], [10, 26, 20], [19, 15, 13, 11], [4, 18, 37, 35]]
[[38, 41, 3], [36, 46, 18], [14, 40, 7], [20, 39, 43], [26, 10, 2], [45, 6, 30], [29, 25, 8], [44, 11, 34], [1, 42, 19], [16, 24, 22], [9, 21, 28], [17, 35, 15], [23, 4, 37], [32, 12, 0, 31], [5, 13, 27, 33]]
[[30, 15, 36], [0, 4, 31], [12, 26, 22], [21, 24, 39], [14, 40, 32], [8, 9, 29], [28, 27, 45], [11, 38, 18], [23, 35, 10], [3, 19, 6], [41, 46, 1], [2, 33, 16], [44, 20, 7], [13, 37, 42, 17], [43, 25, 34, 5]]
[[32, 33, 40], [35, 45, 7], [2, 8, 29], [39, 43, 36], [24, 34, 38], [21, 3, 16], [6, 17, 12], [0, 31, 19], [44, 1, 10], [46, 28, 13], [14, 9, 23], [42, 30, 18], [5, 27, 4], [20, 26, 15, 37], [11, 25, 22, 41]]
