[[45, 21, 16], [20, 2, 6], [23, 13, 34], [27, 9, 37], [43, 32, 4], [29, 12, 14], [11, 8, 41], [30, 17, 15], [5, 10, 28], [40, 7, 39], [25, 35, 42], [36, 44, 1], [33, 38, 3], [31, 26, 22], [18, 19, 0, 24]]
[[41, 35, 34], [19, 45, 29], [7, 38, 25], [40, 9, 44], [11, 36, 17], [13, 14, 31], [23, 22, 37], [18, 0, 32], [33, 3, 4], [8, 1, 15], [27, 12, 10], [20, 2, 5], [16, 21, 39], [26, 42, 30], [43, 28, 6, 24]]
[[3, 20, 33], [37, 24, 23], [18, 10, 25], [30, 12, 21], [16, 44, 28], [29, 31, 6], [2, 26, 45], [8, 9, 4], [13, 34, 0], [43, 38, 39], [36, 27, 14], [35, 40, 5], [41, 22, 19], [11, 1, 15], [32, 7, 42, 17]]
[[40, 6, 3], [39, 30, 26], [0, 25, 34], [22, 21, 18], [36, 41, 35], [44, 4, 37], [17, 11, 12], [33, 2, 7], [31, 15, 8], [42, 5, 20], [23, 28, 1], [14, 38, 45], [27, 10, 13], [29, 9, 32], [16, 19, 43, 24]]
[[2, 9, 29], [14, 42, 21], [32, 35, 22], [38, 18, 3], [0, 33, 11], [7, 1, 27], [41, 39, 20], [19, 26, 34], [45, 16, 43], [10, 23, 37], [24, 36, 40], [25, 28, 30], [13, 17, 6], [4, 44, 8], [5, 12, 15, 31]]
[[44, 26, 25], [6, 38, 0], [13, 28, 32], [42, 1, 12], [15, 41, 22], [39, 24, 23], [34, 33, 2], [30, 43, 11], [45, 19, 29], [18, 4, 3], [9, 10, 40], [31, 7, 27], [5, 37, 35], [16, 21, 8], [17, 14, 20, 36]]
[[39, 7, 29], [17, 32, 16], [13, 24, 41], [27, 25, 30], [40, 44, 4], [2, 45, 23], [1, 35, 42], [10, 3, 12], [14, 11, 36], [5, 37, 26], [15, 33, 6], [34, 20, 21], [28, 9, 22], [31, 38, 0], [19, 8, 18, 43]]
[[1, 3, 5], [15, 42, 34], [4, 10, 40], [2, 23, 28], [27, 6, 30], [37, 45, 18], [21, 32, 29], [43, 35, 7], [17, 22, 11], [39, 16, 24], [33, 36, 26], [38, 12, 9], [14, 25, 8], [44, 41, 31], [13, 0, 20, 19]]
[[1, 33, 38], [31, 30, 29], [26, 28, 16], [43, 11, 23], [27, 41, 15], [21, 5, 44], [37, 6, 18], [9, 7, 40], [45, 2, 19], [10, 0, 20], [3, 14, 34], [24, 25, 39], [42, 12, 35], [4, 13, 8], [36, 17, 32, 22]]
[[4, 16, 24], [6, 42, 22], [29, 34, 35], [14, 10, 33], [20, 1, 32], [13, 43, 19], [39, 12, 41], [15, 11, 44], [25, 21, 36], [37, 31, 3], [9, 2, 23], [17, 45, 40], [18, 26, 7], [38, 28, 27], [8, 30, 5, 0]]
[[23, 8, 21], [27, 29, 26], [44, 41, 10], [4, 5, 39], [33, 22, 12], [25, 36, 7], [15, 32, 19], [2, 40, 24], [37, 30, 11], [45, 31, 34], [38, 35, 17], [1, 28, 13], [20, 43, 0], [16, 14, 9], [6, 18, 3, 42]]
